assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	subject_1	subject_1_category	subject_1_target	subject_1_target_macromolecule	subject_1_fluorophore	subject_1_calculated_copies_per_reaction	subject_1_copies_per_reaction	subject_1_result	subject_2	subject_2_category	subject_2_target	subject_2_target_macromolecule	subject_2_fluorophore	subject_2_calculated_copies_per_reaction	subject_2_copies_per_reaction	subject_2_result	subject_3	subject_3_category	subject_3_target	subject_3_target_macromolecule	subject_3_fluorophore	subject_3_copies_per_reaction	subject_3_result	subject_4	subject_4_category	subject_4_target	subject_4_target_macromolecule	subject_4_fluorophore	subject_4_copies_per_reaction	subject_4_result	notes
N03-0076.a1	N03-0076.e1	AP82	F02	0.005	Direct Quantification	19243	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2.44563058	4356.279471	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.668541312	6534.589212								Human	Internal Control	Human RNase P	RNA	HEX	2.44563058	4356.279471	
N03-0087.a1	N03-0087.e1	AP82	G02	0.005	Direct Quantification	16966	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	9.710000753	17295.93884	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	11.09747052	19767.36937								Human	Internal Control	Human RNase P	RNA	HEX	2.773877084	4940.968556	
N03-0091.a1	N03-0091.e1	AP82	H02	0.005	Direct Quantification	16626	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	29.73835945	52971.45277	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	41.0771513	73168.67575								Human	Internal Control	Human RNase P	RNA	HEX	1.415260434	2520.932648	
N03-0097.a1	N03-0097.e1	AP82	A03	0.005	Direct Quantification	17574	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	12.05297232	21469.35694	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.034629226	14311.68331								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N03-0098.a1	N03-0098.e1	AP82	B03	0.005	Direct Quantification	18643	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	40.42203903	72001.75703	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	34.1015172	60743.32751								Human	Internal Control	Human RNase P	RNA	HEX	1.262138188	2248.183647	
N03-0099.a1	N03-0099.e1	AP82	C03	0.005	Direct Quantification	18049	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.303676814	2322.174325	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	2.607425749	4644.477116								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
J01-0046.a1	J01-0046.e1	AP82	D03	0.005	Direct Quantification	17949	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.310940236	2335.112295	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.310940236	2335.112295								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
J01-0047.a1	J01-0047.e1	AP82	E03	0.005	Direct Quantification	18412	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	1.277973652	2276.390567	
J01-0048.a1	J01-0048.e1	AP82	F03	0.005	Direct Quantification	17216	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
J01-0049.a1	J01-0049.e1	AP82	G03	0.005	Direct Quantification	17872	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	3.949986696	7035.913803								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
J01-0050.a1	J01-0050.e1	AP82	H03	0.005	Direct Quantification	16229	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.44988209	2582.602473								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0054.a1	O01-0054.e1	AP82	A04	0.005	Direct Quantification	20031	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	10.57422519	18835.33861	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	10.57422519	18835.33861								Human	Internal Control	Human RNase P	RNA	HEX	1.174679175	2092.397281	
O01-0058.a1	O01-0058.e1	AP82	B04	0.005	Direct Quantification	18920	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	196.0639572	349238.9238	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	189.7946167	338071.661								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0064.a1	O01-0064.e1	AP82	C04	0.005	Direct Quantification	19566	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	6.013599634	10711.72435	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	6.013599634	10711.72435								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0067.a1	O01-0067.e1	AP82	D04	0.005	Direct Quantification	19509	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	7.237591743	12891.96029	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4.8248142	8594.200294								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
O01-0068.a1	O01-0068.e1	AP82	E04	0.005	Direct Quantification	17572	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	14.73392725	26244.80791	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	12.05434442	21471.80099								Human	Internal Control	Human RNase P	RNA	HEX	1.339066774	2385.212691	
M03-0037.a1	M03-0037.e1	AP82	F04	0.005	Direct Quantification	16736	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	15.47016144	27556.22506	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.437008858	15028.42203								Human	Internal Control	Human RNase P	RNA	HEX	2.812000215	5008.875383	
M03-0038.a1	M03-0038.e1	AP82	G04	0.005	Direct Quantification	17117	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	162.7671242	289928.9399	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	159.9989605	284998.1484								Human	Internal Control	Human RNase P	RNA	HEX	1.374662519	2448.617611	
M03-0058.a1	M03-0058.e1	AP82	H04	0.005	Direct Quantification	16960	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	11.10139728	19774.3639	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	15.26577234	27192.15699								Human	Internal Control	Human RNase P	RNA	HEX	2.774858177	4942.716127	
M03-0060.a1	M03-0060.e1	AP82	A05	0.005	Direct Quantification	16141	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	235.8748055	420151.9972	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	252.0770645	449012.2712								Human	Internal Control	Human RNase P	RNA	HEX	2.915664613	5193.527592	
M03-0064.a1	M03-0064.e1	AP82	B05	0.005	Direct Quantification	16681	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	94.69726563	168679.5044	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	97.52991676	173725.1642								Human	Internal Control	Human RNase P	RNA	HEX	2.821272314	5025.391309	
M03-0068.a1	M03-0068.e1	AP82	C05	0.005	Direct Quantification	16464	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	206.70187	368187.7059	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	267.3335648	476187.9122								Human	Internal Control	Human RNase P	RNA	HEX	7.146800756	12730.23885	
M03-0070.a1	M03-0070.e1	AP82	D05	0.005	Direct Quantification	15793	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.489910483	2653.903048	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
M03-0071.a1	M03-0071.e1	AP82	E05	0.005	Direct Quantification	16551	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	176.9458771	315184.8435	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	188.4075928	335601.0246								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
M03-0073.a1	M03-0073.e1	AP82	F05	0.005	Direct Quantification	14915	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	56.86106205	101283.7668	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	53.69850159	95650.45595								Human	Internal Control	Human RNase P	RNA	HEX	1.57761991	2810.135465	
L01-0101.a1	L01-0101.e1	AP82	G05	0.005	Direct Quantification	16043	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	2647.029724	4715021.696	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	420.2584839	748585.4244								Human	Internal Control	Human RNase P	RNA	HEX	218.0711365	388439.2118	
L01-0103.a1	L01-0103.e1	AP82	H05	0.005	Direct Quantification	14934	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	15.76087594	28074.06027	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	6.303083897	11227.36819								Human	Internal Control	Human RNase P	RNA	HEX	1.575612724	2806.560164	
L01-0105.a1	L01-0105.e1	AP82	A06	0.005	Direct Quantification	17464	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	128.343792	228612.3794	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	141.894474	252749.5319								Human	Internal Control	Human RNase P	RNA	HEX	1.347347945	2399.963527	
L01-0107.a1	L01-0107.e1	AP82	B06	0.005	Direct Quantification	18331	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	8.986817002	16007.76779	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	2.567311823	4573.024185								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
L01-0110.a1	L01-0110.e1	AP82	C06	0.005	Direct Quantification	17196	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4.105279744	7312.529543	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	10.94900489	19502.91496								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
L01-0111.a1	L01-0111.e1	AP82	D06	0.005	Direct Quantification	15343	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
L01-0119.a1	L01-0119.e1	AP82	E06	0.005	Direct Quantification	13728	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	63.50259304	113113.9939	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	87.57535934	155993.6088								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
D01-0077.a1	D01-0077.e1	AP82	F06	0.005	Direct Quantification	15600	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	274.5976257	489127.0208	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	297.4987984	529919.7346								Human	Internal Control	Human RNase P	RNA	HEX	3.016784489	5373.647371	
D01-0089.a1	D01-0089.e1	AP82	G06	0.005	Direct Quantification	15485	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	227.5013542	405236.7872	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	262.8158379	468140.7112								Human	Internal Control	Human RNase P	RNA	HEX	7.598712444	13535.20654	
A02-0529.a1	A02-0529.e1	AP82	H06	0.005	Direct Quantification	14571	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	4036.471863	7189965.506	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	4196.124268	7474346.352								Human	Internal Control	Human RNase P	RNA	HEX	11.30639315	20139.51279	
G01-0152.a1	G01-0152.e1	AP83	A01	0.005	Direct Quantification	15029	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.565652639	2788.818763								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
G01-0154.a1	G01-0154.e1	AP83	B01	0.005	Direct Quantification	17732	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	15.92874527	28373.07751	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	13.27320695	23642.89988								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
G01-0159.a1	G01-0159.e1	AP83	C01	0.005	Direct Quantification	16798	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	30.83619118	54926.96553	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	30.83619118	54926.96553								Human	Internal Control	Human RNase P	RNA	HEX	1.400768608	2495.119083	
G01-0160.a1	G01-0160.e1	AP83	D01	0.005	Direct Quantification	18462	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	17.84945965	31794.35	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	19.12493944	34066.29838								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
G01-0164.a1	G01-0164.e1	AP83	E01	0.005	Direct Quantification	18745	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	64.10431385	114185.809	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	75.43498993	134368.5758								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
S01-0020.a1	S01-0020.e1	AP83	F01	0.005	Direct Quantification	19308	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	30.48562527	54302.52001	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	23.16547155	41263.49621								Human	Internal Control	Human RNase P	RNA	HEX	1.218666881	2170.750382	
S01-0021.a1	S01-0021.e1	AP83	G01	0.005	Direct Quantification	19038	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	17.30921984	30832.04783	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	22.25705147	39645.37293								Human	Internal Control	Human RNase P	RNA	HEX	1.235950738	2201.537252	
S01-0022.a1	S01-0022.e1	AP83	H01	0.005	Direct Quantification	17343	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	24.4334507	43522.08406	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	32.58357763	58039.49766								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
S01-0023.a1	S01-0023.e1	AP83	A02	0.005	Direct Quantification	16843	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	9.780924916	17422.27251	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.383401036	14932.9331								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
S01-0024.a1	S01-0024.e1	AP83	B02	0.005	Direct Quantification	16244	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	43.49513531	77475.70977	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	52.20381737	92988.04969								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
S01-0025.a1	S01-0025.e1	AP83	C02	0.005	Direct Quantification	20388	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	119.1716671	212274.532	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	105.2564907	187488.1241								Human	Internal Control	Human RNase P	RNA	HEX	1.154109761	2055.758012	
S01-0026.a1	S01-0026.e1	AP83	D02	0.005	Direct Quantification	14580	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	71.1151886	126673.9297	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	69.49654579	123790.7222								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
S01-0027.a1	S01-0027.e1	AP83	E02	0.005	Direct Quantification	9091	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	36.2628603	64593.21991	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	49.22743797	87686.37389								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
Q01-0010.a1	Q01-0010.e1	AP83	A03	0.005	Direct Quantification	15049	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	87.72043228	156252.02	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	81.4438343	145071.8299								Human	Internal Control	Human RNase P	RNA	HEX	3.127247691	5570.40995	
Q01-0011.a1	Q01-0011.e1	AP83	B03	0.005	Direct Quantification	17477	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	66.06170654	117672.4148	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	71.46269798	127292.9308								Human	Internal Control	Human RNase P	RNA	HEX	1.346345693	2398.178265	
Q01-0012.a1	Q01-0012.e1	AP83	C03	0.005	Direct Quantification	17043	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	44.220438	78767.65519	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	40.07123947	71376.89531								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
Q01-0013.a1	Q01-0013.e1	AP83	D03	0.005	Direct Quantification	18369	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	103.9848042	185222.9324	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	107.8449249	192098.7725								Human	Internal Control	Human RNase P	RNA	HEX	5.124279857	9127.623495	
Q01-0014.a1	Q01-0014.e1	AP83	E03	0.005	Direct Quantification	18550	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	333.4118271	593889.817	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	317.9784775	566399.163								Human	Internal Control	Human RNase P	RNA	HEX	6.34301424	11298.49412	
P01-0067.a1	P01-0067.e1	AP83	F03	0.005	Direct Quantification	16471	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	58.64298344	104457.8142	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	64.37207699	114662.7621								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
P01-0068.a1	P01-0068.e1	AP83	G03	0.005	Direct Quantification	18346	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	5.130704641	9139.067642	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	8.97946775	15994.67693								Human	Internal Control	Human RNase P	RNA	HEX	1.282571256	2284.58005	
P01-0075.a1	P01-0075.e1	AP83	H03	0.005	Direct Quantification	18491	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	76.47288322	136217.3232	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	71.36695385	127122.3865								Human	Internal Control	Human RNase P	RNA	HEX	1.272513568	2266.664794	
P01-0072.a1	P01-0072.e1	AP83	A04	0.005	Direct Quantification	17725	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.327507794	2364.623258	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.327507794	2364.623258								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
E01-0109.a1	E01-0109.e1	AP83	B04	0.005	Direct Quantification	16846	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	57.33596802	102129.693	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	37.74212122	67228.15342								Human	Internal Control	Human RNase P	RNA	HEX	2.793637514	4976.166822	
E01-0110.a1	E01-0110.e1	AP83	C04	0.005	Direct Quantification	16113	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	40.92326641	72894.56829	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	43.84908676	78106.18579								Human	Internal Control	Human RNase P	RNA	HEX	1.460320354	2601.19563	
E01-0111.a1	E01-0111.e1	AP83	D04	0.005	Direct Quantification	18567	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	34.24120665	60992.14934	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	38.04886341	67774.53795								Human	Internal Control	Human RNase P	RNA	HEX	3.802118599	6772.523755	
E01-0112.a1	E01-0112.e1	AP83	E04	0.005	Direct Quantification	17633	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	42.73947716	76129.69369	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	48.08737278	85655.63276								Human	Internal Control	Human RNase P	RNA	HEX	2.668944299	4754.057033	
N02-0057.a1	N02-0057.e1	AP83	F04	0.005	Direct Quantification	17785	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	23.82591248	42439.9066	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	23.82591248	42439.9066								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0072.a1	N02-0072.e1	AP83	G04	0.005	Direct Quantification	19682	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	13.15394163	23430.45853	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	19.1354382	34084.9993								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0083.a1	N02-0083.e1	AP83	H04	0.005	Direct Quantification	18417	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	14.05771017	25040.29624	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	16.61455989	29594.6848								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0097.a1	N02-0097.e1	AP83	A05	0.005	Direct Quantification	13954	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	48.95105362	87194.06426	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	43.88242245	78165.56498								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0079.a1	N02-0079.e1	AP83	B05	0.005	Direct Quantification	16845	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	20.96161604	37337.87857	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	20.96161604	37337.87857								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
N02-0089.a1	N02-0089.e1	AP83	C05	0.005	Direct Quantification	16754	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	43.57689857	77621.35059	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	43.57689857	77621.35059								Human	Internal Control	Human RNase P	RNA	HEX	0	0	
A03-0347.a1	A03-0347.e1	AP83	D05	0.005	Direct Quantification	17551	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	38.91044855	69309.23648	
A03-0348.a1	A03-0348.e1	AP83	E05	0.005	Direct Quantification	17914	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	0	0	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	0	0								Human	Internal Control	Human RNase P	RNA	HEX	13.13831687	23402.62692	
A03-0362.a1	A03-0362.e1	AP83	F05	0.005	Direct Quantification	18513	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1862.607727	3317770.014	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1884.628754	3356994.967								Human	Internal Control	Human RNase P	RNA	HEX	26.70545578	47569.09311	
A02-0531.a1	A02-0531.e1	AP83	G05	0.005	Direct Quantification	19499	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	1.206729263	2149.4865	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	1.206729263	2149.4865								Human	Internal Control	Human RNase P	RNA	HEX	2.413520515	4299.083417	
A02-0532.a1	A02-0532.e1	AP83	H05	0.005	Direct Quantification	18039	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	11.74219966	20915.79314	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	14.35237408	25565.16632								Human	Internal Control	Human RNase P	RNA	HEX	2.60887146	4647.052288	
S01-0028.a1	S01-0028.e1	AP84	H02	0.005	Direct Quantification	19276	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	26.86981916	47861.86539	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	29.31405544	52215.66126								Human	Internal Control	Human RNase P	RNA	HEX	2.441443503	4348.82124	
Q01-0008.a1	Q01-0008.e1	AP84	A05	0.005	Direct Quantification	14818	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	71.56394482	127473.2767	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	68.37870121	121799.5615								Human	Internal Control	Human RNase P	RNA	HEX	1.587947458	2828.53141	
Q01-0009.a1	Q01-0009.e1	AP84	B05	0.005	Direct Quantification	14225	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	104.4390297	186032.0216	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	96.13326073	171237.3707								Human	Internal Control	Human RNase P	RNA	HEX	1.65414691	2946.449183	
E02-0126.a1	E02-0126.e1	AP84	A01	0.005	Direct Quantification	18778	SARS-CoV-2	Pathogen	SARS-CoV-2 N1	RNA	FAM	0	47.66341209	84900.45279	SARS-CoV-2	Pathogen	SARS-CoV-2 N2	RNA	FAM/HEX	0	42.64165878	75955.45471								Human	Internal Control	Human RNase P	RNA	HEX	11.27997994	20092.46428	
