concentration_id	concentration_batch_id	concentration_comment	concentration_location_in_batch	sample_id
A01-0317.c5498	CP199		A01	
C01-0314.c4870	CP293		B04	
A03-0240.c7339	CP82		D05	
A02-0998.c7566	CP334		B03	
T01-0026.c2899	CP271		B01	
M03-0079.c4935	CP168		B02	
E01-0104.c6544	CP137		D01	
A02-1043.c5012	CP342		B05	
H01-0413.c3762	CP295		B04	
M03-0154.c5267	CP296		D04	
R02-0103.c2966	CP202		B04	
A02-0700.c6841	CP259		A04	
A0222.c3054	CS11			
A03-0117.c6075	CP42		A02	
B01-0328.c775	CP332		A06	
B01-0339.c2048	CP309		B02	
A02-0694.c3109	CP247		B03	
R02-0165.c855	CP293		A02	
A1059.c2695	CP0.6			
M04-0015.c4401	CP83		D04	
E02-0197.c6118	CP238		B01	
C01-0365.c5086	CP352		A05	
G01-0212.c7502	CP286		B06	
O01-0244.c5323	CP317		D01	
A01-0094.c4553	CP41		A06	
N03-0238.c81	CP318		C02	
Q01-0256.c372	CP336		C06	
J01-0020.c1005	CP114		D04	
A01-0092.c6677	CP38		B03	
H01-0203.c6348	CP140		D06	
N03-0008.c1530	CP114		C04	
B01-0094.c5258	CP82		B01	
C01-0363.c2976	CP352		A03	
E01-0149.c6764	CP206		A01	
O01-0216.c7496	CP285		A03	
A04-0140.c506	CP214		C04	
P01-0033.c3813	CP103		C06	
G01-0302.c6012	CP373		B04	
M03-0038.c3486	CP146		B01	
R01-0065.c4134	CP163		A02	
G01-0161.c7656	CP159		B04	
A01-0386.c3077	CP263		C06	
A04-0062.c4485	CP127		A01	
R01-0222.c4418	CP329		B02	
B01-0037.c4259	CP56		B06	
B01-0154.c5869	CP155		D02	
R01-0127.c4601	CP247		C02	
H01-0143.c5755	CP90		B05	
T01-0022.c1295	CP226		D03	
R02-0239.c4781	CP347		A03	
A01-0503.c1792	CP356		A02	
A02-0154 c.c3446	CS25			
E01-0246.c6101	CP366		B03	
H01-0379.c3265	CP267		D01	
J01-0018.c2470	CP114		D05	
A02-0681.c4556	CP254		B04	
H01-0086.c7493	CP48		A04	
K01-0106.c493	CP176		C02	
N02-0166.c1992	CP260		C03	
J01-0019.c5083	CP113		D06	
Q01-0098.c5326	CP216		A05	
M03-0181.c7653	CP333		B02	
R02-0102.c4424	CP202		B03	
R01-0089.c1834	CP173		D02	
L01-0312.c518	CP318		D01	
L01-0100.c6124	CP123		A06	
A04-0199.c4051	CP256		B02	
A02-0764.c2973	CP277		B01	
N03-0142.c3483	CP198		B04	
M03-0157.c3816	CP290		A03	
C01-0198.c6658	CP168		D05	
E01-0127.c5853	CP175		A05	
M04-0089.c2829	CP172		D01	
O01-0209.c4158	CP284		D05	
H01-0248.c5234	CP166		B04	
A01-0497.c3715	CP349		A02	
A02-1005.c7071	CP335		C05	
E02-0127.c4593	CP149		A02	
C01-0321.c187	CP301		C04	
M04-0143.c6498	CP279		C05	
A01-0115.c3686	CP44		C01	
L01-0177.c3275	CP202		C02	
A01-0058.c3408	CP22		B02	
R02-0141.c7573	CP260		A03	
Q01-0137.c866	CP249		D01	
J01-0050.c6364	CP145		D06	
M03-0222.c3893	CP352		B01	
A02-0223.c3788	CP37		D03	
H01-0343.c5173	CP238		A06	
G01-0192.c1858	CP170		B05	
A01-0312.c1445	CP195		A02	
A02-0174.c6634	CP26		B02	
A02-1125.c7217	CP363		C01	
A02-0876.c5969	CP283		D03	
Q01-0173.c2732	CP287		B05	
A02-0193.c5619	CP30		B06	
A01-0389.c6557	CP266		B04	
K01-0076.c4713	CP139		A01	
A01-0137.c3772	CP55		A01	
A03-0226.c4263	CP69		D05	
E02-0001.c7105	CP34		B03	
Q01-0132.c3979	CP249		C02	
R01-0105.c7456	CP219		A03	
M03-0120.c3330	CP196		B06	
B01-0069.c1877	CP39		D04	
L01-0351.c329	CP364		C05	
L01-0005.c1920	CP74		D06	
N03-0111.c6434	CP181		C03	
A02-0391.c6065	CP95		C06	
O01-0207.c6942	CP274		C03	
K01-0162.c7181	CP252		A02	
G01-0281.c679	CP289		B01	
A04-0193.c3896	CP251		B05	
A02-0652.c4266	CP245		B04	
A02-0377.c2902	CP90		D03	
A0216.c3480	CS11			
B01-0385.c1422	CP344		C03	
G01-0262.c3953	CP260		D06	
N03-0091.c2235	CP145		C04	
A04-0156.c4596	CP266		C05	
N03-0127.c4860	CP190		D06	
A03-0263.c2360	CP112		B02	
H01-0442.c5856	CP311		B06	
Q01-0289.c2064	CP357		A04	
A02-0409.c6223	CP138		D02	
A02-0607.c1355	CP221		B04	
L01-0016.c7669	CP66		C01	
C01-0135.c732	CP106		C03	
E01-0081.c3683	CP101		B01	
R02-0096.c4091	CP213		C03	
T01-0047.c7576	CP238		D05	
R02-0025.c5277	CP186		D02	
B01-0255.c1161	CP250		C02	
K01-0128.c4624	CP236		B02	
A04-0149.c4618	CP222		C04	
M03-0176.c6226	CP333		A05	
A04-0313.c5581	CP351		C03	
R01-0135.c4685	CP235		D01	
N03-0112.c1720	CP172		C04	
J01-0113.c3058	CP219		A06	
O01-0208.c3411	CP274		C04	
R02-0009.c5176	CP176		B03	
A02-1131.c4716	CP368		A03	
A01-0193.c6925	CP91		C03	
E01-0225.c7453	CP330		D04	
A02-0543.c6748	CP213		D02	
J01-0149.c1240	CP247		D01	
L01-0219.c764	CP218		B03	
H01-0428.c3937	CP305		C06	
C01-0169.c244	CP139		D02	
G01-0172.c6779	CP165		D01	
L01-0280.c4397	CP297		A05	
L01-0110.c36	CP146		D01	
A02-0308.c5317	CP66		C06	
G01-0247.c1284	CP193		A04	
O01-0163.c5032	CP246		D06	
B01-0258.c468	CP260		C06	
C01-0228.c725	CP201		A03	
N02-0086.c7358	CP161		A03	
H01-0407.c6536	CP288		D03	
E02-0158.c7554	CP188		D05	
A04-0014.c5010	CP78		C04	
D01-0015.c1451	CP79		C06	
M03-0011.c1625	CP98		A03	
A02-0660.c3760	CP248		A05	
R02-0138.c7437	CP263		D06	
A02-0442.c4888	CP117		A01	
A02-1056.c4872	CP344		B01	
G01-0033.c7367	CP56		D01	
L01-0349.c5154	CP342		A01	
H01-0151.c2954	CP95		B03	
A04-0165.c3150	CP265		A05	
B01-0106.c7637	CP99		D01	
M03-0061.c2372	CP124		A03	
H01-0071.c6379	CP63		B03	
R01-0116.c2155	CP247		C01	
R02-0182.c2885	CP335		A01	
M03-0099.c3632	CP172		A03	
O01-0054.c2520	CP146		A01	
C01-0086.c239	CP87		C05	
J01-0087.c5874	CP186		A04	
A1024.c3973	CS17			
R02-0178.c6533	CP316		A02	
A02-0979.c6580	CP325		B01	
R01-0049.c3610	CP114		B05	
A03-0114.c873	CP46		A01	
A02-1142.c4727	CP371		A06	
N02-0235.c3827	CP343		B06	
B01-0201.c6031	CP256		D02	
M03-0030.c85	CP118		B05	
A0050.c5800	CS9			
A0029.c704	CS4			
A02-0131.c2592	CP18		A04	
E02-0208.c2462	CP262		C01	
A02-0603.c2140	CP221		B03	
G01-0040.c4429	CP47		A04	
A02-1023.c7223	CP338		C03	
P01-0042.c2938	CP102		D03	
L01-0020.c5974	CP70		D05	
A01-0152.c5428	CP60		B02	
E01-0153.c2711	CP211		C03	
H01-0363.c4694	CP255		C01	
A02-0457.c4022	CP121		B02	
A1022.c1607	CS17			
N02-0094.c4971	CP170		C06	
Q01-0031.c4803	CP165		B05	
R01-0097.c200	CP173		D01	
H01-0525.c138	CP367		D06	
S01-0030.c2306	CP129		B05	
A02-0746.c2415	CP273		C06	
A0249.c2099	CS2			
J01-0147.c2079	CP247		D04	
R01-0021.c1135	CP124		B06	
G01-0176.c5147	CP179		B01	
A01-0168.c1642	CP72		B02	
D01-0080.c3190	CP138		A04	
C01-0122.c3964	CP73		C03	
M04-0013.c2662	CP92		D05	
S01-0062.c7226	CP124		B06	
N02-0283.c558	CP373		A01	
O01-0237.c4247	CP323		A03	
H01-0422.c4200	CP30		A01	
A02-0731.c753	CP270		A05	
F01-0022.c2271	CP32		D04	
A02-0974.c2894	CP325		D02	
N03-0223.c2708	CP292		D05	
C01-0173.c7674	CP144		D02	
Q01-0080.c4494	CP197		D01	
N02-0277.c7334	CP367		C01	
A02-0305.c4045	CP64		B01	
C01-0362.c4305	CP352		A02	
H01-0371.c3432	CP262		B01	
R01-0224.c6549	CP307		B04	
A02-1149.c3231	CP372		A05	
N02-0089.c2303	CP148		C03	
L01-0258.c629	CP285		C04	
J01-0032.c7538	CP130		C01	
C01-0036.c4806	CP36		A04	
A0049.c1294	CS9			
A02-0197.c6217	CP31		B03	
N02-0162.c272	CP238		C01	
A01-0001.c5100	CP0.1		A03	
R02-0225.c7464	CP303		B04	
H01-0142.c1532	CP90		B04	
M03-0124.c2730	CP212		B03	
A02-0926.c7127	CP301		B02	
N02-0132.c6356	CP211		B02	
D01-0282.c2362	CP359		C01	
A02-0165.c2801	CP23		B03	
J01-0233.c2403	CP353		B04	
K01-0241.c4797	CP369		D06	
Q01-0175.c4316	CP287		C01	
A01-0427.c1420	CP295		D03	
A02-1073.c3104	CP349		B03	
N02-0161.c6940	CP255		A03	
A02-0364.c1922	CP84		D04	
A02-0416.c4862	CP104		B05	
E01-0137.c2947	CP188		A05	
H01-0272.c2900	CP185		C06	
E01-0250.c2056	CP371		C03	
O01-0094.c7377	CP177		D03	
A03-0010.c6769	CP16		B05	
A02-0560.c2783	CP237		A05	
E02-0018.c5923	CP47		D01	
E02-0023.c1722	CP54		D02	
A01-0257.c5726	CP150		B04	
A02-0484.c4815	CP133		C01	
A01-0258.c1242	CP152		C05	
A1080.c6346	CP0.8			
D01-0037.c1225	CP123		D03	
T01-0027.c5396	CP271		B02	
A1035.c3982	CS19			
Q01-0067.c322	CP188		C01	
E01-0184.c672	CP255		D06	
M03-0068.c5243	CP146		B05	
H01-0223.c815	CP155		C01	
N03-0275.c739	CP346		B01	
D01-0191.c3039	CP263		D02	
D01-0096.c351	CP161		B02	
H01-0015.c4139	CP25		C01	
Q01-0038.c1945	CP170		D03	
A04-0010.c4313	CP73		B04	
A02-0410.c4548	CP101		A02	
L01-0302.c6639	CP318		C05	
D01-0187.c2053	CP246		A05	
J01-0017.c5864	CP114		D06	
R01-0146.c77	CP251		D05	
D01-0008.c6353	CP60		C05	
B01-0317.c4254	CP327		C02	
D01-0076.c6443	CP160		B05	
R02-0095.c7547	CP245		D02	
J01-0208.c5926	CP321		D04	
J01-0250.c4238	CP371		A01	
A02-0728.c2818	CP268		B03	
G01-0286.c5393	CP294		D03	
A01-0048.c6129	CP19		A05	
E01-0170.c5138	CP237		D02	
A1070.c3181	CP0.7			
E02-0078.c2315	CP82		A03	
A04-0131.c3332	CP124		C05	
R01-0202.c2824	CP302		C03	
K01-0013.c5246	CP59		B05	
A02-0318.c3770	CP68		B06	
H01-0011.c2786	CP25		B03	
D01-0223.c5723	CP287		B01	
E02-0089.c1839	CP72		D06	
P01-0069.c4961	CP139		C03	
C01-0121.c3210	CP73		C02	
N03-0103.c225	CP181		B05	
H01-0383.c6907	CP271		A04	
N02-0021.c2551	CP91		C05	
Q01-0087.c3388	CP206		B02	
Q01-0207.c6855	CP308		C06	
I01-0048.c3121	CP40		A02	
O01-0246.c5414	CP329		C04	
H01-0038.c831	CP39		A03	
A03-0055.c2406	CP33		C04	
H01-0240.c6646	CP166		B03	
D01-0178.c2688	CP254		D06	
M03-0131.c2672	CP248		A01	
T01-0062.c2472	CP283		C06	
L01-0165.c1846	CP172		C01	
B01-0247.c1790	CP205		C02	
A0045.c5930	CS9			
M04-0150.c7035	CP302		B03	
J01-0249.c5628	CP369		D06	
H01-0290.c5837	CP199		B06	
A02-0990.c4146	CP332		C01	
A02-0332.c6369	CP73		C06	
G01-0194.c3541	CP182		A04	
D01-0004.c4381	CP67		A01	
L01-0093.c470	CP113		B01	
A02-0310.c379	CP66		C02	
K01-0115.c5239	CP181		B03	
A04-0152.c6296	CP270		C05	
A04-0247.c3043	CP319		D03	
A02-0894.c644	CP318		A03	
J01-0024.c711	CP118		D03	
N02-0026.c7298	CP69		D04	
B01-0294.c7448	CP283		A01	
E01-0142.c611	CP193		C02	
A04-0210.c5964	CP284		C04	
J01-0099.c7664	CP203		B01	
M03-0125.c1341	CP203		A05	
B01-0158.c3948	CP138		A02	
A03-0197.c4629	CP68		C04	
N02-0246.c6756	CP343		C03	
A01-0282.c6197	CP156		B03	
A04-0205.c1990	CP276		B06	
P01-0057.c2069	CP131		B06	
A02-0022.c6439	CP5		A02	
L01-0088.c5614	CP123		D01	
B01-0049.c428	CP60		B05	
G01-0013.c2488	CP50		B03	
A02-0506.c6643	CP217		D06	
A01-0437.c4143	CP304		A02	
A0036.c3346	CS6			
Q01-0200.c67	CP305		D06	
A1009.c6820	CS15			
G01-0111.c3974	CP116		C01	
R02-0229.c1745	CP360		A05	
A01-0426.c7648	CP295		D02	
A01-0410.c6010	CP284		A03	
H01-0232.c2261	CP161		C02	
N03-0047.c1027	CP93		B05	
R02-0186.c635	CP316		A04	
R01-0167.c6753	CP290		B04	
H01-0016.c7500	CP25		C02	
R01-0207.c5848	CP302		C05	
E01-0023.c3046	CP60		A01	
A01-0259.c6293	CP152		C06	
A01-0509.c1843	CP361		B03	
J01-0106.c481	CP208		B04	
A02-1032.c5533	CP340		B02	
N03-0034.c906	CP93		A05	
A01-0440.c3864	CP308		A01	
Q01-0117.c5643	CP227		C02	
R02-0146.c2859	CP268		D01	
C01-0081.c4915	CP83		A04	
N02-0270.c600	CP349		D04	
A03-0338.c4368	CP133		B02	
B01-0032.c700	CP50		A03	
S01-0041.c1510	CP120		C04	
H01-0522.c1814	CP367		D03	
E02-0217.c253	CP278		A02	
L01-0205.c735	CP231		A01	
M03-0113.c6793	CP224		B04	
A1042.c266	CS21			
A01-0493.c491	CP348		D02	
M03-0169.c4736	CP302		D06	
A02-0251.c4447	CP47		C01	
B01-0119.c4294	CP95		A02	
N03-0009.c6032	CP109		B05	
A01-0414.c7626	CP288		A01	
G01-0321.c7060	CP350		C06	
A1064.c2221	CP0.7			
A02-0106.c4564	CP12		A05	
H01-0318.c819	CP224		A03	
A04-0071.c4128	CP138		C02	
G01-0218.c7426	CP275		B01	
N03-0056.c2371	CP119		C06	
C01-0160.c3923	CP128		C01	
A03-0107.c10	CP49		D06	
A02-0244.c4300	CP43		B01	
Q01-0158.c6527	CP276		C06	
J01-0145.c6895	CP251		C05	
A01-0392.c3631	CP268		A03	
H01-0261.c3836	CP185		B01	
N03-0157.c2603	CP219		B06	
Q01-0177.c1484	CP287		C03	
A02-0368.c229	CP85		A02	
H01-0105.c4229	CP67		A04	
Q01-0297.c3833	CP367		A05	
N02-0210.c4733	CP299		D02	
L01-0187.c6955	CP207		C03	
A02-0485.c6253	CP133		B04	
H01-0392.c2017	CP275		D04	
E01-0018.c4654	CP50		B01	
A04-0323.c5536	CP349		C04	
R02-0189.c5129	CP310		B04	
J01-0232.c4871	CP353		B03	
C01-0290.c1828	CP269		B02	
J01-0163.c918	CP274		D01	
M03-0085.c6796	CP177		A02	
Q01-0300.c7623	CP367		B02	
G01-0132.c6138	CP99		A06	
E01-0015.c5214	CP47		B01	
E01-0173.c1170	CP237		D05	
Q01-0053.c7149	CP179		D01	
A1057.c2986	CP0.06			
A02-1011.c7277	CP335		D05	
A01-0419.c1950	CP292		A04	
B01-0164.c2189	CP138		A03	
Q01-0128.c1452	CP244		D05	
A04-0306.c6154	CP330		B05	
R01-0133.c2606	CP247		C04	
K01-0089.c5031	CP145		B05	
M04-0147.c5356	CP279		C06	
A03-0266.c7423	CP94		D01	
O01-0085.c6269	CP167		C06	
A02-0747.c3926	CP273		C04	
A03-0056.c1080	CP33		B06	
N03-0004.c3584	CP114		C05	
A01-0135.c6614	CP54		B01	
C01-0239.c2096	CP214		C01	
N03-0114.c3431	CP186		D04	
C01-0195.c6995	CP195		C01	
R02-0140.c3232	CP260		A02	
A01-0130.c4638	CP52		B01	
K01-0190.c5748	CP321		D02	
Q01-0187.c5639	CP295		A04	
A01-0430.c3310	CP299		A02	
N03-0052.c128	CP130		D03	
R01-0126.c2215	CP251		D01	
H01-0161.c7136	CP105		A06	
B01-0048.c7398	CP95		A01	
O01-0257.c6628	CP347		A06	
A02-0835.c4526	CP296		A01	
Q01-0189.c6414	CP295		A06	
T01-0090.c34	CP323		C03	
A02-0190.c1641	CP30		C03	
N02-0103.c2272	CP183		A05	
L01-0055.c3735	CP109		A01	
A02-0124.c2509	CP17		B02	
A1076.c7365	CP0.7			
L01-0158.c4004	CP191		B02	
A01-0263.c2661	CP164		A06	
Q01-0195.c2288	CP298		A03	
A03-0076.c2866	CP35		B05	
Q01-0294.c5228	CP362		B02	
A02-0473.c4344	CP131		D01	
N03-0042.c5549	CP93		B02	
N03-0134.c6393	CP207		A03	
N02-0015.c3848	CP109		D01	
A01-0151.c2712	CP60		B01	
Q01-0282.c5353	CP351		A02	
L01-0109.c2093	CP152		A02	
A02-1087.c4021	CP354		B01	
R01-0141.c4988	CP235		D02	
O01-0013.c744	CP104		A02	
R01-0076.c264	CP264		D02	
A01-0448.c7258	CP311		A01	
A1050.c7615	CP0.7			
Q01-0037.c6428	CP170		D02	
A02-0149.c4782	CP22		A03	
J01-0084.c639	CP186		A01	
N03-0071.c4523	CP140		A02	
M03-0217.c772	CP358		B02	
A02-0085.c7133	CP9		B01	
T01-0069.c4972	CP294		B04	
O01-0234.c2775	CP317		C03	
A04-0109.c852	CP183		A04	
A02-0324.c1684	CP72		C03	
G01-0045.c6256	CP47		A05	
A02-0028.c6446	CP2		A04	
G01-0237.c5948	CP1		B06	
A02-0668.c375	CP251		C01	
E02-0133.c2591	CP155		A03	
A1106.c6978	CP0.1		A02	
A02-0623.c4114	CP243		A05	
O01-0180.c2863	CP297		B02	
C01-0047.c4749	CP41		A05	
M03-0028.c6396	CP118		B03	
A02-0744.c2461	CP273		B02	
E01-0136.c5369	CP182		C02	
N02-0184.c1750	CP286		C04	
A04-0157.c2203	CP266		C06	
M03-0211.c3331	CP364		A03	
M03-0057.c5446	CP157		D05	
A1084.c6633	CP0.8			
I01-0006.c4962	CP36		B02	
R01-0102.c6147	CP219		A02	
G01-0089.c2552	CP80		A06	
A01-0298.c4090	CP183		A01	
B01-0269.c3122	CP256		C02	
J01-0096.c1904	CP196		D04	
B01-0234.c211	CP1		C03	
J01-0235.c4647	CP353		B06	
D01-0069.c4574	CP108		D03	
A04-0127.c5737	CP20		A05	
G01-0091.c729	CP72		A03	
A02-0114.c2587	CP13		D01	
P01-0036.c5937	CP103		C03	
A02-0949.c907	CP320		C06	
D01-0249.c7267	CP335		C02	
N03-0161.c5194	CP219		C02	
A02-0170.c7070	CP25		A01	
C01-0133.c6279	CP106		C01	
A02-0866.c1704	CP284		B03	
A02-0536.c5443	CP143		D02	
C01-0347.c1721	CP350		A04	
R02-0206.c2206	CP303		A04	
Q01-0148.c3145	CP261		B01	
D01-0105.c1241	CP259		C04	
E02-0084.c3874	CP76		C01	
K01-0032.c7594	CP79		B02	
H01-0457.c6717	CP324		A01	
A02-0195.c3410	CP31		D02	
Q01-0185.c821	CP288		C06	
A03-0087.c235	CP61		A03	
T01-0037.c664	CP261		D04	
N03-0158.c5784	CP223		C01	
N02-0052.c2361	CP124		A05	
A1073.c6068	CP0.7			
B01-0342.c2802	CP315		B01	
G01-0213.c332	CP286		C01	
D01-0066.c1160	CP135		A06	
B01-0125.c1921	CP92		B03	
M04-0178.c6889	CP358		B04	
B01-0224.c4861	CP223		A02	
N03-0094.c7180	CP159		D02	
M03-0104.c4454	CP218		A02	
J01-0187.c438	CP297		C05	
N02-0005.c2262	CP116		C03	
A03-0202.c313	CP42		C05	
A03-0144.c2615	CP52		D05	
A0038.c1251	CS6			
A01-0321.c5823	CP201		D02	
K01-0059.c2876	CP108		B03	
N03-0008.c1531	CP114		C04	
R02-0211.c1049	CP303		A06	
G01-0227.c2994	CP1		B03	
A04-0161.c5293	CP260		A06	
Q01-0062.c4400	CP183		C02	
A03-0279.c5580	CP125		A05	
A02-0775.c6807	CP282		B01	
A04-0153.c1036	CP270		C06	
R01-0025.c7319	CP131		D03	
A1038.c581	CS20			
J01-0168.c6840	CP281		A03	
G01-0216.c5379	CP275		A05	
A02-0994.c5646	CP332		C05	
L01-0306.c4438	CP322		A03	
H01-0195.c653	CP132		B06	
A1055.c5503	CP0.06			
A03-0271.c4903	CP109		D05	
A03-0275.c3525	CP132		A01	
O01-0059.c6989	CP140		B06	
Q01-0057.c4050	CP183		B03	
B01-0322.c625	CP327		C06	
A1045.c7592	CS21			
B01-0042.c7529	CP57		C02	
R01-0176.c5826	CP282		D01	
A02-0463.c2929	CP127		A03	
K01-0097.c4378	CP162		A05	
L01-0196.c3014	CP207		C05	
N02-0145.c40	CP211		A06	
H01-0399.c5527	CP283		B04	
C01-0224.c2873	CP190		B01	
A01-0446.c5439	CP308		B01	
M04-0142.c1342	CP279		C04	
P01-0046.c1325	CP102		D02	
A03-0203.c7474	CP42		C04	
O01-0170.c6317	CP240		C05	
L01-0053.c5296	CP113		A03	
N02-0139.c1033	CP199		B02	
C01-0009.c3542	CP19		D02	
M03-0005.c1409	CP79		A02	
N02-0243.c2671	CP343		C02	
A01-0344.c1384	CP226		C02	
O01-0165.c3028	CP236		B01	
C01-0345.c4600	CP333		A06	
P01-0073.c2471	CP131		C03	
C01-0368.c4780	CP358		A03	
G01-0066.c4357	CP33		A01	
A02-0294.c4382	CP62		A03	
G01-0293.c2765	CP308		C02	
N02-0068.c6100	CP136		A02	
A02-0156.c4906	CP0.1		B04	
A02-1102.c734	CP360		B06	
A02-0692.c1425	CP247		B01	
E01-0154.c6728	CP211		C04	
Q01-0292.c6922	CP362		A06	
G01-0304.c3919	CP366		C01	
E01-0174.c4678	CP244		C05	
Q01-0135.c5679	CP249		C05	
Q01-0167.c5787	CP280		D03	
A02-0316.c1691	CP72		C01	
A03-0037.c4810	CP25		C05	
H01-0350.c4682	CP244		B05	
K01-0100.c1111	CP162		A06	
A02-0415.c6246	CP106		A01	
M04-0003.c4457	CP83		D01	
J01-0068.c1220	CP167		C03	
A02-1013.c7159	CP337		A03	
A02-0619.c4213	CP237		B05	
C01-0151.c4766	CP122		A04	
A02-0151 c.c6418	CS12			
Q01-0034.c168	CP165		C02	
J01-0186.c6599	CP297		C04	
N02-0006.c1896	CP97		C05	
C01-0205.c6714	CP172		B05	
A02-0599.c7597	CP235		B01	
C01-0006.c6062	CP17		D04	
E02-0119.c7419	CP138		B03	
M04-0047.c3661	CP130		B05	
A02-0658.c3877	CP248		A03	
N02-0046.c5563	CP87		B05	
N02-0055.c3591	CP128		D01	
G01-0272.c3461	CP237		D01	
B01-0263.c2905	CP266		C01	
A1020.c4191	CS17			
L01-0094.c5116	CP123		C02	
A01-0050.c33	CP19		B01	
L01-0276.c1352	CP297		A03	
B01-0088.c5734	CP86		C02	
K01-0145.c6850	CP230		B04	
E01-0080.c7102	CP104		C02	
J01-0205.c7264	CP317		B06	
M03-0163.c4577	CP302		D05	
G01-0108.c5061	CP131		A02	
E02-0114.c2232	CP132		B01	
H01-0062.c5998	CP59		D02	
H01-0001.c4338	CP19		C02	
N03-0041.c2584	CP97		B04	
N02-0230.c1707	CP337		C01	
H01-0456.c1571	CP326		A01	
H01-0060.c5479	CP59		C05	
D01-0113.c1442	CP189		D01	
E01-0143.c6945	CP193		C03	
J01-0007.c256	CP57		D03	
L01-0081.c2735	CP123		A04	
G01-0290.c6243	CP294		D04	
K01-0010.c1076	CP59		B04	
A02-0564.c3215	CP228		A06	
A02-0574.c4644	CP228		B04	
A02-0388.c3775	CP95		C03	
C01-0072.c5934	CP56		B04	
R02-0177.c2310	CP343		C06	
H01-0500.c4216	CP330		D01	
A02-0004.c2431	CP0.1		C04	
A01-0431.c7619	CP299		A03	
A03-0013.c3288	CP21		A04	
G01-0214.c5339	CP275		A04	
S01-0009.c5197	CP160		A01	
R01-0036.c1108	CP108		C03	
O01-0122.c1073	CP195		D02	
A01-0196.c2849	CP94		D06	
R02-0194.c1907	CP323		B02	
D01-0062.c3272	CP103		B02	
Q01-0269.c1893	CP345		B01	
C01-0339.c5566	CP326		C06	
C01-0127.c903	CP101		D01	
N02-0136.c4763	CP199		B01	
R01-0138.c5113	CP264		D06	
N03-0190.c501	CP230		D01	
A03-0352.c6144	CP150		D01	
D01-0288.c1940	CP353		C06	
A02-0930.c3712	CP30		C02	
C01-0364.c6469	CP352		A04	
T01-0060.c1387	CP283		C04	
A02-0024.c4759	CP0.4		A04	
B01-0083.c1995	CP84		A02	
A01-0091.c1491	CP38		B02	
A03-0086.c6314	CP61		A02	
A01-0252.c1183	CP144		C01	
T01-0017.c5346	CP217		B02	
F01-0015.c3606	CP26		C01	
D01-0014.c2836	CP62		B01	
H01-0262.c4354	CP185		B02	
E01-0132.c7477	CP179		C03	
B01-0141.c6693	CP117		C01	
C01-0303.c6328	CP285		A06	
T01-0105.c649	CP345		D02	
N03-0122.c1795	CP167		A05	
A01-0037.c5501	CP13		D02	
A02-1040.c1292	CP330		B03	
M04-0170.c4482	CP319		C04	
N03-0271.c6168	CP359		D04	
G01-0014.c7030	CP47		A02	
A02-0009.c7166	CP0.2		B01	
H01-0302.c6453	CP210		C02	
H01-0310.c3262	CP1		A03	
L01-0286.c5003	CP306		C06	
G01-0306.c3858	CP366		C02	
A02-0655.c5518	CP248		A02	
M03-0075.c3189	CP151		D04	
B01-0272.c3017	CP272		A06	
N03-0169.c5524	CP242		B01	
L01-0268.c4558	CP290		D03	
B01-0108.c5559	CP105		A04	
C01-0310.c4478	CP289		D01	
L01-0263.c3096	CP290		D01	
A02-1047.c6088	CP342		C02	
R01-0100.c5343	CP231		C03	
M03-0166.c1002	CP279		D05	
A1085.c4769	CP0.8			
N02-0254.c2833	CP349		D02	
L01-0340.c1186	CP338		A05	
A01-0133.c657	CP54		A03	
E02-0059.c6015	CP105		C03	
L01-0320.c3371	CP313		A03	
S01-0016.c6696	CP160		B01	
A02-0001 10K.c7371	CP0.1		B05	
L01-0218.c6804	CP218		B02	
M03-0091.c2997	CP196		B02	
O01-0185.c745	CP306		A06	
E01-0192.c265	CP267		A01	
C01-0062.c1651	CP52		C03	
D01-0055.c6456	CP113		C05	
Q01-0035.c3603	CP165		C03	
A1010.c5710	CS16			
A02-0460.c7163	CP125		A04	
B01-0381.c7505	CP336		C02	
L01-0378.c4519	CP369		D01	
H01-0065.c7248	CP62		C05	
T01-0034.c5958	CP261		D02	
A03-0299.c3093	CP120		A06	
N03-0140.c374	CP198		B03	
Q01-0111.c6072	CP227		B02	
M04-0028.c5006	CP114		A04	
A01-0131.c317	CP54		A01	
N02-0195.c861	CP270		D05	
G01-0208.c1740	CP260		D04	
A04-0003.c6239	CP67		C05	
B01-0039.c6821	CP57		B06	
N02-0295.c4281	CP367		C05	
Q01-0106.c4932	CP221		C01	
M03-0032.c3765	CP113		D01	
A01-0501.c1209	CP354		A02	
D01-0022.c592	CP49		A04	
M04-0038.c59	CP124		D03	
K01-0166.c5015	CP247		A06	
O01-0144.c1066	CP212		D03	
A0241.c1300	CS13			
E01-0183.c5217	CP255		D05	
L01-0183.c4193	CP213		B01	
C01-0159.c3998	CP128		B06	
L01-0230.c1620	CP248		D03	
H01-0410.c7274	CP288		D06	
A02-0362.c249	CP83		C05	
A02-1004.c4657	CP334		C03	
A02-0962.c6479	CP325		B04	
A02-0842.c2014	CP287		D04	
G01-0037.c4776	CP60		D02	
G01-0129.c4668	CP104		C06	
A02-1156.c3203	CP373		D02	
Q01-0127.c5573	CP244		D04	
J01-0180.c7011	CP292		B05	
Q01-0226.c7516	CP323		D03	
H01-0088.c5669	CP51		C04	
H01-0020.c6157	CP28		D06	
A04-0219.c2028	CP292		B04	
A02-0088.c6501	CP10		A03	
