sample_id	location_id	sample_collection_by	sample_collection_end_datetime	sample_collection_start_datetime	sample_comment	sample_event	sample_flow	sample_ph_lab	sample_qc	sample_received_by	sample_received_date	sample_recovered_datetime	sample_status
A1076.7364	StarCityWWTP-01	EL	6/22/21 23:55	6/22/21 0:00		Routine Surveillance	12.985	6.47	Pass	JL	6/25/21	6/22/21 23:55	Complete
Q01-0050.2944	MadisonWWTP-01		6/23/22 8:00	6/22/22 8:00		Routine Surveillance	0.341	6.99	Pass	AJ	6/30/22	6/23/22 8:00	Complete
H01-0042.7506	MoundsvilleWWTP-01	-	11/18/21 8:00	11/17/21 8:00		Routine Surveillance	1.3	7.02	Pass	AJ	11/19/21	11/18/21 8:15	Complete
E02-0074.308	AthensWWTP-01		2/25/22 8:00	2/24/22 8:00		Routine Surveillance	0.571	7.52	Pass	AJ	3/4/22	2/25/22 8:00	Complete
O01-0160.1142	GraftonWWTP-01		9/8/22 7:00	9/7/22 7:00		Routine Surveillance	1.65		Pass	AJ	9/14/22	9/8/22 7:00	Complete
A01-0130.4637	StarCityWWTP-01	GG	12/20/21 0:00	12/19/21 0:00		Routine Surveillance	7.2	7.56	Pass	AJ	12/21/21	12/20/21 0:00	Complete
N02-0016.7349	ClarksburgWWTP-01		3/3/22 7:00	3/2/22 7:00		Routine Surveillance	11.8	7.2	Pass	JL	3/8/22	3/3/22 7:00	Complete
A02-0914.7085	UPlace-01	GZ	12/16/22 9:00	12/14/22 9:00		Routine Surveillance			Pass	AJ	12/19/22	12/16/22 11:15	Complete
C01-0204.4331	WheelingWWTP-01		6/17/22 7:00	6/16/22 7:00		Routine Surveillance	9.017	6.58	Pass	AJ	6/22/22	6/17/22 7:00	Complete
A0215.4966	StarCityWWTP-01	GS	1/7/21 23:59	1/7/21 0:00		Routine Surveillance	9.271		Pass	TD	1/8/21	1/7/21 0:00	Complete
A01-0270.1116	StarCityWWTP-01		6/9/22 0:00	6/8/22 0:00		Routine Surveillance	14.1	7.36	Pass	AJ	6/10/22	6/9/22 0:00	Complete
C01-0343.2454	WheelingWWTP-01		1/26/23 7:00	1/25/23 7:00		Routine Surveillance	13.75		Pass	AJ	2/1/23	1/26/23 7:00	Complete
A02-0333.1209	Evansdale-01	Gz	2/7/22 9:00	2/5/22 9:00		Routine Surveillance		7.67	Pass	AJ	2/7/22	2/7/22 9:51	Complete
R01-0047.783	HuttonsvilleWWTP-01		3/25/22 8:30	3/24/22 9:00		Routine Surveillance	0.14	6.74	Pass	AJ	3/30/22	3/25/22 8:45	Complete
A02-0529.5239	CollegePark-02	GZ	5/18/22 9:00	5/16/22 9:00		Routine Surveillance		6.95	Pass	AJ	5/18/22	5/18/22 9:45	Complete
C01-0158.3809	WheelingWWTP-01		4/21/22 7:00	4/20/22 7:00		Routine Surveillance	10.036		Pass	JL	4/26/22	4/21/22 7:00	Complete
Q01-0216.7594	MadisonWWTP-01		12/28/22 8:00	12/27/22 8:00		Routine Surveillance	0.401		Pass	AJ	1/4/23	12/28/22 8:00	Complete
A02-0841.5200	UPlace-01	Gz	12/3/22 9:00	12/1/22 9:00		Routine Surveillance			Pass	AJ	12/7/22	12/5/22 10:51	Complete
Q01-0175.4315	MadisonWWTP-01		11/13/22 8:00	11/12/22 8:00		Routine Surveillance	0.567		Pass	AJ	11/18/22	11/13/22 8:00	Complete
E02-0239.5809	AthensWWTP-01		1/13/23 8:00	1/12/23 8:00		Routine Surveillance	0.134		Pass	SB	1/25/23	1/13/23 8:00	Complete
N02-0212.6775	ClarksburgWWTP-01		12/28/22 7:00	12/27/22 7:00		Routine Surveillance	7.56		Pass	AJ	1/4/23	12/28/22 7:00	Complete
A02-0654.5908	OaklandE-02	GZ	9/30/22 9:00	9/28/22 9:00		Routine Surveillance			Pass	AJ	9/30/22	9/30/22 10:29	Complete
Q01-0269.1892	MadisonWWTP-01		2/3/23 8:00	2/2/23 8:00		Routine Surveillance	0.657		Pass	AJ	2/20/23	2/3/23 8:00	Complete
M04-0135.7679	ManningtonWWTP-01		11/19/22 0:00	11/18/22 0:00		Routine Surveillance	0.081		Pass	AJ	12/14/22	11/19/22 0:00	Complete
D01-0322.5402	CharlesTownWWTP-01		3/16/23 7:00	3/15/23 7:00		Routine Surveillance	1		Pass	AJ	3/22/23	3/16/23 7:00	Complete
N03-0105.6082	SalemWWTP-01		6/30/22 7:30	6/29/22 7:30		Routine Surveillance	0.39441	6.98	Pass	AJ	7/6/22	6/30/22 7:30	Complete
A04-0011.41	CheatLakeWWTP-01		2/9/22 9:00	2/8/22 9:00		Routine Surveillance	0.798	7.24	Pass	AJ	2/14/22	2/9/22 9:00	Complete
R01-0027.2463	HuttonsvilleWWTP-01		4/5/22 8:30	4/4/22 9:00		Routine Surveillance	0.179	6.84	Pass	AJ	4/6/22	4/5/22 8:45	Complete
E02-0218.4736	AthensWWTP-01		11/1/22 8:00	10/31/22 8:00		Routine Surveillance	0.185		Pass	LW	11/4/22	11/1/22 8:00	Complete
Q01-0274.3459	MadisonWWTP-01		2/8/23 8:00	2/7/23 8:00		Routine Surveillance	0.455		Pass	AJ	2/20/23	2/8/23 8:00	Complete
E01-0079.7099	PrincetonWWTP-01		3/16/22 8:15	3/15/22 8:15		Routine Surveillance	3.344	6.72	Pass	JL	3/17/22	3/16/22 8:00	Complete
H01-0451.4548	MoundsvilleWWTP-01		1/1/23 8:00	12/31/22 8:00		Routine Surveillance	1.8		Pass	AJ	1/6/23	1/1/23 8:00	Complete
A03-0353.1801	MorgantownHS-01	GZ	5/23/22 14:00	5/23/22 6:00		Routine Surveillance		7.21	Pass	AJ	5/24/22	5/24/22 10:39	Complete
H01-0345.3127	MoundsvilleWWTP-01		9/17/22 8:00	9/16/22 8:00		Routine Surveillance	1.5		Pass	AJ	9/26/22	9/17/22 8:00	Complete
A01-0505.7242	StarCityWWTP-01		3/5/23 0:00	3/4/23 0:00		Routine Surveillance	13.1		Pass	AJ	3/6/23	3/5/23 0:00	Complete
A03-0283.1588	MountainviewES-01	GZ	4/11/22 14:00	4/11/22 6:00		Routine Surveillance		5.89				4/12/22 10:50	Processing
A02-0666.2190	MtValley-01	GZ	10/3/22 9:00	10/1/22 9:00		Routine Surveillance			Pass	AJ	10/5/22	10/3/22 10:00	Complete
O01-0107.3545	GraftonWWTP-01		7/6/22 7:00	7/5/22 7:00		Routine Surveillance	1.84		Pass	AJ	7/13/22	7/6/22 7:00	Complete
C01-0097.3926	WheelingWWTP-01		3/14/22 7:00	3/13/22 7:00		Routine Surveillance	9.201	6.68	Pass	AJ	3/15/22	3/14/22 7:00	Complete
E01-0145.1368	PrincetonWWTP-01		7/21/22 8:30	7/20/22 8:30		Routine Surveillance	1.901		Pass	AJ	7/28/22	7/21/22 9:35	Complete
A03-0201.6855	SuncrestES-01	BL	11/15/21 14:00	11/15/21 6:00		Routine Surveillance		4.81	Pass	JL	11/17/21	11/16/21 11:35	Complete
M04-0097.3039	FarmingtonWWTP-01		6/11/22 12:30	6/10/22 12:30		Routine Surveillance	0.068	7.51	Pass	AJ	6/22/22	6/13/22 13:00	Complete
D01-0111.1561	CharlesTownWWTP-01		7/21/22 7:40	7/20/22 7:40		Routine Surveillance	1.2		Pass	AJ	7/22/22	7/21/22 7:40	Complete
C01-0205.6713	WheelingWWTP-01		6/20/22 7:00	6/19/22 7:00		Routine Surveillance	7.754	6.78	Pass	AJ	6/22/22	6/20/22 7:00	Complete
A02-1025.1108	Seneca-01	GZ	2/8/23 9:00	2/6/23 9:00		Routine Surveillance			Pass	AJ	2/8/23	2/8/23 11:36	Complete
M04-0132.5916	FarmingtonWWTP-01		10/22/22 0:00	10/21/22 0:00		Routine Surveillance	0.058		Pass	AJ	11/10/22	10/22/22 0:00	Complete
R01-0032.3350	HuttonsvilleWWTP-01		3/31/22 8:30	3/30/22 9:00		Routine Surveillance	0.117	6.83	Pass	AJ	4/6/22	3/31/22 8:45	Complete
R02-0204.2167	ElkinsWWTP-01		1/30/23 6:00	1/29/23 6:00		Routine Surveillance	3.4342		Pass	AJ	2/6/23	1/30/23 6:00	Complete
A02-0938.327	UPlace-01	GZ	12/9/22 9:00	12/7/22 9:00		Routine Surveillance			Pass	AJ	12/9/22	12/9/22 10:45	Complete
E01-0192.264	PrincetonWWTP-01		10/18/22 8:30	10/17/22 8:30		Routine Surveillance	3.592		Pass	AJ	10/24/22	10/18/22 8:30	Complete
M03-0222.3892	ManningtonWWTP-01		2/28/23 11:00	2/27/23 11:00		Routine Surveillance	0.334		Pass	AJ	3/1/23	2/28/23 11:00	Complete
N02-0218.7187	ClarksburgWWTP-01		1/24/23 7:00	1/23/23 7:00		Routine Surveillance	12.86		Pass	AJ	1/30/23	1/24/23 7:00	Complete
N02-0062.5830	ClarksburgWWTP-01		4/21/22 7:00	4/20/22 7:00	NO FLOW DATA	Routine Surveillance		7.19	Pass	JL	4/26/22	4/21/22 7:00	Complete
A02-1098.2146	UPlace-01	GZ	3/6/23 9:00	3/4/23 9:00		Routine Surveillance			Pass	AJ	3/6/23	3/6/23 11:39	Complete
E01-0112.2878	PrincetonWWTP-01	TT	5/18/22 8:00	5/17/22 8:00		Routine Surveillance	2.124	6.84	Pass	AJ	5/19/22	5/18/22 8:00	Complete
N03-0218.4968	SalemWWTP-01		11/28/22 7:30	11/27/22 7:30		Routine Surveillance	0.66337		Pass	AJ	11/30/22	11/28/22 7:30	Complete
L01-0239.5729	WestUnionWWTP-01		10/6/22 9:00	10/5/22 9:00		Routine Surveillance	0.24		Pass	LW	10/12/22	10/6/22 9:00	Complete
M03-0074.719	ManningtonWWTP-01		4/29/22 11:00	4/28/22 11:00		Routine Surveillance	0.182	6.89	Pass	AJ	5/4/22	4/29/22 11:07	Complete
H01-0271.4254	MoundsvilleWWTP-01		7/5/22 8:00	7/4/22 8:00		Routine Surveillance		7.16	Fail: Missing Required Data	AJ	7/12/22	7/5/22 8:00	Complete
A03-0146.2539	MountainviewES-01	GZ	1/24/22 14:00	1/24/22 6:00		Routine Surveillance		6.71	Pass	AJ	1/25/22	1/25/22 11:47	Complete
A02-0198.2112	CollegePark-02	CA	10/29/21 10:26	10/27/21 10:26		Routine Surveillance		6.74	Pass	JL	10/29/21	10/29/21 12:32	Complete
J01-0051.2045	AlpineLakeWWTP-01		5/18/22 7:30	5/17/22 7:30		Routine Surveillance	0.124	7.33	Pass	AJ	5/25/22	5/18/22 7:30	Complete
M03-0197.6664	ManningtonWWTP-01		1/12/23 11:00	1/11/23 11:00		Routine Surveillance	0.218		Pass	AJ	1/26/23	1/12/23 11:00	Complete
H01-0435.454	MoundsvilleWWTP-01		12/16/22 8:00	12/15/22 8:00		Routine Surveillance	3.3		Pass	AJ	12/28/22	12/16/22 8:00	Complete
A02-0224.5942	NorthHighSt-02 (MUB)	CA	11/17/21 10:37	11/15/21 10:37		Routine Surveillance		8.09	Pass	JL	11/17/21	11/17/21 10:37	Complete
J01-0001.3830	AlpineLakeWWTP-01		12/21/21 12:00	12/20/21 12:00		Routine Surveillance	0.117	6.85	Pass	AJ	1/10/22	12/21/21 12:00	Complete
A02-0689.4226	UPlace-01	GZ	10/10/22 9:00	10/8/22 9:00		Routine Surveillance			Pass	LW	10/12/22	10/10/22 10:14	Complete
N02-0030.2935	ClarksburgWWTP-01		1/25/22 7:00	1/24/22 7:00		Routine Surveillance	11	7.24	Pass	AJ	2/1/22	1/25/22 7:00	Complete
E02-0099.3210	AthensWWTP-01		1/15/22 8:00	1/14/22 8:00		Routine Surveillance	0.261	4.24	Pass	AJ	1/21/22	1/15/22 8:00	Complete
H01-0285.6269	MoundsvilleWWTP-01		7/19/22 8:00	7/18/22 8:00		Routine Surveillance	2		Pass	AJ	7/22/22	7/19/22 8:00	Complete
H01-0277.7518	MoundsvilleWWTP-01		7/11/22 8:00	7/10/22 8:00		Routine Surveillance	1.4	7	Pass	AJ	7/15/22	7/11/22 8:00	Complete
A02-0933.7430	OaklandE-02	GZ	12/12/22 9:00	12/10/22 9:00		Routine Surveillance			Pass	AJ	12/12/22	12/12/22 11:10	Complete
E02-0091.3394	AthensWWTP-01		1/20/22 8:00	1/19/22 8:00		Routine Surveillance	0.106	5.98	Pass	AJ	1/21/22	1/20/22 8:00	Processing
A02-0766.2911	HonorsSummit-01 (MUB)	GZ	11/9/22 9:00	11/7/22 9:00		Routine Surveillance			Pass	AJ	11/9/22	11/9/22 10:07	Complete
B01-0056.403	CharlestonWWTP-01	-	10/29/21 7:00	10/28/21 7:00		Routine Surveillance		7.12	Pass	JL	11/3/21	10/29/21 7:00	Complete
A02-1147.237	MtValley-01	GZ	3/24/23 9:00	3/22/23 9:00		Routine Surveillance			Pass	AJ	3/27/23	3/24/23 10:23	Complete
A02-0620.101	NorthHighSt-02 (MUB)	Gz	9/19/22 9:00	9/17/22 9:00		Routine Surveillance			Pass	AJ	9/21/22	9/19/22 11:03	Complete
A04-0238.960	CheatLakeWWTP-01		12/29/22 8:00	12/28/22 8:00		Routine Surveillance	0.606		Pass	AJ	1/4/23	12/29/22 8:00	Complete
J01-0242.2384	AlpineLakeWWTP-01		3/8/23 7:30	3/7/23 7:30		Routine Surveillance	0.202		Pass	AJ	3/15/23	3/8/23 7:30	Complete
Q01-0303.3412	MadisonWWTP-01		3/16/23 8:00	3/15/23 8:00		Routine Surveillance	0.414		Pass	AJ	3/20/23	3/16/23 8:00	Complete
A01-0048.6128	StarCityWWTP-01	JF	9/25/21 23:55	9/25/21 0:00		Routine Surveillance	6.684		Pass	jl	10/1/21	9/27/21 12:15	Complete
N03-0280.6362	SalemWWTP-01		3/13/23 7:30	3/12/23 7:30		Routine Surveillance	0.60277		Pass	AJ	3/15/23	3/13/23 7:30	Complete
A01-0237.7213	StarCityWWTP-01	GG	4/26/22 0:00	4/25/22 0:00		Routine Surveillance	14.9	7.05	Pass	AJ	4/29/22	4/26/22 0:00	Complete
B01-0231.4845	CharlestonWWTP-01		8/15/22 7:00	8/14/22 7:00	FLOW ILLEGIBLE	Routine Surveillance			Fail: Missing Required Data	AJ	8/19/22	8/15/22 7:45	Complete
A02-0095.5629	CollegePark-02	EL	9/10/21 9:51	9/8/21 9:51		Routine Surveillance		6.69	Pass	JL	9/13/21	9/10/21 9:51	Complete
D01-0025.1381	CharlesTownWWTP-01		3/31/22 7:45	3/30/22 7:45		Routine Surveillance	1.27	6.94	Pass	AJ	4/4/22	3/31/22 7:45	Complete
E01-0124.600	PrincetonWWTP-01		6/10/22 8:00	6/9/22 8:00		Routine Surveillance	2.028	6.72	Pass	JL	6/16/22	6/10/22 8:00	Complete
A02-0330.5092	OaklandE-02	Gz	2/7/22 9:00	2/5/22 9:00		Routine Surveillance		7.23	Pass	AJ	2/7/22	2/7/22 10:09	Complete
E02-0195.3303	AthensWWTP-01		9/7/22 8:00	9/6/22 8:00		Routine Surveillance	0.207		Pass	AJ	9/9/22	9/7/22 8:00	Complete
B01-0150.7356	CharlestonWWTP-01		6/16/22 7:00	6/15/22 7:00		Routine Surveillance	8.8	6.66	Pass	AJ	6/17/22	6/16/22 7:00	Complete
R01-0100.5342	HuttonsvilleWWTP-01		8/31/22 9:00	8/30/22 9:00		Routine Surveillance	0.17		Pass	AJ	9/7/22	8/31/22 8:45	Complete
L01-0183.4192	WestUnionWWTP-01		8/7/22 9:00	8/6/22 9:00		Routine Surveillance	0.253		Pass	AJ	8/17/22	8/7/22 9:00	Complete
A01-0359.1370	StarCityWWTP-01		9/16/22 0:00	9/15/22 0:00		Routine Surveillance	9.2		Pass	AJ	9/16/22	9/16/22 0:00	Complete
N03-0107.3282	SalemWWTP-01		6/25/22 7:30	6/24/22 7:30		Routine Surveillance	0.46584	6.62	Pass	AJ	6/29/22	6/25/22 7:30	Complete
A04-0239.6867	CheatLakeWWTP-01		12/30/22 8:00	12/29/22 8:00		Routine Surveillance	0.588		Pass	AJ	1/4/23	12/30/22 8:00	Complete
C01-0115.5744	WheelingWWTP-01	GZ	1/27/22 7:00	1/26/22 7:00		Routine Surveillance	6.643	6.6	Pass	AJ	2/1/22	1/27/22 7:00	Complete
L01-0179.44	WestUnionWWTP-01		8/4/22 9:00	8/3/22 9:00		Routine Surveillance	0.262		Pass	AJ	8/10/22	8/4/22 9:00	Complete
K01-0169.749	ParkersburgWWTP-01		10/20/22 6:30	10/19/22 6:30		Routine Surveillance	4.409		Pass	AJ	10/26/22	10/20/22 6:30	Complete
A02-1057.3446	NorthHighSt-02 (MUB)	GZ	2/17/23 9:00	2/15/23 9:00		Routine Surveillance			Pass	AJ	2/20/23	2/17/23 10:03	Complete
H01-0357.3692	MoundsvilleWWTP-01		9/29/22 8:00	9/28/22 8:00		Routine Surveillance	1.6		Pass	AJ	10/3/22	9/29/22 8:00	Complete
P01-0059.1220	StMarysWWTP-01		4/9/22 10:00	4/8/22 10:00		Routine Surveillance	0.28	7.33	Pass	JL	4/14/22	4/9/22 10:00	Complete
A0100.2194	StarCityWWTP-01	GS	11/1/20 23:59	11/1/20 0:00		Routine Surveillance	8.21		Pass	TD	11/9/20	11/1/20 0:00	Complete
E01-0114.684	PrincetonWWTP-01	TT	5/20/22 8:15	5/19/22 8:15		Routine Surveillance	2.369	6.58	Pass	AJ	5/27/22	5/20/22 8:15	Complete
Q01-0304.6010	MadisonWWTP-01		3/17/23 8:00	3/16/23 8:00		Routine Surveillance	0.401		Pass	AJ	3/27/23	3/17/23 8:00	Complete
E02-0181.7140	AthensWWTP-01		8/16/22 8:00	8/15/22 8:00		Routine Surveillance	0.197		Pass	AJ	8/19/22	8/16/22 8:00	Complete
Q01-0300.7622	MadisonWWTP-01		3/13/23 8:00	3/12/23 8:00		Routine Surveillance	0.434		Pass	AJ	3/20/23	3/13/23 8:00	Complete
A02-1092.2155	TowersBB-01	GZ	3/3/23 9:00	3/1/23 9:00		Routine Surveillance			Pass	AJ	3/6/23	3/3/23 12:15	Complete
Q01-0021.151	MadisonWWTP-01		5/25/22 8:00	5/24/22 8:00		Routine Surveillance	0.37	7.01	Pass	AJ	5/27/22	5/25/22 8:00	Complete
A01-0043.1479	StarCityWWTP-01	GG	9/22/21 23:55	9/22/21 0:00		Routine Surveillance	10.201	6.64	Pass	JL	9/24/21	9/22/21 23:55	Complete
R02-0217.2553	ElkinsWWTP-01		12/27/22 6:00	12/26/22 6:00		Routine Surveillance	2.417		Pass	AJ	1/11/23	12/27/22 6:00	Complete
J01-0109.5225	AlpineLakeWWTP-01		8/11/22 7:30	8/10/22 7:30		Routine Surveillance	0.102		Pass	AJ	8/17/22	8/11/22 7:30	Complete
A01-0279.5264	StarCityWWTP-01		6/20/22 0:00	6/19/22 0:00		Routine Surveillance	6.4	6.95	Pass	AJ	6/22/22	6/20/22 0:00	Complete
N03-0146.1709	SalemWWTP-01		7/17/22 7:30	7/16/22 7:30		Routine Surveillance	0.37657		Pass	AJ	7/20/22	7/17/22 7:30	Complete
D01-0064.1117	CharlesTownWWTP-01		2/28/22 7:30	2/27/22 7:30		Routine Surveillance	1.3	7.2	Pass	AJ	3/4/22	2/28/22 7:30	Complete
N03-0249.570	SalemWWTP-01		1/17/23 7:30	1/16/23 7:30		Routine Surveillance	0.59222		Pass	AJ	1/18/23	1/17/23 7:30	Complete
N02-0176.5374	ClarksburgWWTP-01		10/17/22 7:00	10/16/22 7:00		Routine Surveillance	4.86		Pass	AJ	10/24/22	10/17/22 7:00	Complete
Q01-0270.2069	MadisonWWTP-01		2/4/23 8:00	2/3/23 8:00		Routine Surveillance	0.546		Pass	AJ	2/20/23	2/4/23 8:00	Complete
K01-0078.6448	ParkersburgWWTP-01		4/29/22 6:16	4/28/22 6:16		Routine Surveillance	4.784	6.82	Pass	AJ	5/4/22	4/29/22 6:45	Complete
C01-0110.7507	WheelingWWTP-01	GZ	1/20/22 7:00	1/19/22 7:00		Routine Surveillance	10.397	6.72	Pass	AJ	1/25/22	1/20/22 7:00	Complete
N03-0159.1730	SalemWWTP-01		8/17/22 7:30	8/16/22 7:30		Routine Surveillance	0.58756		Pass	AJ	8/24/22	8/17/22 7:30	Complete
A04-0105.6234	CheatLakeWWTP-01		6/22/22 8:00	6/21/22 8:00		Routine Surveillance	0.474	7.26	Pass	AJ	6/29/22	6/22/22 8:00	Complete
C01-0122.3963	WheelingWWTP-01		2/7/22 7:00	2/6/22 7:00		Routine Surveillance	15.66	6.93	Pass	AJ	2/8/22	2/7/22 7:00	Complete
M03-0172.4636	ManningtonWWTP-01		12/7/22 11:00	12/6/22 11:00		Routine Surveillance	0.21		Pass	AJ	12/14/22	12/7/22 11:00	Complete
E01-0189.5138	PrincetonWWTP-01		10/12/22 8:00	10/11/22 8:00		Routine Surveillance	2.004		Pass	AJ	10/13/22	10/12/22 8:00	Complete
A01-0034.3154	StarCityWWTP-01	GG	9/12/21 23:55	9/12/21 0:00		Routine Surveillance	8.154	6.73	Pass	JL	9/15/21	9/12/21 23:55	Complete
G01-0248.5644	KeyserWWTP-01		7/26/22 8:00	7/25/22 9:00		Routine Surveillance	1.142		Pass	AJ	7/28/22	7/26/22 8:00	Complete
B01-0314.2860	CharlestonWWTP-01		3/1/23 7:00	2/28/23 7:00		Routine Surveillance	10.1		Pass	AJ	3/6/23	3/1/23 7:00	Complete
D01-0109.6890	CharlesTownWWTP-01		11/8/22 7:40	11/7/22 7:40		Routine Surveillance	1.16		Pass	AJ	11/14/22	11/8/22 7:40	Complete
P01-0062.2427	StMarysWWTP-01		5/22/22 10:00	5/21/22 10:00		Routine Surveillance	0.182	6.38	Pass	AJ	6/24/22	5/23/22 10:00	Complete
A02-0308.5316	NorthHighSt-02 (MUB)	Gz	1/26/22 9:00	1/24/22 9:00		Routine Surveillance		7.58	Pass	AJ	1/26/22	1/26/22 11:03	Complete
O01-0069.3064	GraftonWWTP-01		5/6/22 6:30	5/5/22 6:30		Routine Surveillance	2.05	6.84	Pass	AJ	5/11/22	5/6/22 6:45	Complete
A01-0218.6700	StarCityWWTP-01		4/4/22 11:59	4/4/22 0:00		Routine Surveillance	8.4	7.07	Pass	JL	4/5/22	4/4/22 11:59	Complete
E01-0089.2929	PrincetonWWTP-01		4/1/22 8:30	3/31/22 8:30		Routine Surveillance	3.392	6.43	Pass	JL	4/14/22	4/1/22 8:40	Complete
C01-0055.3927	WheelingWWTP-01		12/9/21 7:00	12/8/21 7:00		Routine Surveillance	6.748	6.78	Pass	JL	12/14/21	12/9/21 7:00	Complete
A04-0160.1031	CheatLakeWWTP-01		10/18/22 8:00	10/17/22 8:00		Routine Surveillance	0.497		Pass	AJ	10/19/22	10/18/22 8:00	Complete
Q01-0141.4028	MadisonWWTP-01		9/30/22 8:00	9/29/22 8:00		Routine Surveillance	0.255		Pass	AJ	10/7/22	9/30/22 8:00	Complete
A02-0574.4643	Evansdale-01	GZ	9/5/22 9:00	9/3/22 9:00		Routine Surveillance			Pass	AJ	9/6/22	9/5/22 9:00	Complete
N03-0253.5253	SalemWWTP-01		3/8/23 7:30	3/7/23 7:30		Routine Surveillance	0.69021		Pass	AJ	3/15/23	3/8/23 7:30	Complete
A0024.5574	StarCityWWTP-01	GG	11/23/20 23:59	11/23/20 0:00		Routine Surveillance	7.092		Pass	TD	11/30/20	11/23/20 0:00	Complete
A01-0518.299	StarCityWWTP-01		3/20/23 0:00	3/19/23 0:00		Routine Surveillance	8.1		Pass	AJ	3/23/23	3/20/23 0:00	Complete
O01-0218.5672	GraftonWWTP-01		11/3/22 6:00	11/2/22 6:00		Routine Surveillance	0.35		Pass	AJ	11/10/22	11/3/22 6:00	Complete
O01-0045.4568	GraftonWWTP-01		3/8/22 6:00	3/7/22 6:00		Routine Surveillance	1.82	6.59	Pass	AJ	3/9/22	3/8/22 6:15	Complete
M04-0029.2758	FarmingtonWWTP-01		3/28/22 10:30	3/27/22 10:30		Routine Surveillance	0.104		Pass	AJ	3/30/22	3/28/22 10:30	Complete
C01-0144.3954	WheelingWWTP-01		4/8/22 7:00	4/7/22 7:00		Routine Surveillance	16.733	6.88	Pass	JL	4/12/22	4/8/22 7:00	Complete
A02-0780.1462	TowersBB-01	GZ	11/7/22 9:00	11/5/22 9:00		Routine Surveillance			Pass	AJ	11/9/22	11/7/22 9:55	Complete
A02-0630.4834	OaklandE-02	GZ YOU	9/21/22 9:00	9/19/22 9:00		Routine Surveillance			Pass	AJ	9/21/22	9/21/22 10:16	Complete
L01-0294.7324	WestUnionWWTP-01		12/17/22 9:00	12/16/22 9:00		Routine Surveillance	0.402		Pass	AJ	12/21/22	12/17/22 9:00	Complete
D01-0149.3000	CharlesTownWWTP-01		8/15/22 7:40	8/14/22 7:40		Routine Surveillance	1.23		Pass	AJ	8/19/22	8/15/22 7:40	Complete
C01-0170.3471	WheelingWWTP-01	GZ	5/9/22 7:00	5/8/22 7:00		Routine Surveillance	15.911	6.88	Pass	AJ	5/11/22	5/9/22 7:00	Complete
N02-0173.332	ClarksburgWWTP-01		9/20/22 7:00	9/19/22 7:00		Routine Surveillance	8.96		Pass	AJ	9/28/22	9/20/22 7:00	Complete
R01-0112.63	HuttonsvilleWWTP-01		8/19/22 8:30	8/18/22 9:00		Routine Surveillance	0.137		Pass	AJ	8/24/22	8/19/22 8:45	Complete
O01-0139.3480	GraftonWWTP-01		8/16/22 6:10	8/15/22 6:10		Routine Surveillance	1.6		Pass	AJ	8/17/22	8/16/22 6:10	Complete
N02-0094.4970	ClarksburgWWTP-01		6/15/22 7:00	6/14/22 7:00		Routine Surveillance	15.79	7.26	Pass	JL	6/16/22	6/15/22 7:00	Complete
B01-0256.2564	CharlestonWWTP-01		10/25/22 7:00	10/24/22 7:00		Routine Surveillance	5.7		Pass	AJ	10/28/22	10/25/22 7:00	Complete
L01-0186.1605	WestUnionWWTP-01		8/3/22 9:00	8/2/22 9:00		Routine Surveillance	0.291		Pass	AJ	8/10/22	8/3/22 9:00	Complete
A01-0390.222	StarCityWWTP-01		10/22/22 0:00	10/21/22 0:00		Routine Surveillance	6.6		Pass	AJ	10/26/22	10/22/22 0:00	Complete
A02-0324.1683	HonorsSummit-01 (MUB)	Gz	2/4/22 9:00	2/20/22 9:00		Routine Surveillance		7.41	Pass	AJ	2/4/22	2/4/22 11:26	Complete
O01-0145.2500	GraftonWWTP-01		8/12/22 6:15	8/11/22 6:15		Routine Surveillance	2.34		Pass	AJ	8/17/22	8/12/22 6:15	Complete
B01-0392.1928	CharlestonWWTP-01		2/20/23 7:00	2/19/23 7:00		Routine Surveillance	17.4		Pass	AJ	3/6/23	2/20/23 7:00	Complete
G01-0171.453	KeyserWWTP-01		6/7/22 8:00	6/6/22 8:00		Routine Surveillance	0.73	6.99	Pass	JL	6/9/22	6/7/22 8:00	Complete
R01-0073.5308	HuttonsvilleWWTP-01		6/15/22 8:30	6/14/22 9:00		Routine Surveillance	0.194	7.2	Pass	AJ	6/22/22	6/15/22 8:45	Complete
A02-0492.5735	NorthHighSt-02 (MUB)	GZ	5/4/22 9:00	5/2/22 9:00		Routine Surveillance		7.11	Pass	AJ	5/4/22	5/4/22 10:57	Complete
H01-0531.3610	MoundsvilleWWTP-01		3/22/23 8:00	3/21/23 8:00		Routine Surveillance	1.3		Pass	AJ	3/27/23	3/22/23 8:00	Complete
J01-0139.5883	AlpineLakeWWTP-01		9/23/22 7:30	9/22/22 7:30		Routine Surveillance	0.126		Pass	AJ	9/30/22	9/23/22 7:30	Complete
E01-0086.6639	PrincetonWWTP-01		3/25/22 9:30	3/24/22 9:30		Routine Surveillance	2.426	6.78	Pass	AJ	3/31/22	3/25/22 10:10	Complete
M03-0188.970	ManningtonWWTP-01		1/4/23 11:00	1/3/23 11:00		Routine Surveillance	0.743		Pass	AJ	1/11/23	1/4/23 11:00	Complete
