sample_id	sbatch_id	location	county	sample_collection_start_datetime	sample_collection_end_datetime	lineage_group	variant	variant_aliases	variant_proportion
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	BA.2	BA.2.10.2	BA.2.10.2	0.03110970
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	JN.1	JN.1.11	JN.1.11	0.00141243
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	BA.2	BA.2.9.4	BA.2.9.4	0.00261780
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	HK.18	HK.18	HK.18	0.00379703
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	EG.5	EG.5.1.18	EG.5.1.18	0.01041670
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	EG.5	EG.5	EG.5	0.05863815
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	BA.2	BA.2.50	BA.2.50	0.00307692
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	HK.3.13	HK.3.13	HK.3.13	0.00142531
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	EG.5	EG.5.1.6	EG.5.1.6	0.00755469
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	HV.1	HV.1.5	HV.1.5	0.00105708
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	JN.1	JN.1.9.1	JN.1.9.1	0.00579659
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	BA.2	BA.2.19	BA.2.19	0.00211416
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	HV.1	HV.1	HV.1	0.00755469
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	EG.5	EG.5.1.13	EG.5.1.13	0.00338600
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	BA.2	BA.2.3.5	BA.2.3.5	0.00195625
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	HF.1	HF.1	HF.1	0.00244499
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	FL.2.4	FL.2.4	FL.2.4	0.00208333
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	BA.2	BA.2.41	BA.2.41	0.00226757
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	XBB.1	XBB.1.17	XBB.1.17	0.00567913
C01-0537	SARS_20240227	WheelingWWTP-01	Ohio	11/14/2023 07:00 AM	11/15/2023 07:00 AM	FL.10.1	FL.10.1	FL.10.1	0.00598802
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	XBB.1.5	XBB.1.5.57	XBB.1.5.57,XBL	0.00491127
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	JD.2.1	JD.2.1	JD.2.1	0.00427349
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	HV.1	HV.1.3	HV.1.3	0.03561631
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	HK.8	HK.8	HK.8	0.00793650
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	EG.5	EG.5.1.14	EG.5.1.14	0.05421689
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	EG.5	EG.5.1.13	EG.5.1.13	0.00300299
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	JN.1	JN.1.4.2	JN.1.4.2	0.00319149
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	XBB.1	XBB.1.22	XBB.1.22	0.46488022
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	HV.1	HV.1	HV.1	0.03561631
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	JN.1	JN.1.18	JN.1.18	0.19353869
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	XDD	XDD	XDD	0.01605764
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	HK.4	HK.4	HK.4	0.05868836
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	FY.6	FY.6	FY.6	0.00331126
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	BA.5	BA.5.1.24	BA.5.1.24	0.00150600
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	HV.1	HV.1.1	HV.1.1	0.03561631
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	BA.5	BA.5.1.20	BA.5.1.20	0.00282298
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	XBB.1	XBB.1.38.1	XBB.1.38.1	0.02131163
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	XBB.1	XBB.1.16.17	XBB.1.16.17	0.01453880
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	BA.2	BA.2.10.4	BA.2.10.4	0.01046919
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	BA.5	BA.5.11	BA.5.11	0.00383499
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	JN.1	JN.1.6.1	JN.1.6.1	0.00392157
C01-0569	SARS_20240219	WheelingWWTP-01	Ohio	12/28/2023 07:00 AM	12/29/2023 07:00 AM	EG.5	EG.5.1.7	EG.5.1.7	0.01107010
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.16.1	XBB.1.16.1,FU	0.01309902
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	GC.2	GC.2	GC.2	0.00124378
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.36	XBB.1.36	0.00311526
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	FL.8	FL.8	FL.8	0.00130435
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.16.19	XBB.1.16.19,XCV	0.00247525
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.16.5	XBB.1.16.5	0.00216099
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.89	XBB.1.5.89	0.00363325
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.95	XBB.1.5.95,HS	0.00330396
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.18	XBB.1.5.18	0.00310174
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.10	XBB.1.5.10	0.46179204
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.81	XBB.1.5.81	0.0038812
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.2	XBB.1.2	0.00597907
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.78	XBB.1.5.78	0.0038812
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	FL.3.1	FL.3.1	FL.3.1	0.0092437
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.54	XBB.1.5.54	0.0015361
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	FL.15	FL.15	FL.15	0.00216333
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	HS.1	HS.1	HS.1	0.00330396
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.16.12	XBB.1.16.12	0.01309902
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.25	XBB.1.5.25	0.0038812
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.91	XBB.1.5.91	0.0038812
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	FU.3	FU.3	FU.3	0.01309902
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	EG.8	EG.8	EG.8	0.00466128
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.82	XBB.1.5.82	0.00344037
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.41	XBB.1.5.41,GU	0.00120395
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.88	XBB.1.5.88	0.0213582
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.16.17	XBB.1.16.17	0.01309902
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	HF.1.1	HF.1.1	HF.1.1	0.00237248
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.51	XBB.1.5.51	0.0145985
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	FL.10	FL.10	FL.10	0.0026455
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	B.1.1	B.1.1.216	B.1.1.216,AM	0.00127932
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	FY.6.2	FY.6.2	FY.6.2	0.00542299
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.16	XBB.1.16	XBB.1.16,XDA	0.01309902
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.22	XBB.1.22	0.28578234
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.49	XBB.1.5.49,HT	0.0038812
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.76	XBB.1.5.76	0.0038812
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1	XBB.1.16.11	XBB.1.16.11	0.01309902
A02-1302	SARS_20231016	StadiumSE-01	Monongalia	09/16/2023 17:30	09/17/2023 1:30	XBB.1.5	XBB.1.5.8	XBB.1.5.8	0.04
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	BA.2	BA.2.10.4	BA.2.10.4	0.00630252
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.6	EG.5.1.6	0.16049503
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	FL.25	FL.25	FL.25	0.07694479
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	JG.2	JG.2	JG.2	0.00252525
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	BA.2	BA.2.24	BA.2.24	0.0040644
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	HK.18	HK.18	HK.18	0.00485437
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	FL.10.1	FL.10.1	FL.10.1	0.003663
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XBB.1.5	XBB.1.5.47	XBB.1.5.47,FZ	0.01156069
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XBB.1.5	XBB.1.5.57	XBB.1.5.57,XBL	0.00816327
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	HV.1	HV.1.11	HV.1.11	0.16049503
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	HV.1	HV.1	HV.1	0.16049503
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XDB	XDB	XDB	0.0036036
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.7	EG.5.1.7	0.0163934
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XBB.1.5	XBB.1.5.93	XBB.1.5.93,HD	0.00204499
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	JD.2	JD.2	JD.2	0.00511449
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XBB.1	XBB.1.16.17	XBB.1.16.17	0.00272551
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	BA.5	XCG	XCG,BA.5.2*,XBB.1	0.0202703
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	HV.1	HV.1.8	HV.1.8	0.00714286
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.11	EG.5.1.11	0.00686032
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	JD.1	JD.1	JD.1	0.00519481
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XBB.1	XBB.1.12	XBB.1.12	0.00534759
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	BA.2	BA.2.25	BA.2.25	0.0045045
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	HV.1	HV.1.3	HV.1.3	0.16049503
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	FL.32.1	FL.32.1	FL.32.1	0.1170966
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XDF	XDF	XDF	0.00124068
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.8	EG.5.1.8	0.00686032
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.17	EG.5.1.17	0.00686032
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1	EG.5.1	0.00686032
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.14	EG.5.1.14	0.0123967
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	EG.5	EG.5.1.3	EG.5.1.3,XCY,XCV	0.00252525
C01-0547	SARS_20240123_A	WheelingWWTP-01	Ohio	11/28/2023 07:00 AM	11/29/2023 07:00 AM	XBB.1.5	XBB.1.5.79	XBB.1.5.79	0.00393242
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	EG.5	EG.5	EG.5	0.03135582
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	FL.22	FL.22	FL.22	0.00153139
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	EG.5	EG.5.1.3	EG.5.1.3,XCV,XCY	0.82205302
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	GK.1.4	GK.1.4	GK.1.4	0.00104297
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	EG.5	EG.5.1	EG.5.1	0.10562132
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	B.10	B.10	B.10	0.00128755
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	EG.3	EG.3	EG.3	0.00268817
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	XCJ	FP.1	FP.1,XCJ	0.00121998
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	HP.1.1	HP.1.1	HP.1.1	0.00148295
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	EG.5	EG.5.1.2	EG.5.1.2	0.00111421
L01-0514	SARS_20230830	WestUnionWWTP-01	Doddridge	08/19/2023 9:00	08/20/2023 9:00	B.1.97	B.1.97	B.1.97	0.00120434
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.19	JN.1.19	0.00183679
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.4	JN.1.4	0.22869090
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.8.1	JN.1.8.1	0.22065200
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	XDP	XDP	XDP	0.01478090
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.7	JN.1.7	0.04565850
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.10	JN.1.10	0.00298567
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.22	JN.1.22	0.00129324
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	XBB.1	XBL	XBL,XBB.1.5.57,BA.2.75*	0.00198610
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.2	JN.1.2	0.00298567
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	XBB.1	XBB.1.12	XBB.1.12	0.00110497
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.23	JN.1.23	0.00103986
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1	JN.1	0.00298567
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.18	JN.1.18	0.32691121
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	XDD	XDD	XDD	0.03769840
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.14	JN.1.14	0.00111919
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	JN.1	JN.1.4.2	JN.1.4.2	0.10109410
A01-0802	SARS_20240226	StarCityWWTP-01	Monongalia	02/13/2024 12:00 AM	02/14/2024 12:00 AM	BA.5	BA.5.1.38	BA.5.1.38	0.00158856
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.2.4	JN.2.4	JN.2.4	0.00166667
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.10	JN.1.10	0.01276140
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.4.2	JN.1.4.2	0.14049600
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.5	JN.1.5	0.07665260
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.8.1	JN.1.8.1	0.15917957
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	XDP	XDP	XDP	0.12184500
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.4	JN.1.4	0.45299400
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1	JN.1	0.01276140
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	XDK	XDK	XDK	0.00358852
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.2	JN.1.2	0.01276140
A01-0810	SARS_20240229_B	StarCityWWTP-01	Monongalia	02/23/2024 12:00 AM	02/24/2024 12:00 AM	JN.1	JN.1.7.2	JN.1.7.2	0.00120192
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.1.1	JN.1.1.1	0.00558639
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.20	JN.1.20	0.07158384
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.9	JN.1.9	0.07158384
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	BA.2	XZ	XZ,BA.2*,BA.1*	0.01088613
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.4.2	JN.1.4.2	0.00626959
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.8	JN.1.8	0.07403468
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.1.4	JN.1.1.4	0.00168634
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.11	JN.1.11	0.00613723
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1	JN.1	0.07158384
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.2	JN.1.2	0.07158384
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.3	JN.1.3	0.07158384
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.7	JN.1.7	0.00580271
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.10	JN.1.10	0.07158384
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.22	JN.1.22	0.00152439
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.5	JN.1.5	0.00141743
E01-0403	SARS_20240229_B	PrincetonWWTP-01	Mercer	02/14/2024 09:15 AM	02/15/2024 09:15 AM	JN.1	JN.1.4	JN.1.4	0.40862460
