Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
334	not institution specific	wwtp	WWTP	WWTP		HSB	12/6/2021	12/7/2021	12/8/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.56	215	2506	1360.5	7780.531714	90688.4301176	49234.4809158	0.138938066321429	1.6194362521	0.879187159210714	537806.4	983548.005873652	14367840.2061258	24732926.2130895	256.56857510939	441.659396662313	549701.6	826609.382730363	14702923.9725271	20819528.3178886	262.552213795127	371.777291390867	561596.8	744412.739976614	15038007.7389284	19099523.8145245	268.535852480864	341.062925259367
440	not institution specific	wwtp	WWTP	WWTP		HSB	12/20/2021	12/21/2021	12/22/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.36	823418	941126	882272	26057908.7543368	29782899.3710776	27920404.0627072	465.319799184586	531.837488769243	498.578643976914	501553.2	481859.352172103	16910592.6185462	13253306.0425186	301.974868188326	236.66617933069	526221.6	486670.398113834	17735678.1464486	13152338.2700552	316.70853832944	234.863183393844	550890	499273.441310591	18560763.674351	13383268.7978821	331.442208470554	238.986942819323
420	not institution specific	wwtp	WWTP	WWTP		HSB	12/18/2021	12/19/2021	12/20/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	11.78	301247	301247	301247	13433245.3258606	13433245.3258606	13433245.3258606	239.879380818939	239.879380818939	239.879380818939	1764973.8	5652324.50681224	59117104.1695102	187829186.628322	1055.66257445554	3354.09261836289	1835767.4	5629965.32718155	61498299.4925065	187042093.935627	1098.18391950904	3340.03739170762	1906561	5613430.10191919	63879494.8155028	186449053.308319	1140.70526456255	3329.4473805057
535	not institution specific	wwtp	WWTP	WWTP		HSB	1/9/2022	1/10/2022	1/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	23.64	632647	379522	506084.5	56613740.5455828	33962320.2818328	45288030.4137078	1010.95965259969	606.470005032729	808.714828816211	632779.8	1143157.85775618	54032702.428285	89507402.5020435	964.869686219375	1598.34647325078	654014.2	1281644.63125532	55562147.0231153	99896781.0446682	992.181196841345	1783.87109008336	675248.6	1435509.08980198	57091591.6179456	111879130.237355	1019.49270746331	1997.84161138134
316	not institution specific	wwtp	WWTP	WWTP		HSB	12/5/2021	12/6/2021	12/7/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	6.41	1291204	979324	1135264	31330391.1806324	23762785.7508044	27546588.4657184	559.471271082722	424.335459835793	491.903365459257	583784.2	890866.463533147	15543927.4523123	22180584.8981428	277.570133077006	396.081873181121	600053.2	701554.44921429	15988505.7474109	17371012.2062856	285.509031203766	310.196646540814	616322.2	587806.60584114	16433084.0425094	14865770.2410293	293.447929330526	265.460182875524
336	not institution specific	wwtp	WWTP	WWTP		HSB	12/7/2021	12/8/2021	12/9/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.00	311060	222172	266616	21194813.4228	15138217.98936	18166515.70608	378.478811121429	270.325321238571	324.40206618	590317.4	892342.616508372	18349012.6085676	20952501.217094	327.660939438708	374.151807448107	549655.2	826676.71213301	16918005.8746404	19331266.9677372	302.107247761436	345.20119585245	508993	796964.432195867	15486999.1407132	18974865.8782322	276.553556084164	338.836890682718
250	not institution specific	wwtp	WWTP	WWTP		HSB	11/22/2021	11/23/2021	11/24/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	10.32	196728	245919	221323.5	7685264.1491136	9606931.7752728	8646097.9621932	137.2368598056	171.552353129871	154.394606467736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1087	not institution specific	wwtp	WWTP	WWTP		HSB	3/17/2022	3/18/2022	3/19/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	19.52	34726	34726	34726	2565945.9223232	2565945.9223232	2565945.9223232	45.8204628986286	45.8204628986286	45.8204628986286	40494	48803.3472160303	3332482.29420182	4632562.59142086	59.5086123964611	82.7243319896582	39394.6	50622.4836721224	3238523.10707159	4762664.10187436	57.8307697691355	85.0475732477565	38295.2	57606.0125179754	3144563.91994136	5218723.19328499	56.15292714181	93.1914855943748
263	not institution specific	wwtp	WWTP	WWTP		HSB	11/28/2021	11/29/2021	11/30/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	6.76	230104	276133	253118.5	5888216.7626464	7066069.9480228	6477143.3553346	105.1467279044	126.179820500407	115.663274202404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
459	not institution specific	wwtp	WWTP	WWTP		HSB	12/27/2021	12/28/2021	12/29/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.01	5093939	5268723	5181331	154454007.51622	159753656.618754	157103832.067487	2758.10727707535	2852.74386819204	2805.4255726337	1513943.6	3702694.54803248	46412214.4952118	111670025.339256	828.789544557353	1994.10759534386	1499622.7	3807189.7628206	46041308.4097739	114863864.636943	822.166221603105	2051.14043994541	1485301.8	3919009.97238069	45670402.324336	118261898.867988	815.542898648857	2111.81962264265
1444	not institution specific	wwtp	WWTP	WWTP		HSB	4/30/2022	5/1/2022	5/2/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.24	36827	51560	44193.5	2124536.6816268	2974478.271504	2549507.4765654	37.93815502905	53.1156834197143	45.5269192243821	226427	309974.616394931	6458375.19413394	7902820.94334301	115.328128466678	141.121802559697	233079.8	341577.301365972	6675977.31137319	8666671.5795504	119.213880560236	154.761992491971	239732.6	376947.624502797	6893579.42861244	9563443.82030658	123.099632653794	170.775782505475
1260	not institution specific	wwtp	WWTP	WWTP		HSB	3/6/2022	3/7/2022	3/8/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.87	16423	8211	12317	986602.8023841	493271.3639637	739937.0831739	17.6179071854304	8.8084172136375	13.2131621995339	21192.6	66983.9431689908	1600560.53983042	5177632.46853529	28.5814382112575	92.4577226524159	19090.6	36289.3575100557	1645616.33314509	3322105.9179562	29.3860059490195	59.3233199635036	16988.6	57870.1962089331	1690672.12645976	6097913.97369826	30.1905736867814	108.891320958898
234	not institution specific	wwtp	WWTP	WWTP		HSB	11/21/2021	11/22/2021	11/23/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	11.15	223593	357783	290688	9437261.6361495	15101062.1082345	12269161.872192	168.522529216955	269.66182336133	219.092176289143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1347	not institution specific	wwtp	WWTP	WWTP		HSB	4/19/2022	4/20/2022	4/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.88	19347	29022	24184.5	723574.9134276	1085418.4699176	904496.6916726	12.9209805969214	19.3824726771	16.1517266370107	50538	101240.680653585	1906788.21665154	2501920.87061627	34.0497895830632	44.677158403862	65050.5	127680.093782631	2513473.15942716	3447671.35777519	44.883449275485	61.5655599602712	79563	154740.553602734	3120158.10220278	4442412.39949347	55.7171089679068	79.3287928480976
1318	not institution specific	wwtp	WWTP	WWTP		HSB	4/13/2022	4/14/2022	4/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.82	41533	83077	62305	2487211.4384446	4975081.6139374	3731146.526191	44.414489972225	88.840743106025	66.627616539125	32058	43792.9005302111	1872690.22757814	2296138.93315521	33.4408969210382	41.0024809492001	41389.6	57543.3166753619	2416501.27425482	3126155.11114636	43.1518084688361	55.8241984133279	50721.2	72584.0036347123	2960312.3209315	4032536.06738758	52.8627200166339	72.0095726319211
387	not institution specific	wwtp	WWTP	WWTP		HSB	12/14/2021	12/15/2021	12/16/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.0	715125	715125	715125	21656330.61	21656330.61	21656330.61	386.720189464286	386.720189464286	386.720189464286	1733127.8	5691269.4885161	58062958.2813544	189156321.767968	1036.83854073847	3377.79146014229	1783404.8	5693475.42691769	59578126.2856488	189355357.125768	1063.89511224373	3381.34566296015	1833681.8	5703314.66032866	61093294.289943	189835142.446352	1090.95168374898	3389.91325797058
1600	not institution specific	wwtp	WWTP	WWTP		HSB	5/18/2022	5/19/2022	5/20/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.89	240228	255740	247984	8084223.4992372	8606237.897726	8345230.6984816	144.36113391495	153.68281960225	149.0219767586	645232.6	1114982.16499118	19899572.0689615	29104599.5984938	355.349501231456	519.724992830247	666858.6	1173477.69673939	20738372.7618866	30330226.2594316	370.328085033689	541.611183204136	688484.6	1237300.00039823	21577173.4548116	31861048.7741263	385.306668835922	568.94729953797
572	not institution specific	wwtp	WWTP	WWTP		HSB	1/16/2022	1/17/2022	1/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	11.6	1047461	1289398	1168429.5	45994804.390516	56618440.964888	51306622.677702	821.335792687786	1011.04358865871	916.18969067325	856610.2	759177.172730279	81146826.5014288	55600007.6331357	1449.0504732398	992.857279163137	901585.9	770416.503502007	84120130.0617892	66423189.0326746	1502.14517967481	1186.12837558347	946561.6	830020.307910806	87093433.6221495	79273828.7655549	1555.23988610981	1415.6040850992
448	not institution specific	wwtp	WWTP	WWTP		HSB	12/22/2021	12/23/2021	12/24/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.63	798758	420290	609524	23070270.3535514	12139100.862707	17604685.6081292	411.969113456275	216.769658262625	314.36938585945	518279.8	516934.7988266	17193380.5672565	13725340.10092	307.024652986724	245.095358944999	505101.4	458895.17473288	16925349.1460745	12537214.8769505	302.238377608473	223.878837088402	491923	475526.115972874	16657317.7248924	13805499.3825006	297.452102230222	246.52677468751
820	not institution specific	wwtp	WWTP	WWTP		HSB	2/16/2022	2/17/2022	2/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.33	1082248	988076	1035162	62803214.3177544	57338381.5818828	60070797.9498186	1121.4859699599	1023.89967110505	1072.69282053248	642415.8	946285.833350974	27472930.0652334	48702118.4383564	490.588036879168	869.680686399222	665529.5	918497.194738123	28011587.2610534	46507171.5677751	500.206915375954	830.485206567412	688643.2	904369.759401608	28550244.4568735	44638783.7056389	509.825793872741	797.121137600695
661	not institution specific	wwtp	WWTP	WWTP		HSB	1/26/2022	1/27/2022	1/28/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.72	601521	882402	741961.5	19855471.4670792	29127009.2540304	24491240.3605548	354.561990483557	520.125165250543	437.34357786705	872154.4	1087105.94528098	36317757.578072	44386512.9288552	648.531385322714	792.616302300985	958172.7	1046773.74790216	39299135.6677994	41233613.8457996	701.770279782132	736.314532960707	1044191	1061331.80997334	42280513.7575268	39732484.6796209	755.00917424155	709.50865499323
1270	not institution specific	wwtp	WWTP	WWTP		HSB	4/9/2022	4/10/2022	4/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.54	8656	8656	8656	607491.0761184	607491.0761184	607491.0761184	10.8480549306857	10.8480549306857	10.8480549306857	119369.6	221833.156106916	3903003.59509196	6653621.1518167	69.6964927694993	118.814663425298	137778.3	238286.990582307	4484537.9407115	7112181.88931643	80.0810346555625	127.003248023508	156187	255707.22295313	5066072.28633104	7595968.90344616	90.4655765416257	135.642301847253
1211	not institution specific	wwtp	WWTP	WWTP		HSB	4/2/2022	4/3/2022	4/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	6.85	67640	112750	90195	1753909.15694	2923614.095875	2338761.6264075	31.3198063739286	52.2073945691964	41.7636004715625	130197.6	216198.005502667	3875374.97770004	6853418.80550912	69.2031246017864	122.382478669806	136214.8	229457.676998854	4044074.83296132	7295205.41348609	72.2156220171664	130.271525240823	142232	249849.288254741	4212774.6882226	7925506.93049344	75.2281194325464	141.526909473097
1152	not institution specific	wwtp	WWTP	WWTP		HSB	3/26/2022	3/27/2022	3/28/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.92	9118	18237	13677.5	273361.7175696	546753.4155864	410057.566578	4.88145924231429	9.76345384975714	7.32245654603572	58453.4	73499.0887021093	2246514.780847	2247142.89969703	40.1163353722679	40.1275517803041	64734.4	72959.8327387815	2562409.89134859	2527694.7684374	45.7573194883677	45.1374065792393	71015.4	84423.7323917938	2878305.00185018	3771508.56486446	51.3983036044675	67.3483672297225
992	not institution specific	wwtp	WWTP	WWTP		HSB	3/7/2022	3/8/2022	3/9/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	28.14	1234	41899	21566.5	131447.4537516	4463141.7056226	2297294.5796871	2.34727595985	79.698959028975	41.0231174944125	21207.4	66965.2041212205	1602655.20402474	5175101.42917895	28.6188429290132	92.4125255210528	15996.2	31755.2988770994	1332540.69443216	2610240.89410269	23.7953695434314	46.6114445375481	10785	32554.6346889619	1062426.18483958	3518080.38871436	18.9718961578496	62.822864084185
386	not institution specific	wwtp	WWTP	WWTP		HSB	12/13/2021	12/14/2021	12/15/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.8	7244774	7343842	7294308	241335071.536592	244635185.917936	242985128.727264	4309.55484886772	4368.48546282029	4339.020155844	1652314.8	5761841.70222006	57970654.8439144	189232002.936785	1035.1902650699	3379.14290958545	1693703	5776209.55344055	58880163.3048647	189968753.078079	1051.43148758687	3392.29916210855	1735091.2	5798935.54080833	59789671.765815	191055223.469958	1067.67271010384	3411.70041910639
918	not institution specific	wwtp	WWTP	WWTP		HSB	2/27/2022	2/28/2022	3/1/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	26.46	762	287	524.5	76323.4048332	28746.4792482	52534.9420407	1.36291794345	0.513329986575	0.9381239650125	75960.2	191819.931510369	7055637.33535034	17770070.9443033	125.993523845542	317.322695433988	62587.2	108753.041156218	5918125.18863574	9998001.4430146	105.680806939924	178.535740053832	49214.2	59292.863935345	4780613.04192114	5850790.92614154	85.3680900343061	104.478409395385
618	not institution specific	wwtp	WWTP	WWTP		HSB	1/22/2022	1/23/2022	1/24/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.84	549154	591414	570284	20455126.7444976	22029245.5822416	21242186.1633696	365.270120437457	393.379385397171	379.324752917314	1022892.8	952713.882687182	49448025.7283952	45136097.5505626	883.000459435628	806.001741974332	1129568.5	1090244.55576674	54483931.7871742	51752995.2358543	972.927353342397	924.160629211683	1236244.2	1268786.83962077	59519837.8459533	60470044.6377151	1062.85424724917	1079.82222567348
1376	not institution specific	wwtp	WWTP	WWTP		HSB	4/20/2022	4/21/2022	4/22/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.19	2437	11880	7158.5	112453.2884323	548192.477052	330322.88274215	2.00809443629107	9.78915137592857	5.89862290610982	43686.4	108857.303191169	1488948.0590965	2859297.07088798	26.5883581981518	51.0588762658567	56390.4	136548.066884232	1974042.36586329	3803934.87121655	35.250756533273	67.9274084145812	69094.4	164816.921272377	2459136.67263008	4799541.23272333	43.9131548683943	85.7060934414881
1289	not institution specific	wwtp	WWTP	WWTP		HSB	4/12/2022	4/13/2022	4/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.85	36695	64223	50459	2201654.0762075	3853299.6249155	3027476.8505615	39.3152513608482	68.8089218734911	54.0620866171696	51163.8	98197.2831515279	2124446.9295557	2767450.82608898	37.9365523134946	49.4187647515889	62341.4	120294.173390373	2583465.85214718	3479460.46843144	46.1333187883425	62.1332226505615	73519	142604.892845056	3042484.77473866	4216583.29517436	54.3300852631904	75.2961302709707
585	not institution specific	wwtp	WWTP	WWTP		HSB	1/16/2022	1/17/2022	1/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.9	1317658	2018636	1668147	64343597.430162	98573607.219804	81458602.324983	1148.99281125289	1760.24298606793	1454.61789866041	949780.6	848385.396674079	70437057.2530159	41227092.5432307	1257.80459380385	736.198081129119	1052068.4	997795.076120736	74210106.6969617	46234431.3334961	1325.18047673146	825.614845241003	1154356.2	1216327.20475976	77983156.1409076	57327480.6180189	1392.55635965906	1023.70501103605
