Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev
C01-0078	not institution specific	wwtp	WheelingWWTP-01	02/14/2022 07:00 AM	0	0	9.704	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G02-0001	higher ed dorm	upstream	PotomacState-01	10/06/2021 10:35 AM	22083.34848	4415.439703		48-hr time-weighted composite	WVU Keyser	26726		-78.98272	39.43807	1193	Mineral	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0104	not institution specific	wwtp	CharlestonWWTP-01	03/30/2022 07:00 AM	8817.65102036297	17637.1568441391	3.7	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0068	not institution specific	wwtp	WestUnionWWTP-01	03/19/2022 09:00 AM	0	0	0.292	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0057	not institution specific	wwtp	ParkersburgWWTP-01	03/29/2022 06:26 AM	8434.36444178222	5622.72135168313	5.409	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1069	not institution specific	wwtp	StarCityWWTP-01	06/13/2021 12:00 AM	0	0	8.646	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0099	not institution specific	wwtp	KeyserWWTP-01	02/08/2022 09:00 AM	86121.04297	100028.1233	1.084	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0163	not institution specific	wwtp	StarCityWWTP-01	01/28/2022 12:00 AM	276697.0548	215050.7534	8.5	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0202	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/30/2021 09:00 AM	6709.908582	17897.09158		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0053	not institution specific	wwtp	WestUnionWWTP-01	04/03/2022 09:00 AM	33579.3036594987	35978.8544476032	0.277	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0156	higher ed dorm	upstream	TowersBB-01	08/10/2021 09:00 AM	0	0		48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0129	not institution specific	upstream	NorthHighSt-02 (MUB)	09/25/2021 10:06 AM	14949.91906	3736.641593		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N03-0034	not institution specific	wwtp	SalemWWTP-01	02/22/2022 07:35 AM	62856.43592	98816.7657	0.68632	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0154	not institution specific	wwtp	MoundsvilleWWTP-01	03/11/2022 08:00 AM	152084.910571575	161414.195895195	2.8	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0094	k12	upstream	MountainviewES-01	11/29/2021 06:00 AM	5402.044868	5402.044868		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0004	not institution specific	wwtp	CheatLakeWWTP-01	01/28/2022 09:00 AM	818138.3228	701702.857	0.594	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0114	not institution specific	wwtp	StarCityWWTP-01	12/01/2021 12:00 AM	747573.5235	799530.884		24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0117	not institution specific	wwtp	WheelingWWTP-01	01/30/2022 07:00 AM	163285.2307	218830.4159	6.366	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0208	higher ed dorm	upstream	OaklandE-02	11/03/2021 10:28 AM	110814.3353	140229.9452		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0058	not institution specific	wwtp	PrincetonWWTP-01	02/03/2022 09:40 AM	92546.03103	89650.86445	6.712	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0139	k12	upstream	SuncrestES-01	12/10/2021 06:00 AM	2358.104107	0		8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0039	not institution specific	wwtp	ManningtonWWTP-01	03/29/2022 11:00 AM	0	2510.81404276192	0.188	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0340	not institution specific	upstream	Evansdale-01	02/21/2022 09:00 AM	28471.78873	31061.09217		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0124	not institution specific	upstream	Evansdale-01	09/22/2021 09:27 AM	26387.54725	21987.68735		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0177	not institution specific	wwtp	StarCityWWTP-01	02/13/2022 12:00 AM	177175.4086	187040.4911	9.2	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0066	k12	upstream	MorgantownHS-01	11/03/2021 06:00 AM	2280.917699	9124.920294		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0041	not institution specific	wwtp	CheatLakeWWTP-01	03/23/2022 08:00 AM	31468.0171385407	45999.6894747018	0.64	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0243	higher ed dorm	upstream	OaklandE-02	12/04/2021 09:00 AM	0	0		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0072	not institution specific	wwtp	PrincetonWWTP-01	03/01/2022 08:15 AM	37576.66938	35070.51252	3.562	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0042	not institution specific	wwtp	WestUnionWWTP-01	03/01/2022 09:00 AM	41945.84727	65558.85158	0.272	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0020	not institution specific	upstream	Evansdale-01	08/20/2021 09:18 AM	10275.68221	11743.9822		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0192	not institution specific	wwtp	StarCityWWTP-01	03/05/2022 12:00 AM	104290.5995	74932.63096	8	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0118	not institution specific	wwtp	WheelingWWTP-01	01/31/2022 07:00 AM	247219.6823	228150.9188	6.399	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0115	not institution specific	wwtp	MoundsvilleWWTP-01	01/30/2022 08:00 AM	163938.852	200771.9225	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0067	higher ed dorm	upstream	OaklandE-02	09/01/2021 09:27 AM	614482.4767	609277.8301		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0086	not institution specific	upstream	Evansdale-01	09/06/2021 08:20 PM	17132.35475	7785.979174		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0178	not institution specific	wwtp	MoundsvilleWWTP-01	04/04/2022 08:03 AM	0	3005.18152769655	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1007	not institution specific	wwtp	StarCityWWTP-01	03/16/2021 12:01 PM	0	0	8.66	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0423	higher ed dorm	upstream	HonorsSummit-01 (MUB)	03/28/2022 09:00 AM	0	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0155 b	higher ed dorm	upstream	OaklandE-02	08/10/2021 09:00 AM	5016	10056	11.84	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0096	not institution specific	wwtp	WheelingWWTP-01	03/10/2022 07:00 AM	29600.79387	2959.138979	11.711	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0091	k12	upstream	MountainviewES-01	02/23/2022 06:00 AM	0	0		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0316	higher ed dorm	upstream	OaklandE-02	01/31/2022 09:00 AM	72013.35937	53998.41718		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0032	not institution specific	wwtp	GraftonWWTP-01	02/24/2022 09:00 AM	49153.19078	57833.2673	1.97	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N03-0037	not institution specific	wwtp	SalemWWTP-01	03/03/2022 07:30 AM	74817.64376	70538.74925	0.56463	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0060	not institution specific	upstream	Evansdale-01	08/30/2021 09:23 AM	5328.385681	5328.385681		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N02-0023	not institution specific	wwtp	ClarksburgWWTP-01	03/08/2022 07:00 AM	20580.2913755178	16463.4251408279	10.32	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0056	not institution specific	upstream	NorthHighSt-02 (MUB)	08/25/2021 09:49 AM	31225.1538	14566.86415		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0055	not institution specific	wwtp	WestUnionWWTP-01	03/25/2022 09:00 AM	2900.96987038851	2900.96987038851	0.328	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0248	higher ed dorm	upstream	HonorsSummit-01 (MUB)	12/06/2021 09:00 AM	0	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0133	not institution specific	wwtp	WheelingWWTP-01	03/24/2022 07:00 AM	2937.56905943155	2937.56905943155	13.253	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0168	not institution specific	wwtp	StarCityWWTP-01	02/02/2022 12:00 AM	117034.889	114371.3786	19.1	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0019	not institution specific	wwtp	AthensWWTP-01	12/08/2021 08:00 AM	12697.32803	4232.01534	0.102	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0028	not institution specific	wwtp	FarmingtonWWTP-01	04/03/2022 12:30 PM	0	0	0.081	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0219	not institution specific	wwtp	StarCityWWTP-01	01/13/2021 12:00 AM	82332	110664	7.175	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0060	not institution specific	wwtp	MoundsvilleWWTP-01	01/01/2022 08:00 AM	5994.24527	23982.12824		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N03-0036	not institution specific	wwtp	SalemWWTP-01	03/10/2022 07:30 AM	31242.4658238888	27769.9298411608	0.847	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0026	not institution specific	wwtp	PrincetonWWTP-01	01/12/2022 11:50 AM	620401.1178	364037.5328	4.952	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0047	not institution specific	wwtp	KeyserWWTP-01	01/10/2022 09:00 AM	37832.90617	7091.068989	1.252	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0040	not institution specific	wwtp	StarCityWWTP-01	09/19/2021 12:00 AM	389229.4288	195995.8744	7.236	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0128	not institution specific	wwtp	MoundsvilleWWTP-01	02/14/2022 08:00 AM	18705.2412	18705.2412		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
