Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev
A02-0235	not institution specific	upstream	NorthHighSt-02 (MUB)	11/27/2021 09:00 AM	0	2884.994885		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0121	not institution specific	wwtp	KeyserWWTP-01	03/29/2022 09:00 AM	140489.906966686	39655.9560298921	0.907	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0043	not institution specific	wwtp	StarCityWWTP-01	12/17/2020 12:00 PM	60100.8	44072.4	11.864	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0064	not institution specific	wwtp	MoundsvilleWWTP-01	01/05/2022 08:00 AM	33397.03817	21249.58344	2.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0101	not institution specific	wwtp	WheelingWWTP-01	01/06/2022 07:00 AM	69617.84519	25635.22842	11.117	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0032	not institution specific	wwtp	CharlestonWWTP-01	12/12/2021 07:00 AM	7030.995442	10546.93563	7.114	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0232	higher ed dorm	upstream	CollegePark-02	11/20/2021 10:39 AM	0	18495.92552		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0025	not institution specific	wwtp	FarmingtonWWTP-01	03/07/2022 02:00 PM	32107.77886	29637.07667	0.11	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0216	not institution specific	wwtp	StarCityWWTP-01	04/02/2022 12:00 AM	30523.4624817967	24416.9909879565	8.2	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0122	not institution specific	wwtp	StarCityWWTP-01	12/10/2021 12:00 AM	91226.98233	77179.12808	12.3	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0016	not institution specific	wwtp	PrincetonWWTP-01	12/06/2021 08:00 AM	1130345.968	1291603.031	1.678	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0043	not institution specific	wwtp	GraftonWWTP-01	03/02/2022 09:00 AM	7382.080955	17226.879	1.71	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A04-0039	not institution specific	wwtp	CheatLakeWWTP-01	03/21/2022 08:00 AM	61485.049277544	136035.2191329	0.583	24-hr time-weighted composite	Cheat Lake	26508		-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0037	not institution specific	wwtp	StarCityWWTP-01	12/09/2020 12:00 PM	85800	85800	6.932	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0058	not institution specific	wwtp	AthensWWTP-01	03/21/2022 08:00 AM	0	0	0.117	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0074	not institution specific	wwtp	PrincetonWWTP-01	03/03/2022 09:14 AM	122642.0733	68090.17517	2.622	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0076	not institution specific	wwtp	StarCityWWTP-01	10/30/2021 12:00 AM	112048.3065	106138.4887	11.237	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0156	not institution specific	wwtp	MoundsvilleWWTP-01	03/13/2022 08:00 AM	17355.486843735	10412.4299995601	2.9	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
O01-0039	not institution specific	wwtp	GraftonWWTP-01	03/08/2022 06:15 AM	19296.3936924935	22513.3214145899	1.81	24-hr flow-weighted composite	Grafton	26354		-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0054	not institution specific	wwtp	MoundsvilleWWTP-01	12/26/2021 08:00 AM	5580.422385	8370.913072	2.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0067	not institution specific	wwtp	PrincetonWWTP-01	02/21/2022 07:55 AM	190568.5034	214450.5912	2.21	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0090	not institution specific	wwtp	KeyserWWTP-01	02/13/2022 09:00 AM	217122.3915	236476.6949	0.982	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0091	not institution specific	upstream	Evansdale-01	09/08/2021 09:09 AM	9018.759057	15033.07253		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0084	not institution specific	wwtp	StarCityWWTP-01	11/08/2021 12:00 AM	86062.5	77562.5	6.987	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
I01-0002	not institution specific	wwtp	WarmSpringsWWTP-01	10/25/2021 07:00 AM	5707.979612	3805.175349		24-hr flow-weighted composite	Warm Springs	25411		-78.22662	39.62802	3255	Morgan	1.8	Complete	paused	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0050	not institution specific	wwtp	FarmingtonWWTP-01	03/31/2022 01:00 PM	0	0	0.116	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0144	k12	upstream	MorgantownHS-01	12/17/2021 06:00 AM	127175.0133	94072.36755		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0008	not institution specific	wwtp	ManningtonWWTP-01	02/20/2022 10:30 AM	29760.53841	2975.103082	0.207	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
D01-0063	not institution specific	wwtp	CharlesTownWWTP-01	03/15/2022 07:25 AM	40795.7162708046	43711.2166732549	1.28	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0239	not institution specific	upstream	NorthHighSt-02 (MUB)	12/01/2021 09:00 AM	10677.33988	8541.654786		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0210	not institution specific	upstream	NorthHighSt-02 (MUB)	11/03/2021 11:22 AM	72530.00647	56394.03045		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0043	not institution specific	wwtp	KeyserWWTP-01	01/08/2022 09:00 AM	44270.94474	6987.040741	0.98	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0020	k12	upstream	MorgantownHS-01	10/01/2021 06:00 AM	0	0		8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0038	not institution specific	wwtp	ParkersburgWWTP-01	02/17/2022 06:22 AM	144589.6107	23572.4216	10.137	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0083	k12	upstream	MountainviewES-01	11/17/2021 06:00 AM	0	0		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0111	higher ed dorm	upstream	OaklandE-02	09/15/2021 10:06 AM	0	0		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0011	not institution specific	wwtp	WheelingWWTP-01	09/29/2021 07:00 AM	73315.46485	93348.72961		24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0310	higher ed dorm	upstream	CollegePark-02	01/24/2022 09:00 AM	391674.2778	204149.2742		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G02-0019	higher ed dorm	upstream	PotomacState-01	11/29/2021 02:00 PM	12655.6645	10124.22625		48-hr time-weighted composite	WVU Keyser	26726		-78.98272	39.43807	1193	Mineral	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0133	not institution specific	wwtp	KeyserWWTP-01	03/15/2022 09:00 AM	91133.5775256158	132623.535990715	0.955	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0097	not institution specific	wwtp	MoundsvilleWWTP-01	12/19/2021 08:00 AM	19471.20387	22253.54277		24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0037	not institution specific	wwtp	WestUnionWWTP-01	03/03/2022 09:00 AM	41130.29435	82300.98456	0.28	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0103	not institution specific	wwtp	MoundsvilleWWTP-01	01/19/2022 08:00 AM	1650249.195	1806442.337	2.4	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0230	k12	upstream	NorthES-01	02/02/2022 06:00 AM	123442.8728	164671.4303		8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0307	not institution specific	upstream	Evansdale-01	01/24/2022 09:00 AM	373406.4496	370565.0479		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
R01-0041	not institution specific	wwtp	HuttonsvilleWWTP-01	03/23/2022 09:00 AM	299865.301251411	256482.869982719	0.142	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0095	higher ed dorm	upstream	CollegePark-02	09/08/2021 09:51 AM	3875.368033	7751.337066		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
P01-0035	not institution specific	wwtp	StMarysWWTP-01	03/21/2022 11:00 AM	2884.79634560645	2884.79634560645	0.2	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0064	not institution specific	wwtp	WheelingWWTP-01	12/21/2021 07:00 AM	45201.81611	35511.60537	6.817	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N02-0026	not institution specific	wwtp	ClarksburgWWTP-01	01/26/2022 07:00 AM	141345.9916	152238.5269	9	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0090	not institution specific	wwtp	WheelingWWTP-01	03/02/2022 07:00 AM	7385.983793	9848.267175	14.235	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E02-0074	not institution specific	wwtp	AthensWWTP-01	02/24/2022 08:00 AM	124728.2016	152843.2757	0.571	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0413	higher ed dorm	upstream	HonorsSummit-01 (MUB)	03/19/2022 09:00 AM	25439.6151378751	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M04-0004	not institution specific	wwtp	FarmingtonWWTP-01	02/17/2022 01:40 PM	2275.15474	4550.433168	0.13	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0083	not institution specific	wwtp	StarCityWWTP-01	11/07/2021 12:00 AM	151512.5	110925	7.118	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0235	k12	upstream	MountainviewES-01	04/06/2022 06:00 AM	0	0		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
J01-0005	not institution specific	wwtp	AlpineLakeWWTP-01	12/24/2021 09:00 AM	11623.59221	0	0.121	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	1500	Preston	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0121	higher ed dorm	upstream	HonorsSummit-01 (MUB)	09/20/2021 09:47 AM	16167.85884	16167.85884		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0013	not institution specific	wwtp	CharlestonWWTP-01	10/06/2021 07:00 AM	47147.08477	16250.13962		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0006	not institution specific	wwtp	CharlestonWWTP-01	09/19/2021 07:00 AM	62484.40951	34972.02635		24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0379	higher ed dorm	upstream	HonorsSummit-01 (MUB)	03/02/2022 09:00 AM	14416.70531	0		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0165	not institution specific	wwtp	MoundsvilleWWTP-01	03/22/2022 08:00 AM	15554.5608513057	3110.45064590871	1.9	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1020	not institution specific	wwtp	StarCityWWTP-01	04/01/2021 12:00 PM	6330	12660	10.482	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0343	not institution specific	upstream	NorthHighSt-02 (MUB)	02/09/2022 09:00 AM	72064.94987	69059.76914		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
M03-0009	not institution specific	wwtp	ManningtonWWTP-01	02/18/2022 10:30 AM	11807.79425	20665.82467	0.758	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0089	not institution specific	upstream	NorthHighSt-02 (MUB)	09/06/2021 08:48 AM	159326.4133	72456.13337		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
B01-0114	not institution specific	wwtp	CharlestonWWTP-01	03/15/2022 07:00 AM	3539.695632644	3539.695632644	6.3	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0164	not institution specific	wwtp	StarCityWWTP-01	01/29/2022 12:00 AM	552323.1608	576372.3528	8.3	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A0217	not institution specific	wwtp	StarCityWWTP-01	01/11/2021 12:00 AM	129270	142680	7.54	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
L01-0047	not institution specific	wwtp	WestUnionWWTP-01	03/05/2022 09:00 AM	48247.23557	51264.53251	0.252	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0045	not institution specific	wwtp	ParkersburgWWTP-01	01/04/2022 06:27 AM	31563.30753	37304.64287	7.866	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
E01-0068	not institution specific	wwtp	PrincetonWWTP-01	02/22/2022 08:15 AM	175382.6004	150723.1727	5.314	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
C01-0046	not institution specific	wwtp	WheelingWWTP-01	11/25/2021 07:00 AM	200094.7398	106598.302	5.489	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0173	higher ed dorm	upstream	CollegePark-02	10/13/2021 10:28 AM	15503.87613	9301.172569		48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A1062	not institution specific	wwtp	StarCityWWTP-01	06/02/2021 12:00 AM	4013.75	4013.75	8.513	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
H01-0053	not institution specific	wwtp	MoundsvilleWWTP-01	12/25/2021 08:00 AM	13205.13116	10563.77219	2.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A03-0042	k12	upstream	MountainviewES-01	10/11/2021 06:00 AM	0	0		8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N02-0015	not institution specific	wwtp	ClarksburgWWTP-01	03/24/2022 07:00 AM	0	2597.80957829207	8.58	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0015	not institution specific	wwtp	ParkersburgWWTP-01	12/14/2021 06:20 AM	38750.11124	7042.810125	4.913	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0088	higher ed dorm	upstream	HonorsSummit-01 (MUB)	09/06/2021 08:38 AM	125459.3676	34484.016		48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0017	not institution specific	wwtp	StarCityWWTP-01	08/29/2021 12:00 AM	186894.2785	201845.1893	9.281	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
N02-0047	not institution specific	wwtp	ClarksburgWWTP-01	02/24/2022 07:00 AM	0	0	10.168	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0138	not institution specific	wwtp	KeyserWWTP-01	03/12/2022 09:00 AM	20358.6938604712	3392.42907240987	0.985	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0152	not institution specific	wwtp	StarCityWWTP-01	01/15/2022 12:00 AM	354403.0702	46056.89004	9	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0126	not institution specific	upstream	NorthHighSt-02 (MUB)	09/22/2021 10:21 AM	54050.04263	67114.13175		48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0127	not institution specific	wwtp	KeyserWWTP-01	03/07/2022 09:00 AM	19422.70294	26708.5385	1.049	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
G01-0131	not institution specific	wwtp	KeyserWWTP-01	03/05/2022 09:00 AM	2396.669844	2396.669844	0.875	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
K01-0040	not institution specific	wwtp	ParkersburgWWTP-01	01/12/2022 06:34 AM	210197.7807	214729.7439	6.465	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0037	higher ed dorm	upstream	OaklandE-02	08/25/2021 09:35 AM	19300.46141	30564.65298		48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0268	not institution specific	upstream	Evansdale-01	12/18/2021 09:00 AM	0	0		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A02-0110	not institution specific	upstream	Evansdale-01	09/15/2021 09:30 AM	5201.830938	2600.78026		48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
A01-0116	not institution specific	wwtp	StarCityWWTP-01	12/03/2021 12:00 AM	94685.32115	83853.31169	6.478	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM
