Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
1063	not institution specific	wwtp	WWTP	WWTP		HSB	3/14/2022	3/15/2022	19.78	3/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	31781	55622	43701.5	2379615.3988538	4164720.0438956	3272167.7213747	42.4931321223893	74.37000078385	58.4315664531197	34046.8	58326.0573845335	2872340.78556238	5295433.58671334	51.2917997421854	94.5613140484526	36841.8	52734.4657690212	3194280.09427966	4799200.55164333	57.0407159692797	85.7000098507737	39636.8	57794.858148343	3516219.40299694	5295320.53535874	62.7896321963739	94.5592952742632
1550	not institution specific	wwtp	WWTP	WWTP		HSB	5/14/2022	5/15/2022	7.36	5/16/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	542306	583469	562887.5	15108980.0881856	16255806.6904544	15682393.38932	269.803215860457	290.282262329543	280.042739095	148113.6	416213.34918227	5937333.25990332	11026068.7918529	106.023808212559	196.894085568801	165019.4	426076.559237071	7031712.36688783	11491933.4655073	125.566292265854	205.213097598344	181925.2	437293.046052116	8126091.47387234	12209661.725791	145.108776319149	218.029673674838
1405	not institution specific	wwtp	WWTP	WWTP		HSB	4/25/2022	4/26/2022	7.65	4/27/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	268697	227954	248325.5	7781031.5773905	6601180.036221	7191105.80680575	138.946992453402	117.878214932518	128.41260369296	167166.6	358009.018631266	4646034.56956706	9724687.41394161	82.9649030279832	173.655132391814	173645.6	387359.029324459	4845934.85289019	10411838.6696679	86.5345509444677	185.925690529784	180124.6	420407.834688061	5045835.13621332	11218249.9534951	90.1041988609521	200.325892026698
300	not institution specific	wwtp	WWTP	WWTP		HSB	12/2/2021	12/3/2021	8.06	12/4/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	613293	408805	511049	18711817.5683478	12472805.952503	15592311.7604254	334.139599434782	222.728677723268	278.434138579025	378859.8	525941.120479448	10831897.3558606	15420360.2893507	193.426738497511	275.363576595549	421873.1	471149.480446745	11903712.7505311	13579226.9347686	212.566299116627	242.486195263724	464886.4	517986.93844443	12975528.1452016	14451198.6897674	231.705859735742	258.057119460132
1376	not institution specific	wwtp	WWTP	WWTP		HSB	4/20/2022	4/21/2022	12.19	4/22/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	100	11880	5990	4614.41479	548192.477052	276403.445921	0.0824002641071429	9.78915137592857	4.93577582001786	43219	109622.473138015	1467380.28436804	2904338.76258134	26.203219363715	51.8631921889524	55983	137181.104720545	1955578.5781245	3838564.22198504	34.9210460379375	68.5457896783043	68747	165418.324419687	2443776.87188096	4831795.49629689	43.63887271216	86.2820624338731
1610	not institution specific	wwtp	WWTP	WWTP		HSB	5/21/2022	5/22/2022	7.18	5/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	133191	78333	105762	3620030.6609658	2129031.7045854	2874531.1827756	64.6434046601036	38.0184232961679	51.3309139781357	645108.4	1115223.76467216	18898325.8395292	30980314.6326961	337.470104277306	553.219904155288	653716.5	1197989.45066293	19102465.8009793	33160658.9064635	341.115460731774	592.154623329706	662324.6	1284070.83273383	19306605.7624295	35473893.3455407	344.760817186241	633.46238117037
1270	not institution specific	wwtp	WWTP	WWTP		HSB	4/9/2022	4/10/2022	18.54	4/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	8656	8656	8656	607491.0761184	607491.0761184	607491.0761184	10.8480549306857	10.8480549306857	10.8480549306857	119369.6	221833.156106916	3903003.59509196	6653621.1518167	69.6964927694993	118.814663425298	137778.3	238286.990582307	4484537.9407115	7112181.88931643	80.0810346555625	127.003248023508	156187	255707.22295313	5066072.28633104	7595968.90344616	90.4655765416257	135.642301847253
336	not institution specific	wwtp	WWTP	WWTP		HSB	12/7/2021	12/8/2021	18.00	12/9/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	311060	222172	266616	21194813.4228	15138217.98936	18166515.70608	378.478811121429	270.325321238571	324.40206618	590509.2	891805.098041672	18355953.5666269	20926746.8522636	327.784885118338	373.691908076136	549719.3	826496.500516522	16920325.5587468	19322686.1328315	302.148670691906	345.047966657706	508929.4	797135.807985253	15484697.5508666	18982783.7002429	276.512456265475	338.97828036148
386	not institution specific	wwtp	WWTP	WWTP		HSB	12/13/2021	12/14/2021	8.8	12/15/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	7244774	7343842	7294308	241335071.536592	244635185.917936	242985128.727264	4309.55484886772	4368.48546282029	4339.020155844	1652314.8	5761841.70222006	57970654.8439144	189232002.936785	1035.1902650699	3379.14290958545	1693703	5776209.55344055	58880163.3048647	189968753.078079	1051.43148758687	3392.29916210855	1735091.2	5798935.54080833	59789671.765815	191055223.469958	1067.67271010384	3411.70041910639
1461	not institution specific	wwtp	WWTP	WWTP		HSB	5/1/2022	5/2/2022	9.49	5/3/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	60130	90204	75167	2160082.514317	3240447.0833436	2700264.7988303	38.572902041375	57.8651264882786	48.2190142648268	220653.4	321523.03365367	6418740.21014534	7991187.62135348	114.620360895452	142.699778952741	231932.2	343770.380783799	6787268.23666925	8428798.77095727	121.201218511951	150.514263767094	243211	370637.012368826	7155796.26319316	9032643.28896613	127.782076128449	161.297201588681
1152	not institution specific	wwtp	WWTP	WWTP		HSB	3/26/2022	3/27/2022	7.92	3/28/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	9118	18237	13677.5	273361.7175696	546753.4155864	410057.566578	4.88145924231429	9.76345384975714	7.32245654603572	58453.4	73499.0887021093	2246514.780847	2247142.89969703	40.1163353722679	40.1275517803041	64734.4	72959.8327387815	2562409.89134859	2527694.7684374	45.7573194883677	45.1374065792393	71015.4	84423.7323917938	2878305.00185018	3771508.56486446	51.3983036044675	67.3483672297225
316	not institution specific	wwtp	WWTP	WWTP		HSB	12/5/2021	12/6/2021	6.41	12/7/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1291204	979324	1135264	31330391.1806324	23762785.7508044	27546588.4657184	559.471271082722	424.335459835793	491.903365459257	583784.2	890866.463533147	15543927.4523123	22180584.8981428	277.570133077006	396.081873181121	600053.2	701554.44921429	15988505.7474109	17371012.2062856	285.509031203766	310.196646540814	616322.2	587806.60584114	16433084.0425094	14865770.2410293	293.447929330526	265.460182875524
1569	not institution specific	wwtp	WWTP	WWTP		HSB	5/17/2022	5/18/2022	7.4	5/19/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1660145	1852883	1756514	46504038.18493	51903021.594022	49203529.889476	830.429253302322	926.839671321822	878.634462312071	604018.8	1188912.86331508	18888137.2192437	31076515.9020258	337.288164629351	554.937783964747	625801.8	1245571.59306801	19826111.0889642	32091956.4206231	354.037698017219	573.07065036827	647584.8	1307418.83483951	20764084.9586848	33402967.9001473	370.787231405086	596.481569645487
1318	not institution specific	wwtp	WWTP	WWTP		HSB	4/13/2022	4/14/2022	15.82	4/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	41533	83077	62305	2487211.4384446	4975081.6139374	3731146.526191	44.414489972225	88.840743106025	66.627616539125	32058	43792.9005302111	1872690.22757814	2296138.93315521	33.4408969210382	41.0024809492001	41389.6	57543.3166753619	2416501.27425482	3126155.11114636	43.1518084688361	55.8241984133279	50721.2	72584.0036347123	2960312.3209315	4032536.06738758	52.8627200166339	72.0095726319211
794	not institution specific	wwtp	WWTP	WWTP		HSB	2/13/2022	2/14/2022	8.4	2/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	234664	469403	352033.5	7461715.398816	14925815.605932	11193765.502374	133.244917836	266.5324215345	199.88866968525	520953.2	835409.953037806	25816724.4677938	33274223.0679167	461.01293692489	594.182554784227	532227.4	866378.686219979	24992585.0841939	32418203.2526172	446.296162217748	578.896486653878	543501.6	915920.069751069	24168445.7005939	33166490.8461646	431.579387510606	592.258765110081
1567	not institution specific	wwtp	WWTP	WWTP		HSB	5/16/2022	5/17/2022	8.61	5/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	649672	541198	595435	21174356.7643272	17638930.9253598	19406643.8448435	378.1135136487	314.980909381425	346.547211515062	277763.6	544995.629629332	10144881.2508392	14657464.4169048	181.158593764986	261.740436016157	283882.2	505909.742409257	10891501.4110162	12573792.1622606	194.491096625289	224.53200289751	290000.8	472587.960517369	11638121.5711931	10890635.6228027	207.823599485591	194.475636121477
1498	not institution specific	wwtp	WWTP	WWTP		HSB	5/7/2022	5/8/2022	25.38	5/9/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1422	820	1121	136616.8096476	78780.438756	107698.6242018	2.43958588656429	1.40679354921429	1.92318971788929	98816.8	308651.589519371	3167875.48164042	8686345.25150491	56.5692050292932	155.113308062588	106510.7	318119.098585429	3451527.34797713	8947170.94031415	61.634416928163	159.770909648467	114204.6	327875.858508366	3735179.21431384	9225047.77816429	66.6996288270329	164.732996038648
820	not institution specific	wwtp	WWTP	WWTP		HSB	2/16/2022	2/17/2022	15.33	2/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1082248	988076	1035162	62803214.3177544	57338381.5818828	60070797.9498186	1121.4859699599	1023.89967110505	1072.69282053248	642415.8	946285.833350974	27472930.0652334	48702118.4383564	490.588036879168	869.680686399222	665529.5	918497.194738123	28011587.2610534	46507171.5677751	500.206915375954	830.485206567412	688643.2	904369.759401608	28550244.4568735	44638783.7056389	509.825793872741	797.121137600695
412	not institution specific	wwtp	WWTP	WWTP		HSB	12/15/2021	12/16/2021	9.27	12/17/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	214909	343885	279397	7541318.1421863	12067182.8044695	9804250.4733279	134.666395396184	215.48540722267	175.075901309427	1767721	5649319.08083845	59315917.4155707	187625864.720465	1059.21281099233	3350.4618700083	1826701.1	5640555.20962001	61156013.5520435	187419912.427938	1092.07167057221	3346.7841504989	1885681.2	5639342.66740918	62996109.6885163	187494863.915869	1124.93053015208	3348.12256992623
535	not institution specific	wwtp	WWTP	WWTP		HSB	1/9/2022	1/10/2022	23.64	1/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	632647	379522	506084.5	56613740.5455828	33962320.2818328	45288030.4137078	1010.95965259969	606.470005032729	808.714828816211	632779.8	1143157.85775618	54032702.428285	89507402.5020435	964.869686219375	1598.34647325078	654014.2	1281644.63125532	55562147.0231153	99896781.0446682	992.181196841345	1783.87109008336	675248.6	1435509.08980198	57091591.6179456	111879130.237355	1019.49270746331	1997.84161138134
585	not institution specific	wwtp	WWTP	WWTP		HSB	1/16/2022	1/17/2022	12.9	1/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1317658	2018636	1668147	64343597.430162	98573607.219804	81458602.324983	1148.99281125289	1760.24298606793	1454.61789866041	949780.6	848385.396674079	70437057.2530159	41227092.5432307	1257.80459380385	736.198081129119	1052068.4	997795.076120736	74210106.6969617	46234431.3334961	1325.18047673146	825.614845241003	1154356.2	1216327.20475976	77983156.1409076	57327480.6180189	1392.55635965906	1023.70501103605
738	not institution specific	wwtp	WWTP	WWTP		HSB	2/7/2022	2/8/2022	20.94	2/9/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	488510	399666	444088	38722470.782754	31680119.1538764	35201294.9683152	691.472692549179	565.716413462079	628.594553005629	841146	1651101.92074756	41301917.1957133	35455088.9303004	737.534235637738	633.126588041079	848199.3	1693241.5424222	40811951.9709895	37609705.8912404	728.784856624813	671.601890915006	855252.6	1740449.99262917	40321986.7462657	41568282.4536341	720.035477611888	742.290758100609
420	not institution specific	wwtp	WWTP	WWTP		HSB	12/18/2021	12/19/2021	11.78	12/20/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	301247	301247	301247	13433245.3258606	13433245.3258606	13433245.3258606	239.879380818939	239.879380818939	239.879380818939	1764973.8	5652324.50681224	59117104.1695102	187829186.628322	1055.66257445554	3354.09261836289	1835767.4	5629965.32718155	61498299.4925065	187042093.935627	1098.18391950904	3340.03739170762	1906561	5613430.10191919	63879494.8155028	186449053.308319	1140.70526456255	3329.4473805057
453	not institution specific	wwtp	WWTP	WWTP		HSB	12/26/2021	12/27/2021	8.32	12/28/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	400536	343303	371919.5	12614725.5916032	10812194.5087936	11713460.0501984	225.262956992914	193.074901942743	209.168929467829	555405.2	441701.351733349	18208062.0571399	11081755.3515952	325.14396530607	197.888488421342	523605.9	425416.846718186	17307191.0614486	11687575.270696	309.056983240153	208.706701262428	491806.6	475679.954325004	16406320.0657573	14192553.7407737	292.970001174237	253.438459656674
440	not institution specific	wwtp	WWTP	WWTP		HSB	12/20/2021	12/21/2021	8.36	12/22/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	823418	941126	882272	26057908.7543368	29782899.3710776	27920404.0627072	465.319799184586	531.837488769243	498.578643976914	501553.2	481859.352172103	16910592.6185462	13253306.0425186	301.974868188326	236.66617933069	526221.6	486670.398113834	17735678.1464486	13152338.2700552	316.70853832944	234.863183393844	550890	499273.441310591	18560763.674351	13383268.7978821	331.442208470554	238.986942819323
559	not institution specific	wwtp	WWTP	WWTP		HSB	1/12/2022	1/13/2022	19.07	1/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	1419827	1462896	1441361.5	102494143.070015	105603198.080155	104048670.575085	1830.25255482169	1885.77139428849	1858.01197455509	957470.8	955021.232135824	73764449.8212065	78840403.1312382	1317.22231823583	1407.86434162925	1012781.5	1027030.05043666	75221228.5765516	90723380.5645953	1343.23622458128	1620.06036722492	1068092.2	1136950.77911856	76678007.3318967	103995846.191078	1369.25013092673	1857.06868198353
1043	not institution specific	wwtp	WWTP	WWTP		HSB	3/12/2022	3/13/2022	22.11	3/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	8767	1015	4891	733757.7041817	84950.8463265	409354.2752541	13.1028161461018	1.5169793986875	7.30989777239464	38834.4	75256.4518494006	3206105.34414948	6458552.30616572	57.2518811455264	115.331291181531	32787	56544.6397177605	2863004.1550764	5219159.72288578	51.1250741977929	93.1992807658174	26739.6	64179.271665007	2519902.96600332	6112214.76805225	44.9982672500593	109.146692286647
718	not institution specific	wwtp	WWTP	WWTP		HSB	2/5/2022	2/6/2022	28.75	2/7/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	NA	active	Laboratory at Marshall University	MU	240178	360297	300237.5	26138700.835675	39211316.1696375	32675008.5026563	466.762514922768	700.202074457813	583.48229469029	1110715.4	1580711.38074586	36124808.1062304	42122286.8714642	645.085859039828	752.18369413329	1116652.3	1600213.13676084	37901789.2727684	41693417.3131625	676.81766558515	744.525309163616	1122589.2	1627565.55815295	39678770.4393064	42441346.958147	708.549472130472	757.881195681197
