Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
1229	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/3/2022	4/4/2022	4/5/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.22	137062	197066	167064	3745994.9483324	5385943.8829732	4565969.4156528	66.8927669345072	96.1775693388072	81.5351681366571	155786.4	177695.270951624	4569901.6238526	5825623.47224524	81.605386140225	104.028990575808	166892.1	191668.813365388	4875257.20277628	6270969.72514562	87.0581643352907	111.981602234743	177997.8	215673.881168972	5180612.78169996	6972401.94040396	92.5109425303564	124.507177507214
1600	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/18/2022	5/19/2022	5/20/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.89	240228	255740	247984	8084223.4992372	8606237.897726	8345230.6984816	144.36113391495	153.68281960225	149.0219767586	645232.6	1114982.16499118	19899572.0689615	29104599.5984938	355.349501231456	519.724992830247	666858.6	1173477.69673939	20738372.7618866	30330226.2594316	370.328085033689	541.611183204136	688484.6	1237300.00039823	21577173.4548116	31861048.7741263	385.306668835922	568.94729953797
282	not institution specific	wwtp	WWTP	WWTP		HSB	active	11/29/2021	11/30/2021	12/1/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.02	48505	485191	266848	1288951.410591	12893260.9804362	7091106.1955136	23.0169894748393	230.236803222075	126.626896348457	193102.4	155774.759226439	6413986.9313749	5760572.44008983	114.535480917409	102.867365001604	255268.3	47529.9652346284	8321226.57331058	4323077.35122572	148.59333166626	77.1978098433165	317434.2	196781.259853326	10228466.2152463	6848600.57261147	182.651182415112	122.296438796633
1113	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/20/2022	3/21/2022	3/22/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.29	113940	122082	118011	3144247.096266	3368930.7881898	3256588.9422279	56.1472695761786	60.1594783605321	58.1533739683554	51811.2	64804.9666481276	2792216.94265148	956853.00310233	49.8610168330622	17.0866607696845	57160.9	65198.0062431606	3133839.68685332	1217867.4892231	55.9614229795236	21.7476337361267	62510.6	75302.4434996808	3475462.43105516	3096144.96853181	62.061829125985	55.2883030094967
709	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/2/2022	2/3/2022	2/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	NA	846648	931367	889007.5	NA	NA	NA	NA	NA	NA	1182984	1433106.75740439	46515039.7901504	52203696.3113155	830.6257105384	932.208862702062	1204997.1	1442738.72687444	46794050.1760156	51818264.4090667	835.608038857421	925.326150161906	1227010.2	1469342.91024182	47073060.5618808	51953045.4933323	840.590367176443	927.732955238077
520	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/8/2022	1/9/2022	1/10/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.66	851806	979663	915734.5	82739000.8288036	95158214.1578578	88948607.4933307	1477.48215765721	1699.25382424746	1588.36799095233	506326.8	1256227.71268031	42718107.017252	99673776.5397913	762.823339593786	1779.88886678199	583818.7	1346926.9994247	49814856.4944228	105072113.595473	889.551008828979	1876.28774277631	661310.6	1448767.94755476	56911605.9715936	112039214.202428	1016.27867806417	2000.70025361479
252	not institution specific	wwtp	WWTP	WWTP		HSB	active	11/23/2021	11/24/2021	11/25/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.70	266582	222145	244363.5	7770240.698374	6475006.264265	7122623.4813195	138.75429818525	115.625111861875	127.189705023563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
681	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/1/2022	2/2/2022	2/3/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.96	2382969	2461231	2422100	71803296.8710284	74161476.7800916	72982386.82556	1282.20172983979	1324.31208535878	1303.25690759929	1394617.8	1486534.1384455	46515039.7901504	52203696.3113155	830.6257105384	932.208862702062	1403507.1	1489254.26667785	46794050.1760156	51818264.4090667	835.608038857421	925.326150161906	1412396.4	1508992.904082	47073060.5618808	51953045.4933323	840.590367176443	927.732955238077
1231	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/4/2022	4/5/2022	4/6/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	14.15	64630	88874	76752	3461812.333445	4760407.076011	4111109.704728	61.8180773829464	85.0072692144822	73.4126732987143	138820.6	193304.943295127	4379672.8851652	5899547.85362297	78.20844437795	105.349068814696	158995.2	202943.58104057	5011074.76095648	6162458.39719939	89.4834778742229	110.043899949989	179169.8	213529.049750729	5642476.63674776	6445374.73977297	100.758511370496	115.095977495946
618	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/22/2022	1/23/2022	1/24/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.84	549154	591414	570284	20455126.7444976	22029245.5822416	21242186.1633696	365.270120437457	393.379385397171	379.324752917314	1022892.8	952713.882687182	49448025.7283952	45136097.5505626	883.000459435628	806.001741974332	1129568.5	1090244.55576674	54483931.7871742	51752995.2358543	972.927353342397	924.160629211683	1236244.2	1268786.83962077	59519837.8459533	60470044.6377151	1062.85424724917	1079.82222567348
1095	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/19/2022	3/20/2022	3/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.96	32699	81761	57230	2346852.1453464	5868099.2769096	4107475.711128	41.9080740240429	104.787487087671	73.3477805558571	30776.6	24942.3711211155	2310119.06423462	1848740.40981188	41.2521261470468	33.0132216037836	34517.6	35535.9048006525	2562777.43194713	2533553.73081558	45.7638827133416	45.2420309074211	38258.6	58264.1570825926	2815435.79965964	4191604.35113237	50.2756392796364	74.8500776987923
488	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/2/2022	1/3/2022	1/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	27.06	37443	74889	56166	3835406.1054078	7671119.5103994	5753262.8079036	68.489394739425	136.984276971418	102.736835855421	1266211.6	3985224.20946107	38803034.61144	120176724.823239	692.911332347143	2146.01294327213	1274809.5	4040785.89463728	41745363.6607927	119073439.808303	745.452922514156	2126.31142514827	1283407.4	4109685.6666119	44687692.7101454	119889823.958733	797.994512681168	2140.88971354881
334	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/6/2021	12/7/2021	12/8/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.56	1382	1451	1416.5	50012.5340872	52509.5419396	51261.0380134	0.893080965842857	0.937670391778572	0.915375678810714	538039.8	983007.500137432	14376286.6066005	24712152.0147755	256.719403689294	441.288428835278	549712.8	826577.886422334	14703329.2839466	20818318.9619188	262.559451499047	371.75569574855	561385.8	745084.761718171	15030371.9612928	19124866.3538606	268.3994993088	341.515470604654
587	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/17/2022	1/18/2022	1/19/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.73	1711111	1792693	1751902	82455477.6701923	86386773.0562249	84421125.3632086	1472.41924411058	1542.62094743259	1507.52009577158	1165473.4	963691.789962856	70380352.6212936	41155960.9141744	1256.79201109453	734.927873467401	1301231.9	945999.769708731	73304610.2709373	45148336.1980339	1309.01089769531	806.220289250605	1436990.4	988561.06803876	76228867.920581	55526237.1540998	1361.22978429609	991.539949180354
1345	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/18/2022	4/19/2022	4/20/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	11.68	9063	737	4900	400707.7552944	32585.4149456	216646.58512	7.15549563025714	0.581882409742857	3.86868902	48423.8	104329.256610967	1883129.67670106	2550773.49209694	33.6273156553761	45.5495266445882	61806.2	132699.047860649	2446441.1342888	3591460.1970341	43.6864488265857	64.1332178041803	75188.6	161744.67834728	3009752.59187654	4680544.57330585	53.7455819977954	83.5811530947474
600	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/19/2022	1/20/2022	1/21/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	18.36	489080	489080	489080	33991122.406608	33991122.406608	33991122.406608	606.984328689429	606.984328689429	606.984328689429	1197027.4	849950.264687809	65855828.9934986	50686013.4351597	1175.99694631248	905.10738277071	1303784	936576.797329012	71045228.6695173	51591097.740941	1268.66479766995	921.269602516804	1410540.6	1082606.58203639	76234628.345536	55507650.2105149	1361.33264902743	991.20803947348
490	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/3/2022	1/4/2022	1/5/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	26.59	90239	45118	67678.5	9082920.9894041	4541309.5136242	6812115.25151415	162.19501766793	81.0948127432893	121.64491520561	1124507.8	4096846.04497548	36005564.7386106	122263308.51664	642.956513189474	2183.27336636858	1166440.4	4139852.92030231	39586849.5894697	121240675.359784	706.908028383388	2165.01205999614	1208373	4187374.05018858	43168134.4403289	121787023.260511	770.859543577301	2174.76827250912
1043	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/12/2022	3/13/2022	3/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	22.11	8767	822	4794.5	733757.7041817	68797.6312122	401277.66769695	13.1028161461018	1.22852912878929	7.16567263744554	38358.4	76249.9646380397	3155401.13994708	6559023.82964791	56.3464489276264	117.125425529427	32404.2	56683.5745218815	2826335.82340267	5229814.43577695	50.470282560762	93.3895434960169	26450	64672.8435869252	2497270.50685826	6150614.72047169	44.5941161938975	109.832405722709
1260	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/6/2022	3/7/2022	3/8/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	15.87	16423	8211	12317	986602.8023841	493271.3639637	739937.0831739	17.6179071854304	8.8084172136375	13.2131621995339	21475.8	66630.5291127667	1630316.1261056	5142415.30131085	29.1127879661714	91.8288446662652	19159.8	36040.3387680479	1654862.14785976	3309648.78391938	29.55110978321	59.1008711414175	16843.8	58036.0911117566	1679408.16961392	6110042.79172034	29.9894316002486	109.107906995006
448	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/22/2021	12/23/2021	12/24/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.63	798758	420290	609524	23070270.3535514	12139100.862707	17604685.6081292	411.969113456275	216.769658262625	314.36938585945	518279.8	516934.7988266	17193380.5672565	13725340.10092	307.024652986724	245.095358944999	505101.4	458895.17473288	16925349.1460745	12537214.8769505	302.238377608473	223.878837088402	491923	475526.115972874	16657317.7248924	13805499.3825006	297.452102230222	246.52677468751
766	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/9/2022	2/10/2022	2/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.88	1312014	1402584	1357299	49069127.8475112	52456432.3344672	50762780.0909892	876.234425848414	936.722005972629	906.478215910521	626955	839079.389986624	41966488.9537542	35910936.6782565	749.401588459897	641.266726397437	635239.1	891200.198657645	41939019.0737452	38435269.5573621	748.911054888308	686.344099238609	643523.2	952004.27037897	41911549.1937363	42745688.1538716	748.420521316719	763.315859890564
387	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/14/2021	12/15/2021	12/16/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.0	715125	715125	715125	21656330.61	21656330.61	21656330.61	386.720189464286	386.720189464286	386.720189464286	1733127.8	5691269.4885161	58062958.2813544	189156321.767968	1036.83854073847	3377.79146014229	1783404.8	5693475.42691769	59578126.2856488	189355357.125768	1063.89511224373	3381.34566296015	1833681.8	5703314.66032866	61093294.289943	189835142.446352	1090.95168374898	3389.91325797058
1463	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/2/2022	5/3/2022	5/4/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.91	10	41	25.5	375.134131	1538.0499371	956.59203405	0.00669882376785714	0.0274651774482143	0.0170820006080357	128917.2	246852.007359077	3946276.3353781	6551041.26650608	70.4692202746089	116.982879759037	130172.7	234251.038442279	4044687.92553574	6125866.94127277	72.2265700988525	109.390481094157	131428.2	223623.210369165	4143099.51569338	5785184.26274871	73.9839199230961	103.306861834798
1656	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/25/2022	5/26/2022	5/27/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	NA	1088817	1135127	1111972	NA	NA	NA	NA	NA	NA	735417.6	940068.635248067	23725752.8122249	32872683.3797636	423.674157361159	587.012203210065	719440	931045.877569404	23713959.3522282	34429743.1273893	423.463559861219	614.816841560523	703462.4	925264.716540588	23702165.8922316	36167593.6753624	423.252962361279	645.849887060044
537	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/10/2022	1/11/2022	1/12/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	NA	331310	621329	476319.5	NA	NA	NA	NA	NA	NA	691553.2	1033787.14700977	54032702.428285	89507402.5020435	964.869686219375	1598.34647325078	738044.9	1156028.25869485	55562147.0231153	99896781.0446682	992.181196841345	1783.87109008336	784536.6	1306490.28420631	57091591.6179456	111879130.237355	1019.49270746331	1997.84161138134
438	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/19/2021	12/20/2021	12/21/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	9.25	453067	453067	453067	15864160.2603475	15864160.2603475	15864160.2603475	283.288576077634	283.288576077634	283.288576077634	1785824.4	5630789.15962139	59966025.1749973	186949585.828514	1070.82187812495	3338.38546122346	1808628.8	5656495.04253924	60748623.07936	187777830.774407	1084.79684070286	3353.17554954298	1831433.2	5682683.28338007	61531220.9837227	188623931.695449	1098.77180328076	3368.2844945616
440	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/20/2021	12/21/2021	12/22/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.36	823418	941126	882272	26057908.7543368	29782899.3710776	27920404.0627072	465.319799184586	531.837488769243	498.578643976914	501553.2	481859.352172103	16910592.6185462	13253306.0425186	301.974868188326	236.66617933069	526221.6	486670.398113834	17735678.1464486	13152338.2700552	316.70853832944	234.863183393844	550890	499273.441310591	18560763.674351	13383268.7978821	331.442208470554	238.986942819323
1376	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/20/2022	4/21/2022	4/22/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.19	10	11880	5945	461.441479	548192.477052	274326.9592655	0.00824002641071429	9.78915137592857	4.89869570116964	43201	109652.509350106	1466549.68970584	2906113.67754683	26.1883873161757	51.8948870990505	55985.1	137177.483040003	1955654.05162908	3838391.67116383	34.9223937790907	68.5427084136397	68769.2	165379.58806999	2444758.41355232	4829716.01013234	43.6564002420057	86.2449287523632
459	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/27/2021	12/28/2021	12/29/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.01	5093939	5268723	5181331	154454007.51622	159753656.618754	157103832.067487	2758.10727707535	2852.74386819204	2805.4255726337	1513943.6	3702694.54803248	46412214.4952118	111670025.339256	828.789544557353	1994.10759534386	1499622.7	3807189.7628206	46041308.4097739	114863864.636943	822.166221603105	2051.14043994541	1485301.8	3919009.97238069	45670402.324336	118261898.867988	815.542898648857	2111.81962264265
718	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/5/2022	2/6/2022	2/7/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	28.75	240178	360297	300237.5	26138700.835675	39211316.1696375	32675008.5026563	466.762514922768	700.202074457813	583.48229469029	1110715.4	1580711.38074586	36124808.1062304	42122286.8714642	645.085859039828	752.18369413329	1116652.3	1600213.13676084	37901789.2727684	41693417.3131625	676.81766558515	744.525309163616	1122589.2	1627565.55815295	39678770.4393064	42441346.958147	708.549472130472	757.881195681197
794	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/13/2022	2/14/2022	2/15/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.4	234664	469403	352033.5	7461715.398816	14925815.605932	11193765.502374	133.244917836	266.5324215345	199.88866968525	520953.2	835409.953037806	25816724.4677938	33274223.0679167	461.01293692489	594.182554784227	532227.4	866378.686219979	24992585.0841939	32418203.2526172	446.296162217748	578.896486653878	543501.6	915920.069751069	24168445.7005939	33166490.8461646	431.579387510606	592.258765110081
994	not institution specific	wwtp	WWTP	WWTP		HSB	active	3/8/2022	3/9/2022	3/10/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	24.24	81286	81286	81286	7458668.2951824	7458668.2951824	7458668.2951824	133.190505271114	133.190505271114	133.190505271114	36839.8	78956.7998117203	3031296.58665938	6769796.30937865	54.1302961903461	120.889219810333	31818	57931.6947848303	2782028.04224564	5319330.76349434	49.6790721829579	94.9880493481131	26796.2	64104.4644015222	2532759.4978319	6092674.93145245	45.2278481755696	108.797766633079
918	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/27/2022	2/28/2022	3/1/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	26.46	2845	506	1675.5	284960.743767	50681.9459916	167821.3448793	5.088584710125	0.90503474985	2.9968097299875	76396.2	191104.272475563	7100123.6477992	17696976.3788345	126.787922282129	316.01743533633	62827.1	108213.699563847	5942561.89153451	9942787.03160052	106.117176634545	177.549768421438	49258	59139.7179441832	4785000.13526982	5835694.1167387	85.4464309869611	104.208823513191
357	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/8/2021	12/9/2021	12/10/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.04	41943	83888	62915.5	1276522.4711052	2553105.8116032	1914814.1413542	22.7950441268786	45.5911752072	34.1931096670393	451776.4	975068.482778135	14512711.4353945	24869846.4273614	259.155561346331	444.104400488596	395452.2	845496.829259483	12654298.2223183	21297565.3356643	225.969611112826	380.313666708291	339128	717726.668183459	10795885.009242	17787700.6573019	192.783660879322	317.637511737533
1567	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/16/2022	5/17/2022	5/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.61	649672	541198	595435	21174356.7643272	17638930.9253598	19406643.8448435	378.1135136487	314.980909381425	346.547211515062	277763.6	544995.629629332	10144881.2508392	14657464.4169048	181.158593764986	261.740436016157	283882.2	505909.742409257	10891501.4110162	12573792.1622606	194.491096625289	224.53200289751	290000.8	472587.960517369	11638121.5711931	10890635.6228027	207.823599485591	194.475636121477
513	not institution specific	wwtp	WWTP	WWTP		HSB	active	1/6/2022	1/7/2022	1/8/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	20.07	1551764	1897051	1724407.5	117892443.672227	144124994.626014	131008719.14912	2105.22220843262	2573.66061832167	2339.44141337715	1354753.4	4033581.96512334	57061108.3547353	135241760.56762	1018.94836347742	2415.0314387075	1436938	4069020.43627977	63445901.4092541	136798301.703343	1132.96252516525	2442.82681613113	1519122.6	4110030.49030546	69830694.4637729	139901634.493896	1246.97668685309	2498.24347310529
1327	not institution specific	wwtp	WWTP	WWTP		HSB	active	4/16/2022	4/17/2022	4/18/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	6.73	146052	219130	182591	3720792.8998836	5582514.091909	4651653.4958963	66.4427303550643	99.6877516412322	83.0652409981482	48342.4	104459.904853314	1924486.34086586	2452679.15023147	34.3658275154618	43.7978419684191	62557.4	131362.697720618	2524610.03248848	3394754.16117343	45.0823220087229	60.6206100209541	76772.4	158757.979835278	3124733.7241111	4385118.59836823	55.7988165019839	78.3056892565755
368	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/12/2021	12/13/2021	12/14/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.1	314983	196848	255915.5	14427311.556163	9016319.690928	11721815.6235455	257.630563502911	161.005708766571	209.318136134741	392114.4	964061.767404902	13655810.2329576	24504131.4669518	243.853754159956	437.573776195568	344425.5	842024.615059748	11880198.9949423	21082324.608124	212.14641062397	376.470082287928	296736.6	721499.115474254	10104587.756927	17739141.838177	180.439067087983	316.770389967446
300	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/2/2021	12/3/2021	12/4/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.06	613293	408805	511049	18711817.5683478	12472805.952503	15592311.7604254	334.139599434782	222.728677723268	278.434138579025	378859.8	525941.120479448	10831897.3558606	15420360.2893507	193.426738497511	275.363576595549	421873.1	471149.480446745	11903712.7505311	13579226.9347686	212.566299116627	242.486195263724	464886.4	517986.93844443	12975528.1452016	14451198.6897674	231.705859735742	258.057119460132
1514	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/9/2022	5/10/2022	5/11/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	23.41	34159	51241	42700	3027049.2506479	4540795.4170921	3783922.33387	54.0544509044268	81.0856324480732	67.57004167625	91885	313607.310186691	3465309.08322004	8582437.23132825	61.880519343215	153.25780770229	100391	321765.242854453	4066689.86786415	8849212.39576019	72.6194619261455	158.021649924289	108897	330412.663620607	4668070.65250826	9292401.36735902	83.3584045090761	165.93573870284
453	not institution specific	wwtp	WWTP	WWTP		HSB	active	12/26/2021	12/27/2021	12/28/2021	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	8.32	400536	343303	371919.5	12614725.5916032	10812194.5087936	11713460.0501984	225.262956992914	193.074901942743	209.168929467829	555405.2	441701.351733349	18208062.0571399	11081755.3515952	325.14396530607	197.888488421342	523605.9	425416.846718186	17307191.0614486	11687575.270696	309.056983240153	208.706701262428	491806.6	475679.954325004	16406320.0657573	14192553.7407737	292.970001174237	253.438459656674
849	not institution specific	wwtp	WWTP	WWTP		HSB	active	2/21/2022	2/22/2022	2/23/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	24.77	165967	82979	124473	15561830.3142119	7780493.2163803	11671161.7652961	277.889827039498	138.937378863934	208.413602951716	301902.8	829333.821301941	17338674.2937061	48305966.0454734	309.619183816181	862.606536526311	302912.7	771429.107235916	17838019.6281352	43917715.4406398	318.536064788128	784.244918582853	303922.6	719938.597141881	18337364.9625642	40597604.5140295	327.452945760075	724.957223464813
