Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	latlong	population_served	counties_served	capacity_mgd	Status: WaTCH	status
I01-0002	not institution specific	wwtp	WarmSpringsWWTP-01	10/25/21 7:00	5707.979612	3805.175349		24-hr flow-weighted composite	Warm Springs	25411	-78.22662,39.62802	3255	Morgan	1.8	Complete	paused
A02-0015	higher ed dorm	upstream	CollegePark-02	8/14/21 9:00	105253.3469	76826.7622		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
H01-0080	not institution specific	wwtp	MoundsvilleWWTP-01	12/2/21 8:00	35837.3373	25594.97058	1.3	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A04-0019	not institution specific	wwtp	CheatLakeWWTP-01	2/18/22 8:00	96919.86769	96919.86769	1.242	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
H01-0034	not institution specific	wwtp	MoundsvilleWWTP-01	11/7/21 8:00	30812.5	43137.5		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A03-0080	k12	upstream	MountainviewES-01	11/10/21 6:00	0	7465.583533		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
C01-0073	not institution specific	wwtp	WheelingWWTP-01	1/3/22 7:00	9309.932515	0	15.17	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
J01-0002	not institution specific	wwtp	AlpineLakeWWTP-01	12/21/21 12:00	10434.89786	3478.010413	0.149	24-hr time-weighted composite	Alpine Lake	26764	-79.50179,39.45709	1500	Preston	-1	Complete	paused
A1038	not institution specific	wwtp	StarCityWWTP-01	4/27/21 12:00	0	4338	8.459	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0224	not institution specific	wwtp	StarCityWWTP-01	1/20/21 0:00	44784	44784	8.431	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0235	not institution specific	wwtp	StarCityWWTP-01	2/4/21 12:00	35088	31176	9.892	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0038	not institution specific	wwtp	MoundsvilleWWTP-01	11/13/21 8:00	2653.735033	10615.94876	1.4	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A03-0023	k12	upstream	SuncrestES-01	10/11/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
E02-0072	not institution specific	wwtp	AthensWWTP-01	2/22/22 8:00	222013.7385	344352.1804	0.175	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
C01-0112	not institution specific	wwtp	WheelingWWTP-01	1/23/22 7:00	418523.2186	433548.0648	7.17	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0196	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/27/21 9:55	5440.893844	9068.813771		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
G01-0047	not institution specific	wwtp	KeyserWWTP-01	1/10/22 9:00	37832.90617	7091.068989	1.252	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
H01-0067	not institution specific	wwtp	MoundsvilleWWTP-01	1/8/22 8:00	158711.3258	182811.0212	2.1	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
G01-0014	not institution specific	wwtp	KeyserWWTP-01	12/5/21 9:00	66722.86548	19613.34955	0.534	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0157	higher ed dorm	upstream	HonorsSummit-01 (MUB)	10/4/21 10:00	3568.993323	0		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
K01-0019	not institution specific	wwtp	ParkersburgWWTP-01	1/17/22 6:20	1136615.446	1221850.634	5.092	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A1069	not institution specific	wwtp	StarCityWWTP-01	6/13/21 0:00	0	0	8.646	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0206	not institution specific	wwtp	StarCityWWTP-01	12/31/20 0:00	51072	62016	12.743	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0077	not institution specific	wwtp	WheelingWWTP-01	2/13/22 7:00	22087.88663	22087.88663	9.921	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A01-0018	not institution specific	wwtp	StarCityWWTP-01	8/30/21 0:00	91619.5184	48174.24059	10.394	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0043	not institution specific	wwtp	WheelingWWTP-01	11/22/21 7:00	159975.8622	74331.42409	6.057	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
K01-0013	not institution specific	wwtp	ParkersburgWWTP-01	1/5/22 6:29	49320.397	45795.58678	6.316	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A02-0260	not institution specific	upstream	Evansdale-01	12/6/21 9:00	2692.779335	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
B01-0069	not institution specific	wwtp	CharlestonWWTP-01	11/17/21 7:00	17760.47738	20721.28829	6.624	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
B01-0068	not institution specific	wwtp	CharlestonWWTP-01	11/9/21 7:00	2092.312919	2092.312919		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
C01-0054	not institution specific	wwtp	WheelingWWTP-01	12/7/21 7:00	67320.13978	89784.24042	5.172	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
H01-0137	not institution specific	wwtp	MoundsvilleWWTP-01	2/22/22 8:00	2719.159587	8158.007758	2.7	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0204	not institution specific	upstream	Evansdale-01	11/1/21 9:23	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
N03-0050	not institution specific	wwtp	SalemWWTP-01	2/10/22 12:45	43906.59213	14630.42071	7.3682	24-hr time-weighted composite	Salem	26426	-80.54515,39.28597	1853	Harrison	0.4	Complete	active
A02-0309	higher ed dorm	upstream	OaklandE-02	1/24/22 9:00	2255555.105	459842.6414		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
H01-0120	not institution specific	wwtp	MoundsvilleWWTP-01	2/5/22 8:00	15193.67896	15193.67896		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0273	higher ed dorm	upstream	CollegePark-02	1/8/22 9:00	199502.8844	27780.66583		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A1045	not institution specific	wwtp	StarCityWWTP-01	5/6/21 0:00	9720	9720	12.281	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0205	not institution specific	wwtp	StarCityWWTP-01	12/30/20 0:00	29484	29484	9.604	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0016	not institution specific	wwtp	WheelingWWTP-01	10/6/21 7:00	35385.10725	66198.29983		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A03-0154	k12	upstream	MountainviewES-01	12/17/21 6:00	22195.50345	44402.76213		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
E01-0067	not institution specific	wwtp	PrincetonWWTP-01	2/21/22 7:55	190568.5034	214450.5912	2.21	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
I01-0008	not institution specific	wwtp	WarmSpringsWWTP-01	11/17/21 8:00	23475.04813	26410.35575	0.512	24-hr flow-weighted composite	Warm Springs	25411	-78.22662,39.62802	3255	Morgan	1.8	Complete	paused
B01-0056	not institution specific	wwtp	CharlestonWWTP-01	10/28/21 7:00	4697.33486	10961.82153		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A0207	not institution specific	wwtp	StarCityWWTP-01	1/3/21 0:00	3600	21576	12.379	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0140	not institution specific	wwtp	StarCityWWTP-01	12/31/21 0:00	3649.419942	0	16	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0157	not institution specific	wwtp	StarCityWWTP-01	1/21/22 0:00	612411.0961	539154.1797	10.5	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0015	not institution specific	wwtp	CharlestonWWTP-01	10/4/21 7:00	28268.84151	34554.01585		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
C01-0039	not institution specific	wwtp	WheelingWWTP-01	11/15/21 7:00	79163.80808	62772.81582	7.006	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A1020	not institution specific	wwtp	StarCityWWTP-01	4/1/21 12:00	6330	12660	10.482	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0010	not institution specific	wwtp	KeyserWWTP-01	12/7/21 9:00	92810.736	19318.62798	0.555	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0165	not institution specific	upstream	Evansdale-01	10/9/21 9:00	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0344	higher ed dorm	upstream	HonorsSummit-01 (MUB)	2/9/22 9:00	3711.79766	11136.37984		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A01-0012	not institution specific	wwtp	StarCityWWTP-01	8/22/21 0:00	79544.14636	77332.15332	9.615	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0177	higher ed dorm	upstream	OaklandE-02	10/18/21 9:28	0	0		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A02-0219	higher ed dorm	upstream	OaklandE-02	11/13/21 9:00	50691.7119	24515.41305		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
B01-0089	not institution specific	wwtp	CharlestonWWTP-01	2/17/22 7:00	61087.78372	30532.76092	14.996	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
P01-0016	not institution specific	wwtp	StMarysWWTP-01	2/3/22 10:57	0	0	0.879	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
G01-0081	not institution specific	wwtp	KeyserWWTP-01	1/24/22 9:00	444429.363	363835.7574	1.03	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
G01-0077	not institution specific	wwtp	KeyserWWTP-01	1/9/22 9:00	33554.33866	4791.832594	1.369	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0192	k12	upstream	MorgantownHS-01	1/24/22 6:00	138375.4693	133044.8896		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A01-0097	not institution specific	wwtp	StarCityWWTP-01	11/23/21 0:00	90028.31429	68403.87158	6.035	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0222	not institution specific	wwtp	StarCityWWTP-01	1/18/21 0:00	38496	52512	8.321	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E01-0062	not institution specific	wwtp	PrincetonWWTP-01	2/10/22 9:45	427423.1493	317411.2362	2.45	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
P01-0023	not institution specific	wwtp	StMarysWWTP-01	1/19/22 10:00	262282.6311	331730.4969	0.373	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
G01-0041	not institution specific	wwtp	KeyserWWTP-01	1/22/22 9:00	465008.3846	474700.6381	1.127	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A01-0131	not institution specific	wwtp	StarCityWWTP-01	12/21/21 0:00	11398.8754	26602.19997	7	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0129	not institution specific	wwtp	MoundsvilleWWTP-01	2/15/22 8:00	39176.91775	39176.91775	1.9	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
E02-0001	not institution specific	wwtp	AthensWWTP-01	11/2/21 8:00	9562.5	3825		24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
H01-0121	not institution specific	wwtp	MoundsvilleWWTP-01	2/10/22 8:00	11502.37173	8626.48258	1.15	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
H01-0018	not institution specific	wwtp	MoundsvilleWWTP-01	10/15/21 8:00	10412.5	12112.5		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
P01-0025	not institution specific	wwtp	StMarysWWTP-01	1/13/22 12:00	35042.15643	29649.14616	0.285	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
N02-0030	not institution specific	wwtp	ClarksburgWWTP-01	1/24/22 7:00	197625.1566	178099.519	11	24-hr flow-weighted composite	Clarksburg	26301	-80.33857,39.27931	26498	Harrison	8	Complete	active
A01-0112	not institution specific	wwtp	StarCityWWTP-01	11/29/21 0:00	159836.1415	76367.32087	6.977	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0018	not institution specific	wwtp	AthensWWTP-01	12/7/21 8:00	97710.13498	19523.81149	0.158	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
H01-0066	not institution specific	wwtp	MoundsvilleWWTP-01	1/7/22 8:00	144693.5561	138105.7276	2	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
G01-0007	not institution specific	wwtp	KeyserWWTP-01	12/19/21 9:00	209653.9825	232450.6992	0.627	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0152	not institution specific	upstream	Evansdale-01	8/10/21 9:00	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
C01-0027	not institution specific	wwtp	WheelingWWTP-01	10/25/21 7:00	35731.30414	17859.26968		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0053	higher ed dorm	upstream	OaklandE-02	8/27/21 9:57	152730.5853	128904.3945		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
C01-0040	not institution specific	wwtp	WheelingWWTP-01	11/16/21 7:00	187409.8974	161637.2904	6.15	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
H01-0130	not institution specific	wwtp	MoundsvilleWWTP-01	2/16/22 8:00	53316.07886	79999.57591	1.9	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
C01-0064	not institution specific	wwtp	WheelingWWTP-01	12/21/21 7:00	45201.81611	35511.60537	6.817	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A0043	not institution specific	wwtp	StarCityWWTP-01	12/17/20 12:00	60100.8	44072.4	11.864	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0002	not institution specific	wwtp	CharlestonWWTP-01	9/16/21 7:00	34971.15493	40804.43978		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
H01-0008	not institution specific	wwtp	MoundsvilleWWTP-01	10/5/21 8:00	363356.7286	233847.4166		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A02-0281	not institution specific	upstream	Evansdale-01	1/5/22 9:00	0	3880.898505		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1027	not institution specific	wwtp	StarCityWWTP-01	4/12/21 12:00	9336	4656	11.895	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E01-0024	not institution specific	wwtp	PrincetonWWTP-01	1/5/22 12:30	83608.20159	0	5.486	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A1087	not institution specific	wwtp	StarCityWWTP-01	7/7/21 0:00	0	4868.75	7.73	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0079	not institution specific	wwtp	StarCityWWTP-01	11/2/21 0:00	34212.5	53550	7.19	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0244	higher ed dorm	upstream	OaklandE-02	12/1/21 9:00	2793.465592	5587.118044		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
G01-0078	not institution specific	wwtp	KeyserWWTP-01	12/27/21 9:00	61194.99497	71402.85194	0.771	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0216	higher ed dorm	upstream	OaklandE-02	11/10/21 10:14	31638.8984	78417.24336		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A01-0055	not institution specific	wwtp	StarCityWWTP-01	10/4/21 0:00	109951.5587	144125.6988	8.904	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0070	not institution specific	wwtp	MoundsvilleWWTP-01	1/11/22 8:00	147009.37	132851.4294	2.3	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
F01-0011	not institution specific	wwtp	WestonWWTP-01	9/27/21 10:00	81719.3979	66278.8859		24-hr time-weighted composite	Weston	26452	-80.45991,39.06224	10364	Lewis	2.5	Complete	paused
E02-0015	not institution specific	wwtp	AthensWWTP-01	11/23/21 8:00	0	0	0.077	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A02-0333	not institution specific	upstream	Evansdale-01	2/5/22 9:00	2690.704758	10763.85632		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0355	not institution specific	upstream	Evansdale-01	2/16/22 9:00	13333.68273	2666.397225		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
C01-0115	not institution specific	wwtp	WheelingWWTP-01	1/26/22 7:00	388087.5742	365653.9106	6.643	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0274	not institution specific	upstream	Evansdale-01	1/8/22 9:00	0	5782.92721		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1071	not institution specific	wwtp	StarCityWWTP-01	6/15/21 0:00	0	3871.25	11.758	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0071	not institution specific	wwtp	MoundsvilleWWTP-01	1/12/22 8:00	830266.3887	876705.9946		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
G01-0040	not institution specific	wwtp	KeyserWWTP-01	12/3/21 9:00	126977.9603	124382.7219	0.633	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0283	not institution specific	upstream	Evansdale-01	1/12/22 9:00	64204.48624	18334.10639		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
E02-0009	not institution specific	wwtp	AthensWWTP-01	11/15/21 8:00	19804.26371	19804.26371	0.119	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
B01-0063	not institution specific	wwtp	CharlestonWWTP-01	11/8/21 7:00	1603.952041	1603.952041		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0212	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/6/21 9:00	6587.5	3187.5		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
E01-0015	not institution specific	wwtp	PrincetonWWTP-01	12/2/21 8:00	213639.1917	225540.0181	1.614	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
B01-0047	not institution specific	wwtp	CharlestonWWTP-01	1/12/22 7:00	19795.11816	4398.107571	12.002	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A01-0141	not institution specific	wwtp	StarCityWWTP-01	1/1/22 0:00	9965.15058	13287.3944	17.7	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0111	higher ed dorm	upstream	OaklandE-02	9/15/21 10:06	0	0		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A03-0068	k12	upstream	MorgantownHS-01	11/5/21 6:00	108392.8621	46396.54905		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A03-0149	k12	upstream	NorthES-01	12/13/21 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A1085	not institution specific	wwtp	StarCityWWTP-01	7/5/21 0:00	0	0	6.52	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0039	not institution specific	wwtp	KeyserWWTP-01	12/26/21 9:00	8318.301737	12478.07264	0.71	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
B01-0010	not institution specific	wwtp	CharlestonWWTP-01	9/26/21 7:00	19405.62457	19405.62457		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
C01-0047	not institution specific	wwtp	WheelingWWTP-01	11/28/21 7:00	120859.1773	61935.53187	5.567	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
H01-0085	not institution specific	wwtp	MoundsvilleWWTP-01	12/6/21 8:00	24988.91596	10707.71003	2.4	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A03-0191	k12	upstream	SuncrestES-01	1/24/22 6:00	18083.78968	12916.19696		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A03-0147	k12	upstream	SuncrestES-01	12/20/21 6:00	0	0		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A03-0109	k12	upstream	MountainviewES-01	10/29/21 6:00	0	0		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A02-0307	not institution specific	upstream	Evansdale-01	1/24/22 9:00	373406.4496	370565.0479		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0050	not institution specific	upstream	Evansdale-01	8/23/21 9:13	78239.29638	119380.9909		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
E01-0016	not institution specific	wwtp	PrincetonWWTP-01	12/6/21 8:00	1130345.968	1291603.031	1.678	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A02-0021	higher ed dorm	upstream	OaklandE-02	8/18/21 9:30	13107.08508	37150.05934		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A03-0143	k12	upstream	SuncrestES-01	12/13/21 6:00	81100.29504	102468.5816		8-hr time-weighted composite	Suncrest Elementary	26505	-79.97825,39.67137	515	Monongalia	-1	Complete	active
A01-0143	not institution specific	wwtp	StarCityWWTP-01	1/3/22 0:00	49742.36213	57400.28165	12	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
P01-0015	not institution specific	wwtp	StMarysWWTP-01	1/27/22 10:15	1170942.75	1221503.141	0.185	24-hr time-weighted composite	Saint Marys	26170	-81.20511,39.39125	2892	Pleasants	0.525	Complete	active
A01-0077	not institution specific	wwtp	StarCityWWTP-01	10/31/21 0:00	138088.2382	56767.52001	10.075	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0141	not institution specific	wwtp	KeyserWWTP-01	2/22/22 9:00	38163.56018	32709.49535	1.062	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
