Sample ID	type	category	Location	Sample Composite Start	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	latlong	population_served	counties_served	capacity_mgd	Status: WaTCH	status
A01-0122	not institution specific	wwtp	StarCityWWTP-01	12/10/21 0:00	91226.98233	77179.12808	12.3	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1096	not institution specific	wwtp	StarCityWWTP-01	7/20/21 0:00	0	0	7.254	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
H01-0025	not institution specific	wwtp	MoundsvilleWWTP-01	10/24/21 8:00	0	14025		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A0022	not institution specific	wwtp	StarCityWWTP-01	11/19/20 0:00	49795.2	49795.2	9.875	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
L01-0016	not institution specific	wwtp	WestUnionWWTP-01	1/23/22 9:00	2833032.517	2908022.175	0.328	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A01-0173	not institution specific	wwtp	StarCityWWTP-01	2/8/22 0:00	111637.1839	122284.8214	11.3	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1097	not institution specific	wwtp	StarCityWWTP-01	7/21/21 0:00	0	4560	7.124	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0102	k12	upstream	MorgantownHS-01	10/20/21 6:00	0	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A02-0055	higher ed dorm	upstream	HonorsSummit-01 (MUB)	8/27/21 10:18	8191.112801	9829.692543		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A02-0339	higher ed dorm	upstream	CollegePark-02	2/7/22 9:00	58922.77904	55974.67147		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
B01-0085	not institution specific	wwtp	CharlestonWWTP-01	2/7/22 7:00	166290.5601	182162.2074	12.867	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0070	higher ed dorm	upstream	HonorsSummit-01 (MUB)	8/30/21 10:04	8789.809942	5273.501743		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A01-0033	not institution specific	wwtp	StarCityWWTP-01	9/11/21 0:00	119265.9634	115800.9648	8.33	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0343	not institution specific	upstream	NorthHighSt-02 (MUB)	2/9/22 9:00	72064.94987	69059.76914		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A01-0013	not institution specific	wwtp	StarCityWWTP-01	8/23/21 0:00	24409.90284	22531.33684	9.509	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0031	k12	upstream	MountainviewES-01	9/27/21 6:00	0	0		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A01-0121	not institution specific	wwtp	StarCityWWTP-01	12/8/21 0:00	62083.15596	62083.15596	7.2	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0137	not institution specific	wwtp	StarCityWWTP-01	12/27/21 0:00	40241.73416	45610.2211	10.3	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0194	not institution specific	upstream	Evansdale-01	10/27/21 9:25	12989.42313	5566.06926		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
H01-0100	not institution specific	wwtp	MoundsvilleWWTP-01	12/22/21 8:00	18443.02062	46122.77962		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
B01-0011	not institution specific	wwtp	CharlestonWWTP-01	9/20/21 7:00	0	5483.457893		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A03-0090	k12	upstream	NorthES-01	11/10/21 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A02-0209	higher ed dorm	upstream	HonorsSummit-01 (MUB)	11/3/21 10:04	18900.0199	18900.0199		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
E02-0017	not institution specific	wwtp	AthensWWTP-01	12/6/21 8:00	45576.53524	28997.51667	0.06	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A02-0266	not institution specific	upstream	Evansdale-01	12/15/21 9:00	55245.20181	88427.3015		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1026	not institution specific	wwtp	StarCityWWTP-01	4/11/21 12:00	10680	10680	8.109	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0201	higher ed dorm	upstream	OaklandE-02	10/30/21 9:00	2096.523885	4193.223827		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
L01-0017	not institution specific	wwtp	WestUnionWWTP-01	1/22/22 9:00	1934352.536	1566482.255	0.339	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
C01-0108	not institution specific	wwtp	WheelingWWTP-01	1/17/22 7:00	319207.6796	204545.2148	7.285	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
B01-0051	not institution specific	wwtp	CharlestonWWTP-01	11/1/21 7:00	10364.12627	8636.473604		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0340	not institution specific	upstream	Evansdale-01	2/21/22 9:00	28471.78873	31061.09217		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0153 c	not institution specific	upstream	Evansdale-01	8/9/21 9:00	34176	29904	11.47	48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A04-0020	not institution specific	wwtp	CheatLakeWWTP-01	2/21/22 8:00	117306.1001	44649.32889	0.699	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
B01-0094	not institution specific	wwtp	CharlestonWWTP-01	2/14/22 7:00	253739.1454	237835.3751	8.1	24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0269	higher ed dorm	upstream	CollegePark-02	12/15/21 9:00	0	0		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
L01-0019	not institution specific	wwtp	WestUnionWWTP-01	1/20/22 9:00	994500.7181	1042451.652	0.514	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
A02-0131	higher ed dorm	upstream	HonorsSummit-01 (MUB)	9/27/21 9:59	0	0		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
H01-0012	not institution specific	wwtp	MoundsvilleWWTP-01	10/9/21 8:00	64822.8547	12951.13131		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A0044	not institution specific	wwtp	StarCityWWTP-01	12/20/20 12:00	55059.6	79172.4	11.313	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0160	not institution specific	wwtp	StarCityWWTP-01	1/24/22 0:00	2016091.053	1836357.694	11	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0188	k12	upstream	MorgantownHS-01	2/23/22 6:00	13314.19827	13314.19827		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
C01-0062	not institution specific	wwtp	WheelingWWTP-01	12/19/21 7:00	211242.9938	74434.83442	6.976	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
C01-0034	not institution specific	wwtp	WheelingWWTP-01	11/7/21 7:00	49286.16226	69983.49965		24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A04-0014	not institution specific	wwtp	CheatLakeWWTP-01	2/11/22 9:00	219077.3267	201271.5706	0.698	24-hr time-weighted composite	Cheat Lake	26508	-79.857,39.67712	2000	Monongalia	0.75	Complete	active
A02-0158	higher ed dorm	upstream	CollegePark-02	10/4/21 10:00	13803.78276	3450.422268		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A03-0004	k12	upstream	NorthES-01	9/15/21 6:00	0	1690.577418		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A02-0063	not institution specific	upstream	NorthHighSt-02 (MUB)	8/30/21 10:19	83533.12671	131625.5957		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
A02-0020	not institution specific	upstream	Evansdale-01	8/20/21 9:18	10275.68221	11743.9822		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0346	not institution specific	upstream	Evansdale-01	2/12/22 9:00	0	0		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A02-0297	not institution specific	upstream	Evansdale-01	1/19/22 9:00	338276.698	389993.7898		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A1030	not institution specific	wwtp	StarCityWWTP-01	4/15/21 12:00	7632	0	10.003	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0099	not institution specific	wwtp	AthensWWTP-01	1/14/22 8:00	362131.2493	365880.9292	0.261	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
H01-0076	not institution specific	wwtp	MoundsvilleWWTP-01	11/28/21 8:00	67253.35412	72431.1626	1.3	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A01-0057	not institution specific	wwtp	StarCityWWTP-01	10/6/21 0:00	267458.5485	98280.15566	7.48	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0147	not institution specific	wwtp	KeyserWWTP-01	2/21/22 9:00	21549.85137	21549.85137	1.187	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
H01-0099	not institution specific	wwtp	MoundsvilleWWTP-01	12/21/21 8:00	39773.92025	46406.57835		24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
A1029	not institution specific	wwtp	StarCityWWTP-01	4/14/21 12:00	0	5304	10.306	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
E02-0007	not institution specific	wwtp	AthensWWTP-01	11/10/21 8:00	10991.427	6594.27572		24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A02-0022	higher ed dorm	upstream	HonorsSummit-01 (MUB)	8/18/21 9:42	12057.26095	7233.827002		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
B01-0007	not institution specific	wwtp	CharlestonWWTP-01	9/30/21 7:00	69895.92701	52408.88029		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
C01-0069	not institution specific	wwtp	WheelingWWTP-01	12/28/21 7:00	31154.73054	58867.2772	11.407	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
G01-0065	not institution specific	wwtp	KeyserWWTP-01	10/31/21 9:00	33226.27336	30455.73309		24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A03-0099	k12	upstream	NorthES-01	2/23/22 6:00	0	0		8-hr time-weighted composite	North Elementary	26505	-79.95674,39.66064	688	Monongalia	-1	Complete	active
A0229	not institution specific	wwtp	StarCityWWTP-01	1/27/21 0:00	61140	50940	9.352	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0226	not institution specific	wwtp	StarCityWWTP-01	1/24/21 0:00	107151	69300	7.031	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0360	not institution specific	upstream	Evansdale-01	2/19/22 9:00	31053.07203	36701.5589		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
A01-0027	not institution specific	wwtp	StarCityWWTP-01	9/4/21 0:00	76130.29808	87863.26289	9.983	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0128	not institution specific	wwtp	StarCityWWTP-01	12/17/21 0:00	149863.4443	79027.81606	9.7	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0347	higher ed dorm	upstream	CollegePark-02	2/12/22 9:00	53198.77714	29546.5406		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
A01-0117	not institution specific	wwtp	StarCityWWTP-01	12/4/21 0:00	47384.7042	3643.075707	6.575	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A02-0031	not institution specific	upstream	NorthHighSt-02 (MUB)	8/23/21 9:55	9926.57911	87832.48961		48-hr time-weighted composite	North High Street (WVU Morgantown)	26505	-79.9532029,39.6331164	-1	Monongalia	-1	Complete	active
E01-0052	not institution specific	wwtp	PrincetonWWTP-01	1/18/22 7:30	1678481.176	1286958.153	2.642	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A01-0028	not institution specific	wwtp	StarCityWWTP-01	9/5/21 0:00	85586.10082	75882.39431	10.388	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0081	not institution specific	wwtp	StarCityWWTP-01	11/4/21 0:00	63112.5	63112.5	7.379	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A1081	not institution specific	wwtp	StarCityWWTP-01	6/29/21 0:00	0	0	7.266	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
N02-0039	not institution specific	wwtp	ClarksburgWWTP-01	2/8/22 7:00	117264.9314	132925.0865	9.36	24-hr flow-weighted composite	Clarksburg	26301	-80.33857,39.27931	26498	Harrison	8	Complete	active
B01-0023	not institution specific	wwtp	CharlestonWWTP-01	10/14/21 7:00	139252.6174	137136.9314		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
L01-0025	not institution specific	wwtp	WestUnionWWTP-01	1/14/22 9:00	658090.0097	746992.0814	0.287	24-hr time-weighted composite	West Union	26456	-80.77899,39.29906	564	Doddridge	0.2	Complete	active
H01-0055	not institution specific	wwtp	MoundsvilleWWTP-01	12/27/21 8:00	2809.570371	8429.275677	3.4	24-hr flow-weighted composite	Moundsville	26041	-80.75493,39.92986	12000	Marshall	2.34	Complete	active
K01-0003	not institution specific	wwtp	ParkersburgWWTP-01	1/25/22 6:27	487267.4525	446040.7466	6.585	24-hr flow-weighted composite	Parkersburg	26101	-81.55739,39.28171	48050	Wood	15.5	Complete	active
A03-0085	k12	upstream	MountainviewES-01	1/10/22 6:00	1331076	203602.1805		8-hr time-weighted composite	Mountainview Elementary	26501	-79.94331,39.61036	726	Monongalia	-1	Complete	active
A02-0088	higher ed dorm	upstream	HonorsSummit-01 (MUB)	9/6/21 8:38	125459.3676	34484.016		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A02-0098	higher ed dorm	upstream	OaklandE-02	9/13/21 9:32	3171.783853	28560.55185		48-hr time-weighted composite	Oakland Hall (WVU Morgantown)	26505	-79.9622118,39.6511596	862	Monongalia	-1	Complete	active
A03-0136	k12	upstream	MorgantownHS-01	12/20/21 6:00	0	0		8-hr time-weighted composite	Morgantown High	26501	-79.95736,39.62542	1851	Monongalia	-1	Complete	active
A01-0011	not institution specific	wwtp	StarCityWWTP-01	8/21/21 0:00	51799.74765	23210.10455	10.554	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A0227	not institution specific	wwtp	StarCityWWTP-01	1/25/21 0:00	57576	44784	8.487	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
C01-0110	not institution specific	wwtp	WheelingWWTP-01	1/19/22 7:00	210235.0169	215709.7426	10.397	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
A02-0280	not institution specific	upstream	Evansdale-01	1/10/22 9:00	108529.5483	100768.1166		48-hr time-weighted composite	Evansdale campus (WVU Morgantown)	26505	-79.9721575,39.6500969	-1	Monongalia	-1	Complete	active
E01-0022	not institution specific	wwtp	PrincetonWWTP-01	12/14/21 7:40	91314.74733	40559.77508	1.985	24-hr time-weighted composite	Princeton	24740	-81.07993,37.38036	36000	Mercer	4.9	Complete	active
A1089	not institution specific	wwtp	StarCityWWTP-01	7/11/21 0:00	0	0	8.458	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
B01-0057	not institution specific	wwtp	CharlestonWWTP-01	11/4/21 7:00	14025	3400		24-hr flow-weighted composite	Charleston	25312	-81.67768,38.37287	50000	Kanawha	14	Complete	active
A02-0257	higher ed dorm	upstream	HonorsSummit-01 (MUB)	12/11/21 9:00	0	0		48-hr time-weighted composite	Honors & Summit Halls (WVU Morgantown)	26505	-79.9567626,39.6378753	874	Monongalia	-1	Complete	active
A1031	not institution specific	wwtp	StarCityWWTP-01	4/18/21 12:00	78180	104250	8.717	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
G01-0031	not institution specific	wwtp	KeyserWWTP-01	1/15/22 9:00	824926.0497	321164.5174	0.896	24-hr time-weighted composite	Keyser	26726	-78.97508,39.44123	8168	Mineral	2.4	Complete	active
A02-0090	higher ed dorm	upstream	CollegePark-02	9/6/21 9:00	51991.14084	74507.3241		48-hr time-weighted composite	College Park (WVU Morgantown)	26505	-79.9458019,39.6362083	567	Monongalia	-1	Complete	active
E02-0093	not institution specific	wwtp	AthensWWTP-01	1/21/22 8:00	2007543.304	2147456.61	0.173	24-hr time-weighted composite	Athens	24740	-81.01598,37.42163	2391	Mercer	0.5	Complete	active
A03-0032	k12	upstream	BrookhavenES-01	9/30/21 10:50	0	167385.335		8-hr time-weighted composite	Brookhaven Elementary	26508	-79.90501,39.61021	579	Monongalia	-1	Complete	inactive
A01-0146	not institution specific	wwtp	StarCityWWTP-01	1/7/22 0:00	145762.0928	51999.71415	8.9	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A01-0049	not institution specific	wwtp	StarCityWWTP-01	9/26/21 0:00	503516.9601	398285.3055	6.828	24-hr flow-weighted composite	Star City (Morgantown)	26505	-79.9920554,39.6551745	48328	Monongalia	20.8	Complete	active
A03-0030	k12	upstream	BrookhavenES-01	9/17/21 6:00	15919.51177	35036.31637		8-hr time-weighted composite	Brookhaven Elementary	26508	-79.90501,39.61021	579	Monongalia	-1	Complete	inactive
C01-0058	not institution specific	wwtp	WheelingWWTP-01	12/13/21 7:00	208484.6601	74523.52524	8.278	24-hr flow-weighted composite	Wheeling	26003	-80.72757,40.05588	50000	Ohio	10	Complete	active
