Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	flua	flub	flua.load	flub.load	flua.loadcap	flub.loadcap	flua.day5.mean	flua.day5.ci	flua.load.day5.mean	flua.load.day5.ci	flua.loadcap.day5.mean	flua.loadcap.day5.ci	flub.day5.mean	flub.day5.ci	flub.load.day5.mean	flub.load.day5.ci	flub.loadcap.day5.mean	flub.loadcap.day5.ci
Q01-0295	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	03/07/2023 08:00 AM	03/08/2023 07:00 AM	03/10/2023	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	NA	NA	0.5	1992	2765	3770.26836	5233.329325	0.82772082546652	1.14891972008782	1507.01740144938	1888.57796780017	3413.0451319171	4756.72746839692	0.74929640656797	1.04428704026277	1810	1777.55091838739	3757.892340546	3492.24501328536	0.825003806925576	0.766683866802494
B01-0336	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	01/25/2023 07:00 AM	01/26/2023 07:00 AM	01/30/2023	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	14.4	1812	2340	98771.946048	127553.17536	1.97543892096	2.5510635072	2958.28587430119	1591.71345631712	146730.829065133	87402.7157926275	2.93461658130266	1.74805431585255	1605	2121.67945848159	84260.5011048	117698.682816547	1.685210022096	2.35397365633094
A04-0303	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	01/24/2023 08:00 AM	01/25/2023 08:00 AM	01/26/2023	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.748	2087	325	5909.31270116	920.233171	2.95465635058	0.4601165855	3062.76301385164	2967.23291028061	11757.3627788298	14526.6593144791	5.8786813894149	7.26332965723953	1325.8	1727.65412556413	4852.31266686	5893.14727717345	2.42615633343	2.94657363858672
D01-0202	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	12/18/2022 07:30 AM	12/19/2022 07:30 AM	12/28/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1.15	1329	1706	5785.4313735	7426.595879	0.340319492558824	0.436858581117647	31016.1226697445	43260.3874543229	137697.373074231	193298.196395534	8.09984547495474	11.3704821409138	1922.6	767.308336275508	8488.68350434	3425.79487340658	0.499334323784706	0.201517345494505
J01-0204	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	active	01/04/2023 07:30 AM	01/05/2023 07:30 AM	01/11/2023	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	700	Preston	0.15	NA	NA	0.369	2372	1667	3313.24823988	2328.49275543	4.73321177125714	3.32641822204286	1970.64772272706	1570.47380173028	2162.8677776993	2743.86409836289	3.08981111099899	3.91980585480414	1101.8	1599.82654965979	1144.60577793	2011.55598653659	1.63515111132857	2.87365140933798
A02-0902	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	01/07/2023 09:00 AM	01/09/2023 09:00 AM	01/09/2023	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	NA	NA	NA	2349.8947173357	2412	NA	NA	NA	NA	2554.20303856954	1345.7501732763	NA	NA	NA	NA	1376.2	1665.73020315926	NA	NA	NA	NA
R02-0190	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	01/11/2023 06:00 AM	01/12/2023 06:00 AM	01/18/2023	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	1.7251	2460.8758231625	2415	16070.0378557268	15770.459060265	1.22149877285853	1.19872750534091	7332.60648977011	7457.40502990441	58855.966208038	64934.5213976132	4.47369764427166	4.93573437196816	1853.4	1820.04154984786	13994.829220745	14008.2556818747	1.06376020224574	1.06478076025196
N02-0221	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	11/29/2022 07:00 AM	11/30/2022 07:00 AM	12/09/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	8.569	4025.33269487323	836	130570.434300169	27117.48105044	4.92755809118308	1.02337840782097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0359	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	02/15/2023 07:00 AM	02/16/2023 07:00 AM	02/22/2023	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	9.755	1360	1545	50220.277388	57051.71217975	1.00440554776	1.141034243595	4313.66579185278	8463.10159657247	176498.767647025	450129.064123992	3.5299753529405	9.00258128247985	1169	1253.70698841323	43675.887965304	61989.3954115957	0.87351775930608	1.23978790823191
A02-0835	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	12/05/2022 09:00 AM	12/07/2022 09:00 AM	12/07/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	NA	NA	NA	1728	602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D01-0248	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	02/27/2023 07:00 AM	02/28/2023 07:00 AM	03/01/2023	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	NA	NA	1	1292	2708	4890.74972	10250.89028	0.28769116	0.602993545882353	2032.70505953133	3209.00889896165	8183.85974044446	13422.3499867934	0.481403514143791	0.78954999922314	1528	1356.98368166908	5976.6324326	5082.02289109036	0.351566613682353	0.298942523005316
A01-0437	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/14/2022 12:00 AM	12/15/2022 12:00 AM	12/19/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	16.5	57434.3667179345	1359	3587308.33094265	84882.141135	74.2283630802568	1.75637603739033	77828.915297985	51010.8213426782	2970323.26697184	1963619.39218963	61.4617461300249	40.6310915450593	1585	1300.7179212053	61371.1867496	53772.4197711469	1.2698888170336	1.11265559864151
E01-0213	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	11/30/2022 12:00 PM	12/01/2022 12:00 PM	12/08/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	NA	NA	2.781	21457.7015116811	2328	225890.056302424	24507.38028888	6.27472378617846	0.68076056358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0148	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	12/14/2022 07:00 AM	12/15/2022 07:00 AM	12/21/2022	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	NA	NA	5.722	2074	4053.36204450576	44923.08062548	87796.2921550592	0.8984616125096	1.75592584310118	11754.902305901	23539.8933467491	290250.489884344	602550.065040981	5.80500979768687	12.0510013008196	2685.40723569244	2266.72725860947	61607.8780419697	49138.9564877608	1.23215756083939	0.982779129755217
Q01-0291	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	03/03/2023 08:00 AM	03/04/2023 08:00 AM	03/10/2023	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	NA	NA	0.732	2420	254	6705.6266904	703.81371048	1.4721463645225	0.154514535780461	939.6	1858.27596812602	2423.360429604	5087.15662898223	0.532022048211636	1.11682911722991	1170.6	1862.47437008783	2813.491597942	4569.32792019218	0.617671042358288	1.00314553681497
A02-0948	higher ed dorm	upstream	Sewer Network	Dormitory	105612	Seneca-01	active	01/11/2023 09:00 AM	01/12/2023 09:00 AM	01/17/2023	48-hr time-weighted composite	WVU Seneca Hall	26505	Captures Seneca Hall and associated dining	-79.95614	39.6392	474	Monongalia	-1	NA	NA	NA	6927.62120626867	6927.62120626867	NA	NA	NA	NA	2494.72424125373	4995.21960526868	NA	NA	NA	NA	2684.52424125373	4460.91750724254	NA	NA	NA	NA
L01-0297	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/22/2022 09:00 AM	12/23/2022 09:00 AM	12/28/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.396	503	1386	754.00824708	2077.64499096	1.33689405510638	3.68376771446809	984.6	571.404589716366	1246.995061774	888.517174338148	2.21098415208156	1.57538506088324	591.4	836.479371613842	809.434977382	1348.88620030943	1.43516839961348	2.39164219913019
O01-0292	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	03/06/2023 06:00 AM	03/07/2023 06:00 AM	03/08/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	2.27	1140	776	9795.883998	6668.0754232	1.6135536152199	1.098348776676	1996.05157721862	1116.48243996011	18282.2140137005	9807.16810729003	3.01140075995725	1.61541230559875	2009.46689557433	1305.18991882288	18603.6934099963	12653.9704823096	3.06435404546142	2.08433050276883
B01-0292	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	12/01/2022 07:00 AM	12/02/2022 07:00 AM	12/09/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	7.4	17206.9242037833	2781	482000.945831801	77901.466554	9.64001891663601	1.55802933108	37139.3155474216	61306.5780442798	1167239.91995871	2244238.89482178	23.3447983991742	44.8847778964355	1825.07038245499	1426.80357908437	57605.915190524	42901.9223898559	1.15211830381048	0.858038447797118
A02-1012	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	02/01/2023 09:00 AM	02/03/2023 09:00 AM	02/06/2023	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	NA	NA	NA	319	2464	NA	NA	NA	NA	11826.4951458931	45182.4308950359	NA	NA	NA	NA	1829.6	1222.94068379727	NA	NA	NA	NA
L01-0282	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/10/2022 09:00 AM	12/11/2022 09:00 AM	12/14/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.257	11224.8625606298	2555	10920.1116953078	2485.63269535	19.3619001689855	4.40715016906028	36236.2739816308	49372.1641246727	46193.325192361	67786.5701265681	81.9030588517039	120.188954125121	999.8	1730.49283356062	1128.757023342	1653.69173737651	2.00134223996809	2.93207754853991
A02-0957	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	01/16/2023 09:00 AM	01/18/2023 09:00 AM	01/18/2023	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	NA	NA	NA	2730	2502	NA	NA	NA	NA	1976.57894346714	1801.67046345475	NA	NA	NA	NA	2046.41542007327	2288.05001024274	NA	NA	NA	NA
N02-0225	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	12/06/2022 07:00 AM	12/07/2022 07:00 AM	12/09/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	NA	NA	10.85	10275.7659181952	182	422043.159648689	7475.049127	15.9273590327077	0.282098616008755	8429.1353188455	9112.98678731893	330630.148591634	372855.682852465	12.4775510827849	14.0710877369034	664	1309.92789224055	23661.85596964	42215.4658267979	0.892967619052004	1.5931566845346
H01-0423	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	12/03/2022 08:00 AM	12/04/2022 08:00 AM	12/09/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	NA	NA	1.9	13532.2921536863	2557	97328.0206788228	18390.657403	8.1106683899019	1.53255478358333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A02-0894	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	01/09/2023 09:00 AM	01/11/2023 09:00 AM	01/11/2023	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	NA	NA	NA	2473.37212320417	1878	NA	NA	NA	NA	4488.47716147452	8363.43917079273	NA	NA	NA	NA	2011.6	864.741120254685	NA	NA	NA	NA
A04-0236	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	12/20/2022 08:00 AM	12/21/2022 08:00 AM	12/28/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	NA	NA	0.563	1156	2404	2463.65081948	5123.37073532	1.23182540974	2.56168536766	37373.9948339701	60698.8990468027	105813.155865541	191855.142469784	52.9065779327708	95.9275712348922	1233.6	1991.27278214387	2942.605119304	4326.43955973046	1.471302559652	2.16321977986523
L01-0298	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	12/24/2022 09:00 AM	12/25/2022 09:00 AM	12/28/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	NA	NA	0.274	670	3	694.9255678	3.11160702	1.23213753156028	0.00551703372340426	1154	1596.46167950643	1265.230138826	1636.60484479841	2.24331584898227	2.90178163971349	814	1613.03188362904	985.58827465	1953.96078433017	1.74749694086879	3.46446947576271
B01-0288	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	11/28/2022 07:00 AM	11/29/2022 07:00 AM	12/14/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	NA	NA	5.11	63227.7066260577	2129	1223041.67192005	41182.1946179	24.4608334384011	0.823643892358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O01-0288	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	03/13/2023 06:00 AM	03/14/2023 06:00 AM	03/15/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	1.51	2877.40845233202	663	16447.1778016087	3789.6875133	2.70913816531192	0.624227888865096	2651.30505062193	342.2812244091	17389.8348487179	2232.25510394406	2.86441028639728	0.367691501226167	1296.4	1486.17325382758	8711.97726942	10272.0942210774	1.43501519838906	1.69199377714996
O01-0235	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	12/30/2022 07:30 AM	12/31/2022 07:30 AM	01/04/2023	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	NA	NA	1.17	2038	571	9026.1587286	2528.9188587	1.48676638586724	0.416557216059957	1403.6	1643.22460398741	6421.28940366	6843.28808779903	1.05769879816505	1.12720937041658	1299.20330024511	1866.58316972744	6305.7495951311	10506.2744548982	1.03866736865938	1.73056736203232
R02-0210	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	01/26/2023 06:00 AM	01/27/2023 06:00 AM	02/06/2023	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	NA	NA	4.807	1172	2572	21326.25799964	46801.31021764	1.62102903615385	3.55741184384615	2184.20141018629	1163.21942150095	33646.9101741056	27496.4874159605	2.55753345804998	2.09003400851023	1924.4	1171.00753846337	30047.4653856794	23289.9966951453	2.28393625613252	1.77029467126371
M04-0166	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	01/10/2023 12:00 PM	01/11/2023 12:00 PM	01/26/2023	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	NA	NA	0.105	1179	2418	468.61483095	961.0777449	0.768221034344262	1.57553728672131	1071.4	1423.70724100286	1074.746793462	1478.07427805396	1.76187998928197	2.4230725869737	1678.8	1669.03396214731	1610.045406972	2821.31931319933	2.6394186999541	4.62511362819562
A01-0438	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/16/2022 12:00 AM	12/17/2022 12:00 AM	12/19/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	NA	NA	10.1	66558.9972585439	24	2544726.24750589	917.583384	52.6553188111632	0.0189865788776693	67707.9773694276	31043.3834188208	2636594.59161	1492353.12269884	54.5562529301855	30.8796789169599	1040.2	1163.10665292096	41790.3207344	56351.8909149233	0.864722743221321	1.16602985670674
E02-0246	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	01/23/2023 08:00 AM	01/24/2023 08:00 AM	01/30/2023	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	NA	NA	0.129	258	1678	125.98601562	819.39741942	0.0526917673023839	0.342700719121706	1949.96612555087	4065.28014640924	1525.9317016158	3022.2218843526	0.638198118618068	1.26399911516211	2016.59031651914	1470.05392106621	1555.03353922272	1334.84424655939	0.65036952706931	0.558278647661809
