result_id	sample_id	assay_id	target	target_category	target_genetic_locus	responsible_lab_name	responsible_lab_abbrev	assay_target_copies_per_ul_reaction	assay_reaction_ul	extraction_output_ul	concentration_output_ml	assay_input_ul	extraction_input_ul	concentration_input_ml	target_copies_per_literww	target_result_validated
G01-0163.a1	G01-0163	G01-0163.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.521859645	20	75	0.475	5	400	10	267966.249853125	1
A02-0550.a1	A02-0550	A02-0550.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.186993644	20	75	0.475	5	400	10	6661.6485675	1
A01-0054.a3	A01-0054	A01-0054.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.36397624	20	50	0.425	5	400	10	71484.4951	1
M03-0090.a3	M03-0090	M03-0090.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B01-0045.a1	B01-0045	B01-0045.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.59540999	20	75	0.475	5	400	10	21211.48089375	1
M03-0061.a2	M03-0061	M03-0061.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.141207546	20	75	0.475	5	400	10	5030.51882625	1
A1043.a1	A1043	A1043.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
K01-0061.a1	K01-0061	K01-0061.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.447752833	20	75	0.475	5	400	10	15951.194675625	1
S01-0007.a3	S01-0007	S01-0007.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.063069694	20	75	0.475	5	400	10	2246.85784875	1
Q01-0018.a2	Q01-0018	Q01-0018.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.131839588	20	75	0.475	5	400	10	4696.7853225	1
A02-0343.a3	A02-0343	A02-0343.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.348197341	20	75	0.475	5	400	10	48029.530273125	1
E02-0063.a2	E02-0063	E02-0063.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.195297241	20	75	0.475	5	400	10	6957.464210625	1
L01-0035.a2	L01-0035	L01-0035.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	14.51227474	20	75	0.475	5	400	10	516999.7876125	1
G01-0171.a3	G01-0171	G01-0171.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.171168625	20	75	0.475	5	400	10	6097.882265625	1
A01-0187.a1	A01-0187	A01-0187.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.111409426	20	75	0.475	5	400	10	75218.96080125	1
H01-0232.a1	H01-0232	H01-0232.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.280502558	20	75	0.475	5	400	10	81242.90362875	1
A02-0432.a2	A02-0432	A02-0432.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.08263763	20	75	0.475	5	400	10	2943.96556875	1
K01-0073.a3	K01-0073	K01-0073.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0177.a1	A03-0177	A03-0177.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N03-0035.a3	N03-0035	N03-0035.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.636544466	20	75	0.475	5	400	10	22676.89660125	1
Q01-0041.a2	Q01-0041	Q01-0041.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.566557405	20	75	0.475	5	400	10	269558.607553125	1
A04-0023.a1	A04-0023	A04-0023.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.251850605	20	75	0.475	5	400	10	151472.177803125	1
M04-0028.a1	M04-0028	M04-0028.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0062.a1	C01-0062	C01-0062.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.929627895	20	75	0.475	5	400	10	211242.993759375	1
S01-0030.a1	S01-0030	S01-0030.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.38372764	20	75	0.475	5	400	10	13670.297175	1
G01-0031.a3	G01-0031	G01-0031.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.475	5	400	10	0	1
A03-0374.a1	A03-0374	A03-0374.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
L01-0175.a2	L01-0175	L01-0175.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.438414812	20	75	0.475	5	400	10	122493.5276775	1
M04-0049.a3	M04-0049	M04-0049.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
J01-0080.a2	J01-0080	J01-0080.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0168.a1	A01-0168	A01-0168.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.285189867	20	75	0.475	5	400	10	117034.889011875	1
A03-0037.a1	A03-0037	A03-0037.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.673891783	20	50	0.425	5	400	10	14320.20038875	1
P01-0056.a2	P01-0056	P01-0056.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.682704568	20	75	0.475	5	400	10	24321.350235	1
B01-0089.a1	B01-0089	B01-0089.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.714744807	20	75	0.475	5	400	10	61087.783749375	1
C01-0114.a1	C01-0114	C01-0114.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.5596776	20	75	0.475	5	400	10	233688.5145	1
A01-0294.a1	A01-0294	A01-0294.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.78414154	20	75	0.475	5	400	10	312935.0423625	1
A0219.a2	A0219	A0219.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3	5	200	100	0	1
A04-0022.a1	A04-0022	A04-0022.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.2670393	20	75	0.475	5	400	10	437013.2750625	1
C01-0063.a1	C01-0063	C01-0063.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.099933625	20	75	0.475	5	400	10	39185.135390625	1
A03-0144.a2	A03-0144	A03-0144.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.640627861	20	75	0.475	5	400	10	94072.367548125	1
E01-0078.a3	E01-0078	E01-0078.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N03-0059.a2	N03-0059	N03-0059.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.084977463	20	75	0.475	5	400	10	3027.322119375	1
O01-0071.a2	O01-0071	O01-0071.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.658065021	20	75	0.475	5	400	10	23443.566373125	1
S01-0027.a2	S01-0027	S01-0027.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.461371899	20	75	0.475	5	400	10	87686.373901875	1
H01-0045.a1	H01-0045	H01-0045.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.84885633	20	75	0.475	5	400	10	65865.50675625	1
C01-0071.a3	C01-0071	C01-0071.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0095.a3	G01-0095	G01-0095.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.086128376	20	75	0.475	5	400	10	3068.323395	1
A03-0020.a2	A03-0020	A03-0020.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
N03-0116.a1	N03-0116	N03-0116.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.40411678	20	75	0.475	5	400	10	14396.6602875	1
A0219.a3	A0219	A0219.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3	5	200	100	0	1
G01-0162.a1	G01-0162	G01-0162.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.944414377	20	75	0.475	5	400	10	140519.762180625	1
A02-0351.a1	A02-0351	A02-0351.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0481.a1	A02-0481	A02-0481.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N02-0056.a3	N02-0056	N02-0056.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.078870423	20	75	0.475	5	400	10	2809.758819375	1
H01-0089.a1	H01-0089	H01-0089.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.153656438	20	75	0.475	5	400	10	5474.01060375	1
E02-0114.a2	E02-0114	E02-0114.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.201548219	20	75	0.475	5	400	10	7180.155301875	1
A03-0347.a2	A03-0347	A03-0347.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
L01-0060.a3	L01-0060	L01-0060.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.147751421	20	75	0.475	5	400	10	5263.644373125	1
C01-0131.a3	C01-0131	C01-0131.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.745309234	20	75	0.475	5	400	10	26551.64146125	1
E02-0062.a2	E02-0062	E02-0062.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.193149	20	75	0.475	5	400	10	6880.933125	1
A02-0342.a3	A02-0342	A02-0342.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.227095962	20	75	0.475	5	400	10	8090.29364625	1
A03-0286.a1	A03-0286	A03-0286.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0233.a1	H01-0233	H01-0233.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.38769579	20	75	0.475	5	400	10	120686.66251875	1
D01-0065.a2	D01-0065	D01-0065.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.722262383	20	75	0.475	5	400	10	96980.597394375	1
A02-0161.a2	A02-0161	A02-0161.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.665490747	20	50	0.425	5	400	10	14141.67837375	1
N03-0091.a3	N03-0091	N03-0091.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.070763022	20	75	0.475	5	400	10	2520.93265875	1
R01-0010.a1	R01-0010	R01-0010.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.067731977	20	75	0.475	5	400	10	2412.951680625	1
A01-0005.a3	A01-0005	A01-0005.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.179734707	20	50	0.425	5	400	10	25069.36252375	1
K01-0072.a3	K01-0072	K01-0072.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0433.a2	A02-0433	A02-0433.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.072902903	20	75	0.475	5	400	10	2597.165919375	1
L01-0091.a2	L01-0091	L01-0091.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.15285787	20	75	0.475	5	400	10	5445.56161875	1
A02-0190.a3	A02-0190	A02-0190.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
N03-0060.a2	N03-0060	N03-0060.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0276.a1	A01-0276	A01-0276.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.25811386	20	75	0.475	5	400	10	258570.3062625	1
G01-0014.a1	G01-0014	G01-0014.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.87292254	20	75	0.475	5	400	10	66722.8654875	1
J01-0012.a3	J01-0012	J01-0012.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.074017458	20	75	0.475	5	400	10	2636.87194125	1
P01-0052.a1	P01-0052	P01-0052.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.236247065	20	75	0.475	5	400	10	186541.301690625	1
M03-0094.a3	M03-0094	M03-0094.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
N03-0113.a2	N03-0113	N03-0113.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.121996224	20	75	0.475	5	400	10	4346.11548	1
A01-0050.a3	A01-0050	A01-0050.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.993126571	20	50	0.425	5	400	10	21103.93963375	1
E01-0024.a1	E01-0024	E01-0024.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.346896887	20	75	0.475	5	400	10	83608.201599375	1
A1063.a1	A1063	A1063.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.085	20	50	0.95	5	400	10	4037.5	1
L01-0113.a3	L01-0113	L01-0113.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.726590216	20	75	0.475	5	400	10	25884.776445	1
Q01-0056.a3	Q01-0056	Q01-0056.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.061015513	20	75	0.475	5	400	10	2173.677650625	1
A03-0179.a2	A03-0179	A03-0179.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
D01-0034.a3	D01-0034	D01-0034.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.319801718	20	75	0.475	5	400	10	11392.93620375	1
P01-0041.a3	P01-0041	P01-0041.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0189.a2	A01-0189	A01-0189.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.309393972	20	75	0.475	5	400	10	11022.1602525	1
G01-0200.a1	G01-0200	G01-0200.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.182531355	20	75	0.475	5	400	10	255877.679521875	1
C01-0066.a2	C01-0066	C01-0066.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.198209644	20	75	0.475	5	400	10	42686.2185675	1
B01-0068.a2	B01-0068	B01-0068.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.098461784	20	50	0.425	5	400	10	2092.31291	1
A03-0004.a3	A03-0004	A03-0004.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.716158271	20	50	0.425	5	400	10	15218.36325875	1
O01-0066.a3	O01-0066	O01-0066.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0036.a3	A02-0036	A02-0036.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.407642365	20	50	0.425	5	400	10	178662.40025625	1
B01-0125.a1	B01-0125	B01-0125.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.524123729	20	75	0.475	5	400	10	18671.907845625	1
A02-0436.a1	A02-0436	A02-0436.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0145.a2	A01-0145	A01-0145.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.465052605	20	75	0.475	5	400	10	87817.499053125	1
M03-0015.a1	M03-0015	M03-0015.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.045245645	20	75	0.475	5	400	10	250986.876103125	1
P01-0018.a3	P01-0018	P01-0018.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.161593318	20	75	0.475	5	400	10	41381.76195375	1
A01-0273.a2	A01-0273	A01-0273.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	12.66567326	20	75	0.475	5	400	10	451214.6098875	1
K01-0015.a2	K01-0015	K01-0015.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.197692916	20	75	0.475	5	400	10	7042.8101325	1
J01-0058.a1	J01-0058	J01-0058.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.06317129	20	75	0.475	5	400	10	2250.47720625	1
H01-0236.a2	H01-0236	H01-0236.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.101594687	20	75	0.475	5	400	10	39244.310724375	1
A03-0283.a2	A03-0283	A03-0283.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R01-0031.a3	R01-0031	R01-0031.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.108057	20	75	0.475	5	400	10	3849.530625	1
A03-0370.a1	A03-0370	A03-0370.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.063943833	20	75	0.475	5	400	10	2277.999050625	1
J01-0084.a2	J01-0084	J01-0084.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.180685073	20	75	0.475	5	400	10	6436.905725625	1
B01-0188.a3	B01-0188	B01-0188.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.207374588	20	75	0.475	5	400	10	7387.7196975	1
B01-0087.a2	B01-0087	B01-0087.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	14.39150524	20	75	0.475	5	400	10	512697.374175	1
A03-0231.a1	A03-0231	A03-0231.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0186.a3	C01-0186	C01-0186.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0039.a2	A03-0039	A03-0039.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A03-0308.a2	A03-0308	A03-0308.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0069.a3	A01-0069	A01-0069.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
S01-0034.a1	S01-0034	S01-0034.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.160261154	20	75	0.475	5	400	10	41334.30361125	1
A02-0176.a3	A02-0176	A02-0176.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.388081998	20	50	0.425	5	400	10	8246.7424575	1
A04-0006.a3	A04-0006	A04-0006.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.551996708	20	75	0.475	5	400	10	19664.8827225	1
D01-0009.a2	D01-0009	D01-0009.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0290.a1	A01-0290	A01-0290.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
C01-0110.a1	C01-0110	C01-0110.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.90133381	20	75	0.475	5	400	10	210235.01698125	1
L01-0153.a2	L01-0153	L01-0153.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	10.50154591	20	75	0.475	5	400	10	374117.57304375	1
H01-0063.a1	H01-0063	H01-0063.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0139.a1	A02-0139	A02-0139.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A0028.a1	A0028	A0028.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.6	5	200	100	0	1
Q01-0016.a2	Q01-0016	Q01-0016.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.127399489	20	75	0.475	5	400	10	4538.606795625	1
J01-0052.a2	J01-0052	J01-0052.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.549225033	20	75	0.475	5	400	10	19566.141800625	1
B01-0195.a3	B01-0195	B01-0195.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0205.a2	A03-0205	A03-0205.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0010.a2	A01-0010	A01-0010.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.64324832	20	50	0.425	5	400	10	56169.0268	1
M03-0024.a1	M03-0024	M03-0024.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.2810601	20	75	0.475	5	400	10	45637.7660625	1
A0228.a1	A0228	A0228.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	5	5	200	100	0	1
E42.a1	E42	E42.a1	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.640561103820801	20	75	0.475	5	400	10	22819.989323616	1
H01-0071.a3	H01-0071	H01-0071.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.170317858	20	50	0.475	5	400	10	4045.0491275	1
C01-0045.a1	C01-0045	C01-0045.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.818595529	20	75	0.475	5	400	10	64787.465720625	1
K01-0024.a2	K01-0024	K01-0024.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.190589905	20	75	0.475	5	400	10	256164.765365625	1
A03-0302.a1	A03-0302	A03-0302.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0094.a3	E01-0094	E01-0094.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.460368037	20	75	0.475	5	400	10	16400.611318125	1
A02-0479.a3	A02-0479	A02-0479.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.893265009	20	75	0.475	5	400	10	31822.565945625	1
D01-0043.a2	D01-0043	D01-0043.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.424243212	20	75	0.475	5	400	10	86363.6644275	1
A04-0109.a1	A04-0109	A04-0109.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	24.13324547	20	75	0.475	5	400	10	859746.86986875	1
A02-0330.a2	A02-0330	A02-0330.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.140684068	20	75	0.475	5	400	10	5011.8699225	1
