result_id	sample_id	assay_id	target	target_category	target_genetic_locus	responsible_lab_name	responsible_lab_abbrev	assay_target_copies_per_ul_reaction	assay_reaction_ul	extraction_output_ul	concentration_output_ml	assay_input_ul	extraction_input_ul	concentration_input_ml	target_copies_per_literww	target_result_validated
N03-0118.a3	N03-0118	N03-0118.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.062051773	20	75	0.475	5	400	10	2210.594413125	1
N03-0017.a2	N03-0017	N03-0017.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A03-0094.a2	A03-0094	A03-0094.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.151636347	20	75	0.475	5	400	10	5402.044861875	1
M04-0006.a2	M04-0006	M04-0006.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	9.782894135	20	75	0.475	5	400	10	348515.603559375	1
A04-0047.a1	A04-0047	A04-0047.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.923585773	20	75	0.475	5	400	10	32902.743163125	1
L01-0141.a2	L01-0141	L01-0141.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.507841349	20	75	0.475	5	400	10	124966.848058125	1
R01-0054.a2	R01-0054	R01-0054.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0040.a3	A02-0040	A02-0040.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	22.66778946	20	50	0.425	5	400	10	481690.526025	1
N02-0058.a1	N02-0058	N02-0058.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.401978552	20	75	0.475	5	400	10	14320.485915	1
A1090.a1	A1090	A1090.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
A02-0379.a2.a2	A02-0379	A02-0379.a2.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0114.a3	H01-0114	H01-0114.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0136.a1	E01-0136	E01-0136.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.9179163	20	75	0.475	5	400	10	246450.7681875	1
A1037.a1	A1037	A1037.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3	5	200	100	0	1
N02-0084.a2	N02-0084	N02-0084.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.94237268	20	75	0.475	5	400	10	69197.026725	1
S01-0042.a2	S01-0042	S01-0042.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.251319945	20	75	0.475	5	400	10	8953.273040625	1
E02-0150.a1	E02-0150	E02-0150.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	16.3592701	20	75	0.475	5	400	10	582798.9973125	1
B01-0131.a1	B01-0131	B01-0131.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	4.869613648	20	75	0.475	5	400	10	173479.98621	1
H01-0062.a3	H01-0062	H01-0062.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0124.a3	A02-0124	A02-0124.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.413776696	20	50	0.425	5	400	10	8792.75479	1
D01-0099.a3	D01-0099	D01-0099.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.529941738	20	75	0.475	5	400	10	18879.17441625	1
G01-0189.a3	G01-0189	G01-0189.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.061199602	20	75	0.475	5	400	10	2180.23582125	1
A1013.a3	A1013	A1013.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
A04-0096.a2	A04-0096	A04-0096.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	82.8783264	20	75	0.475	5	400	10	2952540.378	1
A1053.a1	A1053	A1053.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.0915	20	50	0.95	5	400	10	4346.25	1
A01-0278.a3	A01-0278	A01-0278.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.465468109	20	75	0.475	5	400	10	16582.301383125	1
P01-0013.a2	P01-0013	P01-0013.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.980373264	20	75	0.475	5	400	10	70550.79753	1
A01-0153.a1	A01-0153	A01-0153.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.19726181	20	75	0.475	5	400	10	398902.45198125	1
G02-0006.a2	G02-0006	G02-0006.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.1056304	20	50	0.425	5	400	10	108494.646	1
G01-0064.a3	G01-0064	G01-0064.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.081747599	20	50	0.425	5	400	10	1737.13647875	1
L01-0086.a3	L01-0086	L01-0086.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0447.a3	A02-0447	A02-0447.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.030560494	20	75	0.475	5	400	10	36713.71759875	1
R01-0060.a3	R01-0060	R01-0060.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.119487159	20	75	0.475	5	400	10	4256.730039375	1
A03-0260.a1	A03-0260	A03-0260.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B01-0101.a1	B01-0101	B01-0101.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.164036617	20	75	0.475	5	400	10	5843.804480625	1
A03-0099.a3	A03-0099	A03-0099.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.462643981	20	75	0.475	5	400	10	16481.691823125	1
L01-0010.a1	L01-0010	L01-0010.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	138.7281647	20	75	0.475	5	400	10	4942190.8674375	1
A02-0320.a1	A02-0320	A02-0320.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.137822628	20	75	0.475	5	400	10	40534.9311225	1
N03-0086.a2	N03-0086	N03-0086.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.589830578	20	75	0.475	5	400	10	21012.71434125	1
M03-0009.a3	M03-0009	M03-0009.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E01-0106.a1	E01-0106	E01-0106.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.352264405	20	75	0.475	5	400	10	119424.419428125	1
M04-0036.a2	M04-0036	M04-0036.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
B3.a2	B3	B3.a2	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.78619015216827	20	75	0.475	5	400	10	63633.0241709946	1
N02-0045.a3	N02-0045	N02-0045.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0112.a3	G01-0112	G01-0112.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0096.a2	A02-0096	A02-0096.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.085521065	20	50	0.425	5	400	10	1817.32263125	1
A0102.a1	A0102	A0102.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	3.4	5	200	100	0	1
N02-0089.a3	N02-0089	N02-0089.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0207.a2	A01-0207	A01-0207.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.243483275	20	75	0.475	5	400	10	8674.091671875	1
E02-0058.a2	E02-0058	E02-0058.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
D01-0094.a2	D01-0094	D01-0094.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	8.36436939	20	75	0.475	5	400	10	297980.65951875	1
A02-0129.a2	A02-0129	A02-0129.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.175841957	20	50	0.425	5	400	10	3736.64158625	1
H01-0056.a1	H01-0056	H01-0056.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0184.a2	G01-0184	G01-0184.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	7.43651104	20	75	0.475	5	400	10	264925.7058	1
S01-0015.a2	S01-0015	S01-0015.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	10.97163296	20	75	0.475	5	400	10	390864.4242	1
L01-0166.a2	L01-0166	L01-0166.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.342142105	20	75	0.475	5	400	10	83438.812490625	1
A03-0259.a1	A03-0259	A03-0259.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.07707233	20	75	0.475	5	400	10	2745.70175625	1
G01-0158.a1	G01-0158	G01-0158.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.099150524	20	75	0.475	5	400	10	3532.2374175	1
M03-0034.a2	M03-0034	M03-0034.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R02-0002.a1	R02-0002	R02-0002.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	5.358711245	20	75	0.475	5	400	10	190904.088103125	1
O01-0013.a2	O01-0013	O01-0013.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.092109658	20	75	0.475	5	400	10	3281.40656625	1
E02-0084.a1	E02-0084	E02-0084.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.402244807	20	75	0.475	5	400	10	121204.971249375	1
C01-0013.a3	C01-0013	C01-0013.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.310106278	20	50	0.425	5	400	10	27839.7584075	1
C01-0202.a3	C01-0202	C01-0202.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.102856316	20	75	0.475	5	400	10	3664.2562575	1
K01-0034.a1	K01-0034	K01-0034.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.499539852	20	75	0.475	5	400	10	89046.1072275	1
H01-0119.a2	H01-0119	H01-0119.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.231809258	20	75	0.475	5	400	10	8258.20481625	1
A04-0040.a3	A04-0040	A04-0040.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.193244174	20	75	0.475	5	400	10	6884.32369875	1
G01-0175.a2	G01-0175	G01-0175.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.270515204	20	75	0.475	5	400	10	9637.1041425	1
A02-0130.a2	A02-0130	A02-0130.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
A04-0038.a1	A04-0038	A04-0038.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.173450947	20	75	0.475	5	400	10	77429.189986875	1
N02-0105.a2	N02-0105	N02-0105.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.874428511	20	75	0.475	5	400	10	31151.515704375	1
L01-0031.a3	L01-0031	L01-0031.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.088247426	20	75	0.475	5	400	10	3143.81455125	1
M04-0033.a1	M04-0033	M04-0033.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0493.a3	A02-0493	A02-0493.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.08221031	20	75	0.475	5	400	10	2928.74229375	1
C01-0160.a3	C01-0160	C01-0160.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.161303967	20	75	0.475	5	400	10	5746.453824375	1
B01-0052.a2	B01-0052	B01-0052.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.1	20	50	0.425	5	400	10	2125	1
A0223.a1	A0223	A0223.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4	5	200	100	0	1
A02-0253.a3	A02-0253	A02-0253.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.379428149	20	75	0.475	5	400	10	49142.127808125	1
N03-0031.a2	N03-0031	N03-0031.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.270380497	20	75	0.475	5	400	10	9632.305205625	1
F01-0011.a1	F01-0011	F01-0011.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.845618725	20	50	0.425	5	400	10	81719.39790625	1
E01-0103.a2	E01-0103	E01-0103.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.078000784	20	75	0.475	5	400	10	74028.77793	1
A01-0211.a2	A01-0211	A01-0211.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.094832659	20	75	0.475	5	400	10	39003.413476875	1
A0023.a1	A0023	A0023.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	60	4.4	5	200	100	0	1
E02-0075.a1	E02-0075	E02-0075.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.984288335	20	75	0.475	5	400	10	35065.271934375	1
E01-0097.a3	E01-0097	E01-0097.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.146976143	20	75	0.475	5	400	10	5236.025094375	1
N03-0083.a1	N03-0083	N03-0083.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.125610784	20	75	0.475	5	400	10	4474.88418	1
D01-0072.a1	D01-0072	D01-0072.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.332985401	20	75	0.475	5	400	10	47487.604910625	1
H01-0270.a3	H01-0270	H01-0270.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.306956083	20	75	0.475	5	400	10	10935.310456875	1
G02-0003.a1	G02-0003	G02-0003.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.425	5	400	10	0	1
P01-0068.a1	P01-0068	P01-0068.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.256535232	20	75	0.475	5	400	10	9139.06764	1
A01-0156.a2	A01-0156	A01-0156.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	13.71822739	20	75	0.475	5	400	10	488711.85076875	1
M03-0027.a1	M03-0027	M03-0027.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.16777961	20	75	0.475	5	400	10	5977.14860625	1
M03-0065.a3	M03-0065	M03-0065.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0408.a3	A02-0408	A02-0408.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
O01-0016.a1	O01-0016	O01-0016.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.23907955	20	75	0.475	5	400	10	8517.20896875	1
A02-0008.a1	A02-0008	A02-0008.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.310111642	20	50	0.425	5	400	10	6589.8723925	1
A02-0339.a1	A02-0339	A02-0339.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.653972745	20	75	0.475	5	400	10	58922.779040625	1
L01-0171.a3	L01-0171	L01-0171.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A02-0070.a2	A02-0070	A02-0070.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.248164788	20	50	0.425	5	400	10	5273.501745	1
G01-0035.a2	G01-0035	G01-0035.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.519847751	20	75	0.475	5	400	10	54144.576129375	1
A04-0100.a2	A04-0100	A04-0100.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	15.85841275	20	75	0.475	5	400	10	564955.95421875	1
C01-0080.a2	C01-0080	C01-0080.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.481141269	20	75	0.475	5	400	10	17140.657708125	1
E01-0122.a3	E01-0122	E01-0122.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	1.024911762	20	75	0.475	5	400	10	36512.48152125	1
A1071.a2	A1071	A1071.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.0815	20	50	0.95	5	400	10	3871.25	1
O01-0080.a3	O01-0080	O01-0080.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E42.a3	E42	E42.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
E02-0135.a1	E02-0135	E02-0135.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.334215105	20	75	0.475	5	400	10	11906.413115625	1
Q01-0045.a3	Q01-0045	Q01-0045.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
H01-0053.a2	H01-0053	H01-0053.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.296526939	20	75	0.475	5	400	10	10563.772201875	1
L01-0163.a1	L01-0163	L01-0163.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.50481701	20	75	0.475	5	400	10	231734.10598125	1
A1086.a3	A1086	A1086.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
C01-0159.a3	C01-0159	C01-0159.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.701184392	20	75	0.475	5	400	10	24979.693965	1
P01-0087.a1	P01-0087	P01-0087.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.076939821	20	75	0.475	5	400	10	109615.981123125	1
A02-0093.a1	A02-0093	A02-0093.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.367661238	20	50	0.425	5	400	10	71562.8013075	1
J01-0062.a1	J01-0062	J01-0062.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.514554024	20	75	0.475	5	400	10	18330.987105	1
A03-0102.a1	A03-0102	A03-0102.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A01-0248.a2	A01-0248	A01-0248.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
R02-0006.a2	R02-0006	R02-0006.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.025907515	20	75	0.475	5	400	10	214672.955221875	1
A02-0218.a1	A02-0218	A02-0218.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.988049567	20	75	0.475	5	400	10	35199.265824375	1
C01-0075.a2	C01-0075	C01-0075.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.352817684	20	75	0.475	5	400	10	12569.1299925	1
A03-0264.a1	A03-0264	A03-0264.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.100651979	20	75	0.475	5	400	10	3585.726751875	1
A03-0198.a1	A03-0198	A03-0198.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.165490299	20	75	0.475	5	400	10	5895.591901875	1
H01-0249.a3	H01-0249	H01-0249.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.193059191	20	75	0.475	5	400	10	6877.733679375	1
G01-0060.a3	G01-0060	G01-0060.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.082066938	20	50	0.425	5	400	10	1743.9224325	1
N02-0125.a3	N02-0125	N02-0125.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.060656887	20	75	0.475	5	400	10	2160.901599375	1
L01-0014.a1	L01-0014	L01-0014.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	71.80875395	20	75	0.475	5	400	10	2558186.85946875	1
A02-0324.a1	A02-0324	A02-0324.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.154927969	20	75	0.475	5	400	10	76769.308895625	1
E01-0123.a3	E01-0123	E01-0123.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.076046057	20	75	0.475	5	400	10	2709.140780625	1
J01-0071.a3	J01-0071	J01-0071.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
G01-0091.a2	G01-0091	G01-0091.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	11.44637394	20	75	0.475	5	400	10	407777.0716125	1
A1071.a3	A1071	A1071.a3	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	50	0.95	5	400	10	0	1
A02-0085.a2	A02-0085	A02-0085.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.243449688	20	50	0.425	5	400	10	5173.30587	1
H01-0228.a1	H01-0228	H01-0228.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.84452772	20	75	0.475	5	400	10	243836.300025	1
L01-0162.a1	L01-0162	L01-0162.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	2.410213232	20	75	0.475	5	400	10	85863.84639	1
H01-0052.a2	H01-0052	H01-0052.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
A1086.a2	A1086	A1086.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.098	20	50	0.95	5	400	10	4655	1
A02-0092.a1	A02-0092	A02-0092.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	6.89690447	20	50	0.425	5	400	10	146559.2199875	1
K01-0007.a3	K01-0007	K01-0007.a3	Human	Internal Control	RNase P	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
K01-0108.a2	K01-0108	K01-0108.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	3.534902811	20	75	0.475	5	400	10	125930.912641875	1
A02-0428.a2	A02-0428	A02-0428.a2	SARS-CoV-2	Pathogen	N2	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0	20	75	0.475	5	400	10	0	1
J01-0063.a1	J01-0063	J01-0063.a1	SARS-CoV-2	Pathogen	N1	WVU Zoonotic Pathogen Testing Laboratory	ZooWVU	0.484343588	20	75	0.475	5	400	10	17254.7403225	1
