concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
K01-0026.c1	K01-0026	CP74	C03	
K01-0027.c1	K01-0027	CP74	C04	
K01-0028.c1	K01-0028	CP74	C05	
K01-0029.c1	K01-0029	CP74	C06	
L01-0007.c1	L01-0007	CP74	D01	
L01-0008.c1	L01-0008	CP74	D02	
L01-0009.c1	L01-0009	CP74	D03	
L01-0010.c1	L01-0010	CP74	D04	
L01-0006.c1	L01-0006	CP74	D05	
L01-0005.c1	L01-0005	CP74	D06	
D01-0047.c1	D01-0047	CP76	A01	
D01-0021.c1	D01-0021	CP76	A02	
H01-0118.c1	H01-0118	CP76	A03	
H01-0119.c1	H01-0119	CP76	A04	
H01-0120.c1	H01-0120	CP76	A05	
H01-0125.c1	H01-0125	CP76	A06	
H01-0124.c1	H01-0124	CP76	B01	
H01-0123.c1	H01-0123	CP76	B02	
H01-0122.c1	H01-0122	CP76	B03	
E02-0081.c1	E02-0081	CP76	B04	
E02-0082.c1	E02-0082	CP76	B05	
E02-0083.c1	E02-0083	CP76	B06	
E02-0084.c1	E02-0084	CP76	C01	
E02-0085.c1	E02-0085	CP76	C02	
A02-0342.c1	A02-0342	CP76	C03	
A01-0172.c1	A01-0172	CP76	C04	
A01-0174.c1	A01-0174	CP76	C05	
A01-0173.c1	A01-0173	CP76	C06	
A02-0349.c1	A02-0349	CP76	D01	
A02-0346.c1	A02-0346	CP76	D02	
A02-0347.c1	A02-0347	CP76	D03	
A02-0348.c1	A02-0348	CP76	D04	
A02-0345.c1	A02-0345	CP76	D05	
B01-0085.c1	B01-0085	CP76	D06	
A02-0323.c1	A02-0323	CP77	A01	
L01-0013.c1	L01-0013	CP77	A02	
G01-0098.c1	G01-0098	CP77	A03	
G01-0093.c1	G01-0093	CP77	A04	
G01-0083.c1	G01-0083	CP77	A05	
G01-0088.c1	G01-0088	CP77	A06	
G01-0099.c1	G01-0099	CP77	B01	
E01-0060.c1	E01-0060	CP77	B02	
E01-0058.c1	E01-0058	CP77	B03	
E01-0059.c1	E01-0059	CP77	B04	
E01-0057.c1	E01-0057	CP77	B05	
P01-0013.c1	P01-0013	CP77	B06	
P01-0016.c1	P01-0016	CP77	C01	
P01-0010.c1	P01-0010	CP77	C02	
P01-0017.c1	P01-0017	CP77	C03	
P01-0014.c1	P01-0014	CP77	C04	
P01-0018.c1	P01-0018	CP77	C05	
A02-0343.c1	A02-0343	CP77	C06	
A02-0335.c1	A02-0335	CP77	D01	
A02-0344.c1	A02-0344	CP77	D02	
A04-0011.c1	A04-0011	CP77	D03	
A04-0012.c1	A04-0012	CP77	D04	
A04-0013.c1	A04-0013	CP77	D05	
A02-0341.c1	A02-0341	CP77	D06	
B01-0080.c1	B01-0080	CP78	A01	
B01-0090.c1	B01-0090	CP78	A02	
N02-0029.c1	N02-0029	CP78	A03	
N02-0039.c1	N02-0039	CP78	A04	
N02-0045.c1	N02-0045	CP78	A05	
N02-0049.c1	N02-0049	CP78	A06	
N02-0050.c1	N02-0050	CP78	B01	
B01-0095.c1	B01-0095	CP78	B02	
B01-0100.c1	B01-0100	CP78	B03	
A01-0177.c1	A01-0177	CP78	B04	
C01-0076.c1	C01-0076	CP78	B05	
C01-0077.c1	C01-0077	CP78	B06	
C01-0123.c1	C01-0123	CP78	C01	
C01-0124.c1	C01-0124	CP78	C02	
C01-0125.c1	C01-0125	CP78	C03	
A04-0014.c1	A04-0014	CP78	C04	
A04-0015.c1	A04-0015	CP78	C05	
A01-0175.c1	A01-0175	CP78	C06	
A01-0176.c1	A01-0176	CP78	D01	
A03-0234.c1	A03-0234	CP78	D02	
A03-0236.c1	A03-0236	CP78	D03	
A03-0170.c1	A03-0170	CP78	D04	
A03-0123.c1	A03-0123	CP78	D05	
A03-0199.c1	A03-0199	CP78	D06	
M03-0004.c1	M03-0004	CP79	A01	
M03-0005.c1	M03-0005	CP79	A02	
M03-0010.c1	M03-0010	CP79	A03	
O01-0026.c1	O01-0026	CP79	A04	
O01-0036.c1	O01-0036	CP79	A05	
O01-0046.c1	O01-0046	CP79	A06	
L01-0031.c1	L01-0031	CP79	B01	
K01-0032.c1	K01-0032	CP79	B02	
K01-0033.c1	K01-0033	CP79	B03	
K01-0034.c1	K01-0034	CP79	B04	
K01-0035.c1	K01-0035	CP79	B05	
L01-0001.c1	L01-0001	CP79	B06	
L01-0002.c1	L01-0002	CP79	C01	
L01-0003.c1	L01-0003	CP79	C02	
L01-0004.c1	L01-0004	CP79	C03	
L01-0026.c1	L01-0026	CP79	C04	
L01-0046.c1	L01-0046	CP79	C05	
D01-0015.c1	D01-0015	CP79	C06	
D01-0019.c1	D01-0019	CP79	D01	
A02-0350.c1	A02-0350	CP79	D02	
A02-0351.c1	A02-0351	CP79	D03	
A02-0311.c1	A02-0311	CP79	D04	
A02-0353.c1	A02-0353	CP79	D05	
A02-0352.c1	A02-0352	CP79	D06	
P01-0004.c1	P01-0004	CP80	A01	
P01-0008.c1	P01-0008	CP80	A02	
P01-0009.c1	P01-0009	CP80	A03	
P01-0012.c1	P01-0012	CP80	A04	
G01-0085.c1	G01-0085	CP80	A05	
G01-0089.c1	G01-0089	CP80	A06	
G01-0090.c1	G01-0090	CP80	B01	
G01-0094.c1	G01-0094	CP80	B02	
G01-0095.c1	G01-0095	CP80	B03	
G02-0095.c1	G02-0095	CP80	B03	
N03-0030.c1	N03-0030	CP80	B04	
N03-0040.c1	N03-0040	CP80	B05	
N03-0045.c1	N03-0045	CP80	B06	
N03-0049.c1	N03-0049	CP80	C01	
N03-0050.c1	N03-0050	CP80	C02	
E01-0061.c1	E01-0061	CP80	C03	
E01-0062.c1	E01-0062	CP80	C04	
E01-0063.c1	E01-0063	CP80	C05	
E01-0064.c1	E01-0064	CP80	C06	
A02-0356.c1	A02-0356	CP80	D01	
A02-0355.c1	A02-0355	CP80	D02	
A01-0179.c1	A01-0179	CP80	D03	
A01-0180.c1	A01-0180	CP80	D04	
A01-0178.c1	A01-0178	CP80	D05	
A04-0016.c1	A04-0016	CP80	D06	
A04-0017.c1	A04-0017	CP81	A01	
A04-0018.c1	A04-0018	CP81	A02	
A02-0137.c1	A02-0137	CP81	A03	
A02-0358.c1	A02-0358	CP81	A04	
A02-0359.c1	A02-0359	CP81	B01	
A03-0174.c1	A03-0174	CP81	B02	
A03-0184.c1	A03-0184	CP81	B03	
A03-0179.c1	A03-0179	CP81	B04	
A03-0242.c1	A03-0242	CP81	C01	
A03-0178.c1	A03-0178	CP81	C02	
A03-0238.c1	A03-0238	CP81	C03	
E02-0076.c1	E02-0076	CP82	A01	
E02-0077.c1	E02-0077	CP82	A02	
E02-0078.c1	E02-0078	CP82	A03	
E02-0079.c1	E02-0079	CP82	A04	
E02-0080.c1	E02-0080	CP82	A05	
B01-0084.c1	B01-0084	CP82	A06	
B01-0094.c1	B01-0094	CP82	B01	
B01-0099.c1	B01-0099	CP82	B02	
D01-0009.c1	D01-0009	CP82	B03	
D01-0010.c1	D01-0010	CP82	B04	
H01-0121.c1	H01-0121	CP82	B05	
H01-0126.c1	H01-0126	CP82	B06	
H01-0127.c1	H01-0127	CP82	C01	
H01-0128.c1	H01-0128	CP82	C02	
H01-0129.c1	H01-0129	CP82	C03	
H01-0130.c1	H01-0130	CP82	C04	
H01-0132.c1	H01-0132	CP82	C05	
O01-0031.c1	O01-0031	CP82	C06	
O01-0041.c1	O01-0041	CP82	D01	
O01-0047.c1	O01-0047	CP82	D02	
A03-0246.c1	A03-0246	CP82	D03	
A03-0186.c1	A03-0186	CP82	D04	
A03-0240.c1	A03-0240	CP82	D05	
A02-0360.c1	A02-0360	CP82	D06	
C01-0078.c1	C01-0078	CP83	A01	
C01-0079.c1	C01-0079	CP83	A02	
C01-0080.c1	C01-0080	CP83	A03	
C01-0081.c1	C01-0081	CP83	A04	
C01-0082.c1	C01-0082	CP83	A05	
N02-0038.c1	N02-0038	CP83	A06	
N02-0043.c1	N02-0043	CP83	B01	
N02-0048.c1	N02-0048	CP83	B02	
N02-0044.c1	N02-0044	CP83	B03	
N02-0037.c1	N02-0037	CP83	B04	
A04-0019.c1	A04-0019	CP83	B05	
A04-0020.c1	A04-0020	CP83	B06	
A01-0181.c1	A01-0181	CP83	C01	
A01-0185.c1	A01-0185	CP83	C02	
A02-0363.c1	A02-0363	CP83	C03	
A02-0361.c1	A02-0361	CP83	C04	
A02-0362.c1	A02-0362	CP83	C05	
A02-0354.c1	A02-0354	CP83	C06	
M04-0003.c1	M04-0003	CP83	D01	
M04-0004.c1	M04-0004	CP83	D02	
M04-0010.c1	M04-0010	CP83	D03	
M04-0015.c1	M04-0015	CP83	D04	
A02-0365.c1	A02-0365	CP83	D05	
A03-0124.c1	A03-0124	CP83	D06	
B01-0079.c1	B01-0079	CP84	A01	
B01-0083.c1	B01-0083	CP84	A02	
B01-0089.c1	B01-0089	CP84	A03	
K01-0009.c1	K01-0009	CP84	A04	
K01-0031.c1	K01-0031	CP84	A05	
K01-0039.c1	K01-0039	CP84	A06	
K01-0038.c1	K01-0038	CP84	B01	
D01-0003.c1	D01-0003	CP84	B02	
D01-0041.c1	D01-0041	CP84	B03	
M03-0002.c1	M03-0002	CP84	B04	
M03-0008.c1	M03-0008	CP84	B05	
M03-0009.c1	M03-0009	CP84	B06	
M03-0015.c1	M03-0015	CP84	C01	
M03-0003.c1	M03-0003	CP84	C02	
L01-0027.c1	L01-0027	CP84	C03	
L01-0029.c1	L01-0029	CP84	C04	
L01-0030.c1	L01-0030	CP84	C05	
L01-0032.c1	L01-0032	CP84	C06	
L01-0033.c1	L01-0033	CP84	D01	
L01-0035.c1	L01-0035	CP84	D02	
L01-0036.c1	L01-0036	CP84	D03	
A02-0364.c1	A02-0364	CP84	D04	
A02-0367.c1	A02-0367	CP84	D05	
A02-0340.c1	A02-0340	CP84	D06	
A02-0371.c1	A02-0371	CP85	A01	
A02-0368.c1	A02-0368	CP85	A02	
A02-0366.c1	A02-0366	CP85	A03	
A02-0369.c1	A02-0369	CP85	A04	
A02-0370.c1	A02-0370	CP85	B01	
A03-0188.c1	A03-0188	CP85	B02	
A03-0099.c1	A03-0099	CP85	B03	
A03-0244.c1	A03-0244	CP85	B04	
A03-0091.c1	A03-0091	CP85	C01	
G01-0100.c1	G01-0100	CP85	C02	
G01-0084.c1	G01-0084	CP85	C03	
G01-0146.c1	G01-0146	CP85	C04	
G01-0147.c1	G01-0147	CP85	D01	
G01-0141.c1	G01-0141	CP85	D02	
E01-0065.c1	E01-0065	CP85	D03	
E01-0066.c1	E01-0066	CP85	D04	
E01-0067.c1	E01-0067	CP85	D05	
E01-0068.c1	E01-0068	CP85	D06	
A04-0021.c1	A04-0021	CP86	A01	
A04-0022.c1	A04-0022	CP86	A02	
A04-0023.c1	A04-0023	CP86	A03	
A01-0182.c1	A01-0182	CP86	A04	
A01-0183.c1	A01-0183	CP86	A05	
A01-0184.c1	A01-0184	CP86	A06	
H01-0131.c1	H01-0131	CP86	B01	
H01-0133.c1	H01-0133	CP86	B02	
H01-0134.c1	H01-0134	CP86	B03	
H01-0135.c1	H01-0135	CP86	B04	
H01-0136.c1	H01-0136	CP86	B05	
H01-0137.c1	H01-0137	CP86	B06	
H01-0138.c1	H01-0138	CP86	C01	
B01-0088.c1	B01-0088	CP86	C02	
B01-0093.c1	B01-0093	CP86	C03	
B01-0098.c1	B01-0098	CP86	C04	
O01-0027.c1	O01-0027	CP86	C05	
O01-0037.c1	O01-0037	CP86	C06	
O01-0042.c1	O01-0042	CP86	D01	
E02-0071.c1	E02-0071	CP86	D02	
E02-0072.c1	E02-0072	CP86	D03	
E02-0073.c1	E02-0073	CP86	D04	
A04-0024.c1	A04-0024	CP87	A01	
A04-0025.c1	A04-0025	CP87	A02	
K01-0014.c1	K01-0014	CP87	A03	
D01-0071.c1	D01-0071	CP87	A04	
D01-0056.c1	D01-0056	CP87	A05	
A01-0186.c1	A01-0186	CP87	A06	
A01-0187.c1	A01-0187	CP87	B01	
A01-0188.c1	A01-0188	CP87	B02	
B01-0122.c1	B01-0122	CP87	B03	
B01-0123.c1	B01-0123	CP87	B04	
N02-0046.c1	N02-0046	CP87	B05	
N02-0041.c1	N02-0041	CP87	B06	
N02-0036.c1	N02-0036	CP87	C01	
N02-0047.c1	N02-0047	CP87	C02	
N02-0042.c1	N02-0042	CP87	C03	
C01-0087.c1	C01-0087	CP87	C04	
C01-0086.c1	C01-0086	CP87	C05	
C01-0084.c1	C01-0084	CP87	C06	
C01-0085.c1	C01-0085	CP87	D01	
C01-0083.c1	C01-0083	CP87	D02	
O01-0048.c1	O01-0048	CP87	D03	
O01-0032.c1	O01-0032	CP87	D04	
O01-0049.c1	O01-0049	CP87	D05	
O01-0028.c1	O01-0028	CP87	D06	
L01-0028.c1	L01-0028	CP88	A01	
L01-0034.c1	L01-0034	CP88	A02	
L01-0039.c1	L01-0039	CP88	A03	
L01-0040.c1	L01-0040	CP88	A04	
L01-0043.c1	L01-0043	CP88	A05	
L01-0044.c1	L01-0044	CP88	A06	
L01-0045.c1	L01-0045	CP88	B01	
P01-0001.c1	P01-0001	CP88	B02	
P01-0002.c1	P01-0002	CP88	B03	
P01-0003.c1	P01-0003	CP88	B04	
P01-0006.c1	P01-0006	CP88	B05	
P01-0007.c1	P01-0007	CP88	B06	
P01-0011.c1	P01-0011	CP88	C01	
M03-0014.c1	M03-0014	CP88	C02	
M03-0013.c1	M03-0013	CP88	C03	
M03-0019.c1	M03-0019	CP88	C04	
M03-0020.c1	M03-0020	CP88	C05	
M03-0025.c1	M03-0025	CP88	C06	
M04-0002.c1	M04-0002	CP88	D01	
M04-0009.c1	M04-0009	CP88	D02	
M04-0020.c1	M04-0020	CP88	D03	
M04-0014.c1	M04-0014	CP88	D04	
K01-0037.c1	K01-0037	CP88	D05	
K01-0036.c1	K01-0036	CP88	D06	
K01-0044.c1	K01-0044	CP89	A01	
D01-0064.c1	D01-0064	CP89	A02	
D01-0059.c1	D01-0059	CP89	A03	
A02-0375.c1	A02-0375	CP89	A04	
A02-0373.c1	A02-0373	CP89	A05	
A02-0376.c1	A02-0376	CP89	A06	
A03-0194.c1	A03-0194	CP89	B03	
A03-0196.c1	A03-0196	CP89	B04	
A03-0100.c1	A03-0100	CP89	B05	
A03-0254.c1	A03-0254	CP89	B06	
G01-0148.c1	G01-0148	CP89	C01	
G01-0150.c1	G01-0150	CP89	C02	
G01-0149.c1	G01-0149	CP89	C03	
G01-0136.c1	G01-0136	CP89	C04	
E01-0069.c1	E01-0069	CP89	C05	
E01-0070.c1	E01-0070	CP89	C06	
E01-0072.c1	E01-0072	CP89	D01	
E01-0071.c1	E01-0071	CP89	D02	
A01-0191.c1	A01-0191	CP89	D03	
A02-0374.c1	A02-0374	CP89	D04	
A04-0027.c1	A04-0027	CP89	D05	
E02-0074.c1	E02-0074	CP90	A01	
E02-0075.c1	E02-0075	CP90	A02	
E02-0070.c1	E02-0070	CP90	A03	
E02-0068.c1	E02-0068	CP90	A04	
E02-0069.c1	E02-0069	CP90	A05	
B01-0124.c1	B01-0124	CP90	A06	
B01-0120.c1	B01-0120	CP90	B01	
B01-0121.c1	B01-0121	CP90	B02	
H01-0145.c1	H01-0145	CP90	B03	
H01-0142.c1	H01-0142	CP90	B04	
H01-0143.c1	H01-0143	CP90	B05	
H01-0140.c1	H01-0140	CP90	B06	
H01-0141.c1	H01-0141	CP90	C01	
H01-0139.c1	H01-0139	CP90	C02	
H01-0144.c1	H01-0144	CP90	C03	
D01-0054.c1	D01-0054	CP90	C04	
D01-0051.c1	D01-0051	CP90	C05	
A01-0189.c1	A01-0189	CP90	C06	
A02-0378.c1	A02-0378	CP90	D01	
A02-0379.c1	A02-0379	CP90	D02	
A02-0377.c1	A02-0377	CP90	D03	
A01-0190.c1	A01-0190	CP90	D04	
A02-0382.c1	A02-0382	CP91	A01	
A02-0383.c1	A02-0383	CP91	A02	
A02-0380.c1	A02-0380	CP91	A03	
A02-0381.c1	A02-0381	CP91	A04	
A02-0384.c1	A02-0384	CP91	A05	
A03-0125.c1	A03-0125	CP91	A06	
A03-0258.c1	A03-0258	CP91	B01	
A03-0190.c1	A03-0190	CP91	B02	
A03-0262.c1	A03-0262	CP91	B03	
A03-0227.c1	A03-0227	CP91	B04	
A03-0225.c1	A03-0225	CP91	B05	
A04-0028.c1	A04-0028	CP91	B06	
A04-0029.c1	A04-0029	CP91	C01	
A01-0192.c1	A01-0192	CP91	C02	
A01-0193.c1	A01-0193	CP91	C03	
A01-0194.c1	A01-0194	CP91	C04	
N02-0021.c1	N02-0021	CP91	C05	
N02-0022.c1	N02-0022	CP91	C06	
N02-0016.c1	N02-0016	CP91	D01	
N02-0011.c1	N02-0011	CP91	D02	
N02-0001.c1	N02-0001	CP91	D03	
C01-0088.c1	C01-0088	CP91	D04	
C01-0089.c1	C01-0089	CP91	D05	
C01-0090.c1	C01-0090	CP91	D06	
C01-0091.c1	C01-0091	CP92	A01	
C01-0092.c1	C01-0092	CP92	A02	
P01-0026.c1	P01-0026	CP92	A03	
P01-0031.c1	P01-0031	CP92	A04	
P01-0027.c1	P01-0027	CP92	A05	
P01-0041.c1	P01-0041	CP92	A06	
P01-0029.c1	P01-0029	CP92	B01	
B01-0046.c1	B01-0046	CP92	B02	
B01-0125.c1	B01-0125	CP92	B03	
A02-0387.c1	A02-0387	CP92	B04	
A02-0386.c1	A02-0386	CP92	B05	
A02-0389.c1	A02-0389	CP92	B06	
M03-0023.c1	M03-0023	CP92	C01	
K01-0041.c1	K01-0041	CP92	C02	
K01-0049.c1	K01-0049	CP92	C03	
K01-0043.c1	K01-0043	CP92	C04	
K01-0042.c1	K01-0042	CP92	C05	
D01-0058.c1	D01-0058	CP92	C06	
M03-0018.c1	M03-0018	CP92	D01	
M03-0007.c1	M03-0007	CP92	D02	
M03-0024.c1	M03-0024	CP92	D03	
M03-0001.c1	M03-0001	CP92	D04	
M04-0013.c1	M04-0013	CP92	D05	
M04-0008.c1	M04-0008	CP92	D06	
N03-0027.c1	N03-0027	CP93	A01	
N03-0028.c1	N03-0028	CP93	A02	
N03-0032.c1	N03-0032	CP93	A03	
N03-0033.c1	N03-0033	CP93	A04	
N03-0034.c1	N03-0034	CP93	A05	
N03-0037.c1	N03-0037	CP93	A06	
N03-0038.c1	N03-0038	CP93	B01	
N03-0042.c1	N03-0042	CP93	B02	
N03-0043.c1	N03-0043	CP93	B03	
N03-0046.c1	N03-0046	CP93	B04	
N03-0047.c1	N03-0047	CP93	B05	
N03-0048.c1	N03-0048	CP93	B06	
L01-0037.c1	L01-0037	CP93	C01	
L01-0048.c1	L01-0048	CP93	C02	
L01-0041.c1	L01-0041	CP93	C03	
L01-0038.c1	L01-0038	CP93	C04	
L01-0049.c1	L01-0049	CP93	C05	
L01-0047.c1	L01-0047	CP93	C06	
L01-0042.c1	L01-0042	CP93	D01	
L01-0050.c1	L01-0050	CP93	D02	
M04-0012.c1	M04-0012	CP93	D03	
M04-0025.c1	M04-0025	CP93	D04	
D01-0057.c1	D01-0057	CP93	D05	
O01-0043.c1	O01-0043	CP93	D06	
N03-0029.c1	N03-0029	CP94	A01	
N03-0035.c1	N03-0035	CP94	A02	
N03-0039.c1	N03-0039	CP94	A03	
N03-0044.c1	N03-0044	CP94	A04	
O01-0038.c1	O01-0038	CP94	A05	
O01-0044.c1	O01-0044	CP94	A06	
O01-0045.c1	O01-0045	CP94	B01	
O01-0050.c1	O01-0050	CP94	B02	
M04-0007.c1	M04-0007	CP94	B03	
G01-0126.c1	G01-0126	CP94	B04	
G01-0131.c1	G01-0131	CP94	B05	
G01-0142.c1	G01-0142	CP94	B06	
G01-0127.c1	G01-0127	CP94	C01	
G01-0137.c1	G01-0137	CP94	C02	
E01-0076.c1	E01-0076	CP94	C03	
E01-0074.c1	E01-0074	CP94	C04	
E01-0075.c1	E01-0075	CP94	C05	
E01-0073.c1	E01-0073	CP94	C06	
A03-0266.c1	A03-0266	CP94	D01	
A03-0251.c1	A03-0251	CP94	D02	
A02-0393.c1	A02-0393	CP94	D03	
A02-0390.c1	A02-0390	CP94	D04	
A01-0197.c1	A01-0197	CP94	D05	
A01-0196.c1	A01-0196	CP94	D06	
B01-0048.c1	B01-0048	CP95	A01	
B01-0119.c1	B01-0119	CP95	A02	
B01-0115.c1	B01-0115	CP95	A03	
H01-0146.c1	H01-0146	CP95	A04	
H01-0147.c1	H01-0147	CP95	A05	
H01-0148.c1	H01-0148	CP95	A06	
H01-0149.c1	H01-0149	CP95	B01	
H01-0150.c1	H01-0150	CP95	B02	
H01-0151.c1	H01-0151	CP95	B03	
H01-0152.c1	H01-0152	CP95	B04	
E02-0067.c1	E02-0067	CP95	B06	
E02-0065.c1	E02-0065	CP95	C01	
A04-0032.c1	A04-0032	CP95	C02	
A02-0388.c1	A02-0388	CP95	C03	
A01-0195.c1	A01-0195	CP95	C04	
A04-0031.c1	A04-0031	CP95	C05	
A02-0391.c1	A02-0391	CP95	C06	
A04-0030.c1	A04-0030	CP95	D01	
A02-0385.c1	A02-0385	CP95	D02	
A03-0247.c1	A03-0247	CP96	A01	
A03-0252.c1	A03-0252	CP96	A02	
A03-0253.c1	A03-0253	CP96	A03	
A03-0270.c1	A03-0270	CP96	A04	
A02-0396.c1	A02-0396	CP96	B01	
A02-0395.c1	A02-0395	CP96	B02	
A02-0398.c1	A02-0398	CP96	B03	
A02-0397.c1	A02-0397	CP96	B04	
A02-0392.c1	A02-0392	CP96	C01	
C01-0094.c1	C01-0094	CP96	C02	
C01-0093.c1	C01-0093	CP96	C03	
C01-0097.c1	C01-0097	CP96	C04	
C01-0096.c1	C01-0096	CP96	D01	
C01-0095.c1	C01-0095	CP96	D02	
B01-0117.c1	B01-0117	CP96	D03	
B01-0118.c1	B01-0118	CP96	D04	
D01-0053.c1	D01-0053	CP97	A01	
D01-0060.c1	D01-0060	CP97	A02	
D01-0072.c1	D01-0072	CP97	A03	
D01-0073.c1	D01-0073	CP97	A04	
N03-0001.c1	N03-0001	CP97	A05	
N03-0021.c1	N03-0021	CP97	A06	
N03-0026.c1	N03-0026	CP97	B01	
N03-0031.c1	N03-0031	CP97	B02	
N03-0036.c1	N03-0036	CP97	B03	
N03-0041.c1	N03-0041	CP97	B04	
O01-0029.c1	O01-0029	CP97	B05	
O01-0033.c1	O01-0033	CP97	B06	
O01-0034.c1	O01-0034	CP97	C01	
O01-0039.c1	O01-0039	CP97	C02	
O01-0040.c1	O01-0040	CP97	C03	
N02-0002.c1	N02-0002	CP97	C04	
N02-0006.c1	N02-0006	CP97	C05	
N02-0012.c1	N02-0012	CP97	C06	
N02-0017.c1	N02-0017	CP97	D01	
N02-0023.c1	N02-0023	CP97	D02	
L01-0071.c1	L01-0071	CP97	D03	
L01-0072.c1	L01-0072	CP97	D04	
L01-0073.c1	L01-0073	CP97	D05	
L01-0074.c1	L01-0074	CP97	D06	
L01-0075.c1	L01-0075	CP98	A01	
M03-0006.c1	M03-0006	CP98	A02	
M03-0011.c1	M03-0011	CP98	A03	
M03-0012.c1	M03-0012	CP98	A04	
M03-0016.c1	M03-0016	CP98	A05	
M03-0017.c1	M03-0017	CP98	A06	
S01-0046.c1	S01-0046	CP98	B01	
S01-0047.c1	S01-0047	CP98	B02	
S01-0048.c1	S01-0048	CP98	B03	
S01-0049.c1	S01-0049	CP98	B04	
K01-0047.c1	K01-0047	CP98	B05	
K01-0046.c1	K01-0046	CP98	B06	
K01-0048.c1	K01-0048	CP98	C01	
K01-0050.c1	K01-0050	CP98	C02	
A02-0400.c1	A02-0400	CP98	C03	
A02-0401.c1	A02-0401	CP98	C04	
A02-0402.c1	A02-0402	CP98	C05	
A02-0403.c1	A02-0403	CP98	C06	
M04-0019.c1	M04-0019	CP99	A01	
M04-0024.c1	M04-0024	CP99	A02	
M04-0018.c1	M04-0018	CP99	A03	
M04-0023.c1	M04-0023	CP99	A04	
M04-0022.c1	M04-0022	CP99	A05	
G01-0132.c1	G01-0132	CP99	A06	
G01-0138.c1	G01-0138	CP99	B01	
G01-0143.c1	G01-0143	CP99	B02	
G01-0128.c1	G01-0128	CP94	C01	
G01-0133.c1	G01-0133	CP99	B03	
B01-0116.c1	B01-0116	CP99	C05	
B01-0114.c1	B01-0114	CP99	C06	
B01-0106.c1	B01-0106	CP99	D01	
E02-0064.c1	E02-0064	CP99	D02	
E02-0063.c1	E02-0063	CP99	D03	
E02-0062.c1	E02-0062	CP99	D04	
E02-0061.c1	E02-0061	CP99	D05	
H01-0158.c1	H01-0158	CP99	D06	
H01-0153.c1	H01-0153	CP100	A01	
H01-0154.c1	H01-0154	CP100	A02	
H01-0155.c1	H01-0155	CP100	A03	
H01-0156.c1	H01-0156	CP100	A04	
H01-0157.c1	H01-0157	CP100	A05	
H01-0159.c1	H01-0159	CP100	A06	
A04-0037.c1	A04-0037	CP100	B01	
A01-0198.c1	A01-0198	CP100	B02	
A01-0201.c1	A01-0201	CP100	B03	
A01-0199.c1	A01-0199	CP100	B04	
A04-0033.c1	A04-0033	CP100	B05	
A04-0036.c1	A04-0036	CP100	B06	
A01-0202.c1	A01-0202	CP100	C01	
A01-0200.c1	A01-0200	CP100	C02	
A04-0034.c1	A04-0034	CP100	C03	
A01-0203.c1	A01-0203	CP100	C04	
A04-0035.c1	A04-0035	CP100	C05	
A02-0405.c1	A02-0405	CP100	C06	
A02-0408.c1	A02-0408	CP100	D01	
A02-0407.c1	A02-0407	CP100	D02	
A02-0404.c1	A02-0404	CP100	D03	
A02-0372.c1	A02-0372	CP101	A01	
A02-0410.c1	A02-0410	CP101	A02	
A02-0413.c1	A02-0413	CP101	A03	
A02-0414.c1	A02-0414	CP101	A04	
E01-0077.c1	E01-0077	CP101	A05	
E01-0078.c1	E01-0078	CP101	A06	
E01-0081.c1	E01-0081	CP101	B01	
E01-0079.c1	E01-0079	CP101	B02	
D01-0063.c1	D01-0063	CP101	B03	
D01-0067.c1	D01-0067	CP101	B04	
A04-0038.c1	A04-0038	CP101	B05	
A01-0204.c1	A01-0204	CP101	B06	
A01-0206.c1	A01-0206	CP101	C01	
A04-0039.c1	A04-0039	CP101	C02	
A01-0205.c1	A01-0205	CP101	C03	
B01-0110.c1	B01-0110	CP101	C04	
B01-0101.c1	B01-0101	CP101	C05	
C01-0126.c1	C01-0126	CP101	C06	
C01-0127.c1	C01-0127	CP101	D01	
C01-0130.c1	C01-0130	CP101	D02	
C01-0129.c1	C01-0129	CP101	D03	
C01-0128.c1	C01-0128	CP101	D04	
A03-0274.c1	A03-0274	CP101	D05	
A03-0255.c1	A03-0255	CP101	D06	
M03-0021.c1	M03-0021	CP102	A01	
M03-0027.c1	M03-0027	CP102	A02	
M03-0035.c1	M03-0035	CP102	A03	
M03-0045.c1	M03-0045	CP102	A04	
M03-0046.c1	M03-0046	CP102	A05	
K01-0060.c1	K01-0060	CP102	A06	
K01-0061.c1	K01-0061	CP102	B01	
K01-0054.c1	K01-0054	CP102	B02	
K01-0055.c1	K01-0055	CP102	B03	
J01-0011.c1	J01-0011	CP102	B04	
J01-0009.c1	J01-0009	CP102	B05	
J01-0010.c1	J01-0010	CP102	B06	
N03-0011.c1	N03-0011	CP102	C01	
N03-0012.c1	N03-0012	CP102	C02	
N03-0016.c1	N03-0016	CP102	C03	
N03-0022.c1	N03-0022	CP102	C04	
N03-0002.c1	N03-0002	CP102	C05	
N03-0006.c1	N03-0006	CP102	C06	
P01-0037.c1	P01-0037	CP102	D01	
P01-0046.c1	P01-0046	CP102	D02	
P01-0042.c1	P01-0042	CP102	D03	
P01-0040.c1	P01-0040	CP102	D04	
L01-0067.c1	L01-0067	CP102	D05	
O01-0035.c1	O01-0035	CP102	D06	
N02-0007.c1	N02-0007	CP103	A01	
N02-0003.c1	N02-0003	CP103	A02	
