assay_id	sample_id	collection_start_datetime	collection_end_datetime	event_type	sample_flow	sample_qc	location_id	target	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_ld	target_copies_per_ldcap	target_copies_flownorm	target_copies_fn_per_cap	target_per_capita_basis	nc_copies_per_rxn	pc_copies_per_rxn	target_result_validated	z	is.outlier	is.extreme
H01-0310.a1	H01-0310	08/12/2022 8:00	08/13/2022 8:00	Routine Surveillance	1.5	Pass	MoundsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	4045013.9240625	4045013.9240625	33708.4493671875	22968054.2374281	191400.451978568	100	10.6848669	1155.438156	NTC above threshold	NA	NA	NA
A01-0202.a2	A01-0202	03/15/2022 0:00	03/16/2022 0:00	Routine Surveillance	10.6	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	30973.794335625	30973.794335625	64.0907845051006	1242834.21464979	2571.6649036786	100	0	8856.176758	yes	-0.0391929772277569	FALSE	FALSE
M03-0094.a3	M03-0094	06/14/2022 11:00	06/15/2022 11:00	Routine Surveillance	0.507	Pass	ManningtonWWTP-01	Human	RNase P	ZooWVU	278	278	25.4812098991751	533.53839786	48.9036111695692	100	NA	NA	Missing controls: HEX	NA	NA	NA
A03-0236.a2	A03-0236	02/07/2022 6:00	02/07/2022 14:00	Routine Surveillance	NA	Pass	SuncrestES-01	SARS-CoV-2	N2	ZooWVU	1452	4356	845.825242718447	NA	NA	100	0	9439.04953	yes	-0.326791835215781	FALSE	FALSE
N03-0416.a5	N03-0416	08/23/2023 7:30	08/24/2023 7:30	Routine Surveillance	0.43667	Pass	SalemWWTP-01	Human	RNase P	ZooWVU	15	15	0.809498111171074	24.7946247705	1.33808012792768	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-0760.a3	A01-0760	12/24/2023 12:00 AM	12/25/2023 12:00 AM	Routine Surveillance	5.8	Pass	StarCityWWTP-01	Influenza Virus A	M	ZooWVU	139356.640130282	139356.640130282	288.355901610415	3059627.7108703	6330.96281838748	100	0.388976236184438	0	yes	2.50254804564113	FALSE	FALSE
M03-0109.a2	M03-0109	08/16/2022 11:00	08/17/2022 11:00	Routine Surveillance	0.228	Pass	ManningtonWWTP-01	SARS-CoV-2	N2	ZooWVU	1038524.930625	1038524.930625	95190.1861251146	896323.325941277	82156.1252008504	100	8.07426334	879.9269104	yes	1.64691033391381	FALSE	FALSE
A02-1057.a2	A02-1057	02/15/2023 9:00	02/17/2023 9:00	Routine Surveillance	NA	Pass	NorthHighSt-02	SARS-CoV-2	N2	ZooWVU	339133.94630625	169566.973153125	NA	NA	NA	100	0	773.9514924	yes	0.29224168018896	FALSE	FALSE
R01-0337.a1	R01-0337	06/29/2023 8:00	06/30/2023 8:00	Routine Surveillance	0.176	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N1	ZooWVU	14631.670325625	14631.670325625	696.414579991671	9748.08932544905	463.973789883343	100	17.81831384	NA	NTC above threshold	NA	NA	NA
A03-0275.a3	A03-0275	04/27/2022 6:00	04/27/2022 14:00	Routine Surveillance	NA	Pass	MountainviewES-01	Human	RNase P	ZooWVU	14276.583268125	42829.749804375	5899.41457360537	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1445.a4	A01-1445	12/28/2025 12:00 AM	12/29/2025 12:00 AM	Routine Surveillance	11.7	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1224	1224	2.53269326270485	54210.099528	112.171204121834	100	0	NA	yes	-0.377784438735531	FALSE	FALSE
C01-0081.a1	C01-0081	02/17/2022 7:00	02/18/2022 7:00	Routine Surveillance	15.058	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	10378.694235	10378.694235	20.75738847	591592.875712429	1183.18575142486	100	0	8669.301606	yes	NA	NA	NA
C01-0543.a1	C01-0543	11/21/2023 07:00 AM	11/22/2023 07:00 AM	Routine Surveillance	11.156	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	49567.554076875	49567.554076875	99.13510815375	2093239.49198057	4186.47898396114	100	0	1920.8102416	yes	NA	NA	NA
A01-1439.a3	A01-1439	12/21/2025 12:00 AM	12/22/2025 12:00 AM	Routine Surveillance	9.4	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	536503.477692603	536503.477692603	1110.12969229557	19090324.9172281	39501.5827620182	100	0.206235560278098	NA	yes	NA	NA	NA
O01-0380.a1	O01-0380	06/25/2023 8:00	06/26/2023 8:00	Routine Surveillance	0.65	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	2792	2792	45.9891286443749	6869.762068	113.157009850107	100	0	9.79786098	yes	NA	NA	NA
A02-0673.a2	A02-0673	10/03/2022 9:00	10/05/2022 9:00	Routine Surveillance	NA	Pass	MtValley-01	SARS-CoV-2	N2	ZooWVU	31335.898235625	15667.9491178125	NA	NA	NA	100	0	1234.4461824	yes	-0.209405804793395	FALSE	FALSE
K01-0318.a1	K01-0318	08/22/2023 6:30	08/23/2023 6:30	Routine Surveillance	4.404	Pass	ParkersburgWWTP-01	SARS-CoV-2	N1	ZooWVU	282089.49385875	282089.49385875	587.074909175338	4702698.61773434	9787.09389747	100	0	NA	yes	NA	NA	NA
A01-1385.a3	A01-1385	10/21/2025 12:00 AM	10/22/2025 12:00 AM	Routine Surveillance	9.6	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	552	552	1.14219500082768	20059.644672	41.5072932295977	100	2.35268056392669	NA	yes	-0.419974826198605	FALSE	FALSE
A02-0970.a1	A02-0970	01/21/2023 9:00	01/23/2023 9:00	Routine Surveillance	NA		TowersBB-01	SARS-CoV-2	N1	ZooWVU	4482615.809625	2241307.9048125	247932.290355365	NA	NA	100	5.6328988	941.1667632	yes	NA	NA	NA
G01-0346.a1	G01-0346	05/12/2023 9:00	05/13/2023 9:00	Routine Surveillance	1.29	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	35795.361635625	35795.361635625	438.239001415585	174795.154656954	2139.99944486966	100	0	119.50166704	yes	NA	NA	NA
E02-0246.a1	E02-0246	01/23/2023 8:00	01/24/2023 8:00	Routine Surveillance	0.129	Pass	AthensWWTP-01	SARS-CoV-2	N1	ZooWVU	97820.552565	97820.552565	4091.19835069009	47767.5258271749	1997.80534618046	100	0	864.8065948	yes	NA	NA	NA
Q01-0012.a3	Q01-0012	05/15/2022 8:00	05/16/2022 8:00	Routine Surveillance	0.36	Pass	MadisonWWTP-01	Human	RNase P	ZooWVU	610	610	13.3918770581778	831.276036	18.2497483205269	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1271.a1	A01-1271	06/13/2025 12:00 AM	06/14/2025 12:00 AM	Routine Surveillance	13.6	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	87213.905453682	87213.905453682	180.46247610843	4489909.30187054	9290.49267892431	100	1.19552429765463	NA	yes	NA	NA	NA
R01-0379.a2	R01-0379	09/05/2023 9:00	09/06/2023 9:00	Routine Surveillance	0.173	Pass	HuttonsvilleWWTP-01	SARS-CoV-2	N2	ZooWVU	164781.16840125	164781.16840125	7842.98754884579	107911.220903255	5136.18376502881	100	0	69.812212	yes	-0.235787279016743	FALSE	FALSE
E01-0175.a1	E01-0175	09/15/2022 9:00	09/16/2022 9:00	Routine Surveillance	2.85	Pass	PrincetonWWTP-01	SARS-CoV-2	N1	ZooWVU	339994.15040625	339994.15040625	944.428195572917	3667999.18213457	10188.8866170405	100	0	946.3919068	yes	NA	NA	NA
B01-0458.a3	B01-0458	07/27/2023 8:00	07/28/2023 7:00	Routine Surveillance	6.74	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	76	76	0.152	1939.0384184	3.8780768368	100	NA	NA	Missing controls: HEX	NA	NA	NA
A1094.a3	A1094	07/18/2021 0:00	07/18/2021 23:55	Routine Surveillance	8.102	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	687	687	1.42153616950836	21069.87218034	43.5976497689538	100	NA	NA	Missing controls: HEX	NA	NA	NA
Q01-0586.a1	Q01-0586	11/17/2024 08:00 AM	11/18/2024 08:00 AM	Routine Surveillance	0.277	Pass	MadisonWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	2342	2342	51.4160263446762	2455.72417094	53.912715059056	100	NA	NA	Missing controls: all	NA	NA	NA
J01-0082.a2	J01-0082	06/29/2022 7:30	06/30/2022 7:30	Routine Surveillance	0.058	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	43724.1355575	43724.1355575	6246.30507964286	9599.79923888153	1371.39989126879	100	0	6336.045074	yes	-0.282201807860695	FALSE	FALSE
A01-1520.a2	A01-1520	03/17/2026 12:00 AM	03/18/2026 12:00 AM	Routine Surveillance	9.9	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	6257.8354496509	6257.8354496509	12.9486745771621	234515.881605684	485.258818088238	100	NA	NA	Missing controls: all	0.0984600918084729	FALSE	FALSE
A01-1170.a2	A01-1170	02/10/2025 12:00 AM	02/11/2025 12:00 AM	Routine Surveillance	12.1	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	13091.2417732179	13091.2417732179	27.0883168623115	599624.182001158	1240.73866495853	100	1.18361905217171	NA	yes	0.981087216510675	FALSE	FALSE
A02-0274.a1	A02-0274	01/08/2022 9:00	01/10/2022 9:00	Routine Surveillance	NA	Pass	Evansdale-01	SARS-CoV-2	N1	ZooWVU	1324	662	NA	NA	NA	100	0	5043.1633	yes	NA	NA	NA
J01-0547.a1	J01-0547	08/17/2025 07:30 AM	08/18/2025 07:30 AM	Routine Surveillance	0.103	Pass	AlpineLakeWWTP-01			ZooWVU	649	649	92.7142857142857	253.04330227	36.1490431814286	100	NA	NA	Missing controls:	NA	NA	NA
M03-0293.a4	M03-0293	02/18/2024 08:00 AM	02/19/2024 08:00 AM	Routine Surveillance	0.204	Pass	ManningtonWWTP-01	SARS-CoV-2	N2	ZooWVU	75136.8016004561	75136.8016004561	6886.96623285574	58022.414429862	5318.27813289294	100	0	25677.1948242188	yes	-0.380303530443373	FALSE	FALSE
A01-1266.a4	A01-1266	06/07/2025 12:00 AM	06/08/2025 12:00 AM	Routine Surveillance	12.7	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	10540.6152829528	10540.6152829528	21.810576235211	506736.991327677	1048.53706200893	100	0	NA	yes	-0.0399332768420032	FALSE	FALSE
Q01-0434.a2	Q01-0434	08/12/2023 9:00	08/13/2023 8:00	Routine Surveillance	0.265	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	891	891	19.5609220636663	893.79208215	19.6222191470911	100	0	NA	yes	-0.638123347795481	FALSE	FALSE
A01-0801.a2	A01-0801	02/12/2024 12:00 AM	02/13/2024 12:00 AM	Routine Surveillance	18.5	Pass	StarCityWWTP-01	Human Norovirus GII	ORF1_2	ZooWVU	5520111.03630065	5520111.03630065	11422.1797639063	386573845.081573	799896.21975164	100	NA	NA	Missing controls: all	NA	NA	NA
N02-0323.a1	N02-0323	06/21/2023 8:00	06/22/2023 8:00	Routine Surveillance	6.57	Pass	ClarksburgWWTP-01	SARS-CoV-2	N1	ZooWVU	124859.40323625	124859.40323625	471.20312188184	3105271.30078178	11718.88935309	100	0	11.0435617	yes	NA	NA	NA
O01-0136.a1	O01-0136	08/18/2022 6:10	08/19/2022 6:10	Routine Surveillance	1.33	Pass	GraftonWWTP-01	SARS-CoV-2	N1	ZooWVU	1549	1549	25.5147422170977	7798.5881197	128.456401246912	100	0	735.5290224	yes	NA	NA	NA
Q01-0632.a3	Q01-0632	09/21/2025 08:00 AM	09/22/2025 08:00 AM	Routine Surveillance	0.242	Pass	MadisonWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	1053	1053	23.1174533479693	964.62088866	21.1771874568606	100	0	NA	yes	-0.290900369922041	FALSE	FALSE
C01-0518.a3	C01-0518	10/18/2023 7:00	10/19/2023 7:00	Routine Surveillance	5.722	Pass	WheelingWWTP-01	Human	RNase P	ZooWVU	2044	2044	4.088	44273.27714488	88.54655428976	100	NA	NA	Missing controls: HEX	NA	NA	NA
B01-0524.a1	B01-0524	07/19/2023 8:00	07/20/2023 8:00	Routine Surveillance	12.3	Pass	CharlestonWWTP-01	SARS-CoV-2	N1	ZooWVU	31613.851183125	31613.851183125	63.22770236625	1471958.07740749	2943.91615481499	100	0	NA	yes	NA	NA	NA
Q01-0296.a2	Q01-0296	03/08/2023 8:00	03/09/2023 8:00	Routine Surveillance	0.461	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	2030	2030	44.5664105378705	3542.5002403	77.7716847486279	100	4.9206099	728.0259704	yes	-0.635913099656123	FALSE	FALSE
K01-0483.a4	K01-0483	05/25/2026 06:50 AM	05/26/2026 06:50 AM	Routine Surveillance	10.742	Pass	ParkersburgWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	257	257	0.534859521331946	10450.35867454	21.7489254412903	100	NA	NA	Missing controls: all	-0.538778011682189	FALSE	FALSE
B01-0174.a1	B01-0174	04/06/2022 7:00	04/07/2022 7:00	Routine Surveillance	14.9	Pass	CharlestonWWTP-01	SARS-CoV-2	N1	ZooWVU	1705	1705	3.41	96166.448345	192.33289669	100	0	0	yes	NA	NA	NA
C01-1188.a1	C01-1188	02/26/2026 08:00 AM	02/27/2026 08:00 AM	Routine Surveillance	8.7	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Bovine	Unk	ZooWVU	32682.3857054114	32682.3857054114	65.3647714108229	1076331.19815616	2152.66239631231	100	0	435.240097045898	yes	NA	NA	NA
A01-0448.a3	A01-0448	12/27/2022 0:00	12/28/2022 0:00	Routine Surveillance	8.6	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	92201.0184675	92201.0184675	190.781779646375	3001560.45292671	6210.81040582418	100	NA	NA	Missing controls: HEX	NA	NA	NA
J01-0506.a1	J01-0506	11/03/2024 07:30 AM	11/04/2024 07:30 AM	Routine Surveillance	0.039	Pass	AlpineLakeWWTP-01	Respiratory Syncitial Virus, Bovine	Other	ZooWVU	267326.779067516	267326.779067516	38189.5398667881	39465.7170472487	5637.95957817839	100	0	290.311059951782	yes	NA	NA	NA
N03-0474.a3	N03-0474	06/16/2024 07:30 AM	06/17/2024 07:30 AM	Routine Surveillance	0.19161	Pass	SalemWWTP-01	Influenza Virus A	M	ZooWVU	2009	2009	108.418780356179	1457.1727218909	78.6385710680464	100	0	NA	yes	-0.441263539340547	FALSE	FALSE
R02-0085.a1	R02-0085	09/16/2022 6:00	09/17/2022 6:00	Routine Surveillance	1.611	Pass	ElkinsWWTP-01	SARS-CoV-2	N1	ZooWVU	113863.89076875	113863.89076875	865.490200431362	694375.653826199	5278.01500323958	100	6.43561482	1083.9502716	yes	NA	NA	NA
N03-0068.a3	N03-0068	04/18/2022 7:30	04/19/2022 7:30	Routine Surveillance	0.84589	Pass	SalemWWTP-01	Human	RNase P	ZooWVU	5840.13998625	5840.13998625	315.172152522936	18700.364556653	1009.19398578807	100	NA	NA	Missing controls: HEX	NA	NA	NA
Q01-0178.a1	Q01-0178	11/15/2022 8:00	11/16/2022 8:00	Routine Surveillance	0.786	Pass	MadisonWWTP-01	SARS-CoV-2	N1	ZooWVU	544228.8030375	544228.8030375	11947.9429865532	1619261.51449866	35549.1002085326	100	0	762.8016664	yes	NA	NA	NA
Q01-0002.a2	Q01-0002	05/05/2022 8:00	05/06/2022 8:00	Routine Surveillance	0.5575	Pass	MadisonWWTP-01	SARS-CoV-2	N2	ZooWVU	59019.725709375	59019.725709375	1295.71296837267	124553.22689287	2734.42869139123	100	0	223.2038974	yes	-0.534934162960807	FALSE	FALSE
M04-0148.a3	M04-0148	11/02/2022 0:00	11/03/2022 0:00	Routine Surveillance	0.061	Pass	FarmingtonWWTP-01	Human	RNase P	ZooWVU	16537.31787375	16537.31787375	2711.0357170082	3818.63223560079	626.00528452472	100	NA	NA	Missing controls: HEX	NA	NA	NA
E02-0207.a1	E02-0207	10/11/2022 8:00	10/12/2022 8:00	Routine Surveillance	0.13	Pass	AthensWWTP-01	SARS-CoV-2	N1	ZooWVU	75860.30869875	75860.30869875	3172.74398572773	37331.1082496736	1561.31778543177	100	0	14.97536064	yes	NA	NA	NA
G01-0307.a1	G01-0307	03/19/2023 9:00	03/20/2023 9:00	Routine Surveillance	0.505	Pass	KeyserWWTP-01	SARS-CoV-2	N1	ZooWVU	358219.3065375	358219.3065375	4385.64283224167	684783.50730586	8383.73539796596	100	0	1004.927292	yes	NA	NA	NA
E01-0066.a3	E01-0066	02/17/2022 10:15	02/18/2022 10:15	Routine Surveillance	2.907	Pass	PrincetonWWTP-01	Human	RNase P	ZooWVU	898	898	2.49444444444444	9881.75980926	27.4493328035	100	NA	NA	Missing controls: HEX	NA	NA	NA
O01-0066.a2	O01-0066	05/20/2022 6:30	05/21/2022 6:30	Routine Surveillance	2.14	Pass	GraftonWWTP-01	SARS-CoV-2	N2	ZooWVU	38367.306159375	38367.306159375	631.976711569346	310805.006634746	5119.50266240728	100	0	287.254548	yes	-0.0449044774560546	FALSE	FALSE
P01-0009.a1	P01-0009	02/10/2022 11:30	02/11/2022 11:20	Routine Surveillance	0.284	Pass	StMarysWWTP-01	SARS-CoV-2	N1	ZooWVU	20198.43970125	20198.43970125	698.424609310166	21714.4626787805	750.845874093378	100	0	4158.39119	yes	NA	NA	NA
C01-0022.a1	C01-0022	10/20/2021 7:00	10/21/2021 7:00	Routine Surveillance	NA	Pass	WheelingWWTP-01	SARS-CoV-2	N1	ZooWVU	1744	1744	3.488	NA	NA	100	0	34155.33752	yes	NA	NA	NA
N03-0158.a1	N03-0158	08/29/2022 7:30	08/30/2022 7:30	Routine Surveillance	0.55019	Pass	SalemWWTP-01	SARS-CoV-2	N1	ZooWVU	497497.76236875	497497.76236875	26848.2332632893	1036135.96682744	55916.673870882	100	4.47508008	800.8697508	yes	NA	NA	NA
D01-0579.a3	D01-0579	01/06/2025 07:00 AM	01/07/2025 07:00 AM	Routine Surveillance	1.18	Pass	CharlesTownWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	4959.7475118935	4959.7475118935	29.1749853640794	22154.1198382162	130.318351989507	100	6.70913219451904	NA	yes	0.0526198198751755	FALSE	FALSE
C01-1126.a1	C01-1126	11/24/2025 08:00 AM	11/25/2025 08:00 AM	Routine Surveillance	6.7	Pass	WheelingWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	1868	1868	3.736	47376.677396	94.753354792	100	0	NA	yes	-0.122881186418618	FALSE	FALSE
C01-0508.a2	C01-0508	10/04/2023 7:00	10/05/2023 7:00	Routine Surveillance	5.672	Pass	WheelingWWTP-01	SARS-CoV-2	N2	ZooWVU	122130.491578125	122130.491578125	244.26098315625	2622244.91795558	5244.48983591117	100	0	4945.503236	yes	-0.115694041284602	FALSE	FALSE
Q01-0454.a3	Q01-0454	09/01/2023 8:00	09/02/2023 8:00	Routine Surveillance	0.317	Pass	MadisonWWTP-01	Human	RNase P	ZooWVU	1222	1222	26.827661909989	1466.36941334	32.1925227956092	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-0811.a3	A01-0811	02/24/2024 12:00 AM	02/25/2024 12:00 AM	Routine Surveillance	12.6	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	66231.0527265071	66231.0527265071	137.044886456106	3158967.28519824	6536.51565386161	100	3.68442177772522	16.0280346870422	yes	NA	NA	NA
L01-0181.a3	L01-0181	07/19/2022 9:00	07/20/2022 9:00	Routine Surveillance	0.329	Pass	WestUnionWWTP-01	Human	RNase P	ZooWVU	18090.758716875	18090.758716875	3207.58133277926	22530.2289160127	3994.72143900934	100	NA	NA	Missing controls: HEX	NA	NA	NA
A03-0322.a1	A03-0322	04/20/2022 6:00	04/20/2022 2:00	Routine Surveillance	NA		NorthES-01	SARS-CoV-2	N1	ZooWVU	844	2532	368.023255813953	NA	NA	100	0	1449.8768806	yes	NA	NA	NA
E01-0156.a1	E01-0156	08/11/2022 9:00	08/12/2022 9:00	Routine Surveillance	2.328	Pass	PrincetonWWTP-01	SARS-CoV-2	N1	ZooWVU	1234792.1207625	1234792.1207625	3429.97811322917	10881524.6606398	30226.457390666	100	10.6848669	1155.438156	NTC above threshold	NA	NA	NA
F01-0029.a2	F01-0029	07/20/2022 11:30	07/21/2022 11:30	Routine Surveillance	0.7	Pass	WestonWWTP-01	SARS-CoV-2	N2	ZooWVU	2256387.4842375	2256387.4842375	21771.3960269925	5978946.22269523	57689.5621641763	100	0	535.3977968	yes	6.23450036287381	TRUE	FALSE
D01-0334.a1	D01-0334	04/18/2023 7:00	04/19/2023 7:00	Routine Surveillance	1.1	Pass	CharlesTownWWTP-01	SARS-CoV-2	N1	ZooWVU	33361.407271875	33361.407271875	196.2435721875	138915.265171131	817.148618653713	100	0	932.277298	yes	NA	NA	NA
A01-0212.a3	A01-0212	03/27/2022 0:00	03/28/2022 0:00	Routine Surveillance	9	Pass	StarCityWWTP-01	Human	RNase P	ZooWVU	36698.025534375	36698.025534375	75.9353284521913	1250253.65554271	2587.01716508588	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-0759.a3	A02-0759	11/05/2022 9:00	11/07/2022 9:00	Routine Surveillance	NA	Pass	UPlace-01	Human	RNase P	ZooWVU	163515.88461	81757.942305	NA	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
J01-0021.a2	J01-0021	04/04/2022 7:30	04/05/2022 7:30	Routine Surveillance	0.171	Pass	AlpineLakeWWTP-01	SARS-CoV-2	N2	ZooWVU	2049	2049	292.714285714286	1326.32817039	189.475452912857	100	0	0	yes	-0.306503127624912	FALSE	FALSE
E01-0671.a2	E01-0671	11/07/2024 09:00 AM	11/08/2024 09:00 AM	Routine Surveillance	2.253	Pass	PrincetonWWTP-01	Human Norovirus GI	ORF1_2	ZooWVU	34	34	0.0944444444444444	289.96997682	0.805472157833333	100	NA	NA	Missing controls: all	NA	NA	NA
N02-1011.a5	N02-1011	05/31/2026 07:00 AM	06/01/2026 07:00 AM	Routine Surveillance	9.8	Pass	ClarksburgWWTP-01	Respiratory Syncitial Virus, Bovine	Unk	ZooWVU	357443.971037866	357443.971037866	1348.94698104712	13260105.4275832	50041.9104369507	100	NA	NA	Missing controls: all	NA	NA	NA
A01-0413.a1	A01-0413	11/16/2022 0:00	11/17/2022 0:00	Routine Surveillance	11.1	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	987517.43325	987517.43325	2043.36499182668	41493557.8736876	85858.2144381882	100	0	762.8016664	yes	NA	NA	NA
R01-0428.a3	R01-0428	11/05/2023 9:00	11/06/2023 9:00	Routine Surveillance	0.176	Pass	HuttonsvilleWWTP-01	Human	RNase P	ZooWVU	49290.605469375	49290.605469375	2346.05452019871	32838.9865495695	1563.01697046975	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1157.a6	A01-1157	01/28/2025 12:00 AM	01/29/2025 12:00 AM	Routine Surveillance	11.5	Pass	StarCityWWTP-01	Influenza Virus B	NEP/NS1	ZooWVU	1716	1716	3.55073663300778	74701.28094	154.571430516471	100	4.7818347811699	322.54077911377	yes	-0.287881991672496	FALSE	FALSE
M03-0527.a4	M03-0527	08/10/2025 08:00 AM	08/11/2025 08:00 AM	Routine Surveillance	0.125	Pass	ManningtonWWTP-01			ZooWVU	78	78	7.14940421631531	36.9077475	3.38292827681027	100	NA	NA	Missing controls:	NA	NA	NA
A03-0256.a3	A03-0256	03/21/2022 6:00	03/21/2022 14:00	Routine Surveillance	NA	Pass	SuncrestES-01	Human	RNase P	ZooWVU	5993.816866875	17981.450600625	3491.5438059466	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
M04-0113.a1	M04-0113	10/02/2022 0:00	10/03/2022 0:00	Routine Surveillance	0.17	Pass	FarmingtonWWTP-01	SARS-CoV-2	N1	ZooWVU	32541.76889625	32541.76889625	5334.7162125	20941.2693575841	3432.99497665314	100	NA	NA	Missing controls: all	NA	NA	NA
A01-0096.a2	A01-0096	11/22/2021 0:00	11/22/2021 23:55	Routine Surveillance	6.154	Pass	StarCityWWTP-01	SARS-CoV-2	N2	ZooWVU	293614.271953125	293614.271953125	607.544843471952	6839865.76894836	14153.0081297558	100	0	22188.63372	yes	-0.0335639921300122	FALSE	FALSE
O01-1002.a4	O01-1002	03/01/2026 08:00 AM	03/02/2026 08:00 AM	Routine Surveillance	1.76	Pass	GraftonWWTP-01	Influenza Virus A	M	ZooWVU	27550.7678836584	27550.7678836584	453.80938698169	183552.075967884	3023.42408117087	100	0.732291758060454	567.044792175292	yes	4.5802887283771	FALSE	FALSE
A04-0196.a3	A04-0196	09/07/2022 8:00	09/08/2022 8:00	Routine Surveillance	0.98	Pass	CheatLakeWWTP-01	Human	RNase P	ZooWVU	40258.160889375	40258.160889375	2012.90804446875	149345.771916004	7467.2885958002	100	NA	NA	Missing controls: HEX	NA	NA	NA
B01-0383.a3	B01-0383	02/15/2023 7:00	02/16/2023 7:00	Routine Surveillance	7.94	Pass	CharlestonWWTP-01	Human	RNase P	ZooWVU	10523.72140125	10523.72140125	21.0474428025	316302.605822276	632.605211644551	100	NA	NA	Missing controls: HEX	NA	NA	NA
A01-1192.a2	A01-1192	03/08/2025 12:00 AM	03/09/2025 12:00 AM	Routine Surveillance	7.8	Pass	StarCityWWTP-01	Respiratory Syncitial Virus, Human	G	ZooWVU	13355.251327157	13355.251327157	27.6346038055724	394329.795025401	815.944783614883	100	0	NA	yes	0.443573892172511	FALSE	FALSE
M03-0119.a3	M03-0119	08/19/2022 11:00	08/20/2022 11:00	Routine Surveillance	0.156	Pass	ManningtonWWTP-01	Human	RNase P	ZooWVU	2723	2723	249.587534372136	1607.99674308	147.38741916407	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-1037.a3	A02-1037	02/11/2023 9:00	02/13/2023 9:00	Routine Surveillance	NA	Pass	TowersBB-01	Human	RNase P	ZooWVU	274632.908115	137316.4540575	15189.8732364491	NA	NA	100	NA	NA	Missing controls: HEX	NA	NA	NA
A02-0992.a1	A02-0992	01/28/2023 9:00	01/30/2023 9:00	Routine Surveillance	NA	Pass	TowersBB-01	SARS-CoV-2	N1	ZooWVU	1671615.443325	835807.7216625	92456.6063785951	NA	NA	100	0	864.8065948	yes	NA	NA	NA
N02-0387.a2	N02-0387	09/07/2023 7:00	09/08/2023 7:00	Routine Surveillance	6.82	Pass	ClarksburgWWTP-01	SARS-CoV-2	N2	ZooWVU	391650.46168125	391650.46168125	1478.03782051947	10111042.6557222	38157.7577768973	100	0	69.812212	yes	0.695618204272799	FALSE	FALSE
A01-1459.a2	A01-1459	01/14/2026 12:00 AM	01/15/2026 12:00 AM	Routine Surveillance	10.2	Pass	StarCityWWTP-01	SARS-CoV-2	SC2	ZooWVU	115249.35990572	115249.35990572	238.473265820476	4449914.01070325	9207.73466872878	100	13.2409656047821	NA	NTC above threshold	NA	NA	NA
N02-0584.a3	N02-0584	11/02/2025 07:00 AM	11/03/2025 07:00 AM	Routine Surveillance	5.32	Pass	ClarksburgWWTP-01	Influenza Virus A	M	ZooWVU	1360	1360	5.1324628273832	27388.198432	103.359492912673	100	0.380228261152903	NA	yes	-0.307104306901249	FALSE	FALSE
A01-0459.a1	A01-0459	01/09/2023 0:00	01/10/2023 0:00	Routine Surveillance	10.2	Pass	StarCityWWTP-01	SARS-CoV-2	N1	ZooWVU	1044919.5703875	1044919.5703875	2162.14114051378	40345579.7075936	83482.8250860651	100	0	479.4888688	yes	NA	NA	NA
