run_id	sample_id	assay_id	extract_id	plate_id	plate_cell	assay_input_ml	assay_type	accepted_droplets	target	target_category	target_genetic_locus	target_macromolecule	target_fluorophore	target_calculated_copies_per_reaction	target_copies_per_reaction	target_result	notes
F01-0011.a2	F01-0011	2	F01-0011.e1	AP11	F03	0.005	Direct Quantification	15272	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	62.38012791	66278.8859	
F01-0011.a3	F01-0011	3	F01-0011.e1	AP11	F03	0.005	Direct Quantification	15272	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
F01-0012.a1	F01-0012	1	F01-0012.e1	AP12	D05	0.005	Direct Quantification	14950	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	29.09875631	30917.42858	
F01-0012.a2	F01-0012	2	F01-0012.e1	AP12	D05	0.005	Direct Quantification	14950	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	34.92318392	37105.88291	
F01-0012.a3	F01-0012	3	F01-0012.e1	AP12	D05	0.005	Direct Quantification	14950	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
F01-0015.a1	F01-0015	1	F01-0015.e1	AP14	A05	0.005	Direct Quantification	9768	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	82.04295158	87170.63606	
F01-0015.a2	F01-0015	2	F01-0015.e1	AP14	A05	0.005	Direct Quantification	9768	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	84.4603157	89739.08544	
F01-0015.a3	F01-0015	3	F01-0015.e1	AP14	A05	0.005	Direct Quantification	9768	Human	Internal Control	RNase P	RNA	HEX	0	9.637277126	10239.60695	
F01-0016.a1	F01-0016	1	F01-0016.e1	AP11	A03	0.005	Direct Quantification	14683	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	25.20645857	26781.86223	
F01-0016.a2	F01-0016	2	F01-0016.e1	AP11	A03	0.005	Direct Quantification	14683	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	70.27789116	74670.25936	
F01-0016.a3	F01-0016	3	F01-0016.e1	AP11	A03	0.005	Direct Quantification	14683	Human	Internal Control	RNase P	RNA	HEX	0	3.599450886	3824.416567	
F01-0019.a1	F01-0019	1	F01-0019.e1	AP17	A08	0.005	Direct Quantification	6605	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	7.125806212	7571.169101	
F01-0019.a2	F01-0019	2	F01-0019.e1	AP17	A08	0.005	Direct Quantification	6605	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	10.68951845	11357.61335	
F01-0019.a3	F01-0019	3	F01-0019.e1	AP17	A08	0.005	Direct Quantification	6605	Human	Internal Control	RNase P	RNA	HEX	0	14.25377131	15144.63201	
F01-0020.a1	F01-0020	1	F01-0020.e1	AP12	E05	0.005	Direct Quantification	15549	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	76.89107418	81696.76632	
F01-0020.a2	F01-0020	2	F01-0020.e1	AP12	E05	0.005	Direct Quantification	15549	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	92.58691788	98373.60024	
F01-0020.a3	F01-0020	3	F01-0020.e1	AP12	E05	0.005	Direct Quantification	15549	Human	Internal Control	RNase P	RNA	HEX	0	1.421480626	1510.323165	
F01-0021.a1	F01-0021	1	F01-0021.e1	AP10	D02	0.005	Direct Quantification	12585	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	118.083086	125463.2789	NO METADATA
F01-0021.a2	F01-0021	2	F01-0021.e1	AP10	D02	0.005	Direct Quantification	12585	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	22.44637728	23849.27586	NO METADATA
F01-0021.a3	F01-0021	3	F01-0021.e1	AP10	D02	0.005	Direct Quantification	12585	Human	Internal Control	RNase P	RNA	HEX	0	7.479745746	7947.229855	NO METADATA
F01-0022.a1	F01-0022	1	F01-0022.e1	AP16	F06	0.005	Direct Quantification	15262	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	29.31053162	31142.43984	
F01-0022.a2	F01-0022	2	F01-0022.e1	AP16	F06	0.005	Direct Quantification	15262	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	24.68012571	26222.63357	
F01-0022.a3	F01-0022	3	F01-0022.e1	AP16	F06	0.005	Direct Quantification	15262	Human	Internal Control	RNase P	RNA	HEX	0	9.252012968	9830.263779	
F01-0023.a1	F01-0023	1	F01-0023.e1	AP20	D08	0.005	Direct Quantification	17257	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	16.4	17425	
F01-0023.a2	F01-0023	2	F01-0023.e1	AP20	D08	0.005	Direct Quantification	17257	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	9.6	10200	
F01-0023.a3	F01-0023	3	F01-0023.e1	AP20	D08	0.005	Direct Quantification	17257	Human	Internal Control	RNase P	RNA	HEX	0	6.8	7225	
F01-0024.a1	F01-0024	1	F01-0024.e1	AP17	A07	0.005	Direct Quantification	6375	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	14.76818562	15691.19722	
F01-0024.a2	F01-0024	2	F01-0024.e1	AP17	A07	0.005	Direct Quantification	6375	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	11.07527018	11767.47456	
F01-0024.a3	F01-0024	3	F01-0024.e1	AP17	A07	0.005	Direct Quantification	6375	Human	Internal Control	RNase P	RNA	HEX	0	33.24146271	35319.05413	
F01-0025.a1	F01-0025	1	F01-0025.e1	AP9	C05	0.005	Direct Quantification	17178	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	26.03948355	27666.95127	NO METADATA
F01-0025.a2	F01-0025	2	F01-0025.e1	AP9	C05	0.005	Direct Quantification	17178	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	32.89676905	34952.81711	NO METADATA
F01-0025.a3	F01-0025	3	F01-0025.e1	AP9	C05	0.005	Direct Quantification	17178	Human	Internal Control	RNase P	RNA	HEX	0	0	0	NO METADATA
F01-0028.a1	F01-0028	1	F01-0028.e1	AP21	D02	0.005	Direct Quantification	12638	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	52.18819618	55449.95844	
F01-0028.a2	F01-0028	2	F01-0028.e1	AP21	D02	0.005	Direct Quantification	12638	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	24.21583891	25729.32884	
F01-0028.a3	F01-0028	3	F01-0028.e1	AP21	D02	0.005	Direct Quantification	12638	Human	Internal Control	RNase P	RNA	HEX	0	1.861872375	1978.239398	
F01-0035.a1	F01-0035	1	F01-0035.e1	AP87	E02	0.005	Direct Quantification	18001	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	10.45925975	18630.55643	
F01-0035.a2	F01-0035	2	F01-0035.e1	AP87	E02	0.005	Direct Quantification	18001	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	9.151598215	16301.28432	
F01-0035.a3	F01-0035	3	F01-0035.e1	AP87	E02	0.005	Direct Quantification	18001	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
F01-0040.a1	F01-0040	1	F01-0040.e1	AP87	F02	0.005	Direct Quantification	16586	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	35.49252748	63221.06458	
F01-0040.a2	F01-0040	2	F01-0040.e1	AP87	F02	0.005	Direct Quantification	16586	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	42.59746075	75876.72696	
F01-0040.a3	F01-0040	3	F01-0040.e1	AP87	F02	0.005	Direct Quantification	16586	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
F01-0044.a1	F01-0044	1	F01-0044.e1	AP87	G02	0.005	Direct Quantification	18380	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
F01-0044.a2	F01-0044	2	F01-0044.e1	AP87	G02	0.005	Direct Quantification	18380	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
F01-0044.a3	F01-0044	3	F01-0044.e1	AP87	G02	0.005	Direct Quantification	18380	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
F01-0045.a1	F01-0045	1	F01-0045.e1	AP87	H02	0.005	Direct Quantification	14952	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	1.573715806	2803.181279	
F01-0045.a2	F01-0045	2	F01-0045.e1	AP87	H02	0.005	Direct Quantification	14952	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	4.721463025	8410.106013	
F01-0045.a3	F01-0045	3	F01-0045.e1	AP87	H02	0.005	Direct Quantification	14952	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0001.a1	G01-0001	1	G01-0001.e1	AP14	H07	0.005	Direct Quantification	8041	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	794.5557404	844215.4741	
G01-0001.a2	G01-0001	2	G01-0001.e1	AP14	H07	0.005	Direct Quantification	8041	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	803.637619	853864.9702	
G01-0001.a3	G01-0001	3	G01-0001.e1	AP14	H07	0.005	Direct Quantification	8041	Human	Internal Control	RNase P	RNA	HEX	0	2.926361859	3109.259475	
G01-0002.a1	G01-0002	1	G01-0002.e1	AP13	A01	0.005	Direct Quantification	17760	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	273.6510849	290754.2777	
G01-0002.a2	G01-0002	2	G01-0002.e1	AP13	A01	0.005	Direct Quantification	17760	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	304.8118019	323862.5395	
G01-0002.a3	G01-0002	3	G01-0002.e1	AP13	A01	0.005	Direct Quantification	17760	Human	Internal Control	RNase P	RNA	HEX	0	12.71888494	13513.81525	
G01-0003.a1	G01-0003	1	G01-0003.e1	AP13	B01	0.005	Direct Quantification	17930	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	487.7756119	518261.5876	
G01-0003.a2	G01-0003	2	G01-0003.e1	AP13	B01	0.005	Direct Quantification	17930	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	522.0035934	554628.818	
G01-0003.a3	G01-0003	3	G01-0003.e1	AP13	B01	0.005	Direct Quantification	17930	Human	Internal Control	RNase P	RNA	HEX	0	17.73581624	18844.30476	
G01-0004.a1	G01-0004	1	G01-0004.e1	AP13	G02	0.005	Direct Quantification	13359	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	86.72945976	92150.051	
G01-0004.a2	G01-0004	2	G01-0004.e1	AP13	G02	0.005	Direct Quantification	13359	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	26.65899038	28325.17728	
G01-0004.a3	G01-0004	3	G01-0004.e1	AP13	G02	0.005	Direct Quantification	13359	Human	Internal Control	RNase P	RNA	HEX	0	2.220667601	2359.459326	
G01-0005.a1	G01-0005	1	G01-0005.e1	AP13	H02	0.005	Direct Quantification	24245	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	273.6040306	290704.2825	
G01-0005.a2	G01-0005	2	G01-0005.e1	AP13	H02	0.005	Direct Quantification	24245	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	278.9658165	296401.18	
G01-0005.a3	G01-0005	3	G01-0005.e1	AP13	H02	0.005	Direct Quantification	24245	Human	Internal Control	RNase P	RNA	HEX	0	53.20403099	56529.28293	
G01-0006.a1	G01-0006	1	G01-0006.e1	AP28	C05	0.005	Direct Quantification	17306	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	61.26213551	109123.1789	
G01-0006.a2	G01-0006	2	G01-0006.e1	AP28	C05	0.005	Direct Quantification	17306	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	40.82369328	72717.20365	
G01-0006.a3	G01-0006	3	G01-0006.e1	AP28	C05	0.005	Direct Quantification	17306	Human	Internal Control	RNase P	RNA	HEX	0	17.68157244	31495.3009	
G01-0007.a1	G01-0007	1	G01-0007.e1	AP30	D01	0.005	Direct Quantification	16634	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	117.7004814	209653.9825	
G01-0007.a2	G01-0007	2	G01-0007.e1	AP30	D01	0.005	Direct Quantification	16634	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	130.4986382	232450.6992	
G01-0007.a3	G01-0007	3	G01-0007.e1	AP30	D01	0.005	Direct Quantification	16634	Human	Internal Control	RNase P	RNA	HEX	0	26.89156771	47900.60498	
G01-0008.a1	G01-0008	1	G01-0008.e1	AP33	A01	0.005	Direct Quantification	11918	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	33.58663797	59826.19889	
G01-0008.a2	G01-0008	2	G01-0008.e1	AP33	A01	0.005	Direct Quantification	11918	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	7.898426056	14069.07141	
G01-0008.a3	G01-0008	3	G01-0008.e1	AP33	A01	0.005	Direct Quantification	11918	Human	Internal Control	RNase P	RNA	HEX	0	23.70323896	42221.3944	
G01-0009.a1	G01-0009	1	G01-0009.e1	AP28	C04	0.005	Direct Quantification	12584	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	26.19160414	46653.79487	
G01-0009.a2	G01-0009	2	G01-0009.e1	AP28	C04	0.005	Direct Quantification	12584	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	26.19160414	46653.79487	
G01-0009.a3	G01-0009	3	G01-0009.e1	AP28	C04	0.005	Direct Quantification	12584	Human	Internal Control	RNase P	RNA	HEX	0	11.22140288	19988.12389	
G01-0010.a1	G01-0010	1	G01-0010.e1	AP27	C01	0.005	Direct Quantification	10850	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	52.10427284	92810.736	
G01-0010.a2	G01-0010	2	G01-0010.e1	AP27	C01	0.005	Direct Quantification	10850	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	10.84554553	19318.62798	
G01-0010.a3	G01-0010	3	G01-0010.e1	AP27	C01	0.005	Direct Quantification	10850	Human	Internal Control	RNase P	RNA	HEX	0	28.2088232	50246.96633	
G01-0011.a1	G01-0011	1	G01-0011.e1	AP30	D02	0.005	Direct Quantification	3054	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
G01-0011.a2	G01-0011	2	G01-0011.e1	AP30	D02	0.005	Direct Quantification	3054	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
G01-0011.a3	G01-0011	3	G01-0011.e1	AP30	D02	0.005	Direct Quantification	3054	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0012.a1	G01-0012	1	G01-0012.e1	AP30	D03	0.005	Direct Quantification	17244	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	72.42978573	129015.5558	
G01-0012.a2	G01-0012	2	G01-0012.e1	AP30	D03	0.005	Direct Quantification	17244	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	86.12081528	153402.7022	
G01-0012.a3	G01-0012	3	G01-0012.e1	AP30	D03	0.005	Direct Quantification	17244	Human	Internal Control	RNase P	RNA	HEX	0	47.80597687	85154.3963	
G01-0013.a1	G01-0013	1	G01-0013.e1	AP28	C08	0.005	Direct Quantification	15259	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	63.30717564	112765.9066	
G01-0013.a2	G01-0013	2	G01-0013.e1	AP28	C08	0.005	Direct Quantification	15259	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	57.1233654	101750.9946	
G01-0013.a3	G01-0013	3	G01-0013.e1	AP28	C08	0.005	Direct Quantification	15259	Human	Internal Control	RNase P	RNA	HEX	0	18.51130605	32973.2639	
G01-0014.a1	G01-0014	1	G01-0014.e1	AP27	C02	0.005	Direct Quantification	10687	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	37.45845079	66722.86548	
G01-0014.a2	G01-0014	2	G01-0014.e1	AP27	C02	0.005	Direct Quantification	10687	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	11.01100326	19613.34955	
G01-0014.a3	G01-0014	3	G01-0014.e1	AP27	C02	0.005	Direct Quantification	10687	Human	Internal Control	RNase P	RNA	HEX	0	6.605983377	11766.90789	
G01-0016.a1	G01-0016	1	G01-0016.e1	AP24	B07	0.005	Direct Quantification	16186	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	527.748909	940052.7442	
G01-0016.a2	G01-0016	2	G01-0016.e1	AP24	B07	0.005	Direct Quantification	16186	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	391.3719559	697131.2964	
G01-0016.a3	G01-0016	3	G01-0016.e1	AP24	B07	0.005	Direct Quantification	16186	Human	Internal Control	RNase P	RNA	HEX	0	4.361471534	7768.87117	
G01-0017.a1	G01-0017	1	G01-0017.e1	AP30	D04	0.005	Direct Quantification	10567	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	53.50129128	95299.17508	
G01-0017.a2	G01-0017	2	G01-0017.e1	AP30	D04	0.005	Direct Quantification	10567	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	37.88417816	67481.19235	
G01-0017.a3	G01-0017	3	G01-0017.e1	AP30	D04	0.005	Direct Quantification	10567	Human	Internal Control	RNase P	RNA	HEX	0	2.226793319	3966.475599	
G01-0018.a1	G01-0018	1	G01-0018.e1	AP24	B06	0.005	Direct Quantification	14715	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	33.60316515	59855.63792	
G01-0018.a2	G01-0018	2	G01-0018.e1	AP24	B06	0.005	Direct Quantification	14715	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	36.80596828	65560.63101	
G01-0018.a3	G01-0018	3	G01-0018.e1	AP24	B06	0.005	Direct Quantification	14715	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0019.a1	G01-0019	1	G01-0019.e1	AP24	B05	0.005	Direct Quantification	19540	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	37.35880136	66545.36493	
G01-0019.a2	G01-0019	2	G01-0019.e1	AP24	B05	0.005	Direct Quantification	19540	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	22.8902936	40773.33547	
G01-0019.a3	G01-0019	3	G01-0019.e1	AP24	B05	0.005	Direct Quantification	19540	Human	Internal Control	RNase P	RNA	HEX	0	19.27455425	34332.79976	
G01-0021.a1	G01-0021	1	G01-0021.e1	AP22	B05	0.005	Direct Quantification	17851	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	39.57627773	70495.24471	
G01-0021.a2	G01-0021	2	G01-0021.e1	AP22	B05	0.005	Direct Quantification	17851	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	39.57627773	70495.24471	
G01-0021.a3	G01-0021	3	G01-0021.e1	AP22	B05	0.005	Direct Quantification	17851	Human	Internal Control	RNase P	RNA	HEX	0	23.73777866	42282.91824	
G01-0022.a1	G01-0022	1	G01-0022.e1	AP22	B06	0.005	Direct Quantification	19854	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	106.9034576	190421.7839	
G01-0022.a2	G01-0022	2	G01-0022.e1	AP22	B06	0.005	Direct Quantification	19854	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	81.91583633	145912.5835	
G01-0022.a3	G01-0022	3	G01-0022.e1	AP22	B06	0.005	Direct Quantification	19854	Human	Internal Control	RNase P	RNA	HEX	0	27.27360725	48581.11292	
G01-0026.a1	G01-0026	1	G01-0026.e1	AP22	B07	0.005	Direct Quantification	13738	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	56.58790588	100797.2074	
G01-0026.a2	G01-0026	2	G01-0026.e1	AP22	B07	0.005	Direct Quantification	13738	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	34.27945375	61060.277	
G01-0026.a3	G01-0026	3	G01-0026.e1	AP22	B07	0.005	Direct Quantification	13738	Human	Internal Control	RNase P	RNA	HEX	0	8.56518209	15256.7306	
G01-0027.a1	G01-0027	1	G01-0027.e1	AP21	D01	0.005	Direct Quantification	16435	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	28.65073442	30441.40533	
G01-0027.a2	G01-0027	2	G01-0027.e1	AP21	D01	0.005	Direct Quantification	16435	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	30.08418798	31964.44973	
G01-0027.a3	G01-0027	3	G01-0027.e1	AP21	D01	0.005	Direct Quantification	16435	Human	Internal Control	RNase P	RNA	HEX	0	21.48477793	22827.57655	
G01-0031.a1	G01-0031	1	G01-0031.e1	AP38	D04	0.005	Direct Quantification	12314	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	463.1163788	824926.0497	
G01-0031.a2	G01-0031	2	G01-0031.e1	AP38	D04	0.005	Direct Quantification	12314	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	180.302887	321164.5174	
G01-0031.a3	G01-0031	3	G01-0031.e1	AP38	D04	0.005	Direct Quantification	12314	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0032.a1	G01-0032	1	G01-0032.e1	AP38	D05	0.005	Direct Quantification	11532	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	561.6271973	1000398.445	
G01-0032.a2	G01-0032	2	G01-0032.e1	AP38	D05	0.005	Direct Quantification	11532	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	143.2603264	255182.4564	
G01-0032.a3	G01-0032	3	G01-0032.e1	AP38	D05	0.005	Direct Quantification	11532	Human	Internal Control	RNase P	RNA	HEX	0	4.081070423	7269.406691	
G01-0033.a1	G01-0033	1	G01-0033.e1	AP32	G03	0.005	Direct Quantification	13224	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	5.338494182	9509.192761	
G01-0033.a2	G01-0033	2	G01-0033.e1	AP32	G03	0.005	Direct Quantification	13224	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	5.338494182	9509.192761	
G01-0033.a3	G01-0033	3	G01-0033.e1	AP32	G03	0.005	Direct Quantification	13224	Human	Internal Control	RNase P	RNA	HEX	0	1.779363304	3169.490886	
G01-0034.a1	G01-0034	1	G01-0034.e1	AP32	G04	0.005	Direct Quantification	14473	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
G01-0034.a2	G01-0034	2	G01-0034.e1	AP32	G04	0.005	Direct Quantification	14473	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	0	0	
G01-0034.a3	G01-0034	3	G01-0034.e1	AP32	G04	0.005	Direct Quantification	14473	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0035.a1	G01-0035	1	G01-0035.e1	AP27	C03	0.005	Direct Quantification	10844	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	91.30892754	162644.0272	
G01-0035.a2	G01-0035	2	G01-0035.e1	AP27	C03	0.005	Direct Quantification	10844	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	30.39695501	54144.57612	
G01-0035.a3	G01-0035	3	G01-0035.e1	AP27	C03	0.005	Direct Quantification	10844	Human	Internal Control	RNase P	RNA	HEX	0	15.19356847	27063.54383	
G01-0036.a1	G01-0036	1	G01-0036.e1	AP38	D06	0.005	Direct Quantification	12459	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	544.4876099	969868.5551	
G01-0036.a2	G01-0036	2	G01-0036.e1	AP38	D06	0.005	Direct Quantification	12459	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	241.0763168	429417.1894	
G01-0036.a3	G01-0036	3	G01-0036.e1	AP38	D06	0.005	Direct Quantification	12459	Human	Internal Control	RNase P	RNA	HEX	0	3.777397871	6728.489958	
G01-0037.a1	G01-0037	1	G01-0037.e1	AP36	C01	0.005	Direct Quantification	18948	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	47.23535061	84137.96827	
G01-0037.a2	G01-0037	2	G01-0037.e1	AP36	C01	0.005	Direct Quantification	18948	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	9.936407208	17699.22534	
G01-0037.a3	G01-0037	3	G01-0037.e1	AP36	C01	0.005	Direct Quantification	18948	Human	Internal Control	RNase P	RNA	HEX	0	47.23535061	84137.96827	
G01-0038.a1	G01-0038	1	G01-0038.e1	AP32	G05	0.005	Direct Quantification	11704	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	0	0	
G01-0038.a2	G01-0038	2	G01-0038.e1	AP32	G05	0.005	Direct Quantification	11704	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	8.042868972	14326.36036	
G01-0038.a3	G01-0038	3	G01-0038.e1	AP32	G05	0.005	Direct Quantification	11704	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0039.a1	G01-0039	1	G01-0039.e1	AP32	G06	0.005	Direct Quantification	10078	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	4.669923782	8318.301737	
G01-0039.a2	G01-0039	2	G01-0039.e1	AP32	G06	0.005	Direct Quantification	10078	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	7.005233765	12478.07264	
G01-0039.a3	G01-0039	3	G01-0039.e1	AP32	G06	0.005	Direct Quantification	10078	Human	Internal Control	RNase P	RNA	HEX	0	0	0	
G01-0040.a1	G01-0040	1	G01-0040.e1	AP27	C04	0.005	Direct Quantification	16198	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	71.28587246	126977.9603	
G01-0040.a2	G01-0040	2	G01-0040.e1	AP27	C04	0.005	Direct Quantification	16198	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	69.82889652	124382.7219	
G01-0040.a3	G01-0040	3	G01-0040.e1	AP27	C04	0.005	Direct Quantification	16198	Human	Internal Control	RNase P	RNA	HEX	0	4.358240068	7763.115121	
G01-0041.a1	G01-0041	1	G01-0041.e1	AP41	H02	0.005	Direct Quantification	17492	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	261.0573387	465008.3846	
G01-0041.a2	G01-0041	2	G01-0041.e1	AP41	H02	0.005	Direct Quantification	17492	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	266.4986038	474700.6381	
G01-0041.a3	G01-0041	3	G01-0041.e1	AP41	H02	0.005	Direct Quantification	17492	Human	Internal Control	RNase P	RNA	HEX	0	1.345191151	2396.121738	
G01-0042.a1	G01-0042	1	G01-0042.e1	AP38	D07	0.005	Direct Quantification	13209	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	462.3106003	823490.7568	
G01-0042.a2	G01-0042	2	G01-0042.e1	AP38	D07	0.005	Direct Quantification	13209	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	159.0736961	283350.0212	
G01-0042.a3	G01-0042	3	G01-0042.e1	AP38	D07	0.005	Direct Quantification	13209	Human	Internal Control	RNase P	RNA	HEX	0	8.908269405	15867.85488	
G01-0043.a1	G01-0043	1	G01-0043.e1	AP36	C02	0.005	Direct Quantification	17997	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	24.85386372	44270.94474	
G01-0043.a2	G01-0043	2	G01-0043.e1	AP36	C02	0.005	Direct Quantification	17997	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	3.922549188	6987.040741	
G01-0043.a3	G01-0043	3	G01-0043.e1	AP36	C02	0.005	Direct Quantification	17997	Human	Internal Control	RNase P	RNA	HEX	0	19.61928964	34946.85967	
G01-0044.a1	G01-0044	1	G01-0044.e1	AP32	G07	0.005	Direct Quantification	13576	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	24.27679062	43243.03329	
G01-0044.a2	G01-0044	2	G01-0044.e1	AP32	G07	0.005	Direct Quantification	13576	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0	29.4822216	52515.20723	
G01-0044.a3	G01-0044	3	G01-0044.e1	AP32	G07	0.005	Direct Quantification	13576	Human	Internal Control	RNase P	RNA	HEX	0	1.73322618	3087.309133	
G01-0045.a1	G01-0045	1	G01-0045.e1	AP27	C05	0.005	Direct Quantification	15635	SARS-CoV-2	Pathogen	N1	RNA	FAM	0	43.68318081	77810.66582	
