sep=,
Plate name,Plate ID,Plate type,Well,Sample ID,Sample/NTC/Control,Type,Reaction Mix,Target (Name),Target (IC),Target (Control),Conc. [cp/µL] (dPCR reaction),Conc. [-] (dPCR reaction),CI (95%) (dPCR reaction),Conc. [cp/µL] (undiluted sample),Conc. [-] (undiluted sample),Partitions (Valid),Partitions (Positive),Partitions (Negative),Threshold,Volume per well [µl],Concentration factor,Template volume [µl],Total volume [µl],Conversion factor,Conversion unit,REF,CXT matrix RM template name,CXT matrix RM template ID,Lambda,Actual cycled vol/partition [nL],Actual cycled vol/well [µL],Mean RFU positives,Mean RFU negatives,Rain [%],Resolution,Positives bandwidth,Negatives bandwidth
,,,G7,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8266,0,8266,42.43,2.328,-,-,-,-,-,Std-Ref,-,-,0.0,0.2735605170387779,2.261251233842538,0.0,11.46510887974841,0.01,0.0,0.0,3.72
,,,H7,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8285,0,8285,42.99,2.402,-,-,-,-,-,Std-Ref,-,-,0.0,0.282256169212691,2.3384923619271447,0.0,16.323240796620475,0.17,0.0,0.0,8.59
,,,H7,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8285,0,8285,42.43,2.402,-,-,-,-,-,Std-Ref,-,-,0.0,0.282256169212691,2.3384923619271447,0.0,10.743652383826175,0.45,0.0,0.0,7.65
,,,A8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8255,0,8255,42.99,2.368,-,-,-,-,-,Std-Ref,-,-,0.0,0.27826086956521734,2.2970434782608695,0.0,18.954506359781924,0.08,0.0,0.0,7.27
,,,A8,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8255,0,8255,42.43,2.368,-,-,-,-,-,Std-Ref,-,-,0.0,0.27826086956521734,2.2970434782608695,0.0,14.240335554209503,0.05,0.0,0.0,3.77
,,,B8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8274,0,8274,42.99,2.308,-,-,-,-,-,Std-Ref,-,-,0.0,0.2712103407755581,2.243994359576968,0.0,13.972552574329217,0.22,0.0,0.0,5.1
,,,B8,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8274,0,8274,42.43,2.308,-,-,-,-,-,Std-Ref,-,-,0.0,0.2712103407755581,2.243994359576968,0.0,9.0097969543147,0.05,0.0,0.0,4.17
,,,C8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8272,0,8272,42.99,2.223,-,-,-,-,-,Std-Ref,-,-,0.0,0.2612220916568742,2.160829142185664,0.0,14.617393617021303,0.08,0.0,0.0,6.37
,,,C8,-,-,-,Noro,Noro II,-,-,0.46281329246343894,-,1.4750984159158762,-,-,8272,1,8271,42.43,2.223,-,-,-,-,-,Std-Ref,-,-,1.2089705630390418E-4,0.2612220916568742,2.160829142185664,90.92,9.74851650344579,0.17,0.0,0.0,4.21
,,,D8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8277,0,8277,42.99,2.249,-,-,-,-,-,Std-Ref,-,-,0.0,0.26427732079905997,2.1874233842538193,0.0,15.263752567355406,0.43,0.0,0.0,5.93
,,,D8,-,-,-,Noro,Noro II,-,-,2.743947877543256,-,0.8001520535771789,-,-,8277,6,8271,42.43,2.249,-,-,-,-,-,Std-Ref,-,-,7.251631934893988E-4,0.26427732079905997,2.1874233842538193,84.11166666666666,10.660929754564174,0.19,0.0,0.0,4.9
,,,E8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8273,0,8273,42.99,2.249,-,-,-,-,-,Std-Ref,-,-,0.0,0.26427732079905997,2.1863662749706227,0.0,16.44110238124017,0.19,0.0,0.0,7.51
,,,E8,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8273,0,8273,42.43,2.249,-,-,-,-,-,Std-Ref,-,-,0.0,0.26427732079905997,2.1863662749706227,0.0,11.13551190620087,0.02,0.0,0.0,3.45
,,,F8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8265,0,8265,42.99,2.283,-,-,-,-,-,Std-Ref,-,-,0.0,0.26827262044653344,2.217273207990599,0.0,14.910666666666714,5.15,0.0,0.0,7.44
,,,F8,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8265,0,8265,42.43,2.283,-,-,-,-,-,Std-Ref,-,-,0.0,0.26827262044653344,2.217273207990599,0.0,9.259051421657599,0.19,0.0,0.0,3.94
,,,G8,-,-,-,Noro,Noro I,-,-,0.4543604540452931,-,1.475098500442268,-,-,8266,1,8265,42.99,2.266,-,-,-,-,-,Std-Ref,-,-,1.20984816553071E-4,0.2662749706227967,2.2010289071680376,55.64,15.561375680580804,0.16,0.0,0.0,6.82
,,,G8,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8266,0,8266,42.43,2.266,-,-,-,-,-,Std-Ref,-,-,0.0,0.2662749706227967,2.2010289071680376,0.0,10.509933462375969,0.05,0.0,0.0,3.46
,,,H8,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8266,0,8266,42.99,2.452,-,-,-,-,-,Std-Ref,-,-,0.0,0.28813160987074027,2.3816958871915395,0.0,16.76735906121459,2.01,0.0,0.0,6.53
,,,H8,-,-,-,Noro,Noro II,-,-,1.6798820344113123,-,0.979982075563688,-,-,8266,4,8262,42.43,2.452,-,-,-,-,-,Std-Ref,-,-,4.8402711496786573E-4,0.28813160987074027,2.3816958871915395,93.96,10.469255628177203,0.07,0.0,0.0,7.65
,,,A9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8265,0,8265,42.99,2.375,-,-,-,-,-,Std-Ref,-,-,0.0,0.2790834312573443,2.3066245593419508,0.0,13.173266787658802,0.22,0.0,0.0,7.44
,,,A9,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8265,0,8265,42.43,2.375,-,-,-,-,-,Std-Ref,-,-,0.0,0.2790834312573443,2.3066245593419508,0.0,8.308558983666067,0.18,0.0,0.0,4.26
,,,B9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8295,0,8295,42.99,2.333,-,-,-,-,-,Std-Ref,-,-,0.0,0.27414806110458284,2.274058166862515,0.0,15.965561181434609,0.16,0.0,0.0,6.44
,,,B9,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8295,0,8295,42.43,2.333,-,-,-,-,-,Std-Ref,-,-,0.0,0.27414806110458284,2.274058166862515,0.0,12.044620855937346,0.01,0.0,0.0,5.04
,,,C9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8276,0,8276,42.99,2.268,-,-,-,-,-,Std-Ref,-,-,0.0,0.26650998824911865,2.205636662749706,0.0,15.267510874818738,0.93,0.0,0.0,8.23
,,,C9,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8276,0,8276,42.43,2.268,-,-,-,-,-,Std-Ref,-,-,0.0,0.26650998824911865,2.205636662749706,0.0,10.56624214596424,0.13,0.0,0.0,4.44
,,,D9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8294,0,8294,42.99,2.273,-,-,-,-,-,Std-Ref,-,-,0.0,0.2670975323149236,2.215306933019977,0.0,14.314864962623583,1.02,0.0,0.0,5.53
,,,D9,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8294,0,8294,42.43,2.273,-,-,-,-,-,Std-Ref,-,-,0.0,0.2670975323149236,2.215306933019977,0.0,8.860658307210068,0.00,0.0,0.0,5.02
,,,E9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8270,0,8270,42.99,2.239,-,-,-,-,-,Std-Ref,-,-,0.0,0.2631022326674501,2.175855464159812,0.0,16.033518742442574,0.46,0.0,0.0,6.65
,,,E9,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8270,0,8270,42.43,2.239,-,-,-,-,-,Std-Ref,-,-,0.0,0.2631022326674501,2.175855464159812,0.0,10.695908101571922,0.08,0.0,0.0,3.82
,,,F9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8225,0,8225,42.99,2.262,-,-,-,-,-,Std-Ref,-,-,0.0,0.26580493537015276,2.1862455934195064,0.0,13.23563647416411,0.39,0.0,0.0,5.82
,,,F9,-,-,-,Noro,Noro II,-,-,17.881227730423802,-,0.31384594263426846,-,-,8225,39,8186,42.43,2.262,-,-,-,-,-,Std-Ref,-,-,0.004752918581224282,0.26580493537015276,2.1862455934195064,70.83435897435896,8.089187637429742,0.13,6.193786722032581,16.57,4.28
,,,G9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8265,0,8265,42.99,2.3,-,-,-,-,-,Std-Ref,-,-,0.0,0.2702702702702703,2.233783783783784,0.0,16.106830006049627,3.56,0.0,0.0,7.77
,,,G9,-,-,-,Noro,Noro II,-,-,3.1350240936291294,-,0.7407968741543113,-,-,8265,7,8258,42.43,2.3,-,-,-,-,-,Std-Ref,-,-,8.473038090889539E-4,0.2702702702702703,2.233783783783784,79.10142857142857,10.773485105352353,0.31,0.0,0.0,4.4
,,,H9,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8294,0,8294,42.99,2.415,-,-,-,-,-,Std-Ref,-,-,0.0,0.28378378378378377,2.3537027027027024,0.0,14.98905594405591,0.74,0.0,0.0,5.93
,,,H9,-,-,-,Noro,Noro II,-,-,0.84982745469396,-,1.1905680440135735,-,-,8294,2,8292,42.43,2.415,-,-,-,-,-,Std-Ref,-,-,2.4116725065639405E-4,0.28378378378378377,2.3537027027027024,81.37,10.423084901109494,0.07,0.0,0.0,7.29
,,,A10,-,-,-,Noro,Noro I,-,-,0.4305881095043511,-,1.4750986415930853,-,-,8256,1,8255,42.99,2.394,-,-,-,-,-,Std-Ref,-,-,1.2113136711556012E-4,0.2813160987074031,2.3225457109283196,69.49,13.519745608721973,0.27,0.0,0.0,5.2
,,,A10,-,-,-,Noro,Noro II,-,-,0.0,-,-,-,-,8256,0,8256,42.43,2.394,-,-,-,-,-,Std-Ref,-,-,0.0,0.2813160987074031,2.3225457109283196,0.0,9.904186046511642,3.98,0.0,0.0,4.3
,,,B10,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8275,0,8275,42.99,2.344,-,-,-,-,-,Std-Ref,-,-,0.0,0.2754406580493537,2.2792714453584018,0.0,14.3670912386707,0.29,0.0,0.0,5.37
,,,B10,-,-,-,Noro,Noro II,-,-,69.11315331520966,-,0.15692554351175195,-,-,8273,156,8117,42.43,2.344,-,-,-,-,-,Std-Ref,-,-,0.019036572429007217,0.2754406580493537,2.278720564042303,81.24198717948723,9.362153504989562,0.06,4.456727790624004,25.5,7.15
,,,C10,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8254,0,8254,42.99,2.334,-,-,-,-,-,Std-Ref,-,-,0.0,0.27426556991774387,2.2637880141010576,0.0,15.908056699781975,0.08,0.0,0.0,6.37
,,,C10,-,-,-,Noro,Noro II,-,-,0.8835820021353216,-,1.1905686070050638,-,-,8254,2,8252,42.43,2.334,-,-,-,-,-,Std-Ref,-,-,2.4233612138470514E-4,0.27426556991774387,2.2637880141010576,110.33500000000001,11.753542171594736,0.06,0.0,0.0,3.82
,,,D10,-,-,-,Noro,Noro I,-,-,0.0,-,-,-,-,8270,0,8270,42.99,2.305,-,-,-,-,-,Std-Ref,-,-,0.0,0.27085781433607525,2.239994124559342,0.0,14.357099153567097,0.63,0.0,0.0,5.81
,,,D10,-,-,-,Noro,Noro II,-,-,0.44645673548962644,-,1.4750984440772597,-,-,8270,1,8269,42.43,2.305,-,-,-,-,-,Std-Ref,-,-,1.209262955703395E-4,0.27085781433607525,2.239994124559342,80.44,9.516593300278178,0.08,0.0,0.0,6.37
,,,A11,-,-,-,Noro,Noro I,-,-,49.52320903133421,-,0.18276946490199025,-,-,8295,115,8180,42.99,2.399,-,-,-,-,-,Std-Ref,-,-,0.013960773027752147,0.281903642773208,2.3383907168037603,59.3075652173913,16.299992665036743,0.11,3.84837181665746,15.3,7.1
,,,A11,-,-,-,Noro,Noro II,-,-,35.241328514314276,-,0.21644303760163244,-,-,8295,82,8213,42.43,2.399,-,-,-,-,-,Std-Ref,-,-,0.00993465888435252,0.281903642773208,2.3383907168037603,115.34048780487805,12.26595884573239,0.13,6.399716471646139,29.04,4.87
,,,B11,-,NTC,NON_TEMPLATE_CONTROL,Noro,Noro I,-,-,0.0,-,-,-,-,8255,0,8255,42.99,2.371,-,-,-,-,-,Std-Ref,-,-,0.0,0.27861339600470036,2.2999535840188017,0.0,17.406009691096354,0.01,0.0,0.0,5.4
,,,B11,-,NTC,NON_TEMPLATE_CONTROL,Noro,Noro II,-,-,0.0,-,-,-,-,8255,0,8255,42.43,2.371,-,-,-,-,-,Std-Ref,-,-,0.0,0.27861339600470036,2.2999535840188017,0.0,12.560715929739574,0.00,0.0,0.0,5.1
