sample_id	seqrun_id	facility	county	start_datetime	end_datetime	parental	lineage	variant	proportion
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.2.4	XBB.2.4	XBB.2.4	0.07240402
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	HN.3	HN.3.1	0.00101523
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.2.3	GJ.4	GJ.4	0.0507042
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	B.6	B.6	B.6.2	0.00113993
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	FL.1	FL.1.5.2	0.00671145
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.5	FD.5	FD.5.1	0.00217865
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.15	0.02005601
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.12	XBB.1.12	XBB.1.12	0.00125818
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.2.6	XBB.2.6	XBB.2.6	0.00118503
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	FL.1	FL.1	0.11381129
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.14	0.00159148
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	HK.13	HK.13	0.00528538
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.19	0.00147059
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	FL.6	FL.6	0.0130933
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.2.3	XBB.2.3	XBB.2.3	0.05955593
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	B.10	B.10	B.10	0.00239227
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	HK.3	HK.3.2	0.00102669
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	EG.5	EG.5.1.1	0.00528538
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	HK.3	HK.3	0.00528538
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.9	FL.3	FL.3.1	0.00600601
C01-0500	SARS_20231016	WheelingWWTP-01	Ohio	08/31/2023 07:00 AM	09/01/2023 07:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.8	0.00159236
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.19	0.00146199
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HK.14	HK.14	0.0035524
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.7	0.00709579
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	XBB.1.9	XBB.1.9	0.0615882
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.16,HN	XDA	XDA	0.00132319
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.23	0.00209754
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.2	XBB.1.2	XBB.1.2	0.00294118
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HK.8	HK.8	0.00269538
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.5	EU.1	EU.1.1.3	0.00106724
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1,BA.5	XCG	XCG	0.0018315
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1	0.04602128
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HV.1	HV.1.2	0.00112486
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.2	0.00114899
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	GD.3	GD.3	0.00156087
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HK.19	HK.19	0.00171835
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.26	0.03887121
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HV.1	HV.1	0.07589894
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.12	0.05213506
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HV.1	HV.1.3	0.07589894
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HV.1	HV.1.1	0.00112486
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.42	XBB.1.42	XBB.1.42.1	0.0323881
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	XBB.1.9	XBB.1.9.3	0.01564343
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.4	EG.4	0.00204487
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HK.18	HK.18	0.0444929
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HK.3	HK.3.1	0.00171835
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.3	EG.3	0.00493827
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	EG.5.1.3,GK.4	XCY	XCY	0.0199053
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.4	EG.4.5	0.00204487
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.42	XBB.1.42	XBB.1.42	0.0323881
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5	0.17142436
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.21	0.00103093
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.8	EG.8	0.0048628
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.14	EG.14	0.0023015
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.8	0.04602128
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.6	0.07589894
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.11	0.00199907
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.85	0.0012275
A01-0685	SARS_20231018	StarCityWWTP-01	Monongalia	09/26/2023 12:00 AM	09/27/2023 12:00 AM	XBB.1.9	HK.6	HK.6	0.132578
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.13	XBB.1.13	XBB.1.13	0.09907961
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.95	0.00339271
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.59	0.08868757
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.48	0.00304692
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.11	FP.1	FP.1	0.00192678
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.73	0.01974281
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.33	0.08868757
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.54	0.00122249
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.28	0.08868757
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.31	XBB.1.31	XBB.1.31.2	0.00197109
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	B.10	B.10	B.10	0.00197889
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.37	0.00987973
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.34	0.00243224
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.8	0.00436022
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	GB.2	GB.2	0.00102881
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5,BQ	XBW	XBW	0.03778735
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.88	0.00529355
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.23	0.0010142
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.40	0.08868757
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.45	XBB.1.45	XBB.1.45.1	0.00390117
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.62	0.00223646
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	EK.3	EK.3	0.00171233
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.92	0.00310559
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.28	XBB.1.28	XBB.1.28	0.00142373
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.64	0.00107875
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.60	0.00425532
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5	0.08868757
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.25	0.14120611
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.66	0.00325265
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.85	0.00105152
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.44	XBB.1.44	XBB.1.44	0.00135685
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1	XBB.1	XBB.1	0.02251142
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.13	0.06026447
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.39	XBB.1.39	XBB.1.39	0.00203252
A01-0507	SARS_20230418	StarCityWWTP-01	Monongalia	03/06/2023 12:00 AM	03/07/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.63	0.08868757
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.1	0.00557635
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.47	0.00562776
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1	0.63680389
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.16	XBB.1.16.6	XBB.1.16.6	0.05171001
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.12	0.01859693
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.100	0.00271067
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.34	0.00241676
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.4	0.06020174
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	GD.3	GD.3	0.00114129
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.10	0.0246154
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.16	JF.1	JF.1	0.00444939
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.3	0.11152979
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.66	0.00446716
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.80	0.00112816
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	HK.18	HK.18	0.0394107
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	HK.3	HK.3.3	0.00154083
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.62	0.00228802
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.67	0.00221976
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.9	HK.2	HK.2	0.0027933
A01-0681	SARS_20231018	StarCityWWTP-01	Monongalia	09/29/2023 12:00 AM	09/30/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.79	0.0011534
L01-0416	SARS_20230706	WestUnionWWTP-01	Doddridge	04/30/2023 09:00 AM	05/01/2023 09:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.69	0.98064347
L01-0416	SARS_20230706	WestUnionWWTP-01	Doddridge	04/30/2023 09:00 AM	05/01/2023 09:00 AM	B.1	B.1	B.1.1.521	0.00103788
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.16	GY.3	GY.3	0.0127406
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.9	FL.1	FL.1.5.2	0.07114852
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.16	JF.1	JF.1	0.0416667
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.16	XBB.1.16	XBB.1.16.15	0.02253301
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.16	XBB.1.16	XBB.1.16	0.7307374
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.9	HN.1	HN.1	0.1
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	XBB.1.16	XBB.1.16	XBB.1.16.13	0.00173353
A02-1304	SARS_20231002	StadiumSE-01	Monongalia	09/23/2023 01:30 PM	09/23/2023 09:30 PM	B.1.1.529	BA.5	BA.5	0.00663341
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	JM.2	JM.2	0.00854701
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.9	EG.5	EG.5.1.4	0.1636737
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.20	0.00403226
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.22	XBB.1.22	XBB.1.22	0.17916979
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.9	FL.1	FL.1	0.0610937
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.9	HN.1	HN.1	0.1299773
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.13	0.0645161
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.9	HK.7	HK.7	0.0106383
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.5	GN.5	GN.5	0.00191571
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.19	0.00510204
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.9	FL.6	FL.6	0.01109
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.7	0.00383142
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	B.10	B.10	B.10	0.007092
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.25	XBB.1.25	XBB.1.25	0.030303
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	B.12	B.12	B.12	0.00278588
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.5	HS.1	HS.1.1	0.00662252
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16.6	XBB.1.16.6	0.0853668
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16	0.07060766
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.5	GV.1	GV.1	0.00862069
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.17	0.0291262
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	JF.1	JF.1	0.0927152
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	B.1	B.1	B.1.289	0.00108
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.12	0.04387
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.100	0.00487013
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	B.26	B.26	B.26	0.00280112
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.5	0.00840336
A01-0659	SARS_20230926	StarCityWWTP-01	Monongalia	09/01/2023 12:00 AM	09/02/2023 12:00 AM	XBB.1.5	HY.1	HY.1	0.00487013
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.9	HV.1	HV.1	0.0035198
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.5	XBB.1.5	XBB.1.5.80	0.00196754
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.9*,GK	XCH.1	XCH.1	0.0150905
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.16	GY.6	GY.6	0.00140746
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.10	XBB.1.10	XBB.1.10	0.00540541
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.9	EG.5	EG.5.1.4	0.00508946
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.9	EG.5	EG.5.1.2	0.00128287
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.16	XBB.1.16	XBB.1.16.9	0.00120337
E01-0359	SARS_20231023	PrincetonWWTP-01	Mercer	09/26/2023 10:00 AM	09/27/2023 10:00 AM	XBB.1.16	HF.1	HF.1	0.02898267
