sample_id	location_id	sample_event	sample_qc	sample_collection_start_datetime	sample_collection_end_datetime	sample_recovered_datetime	sample_collection_by	sample_flow	sample_received_by	sample_received_date	sample_comment
A02-3035	OaklandWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:27 AM	Aidan Aird		ID	06/29/2026	
F01-1021	WestonWWTP-01	Routine Surveillance	Pass	06/22/2026 12:00 AM	06/23/2026 12:00 AM	06/23/2026 12:00 AM		1.5	LS	07/02/2026	
A02-2012	EvansdaleWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:53 AM			LS	06/09/2026	
A02-3025	ReynoldsWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 09:11 AM					
A02-2032	EvansdaleWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:48 AM	Aidan Aird		ID	06/26/2026	
A02-3015	EvansdaleWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:25 AM	Brian		ID	06/12/2026	
A02-2022	FacManWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:10 AM	Aidan Aird				
A02-4014	OaklandWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:10 AM	Brian		ID	06/12/2026	
A02-4008	OaklandWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:02 AM	Brian		ID	06/05/2026	
A02-2007	EvansdaleWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 09:01 AM	Aidan		ID	06/01/2026	
A02-4024	EvansdaleWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/17/2026 08:48 AM					
U01-0117	WhiteOakWWTP-01	Routine Surveillance	Pass	06/28/2026 10:00 AM	06/29/2026 10:00 AM	06/29/2026 10:00 AM		0.874	LS	07/02/2026	
A02-4034	FacManWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:15 AM	Aidan Aird		ID	06/29/2026	
A02-3007	EvansdaleWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 09:01 AM	Aidan		ID	06/01/2026	
A02-4006	OaklandWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 08:39 AM	Aidan		ID	06/01/2026	
K01-1000	ParkersburgWWTP-01	Routine Surveillance	Pass	06/29/2026 07:00 AM	06/30/2026 06:53 AM	06/30/2026 06:53 AM		4.483	LS	07/02/2026	
M04-1012	FarmingtonWWTP-01	Routine Surveillance	Pass	06/21/2026 08:30 AM	06/22/2026 08:30 AM	06/22/2026 09:00 AM		0.10	LS	06/25/2026	
R02-1030	ElkinsWWTP-01	Routine Surveillance	Pass	06/21/2026 08:00 AM	06/22/2026 08:00 AM	06/22/2026 08:05 AM		2.36	LS	06/25/2026	
A02-2035	OaklandWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:27 AM	Aidan Aird		ID	06/29/2026	
A02-3012	EvansdaleWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:53 AM			LS	06/09/2026	
A02-2025	ReynoldsWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 09:11 AM	Aidan Aird				
A01-1597	StarCityWWTP-01	Routine Surveillance	Pass	06/20/2026 12:00 AM	06/21/2026 12:00 AM	06/21/2026 12:00 AM		8.0	LS	06/25/2026	
A02-3032	EvansdaleWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:48 AM	Aidan Aird		ID	06/26/2026	
A02-3022	FacManWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:10 AM					
A02-2015	EvansdaleWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:25 AM	Brian		ID	06/12/2026	
C01-1308	WheelingWWTP-01	Routine Surveillance	Pass	06/28/2026 08:00 AM	06/29/2026 08:00 AM	06/29/2026 08:00 AM		8.3	LS	07/02/2026	
A02-3009	FacManWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:12 AM	Brian		ID	06/05/2026	
M03-1026	ManningtonWWTP-01	Routine Surveillance	Pass	06/28/2026 08:00 AM	06/29/2026 08:00 AM	06/29/2026 08:30 AM		0.330	LS	07/02/2026	
Q01-1031	MadisonWWTP-01	Routine Surveillance	Pass	06/17/2026 08:00 AM	06/22/2026 08:00 AM	06/22/2026 08:00 AM		0.231	LS	06/25/2026	
A01-1599	StarCityWWTP-01	Routine Surveillance	Pass	06/22/2026 12:00 AM	06/23/2026 12:00 AM	06/23/2026 12:00 AM		13.6	LS	07/02/2026	
A02-2003	OaklandWVU-01	Upstream Collection	Pass	05/23/2026 07:00 AM	05/25/2026 07:00 AM	05/26/2026 10:40 AM	Aidan/Hannah		ID	05/26/2026	
A02-2019	OaklandWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:41 AM	Aidan Aird		ID	06/15/2026	
M03-1024	ManningtonWWTP-01	Routine Surveillance	Pass	06/21/2026 09:00 AM	06/22/2026 09:00 AM	06/22/2026 09:00 AM		0.289	LS	06/25/2026	
A02-2029	ReynoldsWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 09:37 AM	Aidan Aird				
M04-1013	FarmingtonWWTP-01	Routine Surveillance	Pass	06/14/2026 08:30 AM	06/15/2026 08:30 AM	06/15/2026 09:00 AM		0.125	LS	06/25/2026	
A02-3013	ReynoldsWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 08:25 AM			LS	06/09/2026	
R02-1031	ElkinsWWTP-01	Routine Surveillance	Pass	06/28/2026 08:00 AM	06/29/2026 08:05 AM	06/29/2026 08:00 AM		2.805	LS	07/02/2026	
P01-1021	StMarysWWTP-01	Routine Surveillance	Pass	06/28/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 07:00 AM		0.233	LS	07/02/2026	
A02-3033	ReynoldsWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 09:15 AM	Aidan Aird		ID	06/26/2026	
N02-1013	ClarksburgWWTP-01	Routine Surveillance	Pass	06/14/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 07:00 AM		7.58	LS	07/02/2026	
A02-3023	OaklandWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:24 AM					
D01-1028	CharlesTownWWTP-01	Routine Surveillance	Pass	06/24/2026 06:45 AM	06/25/2026 06:50 AM	06/25/2026 06:50 AM		1.214	LS	07/02/2026	
A02-4004	EvansdaleWVU-01	Upstream Collection	Pass	05/27/2026 07:00 AM	05/29/2026 07:00 AM	05/29/2026 08:44 AM	Aidan/Hannah		ID	05/29/2026	
A02-4018	FacManWVU-01	Upstream Collection	Pass	06/12/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:25 AM	Aidan Aird		ID	06/15/2026	
A02-2017	ReynoldsWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 10:13 AM	Brian		ID	06/12/2026	
A02-2037	ReynoldsWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 09:13 AM	Aidan Aird		ID	06/29/2026	
A02-4028	EvansdaleWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 09:04 AM					
A01-1595	StarCityWWTP-01	Routine Surveillance	Pass	06/17/2026 12:00 AM	06/18/2026 12:00 AM	06/18/2026 12:00 AM		13.5	LS	06/25/2026	
A02-2027	OaklandWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 08:48 AM	Aidan Aird				
U01-0122	WhiteOakWWTP-01	Routine Surveillance	Pass	06/21/2026 09:10 AM	06/22/2026 09:10 AM	06/22/2026 09:10 AM		0.225	LS	06/25/2026	
A02-2002	OaklandWVU-01	Upstream Collection	Pass	05/27/2026 07:00 AM	05/29/2026 07:00 AM	05/29/2026 08:23 AM	Aidan/Hannah		ID	05/29/2026	
A02-3005	FacManWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 08:23 AM	Aidan		ID	06/01/2026	
A02-4030	FacManWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:20 AM	Aidan Aird		ID	06/26/2026	
A02-3002	OaklandWVU-01	Upstream Collection	Pass	05/27/2026 07:00 AM	05/29/2026 07:00 AM	05/29/2026 08:23 AM	Aidan/Hannah		ID	05/29/2026	
A02-4020	EvansdaleWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:00 AM	Aidan Aird		ID	06/15/2026	
T01-1007	PointPleasantWWTP-01	Routine Surveillance	Pass	06/28/2026 07:30 AM	06/29/2026 07:30 AM	06/29/2026 07:30 AM		0.12	LS	07/02/2026	
J01-1031	AlpineLakeWWTP-01	Routine Surveillance	Pass	06/21/2026 07:30 AM	06/22/2026 07:30 AM	06/22/2026 07:30 AM		0.105	LS	07/02/2026	
A02-2005	FacManWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 08:23 AM	Aidan		ID	06/01/2026	
C01-1301	WheelingWWTP-01	Routine Surveillance	Pass	06/17/2026 07:00 AM	06/18/2026 07:00 AM	06/18/2026 07:00 AM		8.1	LS	06/25/2026	
A02-4010	EvansdaleWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:50 AM	Brian		ID	06/05/2026	
A02-3017	ReynoldsWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 10:13 AM	Brian		ID	06/12/2026	
A01-1601	StarCityWWTP-01	Routine Surveillance	Pass	06/24/2026 12:00 AM	06/25/2026 12:00 AM	06/25/2026 12:00 AM		9.3	LS	07/02/2026	
A02-4016	FacManWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:30 AM	Brian		ID	06/12/2026	
A02-4036	EvansdaleWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:42 AM	Aidan Aird		ID	06/29/2026	
A02-3037	ReynoldsWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 09:13 AM	Aidan Aird		ID	06/29/2026	
A02-3027	OaklandWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 08:48 AM					
O01-1015	GraftonWWTP-01	Routine Surveillance	Pass	06/21/2026 08:00 AM	06/22/2026 08:00 AM	06/22/2026 08:00 AM		0.99	LS	06/25/2026	
A02-4026	FacManWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 08:19 AM					
F01-1020	WestonWWTP-01	Routine Surveillance	Pass	06/28/2026 12:00 AM	06/29/2026 12:00 AM	06/29/2026 12:00 AM		1.5	LS	07/02/2026	
N02-0580	ClarksburgWWTP-01	Routine Surveillance	Pass	06/22/2026 07:00 AM	06/23/2026 07:00 AM	06/23/2026 07:00 AM		12.13	LS	07/02/2026	
A02-2013	ReynoldsWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 08:25 AM			LS	06/09/2026	
A02-2033	ReynoldsWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 09:15 AM	Aidan Aird		ID	06/26/2026	
A02-2023	OaklandWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:24 AM	Aidan Aird				
A02-3019	OaklandWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:41 AM	Aidan Aird		ID	06/15/2026	
C01-1304	WheelingWWTP-01	Routine Surveillance	Pass	06/22/2026 08:00 AM	06/23/2026 08:00 AM	06/23/2026 08:00 AM		9.3	LS	07/02/2026	
A02-3029	ReynoldsWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 09:37 AM					
A02-4009	FacManWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:12 AM	Brian		ID	06/05/2026	
H01-1038	MoundsvilleWWTP-01	Routine Surveillance	Pass	06/28/2026 08:00 AM	06/29/2026 08:00 AM	06/29/2026 08:00 AM		1.6	LS	07/02/2026	
G01-1017	KeyserWWTP-01	Routine Surveillance	Pass	06/21/2026 09:00 AM	06/22/2026 08:00 AM	06/22/2026 09:00 AM		0.778	LS	06/25/2026	
A02-2011	OaklandWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:40 AM			LS	06/09/2026	
A02-2021	ReynoldsWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:18 AM	Aidan Aird		ID	06/15/2026	
C01-1299	WheelingWWTP-01	Routine Surveillance	Pass	06/15/2026 07:00 AM	06/16/2026 07:00 AM	06/16/2026 07:00 AM		8.2	LS	06/25/2026	
A02-2031	OaklandWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:33 AM	Aidan Aird		ID	06/26/2026	
W01-1018	SummersvilleWWTP-01	Routine Surveillance	Pass	06/21/2026 11:00 AM	06/22/2026 11:00 AM	06/22/2026 11:15 AM		0.4	LS	06/25/2026	
A02-2024	EvansdaleWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:48 AM	Aidan Aird				
L01-1022	WestUnionWWTP-01	Routine Surveillance	Pass	06/14/2026 07:00 AM	06/15/2026 07:00 AM	06/22/2026 08:00 AM		0.204	LS	06/25/2026	
A02-2034	FacManWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:15 AM	Aidan Aird		ID	06/29/2026	
A02-2014	OaklandWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:10 AM	Brian		ID	06/12/2026	
A02-3006	OaklandWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 08:39 AM	Aidan		ID	06/01/2026	
K01-1012	ParkersburgWWTP-01	Routine Surveillance	Pass	06/22/2026 07:02 AM	06/23/2026 05:57 AM	06/23/2026 05:58 AM		5.447	LS	06/25/2026	
A02-2008	OaklandWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:02 AM	Brian		ID	06/05/2026	
A02-4007	EvansdaleWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 09:01 AM	Aidan		ID	06/01/2026	
A02-4032	EvansdaleWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:48 AM	Aidan Aird		ID	06/26/2026	
A02-4022	FacManWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:10 AM					
C01-1303	WheelingWWTP-01	Routine Surveillance	Pass	06/22/2026 07:00 AM	06/23/2026 07:00 AM	06/23/2026 07:00 AM		9.3	LS	06/25/2026	
A01-1596	StarCityWWTP-01	Routine Surveillance	Pass	06/19/2026 12:00 AM	06/20/2026 12:00 AM	06/20/2026 12:00 AM		8.3	LS	06/25/2026	
A02-4012	EvansdaleWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:53 AM			LS	06/09/2026	
A02-4015	EvansdaleWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:25 AM	Brian		ID	06/12/2026	
A02-4035	OaklandWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:27 AM	Aidan Aird		ID	06/29/2026	
A02-4025	ReynoldsWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 09:11 AM					
A01-1598	StarCityWWTP-01	Routine Surveillance	Pass	06/21/2026 12:00 AM	06/22/2026 12:00 AM	06/22/2026 12:00 AM		11.0	LS	06/25/2026	
O01-1016	GraftonWWTP-01	Routine Surveillance	Pass	06/28/2026 08:00 AM	06/29/2026 08:00 AM	06/29/2026 08:00 AM		2.06	LS	07/02/2026	
N02-1014	ClarksburgWWTP-01	Routine Surveillance	Pass	06/28/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 07:00 AM		17.86	LS	07/02/2026	
A02-3024	EvansdaleWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:48 AM					
A02-3034	FacManWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:15 AM	Aidan Aird		ID	06/29/2026	
A02-3014	OaklandWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:10 AM	Brian		ID	06/12/2026	
Q01-1032	MadisonWWTP-01	Routine Surveillance	Pass	06/24/2026 08:00 AM	06/29/2026 08:00 AM	06/29/2026 08:00 AM		0.502	LS	07/02/2026	
A02-2006	OaklandWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 08:39 AM	Aidan		ID	06/01/2026	
A02-3008	OaklandWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:02 AM	Brian		ID	06/05/2026	
A02-3011	OaklandWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 07:40 AM			LS	06/09/2026	
A02-3021	ReynoldsWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:18 AM	Aidan Aird		ID	06/15/2026	
A02-4003	OaklandWVU-01	Upstream Collection	Pass	05/23/2026 07:00 AM	05/25/2026 07:00 AM	05/26/2026 10:40 AM	Aidan/Hannah		ID	05/26/2026	Campus Sample Rep
A02-3031	OaklandWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:33 AM	Aidan Aird		ID	06/26/2026	
C01-1307	WheelingWWTP-01	Routine Surveillance	Pass	06/25/2026 08:00 AM	06/26/2026 08:00 AM	06/26/2026 08:00 AM		12.0	LS	07/02/2026	
C01-1305	WheelingWWTP-01	Routine Surveillance	Pass	06/23/2026 08:00 AM	06/24/2026 08:00 AM	06/24/2026 08:00 AM		11.5	LS	07/02/2026	
D01-1027	CharlesTownWWTP-01	Routine Surveillance	Pass	06/17/2026 06:35 AM	06/18/2026 07:35 AM	06/18/2026 07:35 AM		1.205	LS	06/25/2026	
A02-4029	ReynoldsWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 09:37 AM					
A02-4019	OaklandWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:41 AM	Aidan Aird		ID	06/15/2026	
T01-1006	PointPleasantWWTP-01	Routine Surveillance	Pass	06/21/2026 09:45 AM	06/22/2026 09:45 AM	06/22/2026 09:45 AM		0.25	LS	06/25/2026	
A02-3010	EvansdaleWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:50 AM	Brian		ID	06/05/2026	
O01-1014	GraftonWWTP-01	Routine Surveillance	Pass	06/14/2026 08:00 AM	06/15/2026 08:00 AM	06/15/2026 08:00 AM		1.16	LS	06/25/2026	
A02-3030	FacManWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:20 AM	Aidan Aird		ID	06/26/2026	
A02-3020	EvansdaleWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:00 AM	Aidan Aird		ID	06/15/2026	
A02-4002	OaklandWVU-01	Upstream Collection	Pass	05/27/2026 07:00 AM	05/29/2026 07:00 AM	05/29/2026 08:23 AM	Aidan/Hannah		ID	05/29/2026	
A02-4037	ReynoldsWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 09:13 AM	Aidan Aird		ID	06/29/2026	
A02-3036	EvansdaleWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:42 AM	Aidan Aird		ID	06/29/2026	
A02-3026	FacManWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 08:19 AM					
A02-2028	EvansdaleWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 09:04 AM	Aidan Aird				
A02-4027	OaklandWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 08:48 AM					
A02-2004	EvansdaleWVU-01	Upstream Collection	Pass	05/27/2026 07:00 AM	05/29/2026 07:00 AM	05/29/2026 08:44 AM	Aidan/Hannah		ID	05/29/2026	
A02-3016	FacManWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:30 AM	Brian		ID	06/12/2026	
A02-2018	FacManWVU-01	Upstream Collection	Pass	06/12/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:25 AM	Aidan Aird		ID	06/15/2026	
A02-4017	ReynoldsWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 10:13 AM	Brian		ID	06/12/2026	
A02-2036	EvansdaleWVU-01	Upstream Collection	Pass	06/27/2026 07:00 AM	06/29/2026 07:00 AM	06/29/2026 08:42 AM	Aidan Aird		ID	06/29/2026	
A02-3028	EvansdaleWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 09:04 AM					
A02-2026	FacManWVU-01	Upstream Collection		06/20/2026 07:00 AM	06/22/2026 07:00 AM	06/22/2026 08:19 AM	Aidan Aird				
A02-3004	EvansdaleWVU-01	Upstream Collection	Pass	05/27/2026 07:00 AM	05/29/2026 07:00 AM	05/29/2026 08:44 AM	Aidan/Hannah		ID	05/29/2026	
A02-3018	FacManWVU-01	Upstream Collection	Pass	06/12/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 08:25 AM	Aidan Aird		ID	06/15/2026	
A02-2016	FacManWVU-01	Upstream Collection	Pass	06/10/2026 07:00 AM	06/12/2026 07:00 AM	06/12/2026 09:30 AM	Brian		ID	06/12/2026	
A02-4005	FacManWVU-01	Upstream Collection	Pass	05/30/2026 07:00 AM	06/01/2026 07:00 AM	06/01/2026 08:23 AM	Aidan		ID	06/01/2026	
A02-2010	EvansdaleWVU-01	Upstream Collection	Pass	06/03/2026 07:00 AM	06/05/2026 07:00 AM	06/05/2026 10:50 AM	Brian		ID	06/05/2026	
A02-2030	FacManWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 08:20 AM	Aidan Aird		ID	06/26/2026	
A01-1594	StarCityWWTP-01	Routine Surveillance	Pass	06/16/2026 12:00 AM	06/17/2026 12:00 AM	06/17/2026 12:00 AM		8.5	LS	06/25/2026	
A02-2020	EvansdaleWVU-01	Upstream Collection	Pass	06/13/2026 07:00 AM	06/15/2026 07:00 AM	06/15/2026 09:00 AM	Aidan Aird		ID	06/15/2026	
L01-1023	WestUnionWWTP-01	Routine Surveillance	Pass	06/28/2026 07:00 AM	06/29/2026 07:00 AM	06/30/2026 12:00 AM		.271	LS	07/02/2026	
A02-4033	ReynoldsWVU-01	Upstream Collection	Pass	06/24/2026 07:00 AM	06/26/2026 07:00 AM	06/26/2026 09:15 AM	Aidan Aird		ID	06/26/2026	
M03-1025	ManningtonWWTP-01	Routine Surveillance	Pass	06/14/2026 09:00 AM	06/15/2026 09:00 AM	06/15/2026 09:30 AM		0.290	LS	06/25/2026	
A02-4023	OaklandWVU-01	Upstream Collection		06/17/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 08:24 AM					
C01-1302	WheelingWWTP-01	Routine Surveillance	Pass	06/18/2026 07:00 AM	06/19/2026 07:00 AM	06/19/2026 07:00 AM		7.6	LS	06/25/2026	
A02-4013	ReynoldsWVU-01	Upstream Collection	Pass	06/06/2026 07:00 AM	06/08/2026 07:00 AM	06/09/2026 08:25 AM			LS	06/09/2026	
