assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
G01-1007.a1	G01-1007.e1	G01-1007	AB144	C03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19890	0	6.78504371643066	
G01-1007.a2	G01-1007.e1	G01-1007	AB144	C03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19890	0	0.44276425242424	
G01-1007.a3	G01-1007.e1	G01-1007	AB144	C03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19890	0	0.379502654075623	
G01-1007.a4	G01-1007.e1	G01-1007	AB144	C03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19890	0	0	
G01-1007.a5	G01-1007.e1	G01-1007	AB144	C03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19890	0	0.12648817896843	
A01-1537.a1	A01-1537.e1	A01-1537	AB144	F01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20645	0	0.0609296225011349	
A01-1537.a2	A01-1537.e1	A01-1537	AB144	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20645	0	5.37313652038574	
A01-1537.a3	A01-1537.e1	A01-1537	AB144	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20645	0	0.365622013807297	
A01-1537.a4	A01-1537.e1	A01-1537	AB144	F01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20645	0	0.243736207485199	
A01-1537.a5	A01-1537.e1	A01-1537	AB144	F01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20645	0	0	
C01-1277.a1	C01-1277.e1	C01-1277	AB144	B02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20304	0	12.3891448974609	
C01-1277.a2	C01-1277.e1	C01-1277	AB144	B02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20304	0	0	
C01-1277.a3	C01-1277.e1	C01-1277	AB144	B02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20304	0	0	
C01-1277.a4	C01-1277.e1	C01-1277	AB144	B02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20304	0	0	
C01-1277.a5	C01-1277.e1	C01-1277	AB144	B02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20304	0	0.123908944427967	
R02-1020.a1	R02-1020.e1	R02-1020	AB144	E02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20447	0	0	
R02-1020.a2	R02-1020.e1	R02-1020	AB144	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20447	0	11.246431350708	
R02-1020.a3	R02-1020.e1	R02-1020	AB144	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20447	0	0	
R02-1020.a4	R02-1020.e1	R02-1020	AB144	E02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20447	0	0	
R02-1020.a5	R02-1020.e1	R02-1020	AB144	E02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20447	0	0.123042315244675	
J01-1020.a1	J01-1020.e1	J01-1020	AB144	B04	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19916	0	0	
J01-1020.a2	J01-1020.e1	J01-1020	AB144	B04	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19916	0	0	
J01-1020.a3	J01-1020.e1	J01-1020	AB144	B04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19916	0	0.0631599351763725	
J01-1020.a4	J01-1020.e1	J01-1020	AB144	B04	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19916	0	5.82402992248535	
J01-1020.a5	J01-1020.e1	J01-1020	AB144	B04	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19916	0	0	
U01-0178.a1	U01-0178.e1	U01-0178	AB144	F02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20322	0	0	
U01-0178.a2	U01-0178.e1	U01-0178	AB144	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20322	0	0	
U01-0178.a3	U01-0178.e1	U01-0178	AB144	F02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20322	0	0	
U01-0178.a4	U01-0178.e1	U01-0178	AB144	F02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20322	0	0	
U01-0178.a5	U01-0178.e1	U01-0178	AB144	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20322	0	3.16069149971008	
A01-1533.a1	A01-1533.e1	A01-1533	AB144	B01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20525	0	0.0612858608365059	
A01-1533.a2	A01-1533.e1	A01-1533	AB144	B01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20525	0	0	
A01-1533.a3	A01-1533.e1	A01-1533	AB144	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20525	0	0.183866545557976	
A01-1533.a4	A01-1533.e1	A01-1533	AB144	B01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20525	0	0.183866545557976	
A01-1533.a5	A01-1533.e1	A01-1533	AB144	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20525	0	10.8325595855713	
L01-1012.a1	L01-1012.e1	L01-1012	AB144	H03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20782	0	0	
L01-1012.a2	L01-1012.e1	L01-1012	AB144	H03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20782	0	0	
L01-1012.a3	L01-1012.e1	L01-1012	AB144	H03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20782	0	0	
L01-1012.a4	L01-1012.e1	L01-1012	AB144	H03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20782	0	0.121058814227581	
L01-1012.a5	L01-1012.e1	L01-1012	AB144	H03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20782	0	0	
A01-1536.a1	A01-1536.e1	A01-1536	AB144	E01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20744	0	0	
A01-1536.a2	A01-1536.e1	A01-1536	AB144	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20744	0	4.19095277786255	
A01-1536.a3	A01-1536.e1	A01-1536	AB144	E01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20744	0	0.121280580759048	
A01-1536.a4	A01-1536.e1	A01-1536	AB144	E01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20744	0	0	
A01-1536.a5	A01-1536.e1	A01-1536	AB144	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20744	0	0.121280580759048	
F01-1010.a1	F01-1010.e1	F01-1010	AB144	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21357	0	8.86570930480957	
F01-1010.a2	F01-1010.e1	F01-1010	AB144	G03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21357	0	0	
F01-1010.a3	F01-1010.e1	F01-1010	AB144	G03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21357	0	0	
F01-1010.a4	F01-1010.e1	F01-1010	AB144	G03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21357	0	0	
F01-1010.a5	F01-1010.e1	F01-1010	AB144	G03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21357	0	0	
A01-1532.a1	A01-1532.e1	A01-1532	AB144	A01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20486	0	0.429880708456039	
A01-1532.a2	A01-1532.e1	A01-1532	AB144	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20486	0	0.429880708456039	
A01-1532.a3	A01-1532.e1	A01-1532	AB144	A01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20486	0	0	
A01-1532.a4	A01-1532.e1	A01-1532	AB144	A01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20486	0	0.921352863311768	
A01-1532.a5	A01-1532.e1	A01-1532	AB144	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20486	0	7.76042032241821	
P01-1014.a1	P01-1014.e1	P01-1014	AB144	A04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19699	0	0.0638557076454163	
P01-1014.a2	P01-1014.e1	P01-1014	AB144	A04	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19699	0	0	
P01-1014.a3	P01-1014.e1	P01-1014	AB144	A04	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19699	0	1.34165096282959	
P01-1014.a4	P01-1014.e1	P01-1014	AB144	A04	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19699	0	11.8688249588013	
P01-1014.a5	P01-1014.e1	P01-1014	AB144	A04	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19699	0	0.0638557076454163	
W01-1007.a1	W01-1007.e1	W01-1007	AB144	B03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21052	0	0	
W01-1007.a2	W01-1007.e1	W01-1007	AB144	B03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21052	0	0	
W01-1007.a3	W01-1007.e1	W01-1007	AB144	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21052	0	0.179263427853584	
W01-1007.a4	W01-1007.e1	W01-1007	AB144	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21052	0	9.53634262084961	
W01-1007.a5	W01-1007.e1	W01-1007	AB144	B03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21052	0	0.298786580562592	
O01-1007.a1	O01-1007.e1	O01-1007	AB144	E03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21118	0	4.23613214492798	
O01-1007.a2	O01-1007.e1	O01-1007	AB144	E03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21118	0	0	
O01-1007.a3	O01-1007.e1	O01-1007	AB144	E03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21118	0	0	
O01-1007.a4	O01-1007.e1	O01-1007	AB144	E03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21118	0	0	
O01-1007.a5	O01-1007.e1	O01-1007	AB144	E03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21118	0	0	
C01-1275.a1	C01-1275.e1	C01-1275	AB144	H01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21783	0	0.115495510399342	
C01-1275.a2	C01-1275.e1	C01-1275	AB144	H01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21783	0	9.09881019592285	
C01-1275.a3	C01-1275.e1	C01-1275	AB144	H01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21783	0	0.404280692338943	
C01-1275.a4	C01-1275.e1	C01-1275	AB144	H01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21783	0	0	
C01-1275.a5	C01-1275.e1	C01-1275	AB144	H01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21783	0	0	
C01-1274.a1	C01-1274.e1	C01-1274	AB144	G01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21314	0	0.0590171292424202	
C01-1274.a2	C01-1274.e1	C01-1274	AB144	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21314	0	17.0525875091553	
C01-1274.a3	C01-1274.e1	C01-1274	AB144	G01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21314	0	0	
C01-1274.a4	C01-1274.e1	C01-1274	AB144	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21314	0	1.41717600822449	
C01-1274.a5	C01-1274.e1	C01-1274	AB144	G01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21314	0	0	
K01-0486.a1	K01-0486.e1	K01-0486	AB144	A03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21340	0	0.11789321154356	
K01-0486.a2	K01-0486.e1	K01-0486	AB144	A03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21340	0	8.27932548522949	
K01-0486.a3	K01-0486.e1	K01-0486	AB144	A03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21340	0	0	
K01-0486.a4	K01-0486.e1	K01-0486	AB144	A03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21340	0	0.11789321154356	
K01-0486.a5	K01-0486.e1	K01-0486	AB144	A03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21340	0	0.530606508255005	
M04-1005.a1	M04-1005.e1	M04-1005	AB144	D02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20455	0	0.061495590955019	
M04-1005.a2	M04-1005.e1	M04-1005	AB144	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20455	0	9.50591850280762	
M04-1005.a3	M04-1005.e1	M04-1005	AB144	D02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20455	0	0	
M04-1005.a4	M04-1005.e1	M04-1005	AB144	D02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20455	0	0	
M04-1005.a5	M04-1005.e1	M04-1005	AB144	D02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20455	0	0.36901867389679	
C01-1278.a1	C01-1278.e1	C01-1278	AB144	C02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20390	0	0.0616916343569756	
C01-1278.a2	C01-1278.e1	C01-1278	AB144	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20390	0	9.03915882110596	
C01-1278.a3	C01-1278.e1	C01-1278	AB144	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20390	0	0.123386301100254	
C01-1278.a4	C01-1278.e1	C01-1278	AB144	C02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20390	0	0	
C01-1278.a5	C01-1278.e1	C01-1278	AB144	C02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20390	0	0	
W02-1001.a1	W02-1001.e1	W02-1001	AB144	C04	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19985	0	0.503623127937317	
W02-1001.a2	W02-1001.e1	W02-1001	AB144	C04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19985	0	0.0629418566823006	
W02-1001.a3	W02-1001.e1	W02-1001	AB144	C04	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19985	0	0	
W02-1001.a4	W02-1001.e1	W02-1001	AB144	C04	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19985	0	0.251786351203918	
W02-1001.a5	W02-1001.e1	W02-1001	AB144	C04	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19985	0	14.6238861083984	
A01-1535.a1	A01-1535.e1	A01-1535	AB144	D01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20845	0	0	
A01-1535.a2	A01-1535.e1	A01-1535	AB144	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20845	0	0.0603450126945972	
A01-1535.a3	A01-1535.e1	A01-1535	AB144	D01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20845	0	0.362113505601883	
A01-1535.a4	A01-1535.e1	A01-1535	AB144	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20845	0	12.3097810745239	
A01-1535.a5	A01-1535.e1	A01-1535	AB144	D01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20845	0	0.0603450126945972	
A01-1534.a1	A01-1534.e1	A01-1534	AB144	C01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20277	0	0.372258543968201	
A01-1534.a2	A01-1534.e1	A01-1534	AB144	C01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20277	0	0	
A01-1534.a3	A01-1534.e1	A01-1534	AB144	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20277	0	0.124073937535286	
A01-1534.a4	A01-1534.e1	A01-1534	AB144	C01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20277	0	0.372258543968201	
A01-1534.a5	A01-1534.e1	A01-1534	AB144	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20277	0	9.65219497680664	
A04-0587.a1	A04-0587.e1	A04-0587	AB144	F03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	14860	0	0.0846503302454948	
A04-0587.a2	A04-0587.e1	A04-0587	AB144	F03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	14860	0	0.0846503302454948	
A04-0587.a3	A04-0587.e1	A04-0587	AB144	F03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	14860	0	0.0846503302454948	
A04-0587.a4	A04-0587.e1	A04-0587	AB144	F03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	14860	0	8.66381168365479	
A04-0587.a5	A04-0587.e1	A04-0587	AB144	F03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	14860	0	0	
N02-1005.a1	N02-1005.e1	N02-1005	AB144	H02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21274	0	0	
N02-1005.a2	N02-1005.e1	N02-1005	AB144	H02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21274	0	0	
N02-1005.a3	N02-1005.e1	N02-1005	AB144	H02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21274	0	0.118258975446224	
N02-1005.a4	N02-1005.e1	N02-1005	AB144	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21274	0	14.3308629989624	
N02-1005.a5	N02-1005.e1	N02-1005	AB144	H02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21274	0	0.0591281019151211	
M03-1014.a1	M03-1014.e1	M03-1014	AB144	G02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21567	0	0	
M03-1014.a2	M03-1014.e1	M03-1014	AB144	G02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21567	0	0	
M03-1014.a3	M03-1014.e1	M03-1014	AB144	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21567	0	0	
M03-1014.a4	M03-1014.e1	M03-1014	AB144	G02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21567	0	0.0583247952163219	
M03-1014.a5	M03-1014.e1	M03-1014	AB144	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21567	0	7.31163930892944	
