Asset Tag ID,Description,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample pH (Lab),"Control, Process (Type)","Control, Internal (Type)",Sample QC Check,Assay Target 1,Assay Target 1 Result (CN/L),Assay Target 2,Assay Target 2 Result (CN/L),Sample Flow (MGD),Status: WaTCH,Event Type,Site,Location,Category,Department
A03-0371,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
M01-0029,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
C01-034,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
M04-036,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
C1-0188,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Processing,,,,,
A03-0025,TO BE REMOVED,,,,,,,,,,,,,,,,,,,Unknown,,,,Sample,
H01-0983,G,Composite,,05/19/2025 08:00 AM,05/18/2025 08:00 AM,05/19/2025 08:00 AM,EM,05/21/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0984,G,Composite,,05/27/2025 08:00 AM,05/26/2025 08:00 AM,05/27/2025 08:00 AM,BB,05/29/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0985,G,Composite,,06/02/2025 08:00 AM,06/01/2025 08:00 AM,06/02/2025 08:00 AM,BB,06/04/2025,,,,,,Pass,,,,,2.5,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0986,G,Composite,,06/09/2025 08:00 AM,06/08/2025 08:00 AM,06/09/2025 08:00 AM,ID,06/10/2025,,,,,,Pass,,,,,2.2,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0987,G,Composite,,06/16/2025 08:00 AM,06/15/2025 08:00 AM,06/16/2025 08:00 AM,AJ,06/19/2025,,,,,,Pass,,,,,2.5,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0988,G,Composite,,06/30/2025 08:00 AM,06/29/2025 08:00 AM,06/30/2025 08:00 AM,AJ,07/02/2025,,,,,,Pass,,,,,1.7,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0989,G,Composite,,07/07/2025 08:00 AM,07/06/2025 08:00 AM,07/07/2025 08:00 AM,,,,,,,,,,,,,1.5,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0990,G,Composite,,07/14/2025 08:00 AM,07/13/2025 08:00 AM,07/14/2025 08:00 AM,BB,07/16/2025,,,,,,Pass,,,,,1.4,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0991,G,Composite,,07/21/2025 08:00 AM,07/20/2025 08:00 AM,07/21/2025 08:00 AM,AJ,07/22/2025,,,,,,Pass,,,,,1.8,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0992,G,Composite,,07/28/2025 08:00 AM,07/27/2025 08:00 AM,07/28/2025 08:00 AM,ID,07/30/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0993,G,Composite,,08/04/2025 08:00 AM,08/03/2025 08:00 AM,08/04/2025 08:00 AM,ID,08/06/2025,,,,,,Pass,,,,,1.1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0994,G,Composite,,08/11/2025 08:00 AM,08/10/2025 08:00 AM,08/11/2025 08:00 AM,AJ,08/14/2025,,,,,,Pass,,,,,1.1,,,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0995,G,Composite,,08/18/2025 08:00 AM,08/17/2025 08:00 AM,08/18/2025 08:00 AM,AJ,08/21/2025,,,,,,Pass,,,,,1.2,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0996,G,Composite,,08/25/2025 08:00 AM,08/24/2025 08:00 AM,08/25/2025 08:00 AM,AJ,08/28/2025,,,,,,Pass,,,,,1.0,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0997,G,Composite,,09/02/2025 08:00 AM,09/01/2025 08:00 AM,09/02/2025 08:00 AM,AJ,09/04/2025,,,,,,Pass,,,,,1.0,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0998,G,Composite,,09/08/2025 08:00 AM,09/07/2025 08:00 AM,09/08/2025 08:00 AM,LS,09/11/2025,,,,,,Pass,,,,,1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-0999,g,Composite,,09/15/2025 08:00 AM,09/14/2025 08:00 AM,09/15/2025 08:00 AM,LS,09/18/2025,,,,,,Pass,,,,,1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-1000,G,Composite,,09/22/2025 08:00 AM,09/21/2025 08:00 AM,09/22/2025 08:00 AM,LS,09/25/2025,,,,,,Pass,,,,,1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-1001,G,Composite,,09/29/2025 08:00 AM,09/28/2025 08:00 AM,09/29/2025 08:00 AM,LS,10/02/2025,,,,,,Pass,,,,,1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-1002,G,Composite,,10/06/2025 08:00 AM,10/05/2025 08:00 AM,10/06/2025 08:00 AM,LS,10/09/2025,,,,,,Pass,,,,,1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-1003,G,Composite,,10/14/2025 08:00 AM,10/13/2025 08:00 AM,10/14/2025 08:00 AM,LS,10/16/2025,,,,,,Pass,,,,,1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-1004,G,Composite,,10/27/2025 08:00 AM,10/26/2025 08:00 AM,10/27/2025 08:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,1.1,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
H01-1005,G,Composite,,11/03/2025 08:00 AM,11/02/2025 08:00 AM,11/03/2025 08:00 AM,LS,11/06/2025,,,,,,Pass,,,,,1.4,,Routine Surveillance,Marshall,MoundsvilleWWTP-01,Sample,WWTP
D01-0417,G,Composite,,08/06/2024 07:00 AM,08/05/2024 07:00 AM,08/06/2024 07:00 AM,AJ,08/08/2024,,,,,,Pass,,,,,1.1,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0418,G,Composite,,08/13/2024 07:00 AM,08/12/2024 07:00 AM,08/13/2024 07:00 AM,AJ,08/14/2024,,,,,,Pass,,,,,1.4,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0550,G,Composite,,08/20/2024 07:15 AM,08/19/2024 07:15 AM,08/20/2024 07:15 AM,AJ,08/21/2024,,,,,,Pass,,,,,1.25,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0547,G,Composite,,09/03/2024 07:00 AM,09/02/2024 07:00 AM,09/03/2024 07:00 AM,AJ,09/04/2024,,,,,,Pass,,,,,1.1,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0542,G,Composite,,08/27/2024 07:10 AM,08/26/2024 07:10 AM,08/27/2024 07:10 AM,AJ,09/05/2024,,,,,,Fail: Temperature Above Threshold,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0414,G,Composite,,09/10/2024 07:00 AM,09/09/2024 07:00 AM,09/10/2024 07:00 AM,AJ,09/11/2024,,,,,,Pass,,,,,1.1,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0545,G,Composite,,09/17/2024 07:00 AM,09/16/2024 07:00 AM,09/17/2024 07:00 AM,AJ,09/19/2024,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0555,G,Composite,,09/24/2024 07:10 AM,09/23/2024 07:10 AM,09/24/2024 07:10 AM,AJ,09/25/2024,,,,,,Pass,,,,,1.13,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0551,G,Composite,,10/01/2024 07:10 AM,09/30/2024 07:10 AM,10/01/2024 07:10 AM,AJ,10/02/2024,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0553,G,Composite,,10/08/2024 07:10 AM,10/07/2024 07:10 AM,10/08/2024 07:10 AM,AJ,10/10/2024,,,,,,Pass,,,,,1.14,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0552,G,Composite,,10/15/2024 07:00 AM,10/14/2024 07:00 AM,10/15/2024 07:00 AM,AJ,10/16/2024,,,,,,Pass,,,,,1.10,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0554,G,Composite,,10/22/2024 07:00 AM,10/21/2024 07:00 AM,10/22/2024 07:00 AM,AJ,10/23/2024,,,,,,Pass,,,,,1.21,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0562,G,Composite,,10/29/2024 07:30 AM,10/28/2024 07:30 AM,10/29/2024 07:30 AM,AJ,10/30/2024,,,,,,Pass,,,,,1.26,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0557,G,Composite,,11/12/2024 07:05 AM,11/11/2024 07:05 AM,11/12/2024 07:05 AM,AJ,11/14/2024,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0563,G,Composite,,11/19/2024 07:00 AM,11/18/2024 07:00 AM,11/18/2024 07:00 AM,AJ,11/21/2024,,,,,,Pass,,,,,1.21,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0556,G,Composite,,12/03/2024 07:00 AM,12/02/2024 07:00 AM,12/03/2024 07:00 AM,AJ,12/05/2024,,,,,,Pass,,,,,1.16,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0559,G,Composite,,11/26/2024 07:00 AM,11/25/2024 07:00 AM,11/26/2024 07:00 AM,AJ,12/05/2024,,,,,,Pass,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0558,G,Composite,,12/17/2024 07:00 AM,12/16/2024 07:00 AM,12/17/2024 07:00 AM,AJ,12/18/2024,,,,,,Pass,,,,,1.33,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0573,G,Composite,,12/31/2024 07:00 AM,12/30/2024 07:00 AM,12/31/2024 07:00 AM,AJ,01/10/2025,,,,,,Pass,,,,,1.2,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0577,G,Composite,,12/24/2024 07:00 AM,12/23/2024 07:00 AM,12/24/2024 07:00 AM,AJ,01/10/2025,,,,,,Pass,,,,,1.2,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0579,G,Composite,,01/07/2025 07:00 AM,01/06/2025 07:00 AM,01/07/2025 07:00 AM,AJ,01/10/2025,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0561,G,Composite,,01/14/2025 07:10 AM,01/13/2025 07:10 AM,01/14/2025 07:10 AM,AJ,01/16/2025,,,,,,Pass,,,,,1.24,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0572,G,Composite,,01/28/2025 07:00 AM,01/27/2025 07:00 AM,01/28/2025 07:00 AM,AJ,01/29/2025,,,,,,Pass,,,,,1.10,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0560,G,Composite,,02/04/2025 07:00 AM,02/03/2025 07:00 AM,02/04/2025 07:00 AM,AJ,02/06/2025,,,,,,Pass,,,,,1.06,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0574,G,Composite,,02/11/2025 07:00 AM,02/10/2025 07:00 AM,02/11/2025 07:00 AM,AJ,02/13/2025,,,,,,Pass,,,,,1.36,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0586,G,Composite,,02/18/2025 07:00 AM,02/17/2025 07:00 AM,02/18/2025 07:00 AM,AJ,02/20/2025,,,,,,Pass,,,,,1.12,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0584,G,Composite,,02/25/2025 07:00 AM,02/24/2025 07:00 AM,02/25/2025 07:00 AM,AJ,02/27/2025,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0580,G,Composite,,03/04/2025 07:00 AM,03/03/2025 07:00 AM,03/04/2025 07:00 AM,AJ,03/06/2025,,,,,,Pass,,,,,1.15,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0583,G,Composite,,03/11/2025 07:10 AM,03/10/2025 07:10 AM,03/11/2025 07:10 AM,AJ,03/13/2025,,,,,,Pass,,,,,1.06,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0581,G,Composite,,03/25/2025 07:00 AM,03/24/2025 07:00 AM,03/25/2025 07:00 AM,AJ,03/27/2025,,,,,,Pass,,,,,1.12,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0582,G,Composite,,04/01/2025 07:10 AM,03/31/2025 07:10 AM,04/01/2025 07:10 AM,AJ,04/03/2025,,,,,,Pass,,,,,1.22,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0592,G,Composite,,04/08/2025 07:00 AM,04/07/2025 07:00 AM,04/08/2025 07:00 AM,AJ,04/11/2025,,,,,,Pass,,,,,1.19,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0595,G,Composite,,04/15/2025 07:10 AM,04/14/2025 07:10 AM,04/15/2025 07:10 AM,AJ,04/17/2025,,,,,,Pass,,,,,1.10,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0589,G,Composite,,04/22/2025 07:00 AM,04/21/2025 07:00 AM,04/22/2025 07:00 AM,AJ,04/24/2025,,,,,,Pass,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0588,G,Composite,,04/29/2025 07:00 AM,04/28/2025 07:00 AM,04/29/2025 07:00 AM,AJ,05/01/2025,,,,,,Pass,,,,,1.10,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0590,G,Composite,,05/06/2025 07:10 AM,05/05/2025 07:10 AM,05/06/2025 07:10 AM,AJ,05/08/2025,,,,,,Pass,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0585,G,Composite,,05/13/2025 07:10 AM,05/12/2025 07:10 AM,05/13/2025 07:10 AM,AJ,05/15/2025,,,,,,Pass,,,,,1.23,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0597,G,Composite,,05/20/2025 07:00 AM,05/19/2025 07:00 AM,05/20/2025 07:00 AM,EM,05/21/2025,,,,,,Pass,,,,,1.24,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0587,G,Composite,,05/27/2025 07:00 AM,05/26/2025 07:00 AM,05/27/2025 07:00 AM,BB,05/29/2025,,,,,,Pass,,,,,1.0,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0591,G,Composite,,06/03/2025 07:00 AM,06/02/2025 07:00 AM,06/03/2025 07:00 AM,BB,06/04/2025,,,,,,Pass,,,,,1.27,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0604,G,Composite,,06/10/2025 06:45 AM,06/09/2025 06:45 AM,06/10/2025 06:45 AM,AJ,06/12/2025,,,,,,Pass,,,,,1.35,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0599,G,Composite,,06/17/2025 07:00 AM,06/16/2025 07:00 AM,06/17/2025 07:00 AM,AJ,06/19/2025,,,,,,Pass,,,,,1.43,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0607,G,Composite,,06/23/2025 07:15 AM,06/22/2025 07:15 AM,06/23/2025 07:15 AM,AJ,06/26/2025,,,,,,Pass,,,,,1.27,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0603,G,Composite,,07/01/2025 07:00 AM,06/30/2025 07:00 AM,07/01/2025 07:00 AM,AJ,07/02/2025,,,,,,Pass,,,,,1.11,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0606,G,Composite,,07/08/2025 07:00 AM,07/07/2025 07:00 AM,07/08/2025 07:00 AM,AJ,07/09/2025,,,,,,Pass,,,,,1.10,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0596,G,Composite,,07/15/2025 07:00 AM,07/14/2025 07:00 AM,07/15/2025 07:00 AM,BB,07/17/2025,,,,,,Pass,,,,,0.993,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0602,G,Composite,,07/22/2025 07:00 AM,07/21/2025 07:00 AM,07/22/2025 07:00 AM,AJ,07/23/2025,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0605,G,Composite,,07/29/2025 07:00 AM,07/28/2025 07:00 AM,07/29/2025 07:00 AM,ID,07/30/2025,,,,,,Pass,,,,,1.15,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0598,G,Composite,,08/05/2025 07:10 AM,08/04/2025 07:00 AM,08/05/2025 07:10 AM,ID,08/06/2025,,,,,,Pass,,,,,1.14,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0594,G,Composite,,08/12/2025 06:50 AM,08/11/2025 06:45 AM,08/12/2025 06:45 AM,AJ,08/14/2025,,LEFT IN OFFICE OVERNIGHT,,,,Pass,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0614,G,Composite,,08/19/2025 07:00 AM,08/18/2025 07:00 AM,08/19/2025 07:00 AM,AJ,08/21/2025,,,,,,Pass,,,,,1.10,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0601,G,Composite,,08/26/2025 07:00 AM,08/25/2025 07:00 AM,08/26/2025 07:00 AM,AJ,08/28/2025,,,,,,Pass,,,,,1.24,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0613,G,Composite,,09/02/2025 07:05 AM,09/01/2025 07:05 AM,09/02/2025 07:05 AM,AJ,09/04/2025,,,,,,Pass,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0617,G,Composite,,09/09/2025 07:00 AM,09/08/2025 07:00 AM,09/09/2025 07:00 AM,LS,09/11/2025,,,,,,Pass,,,,,1.23,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0618,G,Composite,,09/23/2025 07:00 AM,09/22/2025 07:00 AM,09/23/2025 07:00 AM,LS,09/25/2025,,,,,,Pass,,,,,1.21,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0611,G,Composite,,10/02/2025 07:15 AM,10/01/2025 07:00 AM,10/02/2025 07:14 AM,LS,10/09/2025,,,,,,Pass,,,,,1.190,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0600,G,Composite,,10/07/2025 06:45 AM,10/06/2025 06:45 AM,10/07/2025 06:45 AM,LS,10/09/2025,,,,,,Pass,,,,,1.2,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0615,G,Composite,,10/14/2025 07:00 AM,10/13/2025 07:00 AM,10/14/2025 07:00 AM,LS,10/16/2025,,,,,,Pass,,,,,1.18,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0593,G,Composite,,10/21/2025 07:00 AM,10/20/2025 07:00 AM,10/21/2025 07:00 AM,LS,10/23/2025,,,,,,Pass,,,,,1.32,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
D01-0616,G,Composite,,10/28/2025 07:00 AM,10/27/2025 07:00 AM,10/28/2025 07:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,1.20,,Routine Surveillance,Jefferson,CharlesTownWWTP-01,Sample,WWTP
F01-0126,G,Composite,,04/08/2025 07:00 AM,04/07/2025 07:00 AM,04/08/2025 07:00 AM,AJ,04/11/2025,,,,,,Pass,,,,,1.9,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0127,G,Composite,,04/14/2025 07:00 AM,04/13/2025 07:00 AM,04/14/2025 07:00 AM,AJ,04/24/2025,,,,,,Pass,,,,,1.4,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0130,G,Composite,,04/21/2025 07:00 AM,04/20/2025 07:00 AM,04/21/2025 07:00 AM,AJ,04/24/2025,,,,,,Pass,,,,,0.9,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0131,G,Composite,,05/05/2025 07:00 AM,05/04/2025 07:00 AM,05/05/2025 07:00 AM,AJ,05/08/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0128,G,Composite,,05/12/2025 07:00 AM,05/11/2025 07:00 AM,05/12/2025 07:00 AM,ID,05/15/2025,,,,,,Pass,,,,,,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0135,G,Composite,,05/19/2025 07:00 AM,05/18/2025 07:00 AM,05/19/2025 07:00 AM,EM,05/21/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0134,G,Composite,,05/28/2025 07:00 AM,05/27/2025 07:00 AM,05/28/2025 07:00 AM,BB,06/04/2025,,,,,,Pass,,,,,1.1,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0129,G,Composite,,06/03/2025 07:00 AM,06/02/2025 07:00 AM,06/03/2025 07:00 AM,BB,06/04/2025,,,,,,Pass,,,,,1.9,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0133,G,Composite,,06/09/2025 07:00 AM,06/08/2025 07:00 AM,06/09/2025 07:00 AM,ID,06/10/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0132,G,Composite,,06/16/2025 07:00 AM,06/15/2025 07:00 AM,06/16/2025 07:00 AM,AJ,06/19/2025,,,,,,Pass,,,,,2.0,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0138,G,Composite,,07/10/2025 12:00 AM,07/09/2025 12:00 AM,07/10/2025 12:00 AM,BB,07/16/2025,,,,,,Pass,,,,,1.9,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0139,G,Composite,,07/14/2025 12:00 AM,07/13/2025 12:00 AM,07/14/2025 12:00 AM,BB,07/17/2025,,,,,,Pass,,,,,1.8,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0137,G,Composite,,07/22/2025 07:00 AM,07/21/2025 07:00 AM,07/22/2025 07:00 AM,ID,07/28/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0144,G,Composite,,07/30/2025 07:00 AM,07/29/2025 07:00 AM,07/30/2025 07:00 AM,ID,08/06/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0143,G,Composite,,08/05/2025 07:00 AM,08/04/2025 07:00 AM,08/05/2025 07:00 AM,AJ,08/14/2025,,,,,,Pass,,,,,1.2,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0140,G,Composite,,08/19/2025 07:00 AM,08/18/2025 07:00 AM,08/19/2025 07:00 AM,AJ,08/28/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0141,G,Composite,,08/25/2025 07:00 AM,08/24/2025 07:00 AM,08/25/2025 07:00 AM,AJ,08/28/2025,,,,,,Pass,,,,,1.9,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0145,G,Composite,,09/03/2025 09:00 PM,09/02/2025 09:00 PM,09/03/2025 09:00 PM,LS,09/11/2025,,,,,,Pass,,,,,1.7,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0136,g,Composite,,09/16/2025 07:00 AM,09/15/2025 07:00 AM,09/16/2025 07:00 AM,LS,09/18/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0146,G,Composite,,09/22/2025 07:00 AM,09/21/2025 07:00 AM,09/22/2025 07:00 AM,LS,09/25/2025,,,,,,Pass,,,,,6.1,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0153,G,Composite,,09/23/2025 07:00 AM,09/22/2025 07:00 AM,09/23/2025 07:00 AM,LS,10/02/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0152,G,Composite,,10/07/2025 07:00 AM,10/06/2025 07:00 AM,10/07/2025 07:00 AM,LS,10/09/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0147,G,Composite,,10/14/2025 12:00 AM,10/13/2025 12:00 AM,10/14/2025 12:00 AM,LS,10/16/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0155,G,Composite,,10/20/2025 12:00 AM,10/19/2025 12:00 AM,10/20/2025 12:00 AM,LS,10/23/2025,,,,,,Pass,,,,,1.7,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0149,G,Composite,,10/27/2025 07:00 AM,10/26/2025 07:00 AM,10/27/2025 07:00 AM,AJ,10/30/2025,,,,,,Pass,,,,,1.5,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
F01-0154,G,Composite,,11/03/2025 12:00 AM,11/02/2025 12:00 AM,11/03/2025 12:00 AM,LS,11/06/2025,,,,,,Pass,,,,,1.4,,Routine Surveillance,Lewis,WestonWWTP-01,Sample,WWTP
G01-0006,Sample,Composite,TD,12/14/2021 08:40 AM,12/13/2021 09:00 AM,12/14/2021 08:00 AM,,,12/21/2021,,,,,Pass,SARS-CoV-2 N1,109123.1789,SARS-CoV-2 N2,72717.20365,0.673,Complete,,Mineral,KeyserWWTP-01,Sample,WWTP
G01-0534,G,Composite,,08/05/2024 08:00 AM,08/04/2024 09:00 AM,08/05/2024 08:00 AM,AJ,08/07/2024,,,,,,Pass,,,,,0.437,,Routine Surveillance,Mineral,KeyserWWTP-01,Sample,WWTP
G01-0574,G,Composite,,08/19/2024 09:00 AM,08/18/2024 09:00 AM,08/19/2024 09:00 AM,AJ,08/20/2024,,,,,,Pass,,,,,0.637,,Routine Surveillance,Mineral,KeyserWWTP-01,Sample,WWTP
